,KRBOX1 (100506243)
ACH-000004,-0.184002277667
ACH-000007,-0.20624750857000002
ACH-000009,-0.216162608262
ACH-000011,-0.0676439374688
ACH-000012,-0.18514428556499998
ACH-000013,-0.114676034627
ACH-000014,-0.5565284829689999
ACH-000015,-0.19392163752
ACH-000017,-0.133001543459
ACH-000018,-0.16886546484
ACH-000019,-0.114040526872
ACH-000021,-0.269857484792
ACH-000022,-0.12316198519400001
ACH-000025,-0.313852571763
ACH-000028,-0.10811540637599999
ACH-000030,-0.146108107974
ACH-000035,-0.0953171598869
ACH-000036,-0.24961710385400002
ACH-000037,-0.00462743627215
ACH-000039,-0.157389934491
ACH-000040,-0.06113825681250001
ACH-000041,0.034542679502599996
ACH-000042,-0.275914355493
ACH-000045,-0.233724387729
ACH-000047,-0.0957038412229
ACH-000052,-0.051352917185699995
ACH-000053,-0.11983570060599999
ACH-000054,-0.261203564874
ACH-000055,-0.09969854905919999
ACH-000060,-0.223601648343
ACH-000067,-0.376604541071
ACH-000070,-0.0811634148597
ACH-000075,-0.21703274847399998
ACH-000078,-0.237378327749
ACH-000082,-0.016607310482600002
ACH-000085,-0.23408060439
ACH-000086,-0.16986055229699998
ACH-000087,-0.164885758554
ACH-000092,-0.137259231019
ACH-000095,0.021285512154900002
ACH-000097,-0.0847360540937
ACH-000098,-0.38079462303000006
ACH-000099,-0.234027585953
ACH-000108,-0.09422545326199999
ACH-000113,-0.164686798138
ACH-000115,-0.12937058030999998
ACH-000116,-0.176841308557
ACH-000118,-0.165231439379
ACH-000120,-0.190729128847
ACH-000123,-0.247145314917
ACH-000127,-0.16506739514399998
ACH-000128,-0.118452681513
ACH-000132,0.021681652850200003
ACH-000133,-0.13991356708799998
ACH-000137,-0.138944037242
ACH-000138,-0.23885508286600002
ACH-000142,-0.109043570615
ACH-000143,-0.0557877557566
ACH-000146,-0.146882869756
ACH-000148,-0.044785975469599996
ACH-000150,-0.17945118275400002
ACH-000152,-0.195980064505
ACH-000153,0.040311036594199996
ACH-000159,-0.25919939433899997
ACH-000160,-0.11293145029000001
ACH-000163,-0.126324170782
ACH-000167,-0.17993237141600002
ACH-000168,-0.140813568105
ACH-000169,-0.132173637078
ACH-000178,-0.282902214072
ACH-000182,-0.178163490119
ACH-000183,-0.0604164383298
ACH-000188,-0.373346346967
ACH-000189,-0.147222475967
ACH-000190,-0.16142155297
ACH-000198,-0.177755928114
ACH-000204,-0.44159075677500004
ACH-000206,0.0349997810421
ACH-000207,-0.48249769186499997
ACH-000211,-0.329301829407
ACH-000215,-0.270076423753
ACH-000221,-0.203654961233
ACH-000222,-0.0042656663211399996
ACH-000223,-0.136889032825
ACH-000226,-0.0875439594043
ACH-000227,-0.10555626992
ACH-000228,-0.18153713850000003
ACH-000231,-0.293005605903
ACH-000232,-0.290092438113
ACH-000233,-0.232763849928
ACH-000234,-0.287540643217
ACH-000235,-0.195716259791
ACH-000237,-0.265324210549
ACH-000238,-0.235917550839
ACH-000243,-0.148039212684
ACH-000244,-0.33872927594
ACH-000246,-0.276284512395
ACH-000248,-0.315347514336
ACH-000250,-0.23082409292599998
ACH-000251,-0.029612382042799996
ACH-000253,-0.133907126483
ACH-000255,0.0255814344202
ACH-000256,-0.350583728891
ACH-000257,-0.093690103013
ACH-000258,-0.367588584334
ACH-000259,-0.129181984521
ACH-000260,-0.143814270949
ACH-000261,-0.10930021932299999
ACH-000262,-0.157608235194
ACH-000263,-0.316547277211
ACH-000264,-0.26673979560899996
ACH-000265,-0.0939359164327
ACH-000266,-0.22421772645500002
ACH-000272,-0.279269415194
ACH-000273,-0.228727207773
ACH-000274,-0.22475887398699998
ACH-000277,-0.06824082335289999
ACH-000278,-0.412363099753
ACH-000279,-0.22293678217799998
ACH-000280,-0.24099128972
ACH-000281,-0.0992663900179
ACH-000288,-0.138257913245
ACH-000291,-0.039124998322400004
ACH-000293,-0.18136487644299998
ACH-000294,-0.050205323684400005
ACH-000295,-0.332453219941
ACH-000296,-0.27640761054499996
ACH-000302,-0.137114860744
ACH-000304,-0.0051058247822399995
ACH-000307,-0.21065047627099998
ACH-000308,-0.126124631903
ACH-000310,-0.156487578818
ACH-000311,-0.12326982697000001
ACH-000312,0.0267034195912
ACH-000315,-0.17088376373300002
ACH-000316,-0.24981342948000002
ACH-000317,-0.0705177271154
ACH-000318,-0.295431486278
ACH-000319,-0.20914355480799998
ACH-000320,-0.248292969373
ACH-000322,-0.23836801971500002
ACH-000323,-0.365764302437
ACH-000324,-0.156981653349
ACH-000329,-0.0878273837043
ACH-000330,-0.265059915879
ACH-000331,-0.0602160264386
ACH-000332,-0.195193217241
ACH-000334,0.0736254343189
ACH-000335,-0.344208626426
ACH-000336,-0.0809722798102
ACH-000337,0.0334945541795
ACH-000339,-0.16563321458900002
ACH-000341,-0.0865888626296
ACH-000348,-0.0193028619533
ACH-000350,0.0006821427320860001
ACH-000352,-0.14607316661800002
ACH-000356,-0.36339630540600004
ACH-000361,0.0172623149586
ACH-000362,-0.0730654661479
ACH-000363,-0.0706260327037
ACH-000364,0.0173322090665
ACH-000365,-0.0834333699964
ACH-000366,-0.162295094932
ACH-000368,-0.100668150095
ACH-000374,-0.300816790738
ACH-000375,-0.131397866315
ACH-000376,-0.250289363139
ACH-000381,-0.310234692911
ACH-000383,-0.106869748546
ACH-000387,0.00494921012886
ACH-000389,-0.268610944628
ACH-000390,-0.149064202905
ACH-000393,-0.27356532052099997
ACH-000395,-0.107372857401
ACH-000397,-0.24508374969900001
ACH-000401,-0.146450820842
ACH-000402,-0.34647057174199997
ACH-000403,-0.201880900192
ACH-000404,0.0383031856242
ACH-000406,-0.15115841444599998
ACH-000407,-0.152133818678
ACH-000408,-0.199753087872
ACH-000410,-0.28706726657299997
ACH-000411,-0.21670992090799998
ACH-000414,-0.132541434559
ACH-000415,-0.274426113004
ACH-000416,-0.185327030553
ACH-000420,-0.10874427382400001
ACH-000421,-0.0642074865458
ACH-000424,-0.41008769832900005
ACH-000425,-0.16079201082699998
