,THRSP (7069)
ACH-000004,-0.07473025527810001
ACH-000007,0.0398767495955
ACH-000009,-0.18028259166900001
ACH-000011,0.0021685197320500003
ACH-000012,-0.133782973144
ACH-000013,0.0388294769993
ACH-000014,-0.0985199182461
ACH-000015,-0.0689066258198
ACH-000017,-0.126134053839
ACH-000018,-0.196668244747
ACH-000019,-0.0829094224653
ACH-000021,-0.126068008968
ACH-000022,-0.046651593861
ACH-000025,-0.0847426904107
ACH-000028,-0.142871082944
ACH-000030,-0.172647160759
ACH-000035,0.00878246843856
ACH-000036,-0.091467206373
ACH-000037,-0.146686050073
ACH-000039,-0.36476246779
ACH-000040,-0.061522212417599996
ACH-000041,-0.115433012569
ACH-000042,-0.183616903099
ACH-000045,0.0853555995569
ACH-000047,0.018108442273099996
ACH-000052,-0.040504027205500004
ACH-000053,-0.129014845471
ACH-000054,0.12261213709100001
ACH-000055,-0.09043781580939998
ACH-000060,-0.0780493471415
ACH-000067,0.043405797752400006
ACH-000070,-0.0228990849426
ACH-000075,0.184074457609
ACH-000078,-0.177041181305
ACH-000082,-0.22210858118000001
ACH-000085,-0.28308510111900004
ACH-000086,-0.323256243672
ACH-000087,-0.00379642948905
ACH-000092,-0.152278495251
ACH-000095,-0.047336061284999995
ACH-000097,-0.13639026305
ACH-000098,-0.020290610950700002
ACH-000099,-0.12918155173100002
ACH-000108,-0.150615042387
ACH-000113,-0.057981924361699994
ACH-000115,-0.141437898822
ACH-000116,-0.24653565968199997
ACH-000118,-0.32621833809
ACH-000120,-0.0562566301693
ACH-000123,-0.114108726393
ACH-000127,-0.0539905340544
ACH-000128,-0.135307193791
ACH-000132,0.007663048001649999
ACH-000133,-0.26833535854
ACH-000137,-0.202183576063
ACH-000138,-0.258633113498
ACH-000142,-0.38816707343400003
ACH-000143,-0.306037522351
ACH-000146,-0.11714069339000001
ACH-000148,-0.006222997176109999
ACH-000150,-0.038238332650800004
ACH-000152,-0.19902702936099997
ACH-000153,-0.203729123828
ACH-000159,-0.0309486729299
ACH-000160,0.0444180850832
ACH-000163,-0.049036732473499996
ACH-000167,0.0652874109918
ACH-000168,-0.152437319586
ACH-000169,-0.0725779955107
ACH-000178,-0.18473943406399998
ACH-000182,-0.0282087921861
ACH-000183,-0.0755949523183
ACH-000188,-0.20775341798799998
ACH-000189,0.00169479568738
ACH-000190,0.0164969012174
ACH-000198,-0.212435174428
ACH-000204,-0.11335247613399999
ACH-000206,0.022330628696699998
ACH-000207,-0.29318311754799997
ACH-000211,-0.0988527151903
ACH-000215,-0.103575119683
ACH-000221,-0.048417033113900006
ACH-000222,-0.135721049417
ACH-000223,-0.158750320156
ACH-000226,-0.155722894679
ACH-000227,-0.0303887206868
ACH-000228,-0.19551848536699998
ACH-000231,-0.0737269543948
ACH-000232,-0.1024399247
ACH-000233,-0.0140895221728
ACH-000234,-0.00623765271598
ACH-000235,-0.0503773323511
ACH-000237,-0.17114758868799998
ACH-000238,-0.20783072185899998
ACH-000243,0.0213661000582
ACH-000244,-0.16644504521700001
ACH-000246,-0.198770735647
ACH-000248,0.0409221960295
ACH-000250,-0.032961136778
ACH-000251,0.156468393924
ACH-000253,-0.0664915372239
ACH-000255,-0.04458297146319999
ACH-000256,-0.23995926958799998
ACH-000257,-0.0303797588539
ACH-000258,0.142219039577
ACH-000259,-0.08127334962739999
ACH-000260,-0.058569867732800006
ACH-000261,-0.113651315539
ACH-000262,0.0680694401149
ACH-000263,0.00587451515839
ACH-000264,-0.31843023496399997
ACH-000265,-0.0685250301312
ACH-000266,-0.09234361332800001
ACH-000272,0.007865362649109999
ACH-000273,-0.0560123329541
ACH-000274,-0.38573107607199997
ACH-000277,0.047317364269900006
ACH-000278,-0.18828621430700002
ACH-000279,-0.0867300911116
ACH-000280,-0.0534700760928
ACH-000281,-0.137754070707
ACH-000288,-0.15842759215399999
ACH-000291,0.000828445148639
ACH-000293,-0.16734729435100001
ACH-000294,0.23436319784200002
ACH-000295,-0.274626210908
ACH-000296,0.012153022937200001
ACH-000302,-0.0395852133302
ACH-000304,-0.176118044359
ACH-000307,0.0456025603482
ACH-000308,-0.29331574927
ACH-000310,-0.020371236327400004
ACH-000311,0.0498172118365
ACH-000312,-0.279356370323
ACH-000315,-0.07240249794510001
ACH-000316,-0.0922631283647
ACH-000317,0.134984475711
ACH-000318,-0.105816604402
ACH-000319,-0.188929682553
ACH-000320,-0.044534145274800006
ACH-000322,-0.0123543295918
ACH-000323,-0.09077185046389999
ACH-000324,0.00839926461616
ACH-000329,-0.0564244485801
ACH-000330,-0.174158349625
ACH-000331,-0.21517695800500003
ACH-000332,-0.0975586210241
ACH-000334,-0.252936137005
ACH-000335,-0.0614869953322
ACH-000336,-0.101454839619
ACH-000337,-0.314476482238
ACH-000339,-0.0727479046974
ACH-000341,-0.289356999606
ACH-000348,-0.0773734781669
ACH-000350,-0.107646580785
ACH-000352,0.00630754881545
ACH-000356,-0.12114106517300001
ACH-000361,-0.20292193464400002
ACH-000362,0.0205744280501
ACH-000363,-0.005729071398579999
ACH-000364,-0.33695738273000003
ACH-000365,-0.0945752653476
ACH-000366,-0.229301045227
ACH-000368,-0.044615573412199995
ACH-000374,-0.21899017704100002
ACH-000375,-0.24319585263799998
ACH-000376,-0.000638623556026
ACH-000381,-0.0306566986121
ACH-000383,-0.11830174815700001
ACH-000387,0.07976794375239998
ACH-000389,0.154183910706
ACH-000390,-0.0961414815346
ACH-000393,-0.055791855465000005
ACH-000395,-0.18174088163600002
ACH-000397,-0.209930111439
ACH-000401,-0.222320500235
ACH-000402,-0.25081790286899996
ACH-000403,-0.201211040476
ACH-000404,-0.288530188136
ACH-000406,-0.139102615538
ACH-000407,-0.22278479393300002
ACH-000408,-0.0394145488865
ACH-000410,-0.0631891966892
ACH-000411,-0.0956274033557
ACH-000414,-0.0653060592746
ACH-000415,-0.19995973848499998
ACH-000416,-0.183736937221
ACH-000420,-0.0632296276325
ACH-000421,-0.10345364360300001
ACH-000424,-0.026282454611400004
ACH-000425,-0.113001070835
ACH-000426,0.03650023132269999
ACH-000427,-0.0229292279543
ACH-000433,-0.310102333246
ACH-000436,-0.102354766658
ACH-000444,0.08004610803560001
ACH-000445,-0.175992068083
ACH-000448,-0.026964326363499998
ACH-000450,0.0687565541307
ACH-000452,-0.0436582991681
ACH-000454,-0.158747404567
ACH-000458,-0.147006462498
ACH-000459,0.011480520762399998
ACH-000460,-0.10965980784900001
ACH-000461,-0.12369746304500001
ACH-000463,0.04640958902430001
ACH-000464,-0.11010512850099999
ACH-000466,-0.0401749687519
ACH-000467,-0.167783233872
ACH-000468,-0.0810910585255
ACH-000469,-0.0788679954998
ACH-000470,-0.26564335838500003
ACH-000471,-0.146780641201
ACH-000472,-0.0750915891323
ACH-000473,-0.203005227271
ACH-000475,-0.08059671190739999
ACH-000476,-0.131780385605
ACH-000477,-0.063413760176
ACH-000480,0.015027308693799998
ACH-000481,-0.0275712584559
ACH-000483,-0.176296390461
ACH-000484,0.102492238664
ACH-000485,-0.377388007795
ACH-000486,-0.320144252271
ACH-000487,-0.170172491774
ACH-000488,0.054904497734900005
ACH-000490,-0.055043339017900005
ACH-000491,0.029991149426099997
ACH-000495,0.0306987671586
ACH-000496,-0.076200499139
ACH-000499,-0.09261549169569999
ACH-000500,0.136189591711
ACH-000502,-0.148391702125
ACH-000503,-0.09995441432739999
ACH-000505,-0.130630552793
