,SEC61B (10952)
ACH-000004,-0.709598129186
ACH-000007,-0.6086668419210001
ACH-000009,-0.749624244399
ACH-000011,-0.6248098342289999
ACH-000012,-0.336211466942
ACH-000013,-0.664571239675
ACH-000014,-0.645263720206
ACH-000015,-0.8138066587180001
ACH-000017,-0.5266051687569999
ACH-000018,-0.531746947161
ACH-000019,-0.420934698923
ACH-000021,-0.9979784280990001
ACH-000022,-0.779222609564
ACH-000025,-0.7881577133869999
ACH-000028,-0.641985486834
ACH-000030,-0.522351904843
ACH-000035,-0.7207847359270001
ACH-000036,-0.710094063416
ACH-000037,-0.654636060032
ACH-000039,-0.654620095903
ACH-000040,-0.731882035122
ACH-000041,-1.1138643439799998
ACH-000042,-0.68878743869
ACH-000045,-0.81350726523
ACH-000047,-0.624194785008
ACH-000052,-0.693143622041
ACH-000053,-0.601460248618
ACH-000054,-0.659683916548
ACH-000055,-0.6942634843459999
ACH-000060,-0.796134532675
ACH-000067,-0.20543527375
ACH-000070,-0.162585242824
ACH-000075,-0.379400013029
ACH-000078,-0.413340600348
ACH-000082,-0.859365281753
ACH-000085,-0.5746568584539999
ACH-000086,-0.545215305841
ACH-000087,-0.815604236835
ACH-000092,-0.8955577687749999
ACH-000095,-0.727518270749
ACH-000097,-0.526747587667
ACH-000098,-0.800922126056
ACH-000099,-0.5088026892090001
ACH-000108,-0.8852697225920001
ACH-000113,-0.7023856169499999
ACH-000115,-0.781129517933
ACH-000116,-0.625543827272
ACH-000118,-0.632239066808
ACH-000120,-0.657452165336
ACH-000123,-0.582407152386
ACH-000127,-0.669673091183
ACH-000128,-0.693976416708
ACH-000132,-0.657482104284
ACH-000133,-0.664579398174
ACH-000137,-0.622441366748
ACH-000138,-0.8079458217030001
ACH-000142,-0.622433220015
ACH-000143,-0.43386934474100003
ACH-000146,-0.867476178202
ACH-000148,-0.254867457588
ACH-000150,-0.5105749904720001
ACH-000152,-0.464342241945
ACH-000153,-0.846834352357
ACH-000159,-0.8889102282179999
ACH-000160,-0.5936502272959999
ACH-000163,-0.7258523826540001
ACH-000167,-0.820987041671
ACH-000168,-0.9173785382709999
ACH-000169,-0.5143281031920001
ACH-000178,-0.590345370396
ACH-000182,-0.371756313848
ACH-000183,-0.67367167931
ACH-000188,-0.49149799483999995
ACH-000189,-1.22357681091
ACH-000190,-0.7752429341179999
ACH-000198,-0.589109394832
ACH-000204,-0.964413832562
ACH-000206,-0.882564032307
ACH-000207,-0.305345833422
ACH-000211,-0.5142200298830001
ACH-000215,-0.550068098227
ACH-000221,-0.541443015654
ACH-000222,-0.8305201351520001
ACH-000223,-0.21998338000599998
ACH-000226,-0.640526947142
ACH-000227,-0.538347145261
ACH-000228,-0.779386767261
ACH-000231,-0.704262202498
ACH-000232,-0.641739732547
ACH-000233,-0.7271183427600001
ACH-000234,-0.609314104368
ACH-000235,-0.7051384752709999
ACH-000237,-0.718284967305
ACH-000238,-0.733427082771
ACH-000243,-0.435777602487
ACH-000244,-0.697927113318
ACH-000246,-0.523925364914
ACH-000248,-0.388875333256
ACH-000250,-0.573687634097
ACH-000251,-0.992083993716
ACH-000253,-0.42174789865400003
ACH-000255,-0.821495232165
ACH-000256,-0.67305464035
ACH-000257,-0.740397637201
ACH-000258,-0.46103699624600003
ACH-000259,-1.13344263971
ACH-000260,-0.6784737783820001
ACH-000261,-0.45845980132200004
ACH-000262,-0.573745998413
ACH-000263,-0.49655352663
ACH-000264,-0.515227134135
ACH-000265,-0.521397127712
ACH-000266,-0.600910453592
ACH-000272,-0.749772855906
ACH-000273,-0.579273564794
