,TSHR (7253)
ACH-000004,0.34634614920999995
ACH-000007,0.142450703981
ACH-000009,0.291139724089
ACH-000011,0.0665825668556
ACH-000012,0.141303221638
ACH-000013,0.17442823179699998
ACH-000014,0.207789963726
ACH-000015,0.20788264800500003
ACH-000017,-0.045627158816800004
ACH-000018,0.0640450124426
ACH-000019,0.0821139442748
ACH-000021,0.23919983394299998
ACH-000022,0.12178715464199999
ACH-000025,0.12319602431099999
ACH-000028,0.163255387002
ACH-000030,-0.008461934682850001
ACH-000035,0.190640262005
ACH-000036,0.134803471601
ACH-000037,0.19026281578600002
ACH-000039,-0.00926291202327
ACH-000040,-0.0808242497879
ACH-000041,0.278981763294
ACH-000042,0.148625170681
ACH-000045,0.232844551244
ACH-000047,0.0520694657393
ACH-000052,0.048173913697
ACH-000053,0.178514995878
ACH-000054,0.23630634615899998
ACH-000055,0.516635664573
ACH-000060,-0.135394726618
ACH-000067,0.25557357208799997
ACH-000070,0.058633152507499994
ACH-000075,-0.16882047198199998
ACH-000078,0.028484717998299998
ACH-000082,0.0405651007208
ACH-000085,-0.0365854398284
ACH-000086,0.236707800233
ACH-000087,0.217847153992
ACH-000092,0.0707826519878
ACH-000095,0.06404040507059999
ACH-000097,0.0466722718504
ACH-000098,0.09487489761080001
ACH-000099,0.0816622377257
ACH-000108,0.21530393981899998
ACH-000113,0.0777638103414
ACH-000115,0.17639513139199997
ACH-000116,0.220437910757
ACH-000118,0.031405491834900004
ACH-000120,0.118192371255
ACH-000123,0.0255115490399
ACH-000127,0.189337918258
ACH-000128,0.215039277863
ACH-000132,0.23685413297200003
ACH-000133,0.132798637313
ACH-000137,0.156433188071
ACH-000138,0.19444710155499997
ACH-000142,0.113924431045
ACH-000143,0.0257451678589
ACH-000146,0.157100597928
ACH-000148,0.0904495394662
ACH-000150,0.218450445105
ACH-000152,-0.0117003636207
ACH-000153,0.315033625536
ACH-000159,0.159235234111
ACH-000160,0.194221034683
ACH-000163,-0.012203057482
ACH-000167,0.136821669449
ACH-000168,0.243457608968
ACH-000169,0.206493025008
ACH-000178,0.167345336789
ACH-000182,0.252758500303
ACH-000183,-0.0276198660511
ACH-000188,0.146179234603
ACH-000189,0.178075446454
ACH-000190,0.0187470089465
ACH-000198,0.0909596733057
ACH-000204,0.17028619316500002
ACH-000206,0.027584995858100002
ACH-000207,0.0702688070493
ACH-000211,0.045462840226
ACH-000215,0.104718893695
ACH-000221,0.318903434017
ACH-000222,0.266192380176
ACH-000223,0.194103911318
ACH-000226,0.00171149332327
ACH-000227,0.179092535151
ACH-000228,0.241295453807
ACH-000231,0.0769198250972
ACH-000232,0.0949689132685
ACH-000233,0.155811833618
ACH-000234,0.286292021823
ACH-000235,0.122331137566
ACH-000237,0.348779732799
ACH-000238,-0.132488738548
ACH-000243,0.156904586192
ACH-000244,-0.10267961013100001
ACH-000246,0.16584651017000002
ACH-000248,-0.0628738256563
ACH-000250,0.107789431693
ACH-000251,0.228635281773
ACH-000253,0.11090482535999999
ACH-000255,0.09313776081189999
ACH-000256,0.19776680063000002
ACH-000257,-0.142938375762
ACH-000258,0.101942614553
ACH-000259,0.145998141149
ACH-000260,0.11948827898499999
ACH-000261,0.0786090666053
ACH-000262,0.17726425714299998
ACH-000263,0.369981168968
ACH-000264,0.0907348847377
ACH-000265,0.121177427437
ACH-000266,0.180099521339
ACH-000272,0.160412352269
ACH-000273,0.26514341352
ACH-000274,0.157430681432
ACH-000277,0.125774981058
ACH-000278,0.14969616849700002
ACH-000279,0.201451071981
ACH-000280,0.0323667840251
ACH-000281,0.24181980677099998
ACH-000288,0.130717366798
ACH-000291,0.0372868656186
ACH-000293,0.139272765329
ACH-000294,-0.08573232567080001
ACH-000295,0.12018527092299999
ACH-000296,0.254233392501
ACH-000302,0.113908978977
ACH-000304,0.053689984868199994
ACH-000307,0.245614220112
ACH-000308,0.18374445422200003
ACH-000310,0.0314462301368
ACH-000311,0.0970522727245
ACH-000312,0.249220697868
ACH-000315,-0.143179082446
ACH-000316,0.286566877376
ACH-000317,0.119578338992
ACH-000318,0.431085295305
ACH-000319,-0.13739213844599998
ACH-000320,0.280726284984
ACH-000322,0.13212465960699998
ACH-000323,0.06275326864269999
ACH-000324,0.151475629293
ACH-000329,0.113576958115
ACH-000330,0.282519855399
ACH-000331,0.272803110652
ACH-000332,0.213932717275
ACH-000334,-0.220074904437
ACH-000335,0.110227942271
ACH-000336,0.51166500403
ACH-000337,-0.00384438483502
ACH-000339,0.0216800350484
ACH-000341,0.294422290638
ACH-000348,0.186738678193
ACH-000350,0.157100775508
ACH-000352,0.214256321626
ACH-000356,0.170273817681
ACH-000361,0.223153801621
ACH-000362,0.0514424424928
ACH-000363,0.194039725971
ACH-000364,0.17802830240400003
ACH-000365,0.180807268109
ACH-000366,0.091120574974
ACH-000368,0.09162397611289999
ACH-000374,0.257776874026
ACH-000375,0.103356809104
ACH-000376,-0.017724291455400002
ACH-000381,0.10114669873700001
ACH-000383,0.0641824766935
ACH-000387,0.221461577929
ACH-000389,0.0070695925535
ACH-000390,0.0577527110004
ACH-000393,-0.088218920785
ACH-000395,0.159708477042
ACH-000397,0.006299961754279999
ACH-000401,0.12236983170299999
ACH-000402,-0.152043042722
ACH-000403,0.052738312969199994
ACH-000404,0.21906398799899998
ACH-000406,0.157377004872
ACH-000407,-0.0495887422867
ACH-000408,0.0007282969877160002
ACH-000410,0.201681726151
ACH-000411,0.22252856169100002
ACH-000414,0.263006079027
ACH-000415,0.09890434749970001
ACH-000416,0.158975346798
ACH-000420,0.11533464334
ACH-000421,0.110185339595
ACH-000424,0.23003282675099998
ACH-000425,0.0964811817416
ACH-000426,0.21882198565400002
ACH-000427,0.239258946868
ACH-000433,0.141194968017
ACH-000436,0.16646617999399999
ACH-000444,-0.042762880393000004
ACH-000445,0.22947180963000002
ACH-000448,0.133703462819
ACH-000450,0.171445901057
ACH-000452,0.18353137808699999
ACH-000454,-0.008625229084799999
ACH-000458,0.226651059369
ACH-000459,0.202904592359
ACH-000460,0.202489444994
ACH-000461,0.20070567605300002
ACH-000463,0.221443240819
ACH-000464,0.0824515338041
ACH-000466,0.0711542674452
ACH-000467,0.14345965445599998
ACH-000468,0.150173596347
ACH-000469,0.183331586352
ACH-000470,0.037890680771199996
ACH-000471,0.163686508686
ACH-000472,0.134681678268
ACH-000473,0.0940679800376
ACH-000475,0.15356961284099999
ACH-000476,-0.0759237577065
ACH-000477,0.09549857533719999
ACH-000480,0.0537988976769
ACH-000481,0.049331709082899994
ACH-000483,-0.027861308859099997
ACH-000484,-0.121544592765
ACH-000485,0.117543028127
ACH-000486,0.24752520374200002
ACH-000487,0.23431526001999997
ACH-000488,0.179280659051
ACH-000490,0.0257379186568
ACH-000491,0.0725967149525
ACH-000495,-0.0428067197594
ACH-000496,0.205277509291
ACH-000499,0.018714783927900002
ACH-000500,0.35471178574600004
ACH-000502,0.154023607985
ACH-000503,0.20572612097800003
ACH-000505,0.23538726800299997
ACH-000507,-0.00241025492904
ACH-000510,0.23047823062199999
ACH-000511,0.172768094939
ACH-000512,0.161032095653
ACH-000516,0.250957867328
ACH-000517,0.132696113364
ACH-000518,0.174877607768
ACH-000520,0.216394259079
ACH-000521,0.129301502152
ACH-000522,0.19459145719700002
ACH-000524,0.07679780607719999
ACH-000527,0.21083941526799999
ACH-000528,-0.0364618386546
ACH-000537,0.18348295939800002
ACH-000541,0.356088709964
ACH-000542,0.106702970851
ACH-000544,0.253988454472
ACH-000545,0.14121027367699998
ACH-000547,0.267931136477
ACH-000548,0.019375043005299998
ACH-000549,0.0414104834607
ACH-000550,0.152419485552
ACH-000552,-0.0640116781244
ACH-000556,0.0757858127988
ACH-000557,0.269521378405
ACH-000570,0.166001071971
ACH-000571,0.109211358927
ACH-000573,0.0588929573642
ACH-000576,0.20186121621599998
ACH-000580,-0.134421939332
ACH-000584,0.19535708811
ACH-000585,0.17742273027
ACH-000588,0.25493906997
ACH-000589,0.20081529654
ACH-000591,-0.050494211303400004
ACH-000593,0.179545343282
ACH-000600,0.0943221224117
ACH-000601,0.251120593733
ACH-000604,0.0644271422806
ACH-000605,0.150885166469
ACH-000606,0.116622667554
ACH-000608,0.17646931294399998
ACH-000614,0.194387076959
ACH-000616,0.105508707179
ACH-000618,0.10920614052500001
ACH-000619,-0.0157047603857
ACH-000620,0.041288797273499996
ACH-000621,0.17709353281800003
ACH-000622,-0.042529611851500004
ACH-000623,0.12294951140799999
ACH-000624,0.0968342994005
ACH-000627,0.151375399665
ACH-000630,0.127114469342
ACH-000632,0.0390476013075
ACH-000633,0.117462524914
ACH-000637,0.0516513658297
ACH-000638,0.108936562914
ACH-000646,0.26205517822200003
ACH-000647,0.16627940621099999
ACH-000648,0.011452767609099999
ACH-000649,0.146933214978
ACH-000651,0.269199001921
ACH-000652,0.102553825337
ACH-000653,0.140776747134
ACH-000657,0.18373303000100003
ACH-000658,0.14706232383600001
