,PTPRO (5800)
ACH-000004,0.29462379436299996
ACH-000007,-0.060752392184600004
ACH-000009,-0.214318986319
ACH-000011,0.244385280374
ACH-000012,0.0468147807945
ACH-000013,0.113258614364
ACH-000014,0.0380077737939
ACH-000015,-0.132643905897
ACH-000017,0.014173685629
ACH-000018,0.18560389471500002
ACH-000019,-0.0489539143289
ACH-000021,0.0387380604784
ACH-000022,0.00896544066902
ACH-000025,0.107486515009
ACH-000028,0.10369251164799999
ACH-000030,0.103207150244
ACH-000035,0.0753935031491
ACH-000036,0.06620671427899999
ACH-000037,0.46292744551700005
ACH-000039,-0.19943590383200002
ACH-000040,0.278472341884
ACH-000041,-0.255009762495
ACH-000042,0.0479791745815
ACH-000045,0.148279748371
ACH-000047,-0.0321488592181
ACH-000052,0.0395936991881
ACH-000053,0.04499314082980001
ACH-000054,-0.009925301621370002
ACH-000055,0.169764389085
ACH-000060,-0.042059783416599994
ACH-000067,-0.29041432869
ACH-000070,0.138664350377
ACH-000075,0.0269396258211
ACH-000078,0.113124916204
ACH-000082,-0.0213347367049
ACH-000085,0.125351281981
ACH-000086,-0.036081455727800006
ACH-000087,0.22699136362599998
ACH-000092,0.160552125396
ACH-000095,-0.0690422606756
ACH-000097,0.125257156773
ACH-000098,0.174551753692
ACH-000099,-0.0487154498438
ACH-000108,0.0875413856724
ACH-000113,0.0760338738175
ACH-000115,0.0390872006811
ACH-000116,0.10985692343299999
ACH-000118,0.00386286927125
ACH-000120,-0.0776687389202
ACH-000123,-0.107888223058
ACH-000127,0.0211115497304
ACH-000128,0.112104578106
ACH-000132,0.20870402246199998
ACH-000133,0.0639860368014
ACH-000137,-0.0737709379769
ACH-000138,0.0104499111624
ACH-000142,-0.05951304472919999
ACH-000143,0.20875894113200003
ACH-000146,0.0118120288753
ACH-000148,0.028931051976499998
ACH-000150,0.202479597134
ACH-000152,-0.00928330928865
ACH-000153,0.430142504492
ACH-000159,-0.012400629761600002
ACH-000160,-0.14255054497000003
ACH-000163,0.184005414552
ACH-000167,-0.057533099317899995
ACH-000168,0.480617348066
ACH-000169,0.0363764500636
ACH-000178,0.000708643829313
ACH-000182,0.0402233239664
ACH-000183,0.206391410011
ACH-000188,0.0673513360327
ACH-000189,-0.14752182864399999
ACH-000190,-0.265379952923
ACH-000198,-0.0160852265076
ACH-000204,0.135514434668
ACH-000206,0.141242881013
ACH-000207,0.118400174116
ACH-000211,0.0884622324485
ACH-000215,0.00182405141215
ACH-000221,-0.062353476827300004
ACH-000222,0.146990247165
ACH-000223,0.00808481998251
ACH-000226,0.195894550134
ACH-000227,-0.051586490938599995
ACH-000228,-0.0776452462979
ACH-000231,0.0648047735056
ACH-000232,0.00489823898521
ACH-000233,-0.044084753327500004
ACH-000234,-0.0320747796936
ACH-000235,0.0411056866372
ACH-000237,0.15768038595699999
ACH-000238,-0.108626071066
ACH-000243,0.0032497397135300005
ACH-000244,-0.09678696300869999
ACH-000246,-0.09960409936760001
ACH-000248,0.0412174361988
ACH-000250,0.10140994598
ACH-000251,-0.08967709542739999
ACH-000253,-0.015615587678200002
ACH-000255,0.017747661215599998
ACH-000256,0.08999725930019999
ACH-000257,-0.0116001617053
ACH-000258,-0.161473242065
ACH-000259,0.068410068999
ACH-000260,-0.0190140710898
ACH-000261,0.06195266860259999
ACH-000262,0.141070031055
ACH-000263,0.11678574601
ACH-000264,0.056313677163500005
ACH-000265,0.07706657860060001
ACH-000266,0.041202101169
ACH-000272,0.06485434101969999
ACH-000273,0.0856289576752
ACH-000274,-0.21980392693300002
ACH-000277,0.10710808164300001
ACH-000278,0.103055902125
ACH-000279,0.0112100269484
ACH-000280,0.14041252183800002
ACH-000281,-0.10672863035800001
ACH-000288,-0.121629744476
ACH-000291,0.17595584194400002
ACH-000293,-0.114697514051
ACH-000294,-0.140314785937
ACH-000295,-0.0977638008932
ACH-000296,-0.027474591200599998
ACH-000302,-0.09194932867319999
ACH-000304,0.0935219808097
ACH-000307,0.06807884454469999
ACH-000308,0.0276316785456
