,DENND2C (163259)
ACH-000004,-0.16470216334899998
ACH-000007,-0.527150610502
ACH-000009,-0.576746117547
ACH-000011,-0.368074469639
ACH-000012,-0.527497667171
ACH-000013,-0.29542845196
ACH-000014,-0.367964626671
ACH-000015,-0.256178889669
ACH-000017,-0.173119509787
ACH-000018,-0.0670957554029
ACH-000019,-0.6227024234690001
ACH-000021,-0.35325881827399996
ACH-000022,-0.23194111242600002
ACH-000025,-0.45763375867
ACH-000028,-0.8126941450849999
ACH-000030,-0.45895361300099996
ACH-000035,-0.476258602211
ACH-000036,-0.25925261503
ACH-000037,-0.151058266169
ACH-000039,-0.329384222487
ACH-000040,-0.181437638953
ACH-000041,-0.23896958979200003
ACH-000042,-0.32103529311
ACH-000045,-0.323182124158
ACH-000047,-0.11269867945499999
ACH-000052,-0.0199012212227
ACH-000053,-0.359752997772
ACH-000054,-0.26636693622900004
ACH-000055,-0.167454893668
ACH-000060,-0.49221977544100004
ACH-000067,-0.330257197119
ACH-000070,0.011174614736699999
ACH-000075,-0.201695608442
ACH-000078,-0.439380201373
ACH-000082,-0.21425234558800002
ACH-000085,-0.21323890636
ACH-000086,-0.307067159759
ACH-000087,0.009071508594729999
ACH-000092,-0.528644144225
ACH-000095,-0.307033790709
ACH-000097,-0.0448986633804
ACH-000098,-0.334404333721
ACH-000099,-0.42624546381300005
ACH-000108,-0.512933341079
ACH-000113,-0.39570261440300003
ACH-000115,-0.297772992299
ACH-000116,-0.22830992204999997
ACH-000118,-0.47316478650300003
ACH-000120,-0.08121495145060001
ACH-000123,-0.480598716576
ACH-000127,-0.24013947796399998
ACH-000128,-0.288863750856
ACH-000132,-0.178083114412
ACH-000133,-0.25547943684
ACH-000137,-0.40909644741800005
ACH-000138,-0.340279540794
ACH-000142,-0.206261324612
ACH-000143,-0.278694930907
ACH-000146,-0.39525756931199996
ACH-000148,-0.15973416787
ACH-000150,-0.257465391941
ACH-000152,-0.367360118826
ACH-000153,-0.50237891967
ACH-000159,-0.329907533134
ACH-000160,-0.028199703253599998
ACH-000163,-0.055544870617
ACH-000167,-0.0815102322152
ACH-000168,-0.443649334691
ACH-000169,-0.19508000176600002
ACH-000178,-0.170633145194
ACH-000182,-0.11933073713600001
ACH-000183,-0.226016515944
ACH-000188,-0.224012720182
ACH-000189,-0.08009009954139999
ACH-000190,-0.239332231985
ACH-000198,-0.21117941245900002
ACH-000204,-0.46801123601899997
ACH-000206,-0.14643405885500002
ACH-000207,-0.255509053731
ACH-000211,-0.321951649531
ACH-000215,-0.2410463748
ACH-000221,-0.464283085824
ACH-000222,-0.606571627935
ACH-000223,-0.42047394739200006
ACH-000226,-0.428230241074
ACH-000227,-0.49115568019699996
ACH-000228,-0.268232963206
ACH-000231,-0.244008444401
ACH-000232,-0.163041357445
ACH-000233,-0.276558179951
ACH-000234,-0.272170853887
ACH-000235,-0.358338706633
ACH-000237,-0.25155212758400003
ACH-000238,-0.34080008988000005
ACH-000243,-0.367497726211
ACH-000244,-0.178393294728
ACH-000246,-0.321930759677
ACH-000248,-0.42570930655100003
ACH-000250,-0.327823835689
ACH-000251,-0.200597423913
ACH-000253,-0.16209607227700001
ACH-000255,-0.40526289886
ACH-000256,-0.24897160750999997
ACH-000257,-0.16712499639
ACH-000258,-0.021384150547000002
ACH-000259,-0.291147288665
ACH-000260,-0.332518686001
ACH-000261,-0.346358234986
ACH-000262,-0.26347791515999996
ACH-000263,-0.348771996625
ACH-000264,-0.20811641155900001
ACH-000265,-0.452378114812
ACH-000266,-0.34461232759300003
ACH-000272,-0.44468590810599995
ACH-000273,-0.201463937515
ACH-000274,-0.27179350641100003
ACH-000277,0.0126463596001
ACH-000278,-0.165387718209
ACH-000279,-0.247941262878
ACH-000280,-0.148499837065
ACH-000281,-0.435775410476
ACH-000288,-0.35632866952
ACH-000291,-0.206733746539
ACH-000293,-0.147535606588
ACH-000294,-0.45925291895900006
ACH-000295,-0.468582584843
ACH-000296,-0.49425846678900004
ACH-000302,-0.31950514572
ACH-000304,0.053735572749399996
ACH-000307,-0.24622746846299998
ACH-000308,-0.331897456784
ACH-000310,-0.7234890271879999
ACH-000311,-0.411840449737
ACH-000312,-0.15808412082999998
ACH-000315,-0.139504108722
ACH-000316,-0.249072190042
ACH-000317,-0.377642482298
ACH-000318,-0.18078956206099997
ACH-000319,-0.211739066018
ACH-000320,-0.793579141879
ACH-000322,-0.34295934940899997
ACH-000323,-0.288123060842
ACH-000324,-0.41913225407300003
ACH-000329,-0.228027014424
ACH-000330,-0.43075439507700003
ACH-000331,-0.311570472084
ACH-000332,-0.290755261078
ACH-000334,-0.31875855571999995
ACH-000335,-0.6446972265550001
ACH-000336,-0.155239924092
ACH-000337,-0.18349410516399997
ACH-000339,-0.40522682274599997
ACH-000341,-0.235193357885
ACH-000348,-0.263194768812
ACH-000350,-0.229234737608
ACH-000352,-0.339778879744
ACH-000356,-0.403609260965
ACH-000361,-0.114570730931
ACH-000362,-0.410418191757
ACH-000363,-0.221904869122
ACH-000364,-0.222532319873
ACH-000365,-0.271898017709
ACH-000366,-0.327293371982
ACH-000368,-0.506348178064
ACH-000374,-0.287812524136
ACH-000375,-0.257242154848
ACH-000376,-0.336759536772
ACH-000381,-0.289882278624
ACH-000383,-0.422463338343
ACH-000387,-0.392381402721
ACH-000389,-0.138273148652
ACH-000390,-0.306942800545
ACH-000393,-0.400268020976
ACH-000395,-0.367145690811
ACH-000397,-0.151254156246
ACH-000401,-0.0638190337906
ACH-000402,-0.35960733020400004
ACH-000403,-0.220010233174
ACH-000404,0.125235405588
ACH-000406,-0.251779072398
ACH-000407,-0.188221290269
ACH-000408,-0.239505744745
ACH-000410,-0.0612261041275
ACH-000411,-0.31309388794799997
ACH-000414,-0.411283135721
ACH-000415,-0.343538989399
ACH-000416,-0.262996863891
ACH-000420,-0.328453096924
ACH-000421,-0.22859376494300002
ACH-000424,-0.210691562316
ACH-000425,-0.218903407983
ACH-000426,-0.0305670314878
ACH-000427,-0.13111065609
ACH-000433,-0.342339520384
ACH-000436,-0.495511630861
ACH-000444,-0.157807031131
ACH-000445,-0.37589804344000005
ACH-000448,-0.20304488230099998
