,MMEL1 (79258)
ACH-000004,-0.148860829184
ACH-000007,-0.0794035999275
ACH-000009,-0.193075072615
ACH-000011,0.00341903724439
ACH-000012,-0.0888295933137
ACH-000013,-0.13027110418500001
ACH-000014,-0.32576441926
ACH-000015,-0.102413396664
ACH-000017,-0.164225386341
ACH-000018,-0.167359257265
ACH-000019,-0.26487168645799997
ACH-000021,-0.141800487529
ACH-000022,-0.12423142430600001
ACH-000025,0.08193470699819999
ACH-000028,0.021241418486399998
ACH-000030,-0.140878025115
ACH-000035,-0.254920967151
ACH-000036,-0.05792399876180001
ACH-000037,-0.42223154971500004
ACH-000039,-0.343242205265
ACH-000040,-0.033490262826799996
ACH-000041,-0.31096586265
ACH-000042,-0.11453279338899999
ACH-000045,0.0192525527532
ACH-000047,-0.153578272148
ACH-000052,-0.142541086348
ACH-000053,-0.0616068657022
ACH-000054,-0.026125952011099997
ACH-000055,-0.030617273756200002
ACH-000060,-0.119294181953
ACH-000067,-0.19351061262400002
ACH-000070,-0.194761071738
ACH-000075,-0.0398387398671
ACH-000078,-0.104594845965
ACH-000082,-0.08654913057489999
ACH-000085,-0.283187645895
ACH-000086,-0.205370634905
ACH-000087,-0.155009433338
ACH-000092,-0.100488631986
ACH-000095,-0.160978757964
ACH-000097,-0.058005859466500005
ACH-000098,-0.0904068684186
ACH-000099,-0.168867360771
ACH-000108,-0.0709262645627
ACH-000113,-0.09824328396119998
ACH-000115,-0.0653608647074
ACH-000116,-0.0634055936974
ACH-000118,0.0178387389877
ACH-000120,-0.31269582157299997
ACH-000123,-0.0403817831665
ACH-000127,-0.089573343804
ACH-000128,-0.40722140435500004
ACH-000132,-0.17604363347399998
ACH-000133,-0.113852780362
ACH-000137,0.029307872303999997
ACH-000138,-0.012742562182
ACH-000142,-0.103626332035
ACH-000143,-0.0672813926589
ACH-000146,-0.200405093255
ACH-000148,-0.199731031895
ACH-000150,-0.652036264564
ACH-000152,-0.08395461463880001
ACH-000153,-0.0388158491552
ACH-000159,-0.079290983831
ACH-000160,-0.187476715361
ACH-000163,-0.189049376725
ACH-000167,-0.189573529366
ACH-000168,0.228004644874
ACH-000169,-0.033267663883700005
ACH-000178,-0.15072611622999998
ACH-000182,-0.00719391556398
ACH-000183,-0.152035818035
ACH-000188,-0.163977152758
ACH-000189,-0.00817483568083
ACH-000190,-0.317467148693
ACH-000198,-0.0357482403125
ACH-000204,-0.0827558216643
ACH-000206,-0.275529217762
ACH-000207,-0.021446204682999997
ACH-000211,-0.0524456823843
ACH-000215,-0.196547052824
ACH-000221,-0.111758899778
ACH-000222,-0.304871457553
ACH-000223,0.0708902674077
ACH-000226,0.0649728690348
ACH-000227,-0.38390322996799997
ACH-000228,-0.19186253287500002
ACH-000231,-0.16970290094999999
ACH-000232,-0.0182618635987
ACH-000233,-0.185151657033
ACH-000234,-0.152710247315
ACH-000235,0.0079073386723
ACH-000237,-0.22124821581700002
ACH-000238,-0.117727716406
ACH-000243,-0.152729831066
ACH-000244,0.08401473726129999
ACH-000246,-0.17252224548599998
ACH-000248,-0.169354109594
ACH-000250,-0.040506665408800005
ACH-000251,0.165038224305
ACH-000253,-0.218267082755
ACH-000255,-0.0735191732926
ACH-000256,-0.11664684691999999
ACH-000257,-0.5393175678159999
ACH-000258,0.00251740810921
ACH-000259,-0.182396824701
ACH-000260,-0.14549236409000002
ACH-000261,-0.0220512570631
ACH-000262,-0.0792310365448
ACH-000263,0.04670625989580001
ACH-000264,-0.22550429888
ACH-000265,-0.04012441789
ACH-000266,-0.153251125869
ACH-000272,-0.0100613513825
ACH-000273,-0.152103594308
ACH-000274,-0.104306398024
ACH-000277,-0.0725205790021
ACH-000278,-0.25093739704999996
ACH-000279,-0.304326419178
ACH-000280,-0.13272721856699998
ACH-000281,-0.179503142611
ACH-000288,-0.221583294627
ACH-000291,-0.04078615880019999
ACH-000293,-0.260569105585
ACH-000294,-0.17004394968199998
ACH-000295,-0.237408481449
ACH-000296,-0.30091909118500004
ACH-000302,-0.130186298433
ACH-000304,0.566170188374
ACH-000307,-0.09596861496410002
ACH-000308,-0.11002430100400001
ACH-000310,-0.19884604995000002
ACH-000311,-0.0959952804039
ACH-000312,-0.285494189805
ACH-000315,-0.31817231250399997
ACH-000316,-0.404776625488
ACH-000317,0.0227083419281
ACH-000318,0.0632591578301
ACH-000319,-0.167845299932
ACH-000320,-0.21659514958299997
ACH-000322,-0.303571072352
ACH-000323,-0.272195231062
ACH-000324,-0.205794412604
ACH-000329,-0.241646328507
ACH-000330,0.0440769034345
ACH-000331,-0.130942553333
ACH-000332,-0.404400223664
ACH-000334,0.245858872805
ACH-000335,0.013231206881600002
ACH-000336,-0.0256541293829
ACH-000337,-0.27823477688299997
ACH-000339,0.00489024918159
ACH-000341,0.021550000463400002
ACH-000348,-0.0480832338643
ACH-000350,-0.252765466793
ACH-000352,-0.19139636715999997
ACH-000356,-0.018785606636000002
ACH-000361,0.00802686675873
ACH-000362,-0.0424314052434
ACH-000363,-0.082544906046
ACH-000364,-0.28353859483000005
ACH-000365,-0.10415035713500001
ACH-000366,-0.209491295874
ACH-000368,-0.284320671051
ACH-000374,-0.0312323993451
ACH-000375,-0.0396970662235
ACH-000376,-0.20166962432500002
ACH-000381,-0.32814349125799996
ACH-000383,-0.05834634626540001
ACH-000387,0.042376309297599994
ACH-000389,-0.14845851654699999
ACH-000390,0.060032733355
ACH-000393,-0.162684217118
ACH-000395,-0.30678881322900003
ACH-000397,-0.164712059185
ACH-000401,-0.106082134966
ACH-000402,-0.342362113289
ACH-000403,-0.0932437373927
ACH-000404,0.005441110212
ACH-000406,-0.200697710144
ACH-000407,-0.13458439669800001
ACH-000408,-0.065865927608
ACH-000410,-0.07064410865569999
ACH-000411,0.0538064664035
ACH-000414,-0.106547110596
ACH-000415,-0.044879362734699994
ACH-000416,-0.15845829617499999
ACH-000420,-0.278872149196
ACH-000421,-0.180363533206
ACH-000424,-0.0360734256062
ACH-000425,-0.10273852757400001
ACH-000426,-0.465653548615
ACH-000427,0.0215478518817
ACH-000433,0.08474277458820001
ACH-000436,0.0252318230568
ACH-000444,-0.126382744174
ACH-000445,0.029705150810700003
ACH-000448,-0.0396003827815
ACH-000450,-0.09808136574370001
ACH-000452,-0.15128175292
ACH-000454,-0.06745011803069999
ACH-000458,-0.215228520811
ACH-000459,0.017223058417
ACH-000460,-0.12393574163200001
ACH-000461,-0.128635068917
ACH-000463,-0.174961353695
ACH-000464,-0.0149733292169
ACH-000466,-0.361708039999
ACH-000467,-0.0875191434433
ACH-000468,-0.26244271995900004
ACH-000469,-0.33196022249400003
ACH-000470,-0.280342108281
ACH-000471,-0.08508013547260002
ACH-000472,-0.0873731069713
ACH-000473,-0.138758608797
ACH-000475,-0.044238398067500004
ACH-000476,-0.0715918664597
ACH-000477,-0.036961559264300003
ACH-000480,-0.213758431149
ACH-000481,-0.0151202097217
ACH-000483,-0.09044896673979999
ACH-000484,-0.311739579309
ACH-000485,-0.11616954710300001
ACH-000486,0.0388735071177
ACH-000487,-0.0813002262943
ACH-000488,-0.015894321420700002
ACH-000490,-0.0391764189293
ACH-000491,-0.213124312647
ACH-000495,-0.0510378368619
ACH-000496,-0.0637000128861
ACH-000499,0.070861551898
ACH-000500,-0.536466519771
ACH-000502,-0.259780933449
ACH-000503,-0.249914672516
ACH-000505,-0.0569645439664
ACH-000507,-0.0450534203973
ACH-000510,-0.094454673125
ACH-000511,-0.117295419825
ACH-000512,-0.5628879273049999
ACH-000516,-0.11874696742999999
ACH-000517,-0.120653474202
ACH-000518,-0.195796590871
ACH-000520,-0.301109195704
ACH-000521,-0.0918621365879
ACH-000522,-0.195352180484
ACH-000524,-0.128912543238
ACH-000527,-0.10099782728800001
ACH-000528,-0.20024815777899999
ACH-000537,0.0188270123319
ACH-000541,0.131330079233
ACH-000542,-0.05719468682630001
ACH-000544,-0.15287195474999998
ACH-000545,-0.165187520377
ACH-000547,-0.033664727235599996
ACH-000548,-0.186756279817
ACH-000549,-0.298194208318
ACH-000550,-0.26664096723
ACH-000552,-0.054572201380799996
ACH-000556,0.0357800139679
ACH-000557,-0.0221027369311
ACH-000570,-0.066177555874
ACH-000571,-0.10646500867900001
ACH-000573,-0.0492172075184
ACH-000576,-0.056417704294999996
ACH-000580,-0.272010087941
ACH-000584,-0.111391538949
ACH-000585,-0.176740228112
ACH-000588,-0.283125951725
ACH-000589,0.0134316427436
ACH-000591,-0.0898147575169
ACH-000593,-0.013042599962799998
ACH-000600,-0.20164701511500002
ACH-000601,-0.09604787856489999
ACH-000604,0.42620146553099997
ACH-000605,-0.22095228855500001
ACH-000606,-0.030240007765900002
ACH-000608,-0.187190273988
ACH-000614,-0.138679889063
ACH-000616,-0.109953579976
ACH-000618,-0.212688641554
ACH-000619,-0.115820991575
ACH-000620,-0.163083617367
ACH-000621,-0.105927155409
ACH-000622,-0.0536134463858
ACH-000623,-0.034383790469999995
ACH-000624,-0.130132907348
ACH-000627,-0.28208503739199997
ACH-000630,-0.183829686888
ACH-000632,-0.180409548854
ACH-000633,-0.253017323524
ACH-000637,-0.0742883608165
ACH-000638,-0.010706997846999999
ACH-000646,-0.46381490000500003
ACH-000647,-0.0954946668502
ACH-000648,0.0053176948336800004
ACH-000649,-0.17698326553399998
ACH-000651,-0.0796881688783
ACH-000652,0.023678476255799996
ACH-000653,-0.095790167947
ACH-000657,-0.17779499385000003
ACH-000658,0.034694904572
ACH-000661,-0.0723969372175
ACH-000662,-0.0316529357881
ACH-000663,-0.216271847824
ACH-000665,-0.0910659068065
ACH-000671,-0.05707932418430001
ACH-000673,-0.05843092892530001
ACH-000676,-0.14477902205
ACH-000677,-0.188558361112
ACH-000681,-0.045084294000399996
ACH-000682,-0.141877480397
ACH-000683,-0.212389423596
ACH-000684,-0.282489781911
ACH-000688,-0.36193874338699994
ACH-000693,-0.09106746537239999
ACH-000694,-0.11934854802400001
ACH-000695,-0.229232176208
ACH-000696,-0.180862953929
ACH-000697,-0.16105350332499999
ACH-000699,-0.11166917753799999
ACH-000701,-0.33153299061
ACH-000706,-0.0457224348833
