,TRPV1 (7442)
ACH-000004,-0.224351961988
ACH-000007,-0.234840508696
ACH-000009,-0.29822325175299996
ACH-000011,-0.215864204298
ACH-000012,-0.0940469921864
ACH-000013,-0.270298282322
ACH-000014,-0.303664823681
ACH-000015,-0.166026512031
ACH-000017,-0.212220187388
ACH-000018,-0.187896662652
ACH-000019,-0.3775000504
ACH-000021,-0.168956123052
ACH-000022,-0.08489505560119999
ACH-000025,-0.233785551675
ACH-000028,-0.280081723942
ACH-000030,-0.0983580102972
ACH-000035,0.11373117847000001
ACH-000036,-0.359585988799
ACH-000037,-0.175463732401
ACH-000039,0.0555209419548
ACH-000040,0.00804780052879
ACH-000041,-0.18637392250999998
ACH-000042,-0.23871372217599998
ACH-000045,-0.233181199881
ACH-000047,-0.207534107683
ACH-000052,-0.21017078217799998
ACH-000053,-0.123023768742
ACH-000054,-0.0960731260655
ACH-000055,-0.068048380208
ACH-000060,-0.0843540821624
ACH-000067,-0.33223925882800004
ACH-000070,-0.221924902842
ACH-000075,-0.00340116180161
ACH-000078,-0.37699499121799995
ACH-000082,-0.513182834905
ACH-000085,-0.223962340263
ACH-000086,-0.10615005058900001
ACH-000087,-0.0709625210219
ACH-000092,-0.0242644696843
ACH-000095,-0.26856721450599996
ACH-000097,-0.160473279048
ACH-000098,-0.198829354151
ACH-000099,-0.234012373044
ACH-000108,-0.026362685537200004
ACH-000113,-0.278233084681
ACH-000115,-0.13008414266899998
ACH-000116,-0.256999934878
ACH-000118,-0.0724586082874
ACH-000120,-0.189309379172
ACH-000123,-0.13122229166899999
ACH-000127,-0.13677436792
ACH-000128,-0.0035398110412500003
ACH-000132,-0.320125085493
ACH-000133,-0.251291494675
ACH-000137,-0.0814941346748
ACH-000138,-0.144707395009
ACH-000142,-0.00862880545779
ACH-000143,-0.34364565630500005
ACH-000146,-0.034386896406400004
ACH-000148,-0.10217030471899999
ACH-000150,-0.119263247182
ACH-000152,-0.293666516432
ACH-000153,-0.153985642098
ACH-000159,-0.20537080462299998
ACH-000160,-0.12369370663899999
ACH-000163,-0.149792083282
ACH-000167,0.524288295925
ACH-000168,-0.479860941079
ACH-000169,-0.118726075397
ACH-000178,-0.0663993551326
ACH-000182,-0.136043304585
ACH-000183,-0.226072126173
ACH-000188,-0.267435249957
ACH-000189,-0.382023591087
ACH-000190,-0.152446087888
ACH-000198,-0.22895155867800002
ACH-000204,-0.103765850831
ACH-000206,-0.179124074657
ACH-000207,-0.39655601470799995
ACH-000211,-0.145970719136
ACH-000215,-0.259290001701
ACH-000221,-0.221416822802
ACH-000222,-0.135201336416
ACH-000223,-0.266696984748
ACH-000226,-0.178352431296
ACH-000227,-0.35884454319700004
ACH-000228,-0.207154963886
ACH-000231,-0.0925565798231
ACH-000232,-0.189409720621
ACH-000233,-0.19098307114399998
ACH-000234,-0.06532572844949999
ACH-000235,-0.233965558552
ACH-000237,-0.152766219617
ACH-000238,-0.48246072442500004
ACH-000243,-0.023544895098599996
ACH-000244,-0.41307076041900004
ACH-000246,-0.432255131991
ACH-000248,-0.157946267676
ACH-000250,-0.20158233235800002
ACH-000251,-0.20946856045099999
ACH-000253,-0.035725669735800006
ACH-000255,-0.18799839293900003
ACH-000256,-0.10530868028899999
ACH-000257,-0.0188782482743
ACH-000258,0.0365075180108
ACH-000259,-0.173371624814
ACH-000260,-0.18449723563700002
ACH-000261,-0.11381841240700001
ACH-000262,-0.20663391932599998
ACH-000263,-0.0112112825996
ACH-000264,-0.0906130649505
ACH-000265,0.11443424243200001
ACH-000266,-0.161038365529
ACH-000272,-0.11985713607699999
ACH-000273,-0.231318869723
ACH-000274,-0.268673495778
ACH-000277,-0.420794224392
ACH-000278,-0.0019007962833399999
ACH-000279,-0.26991191082
ACH-000280,-0.105111040965
ACH-000281,-0.025339774761
ACH-000288,-0.221701561483
ACH-000291,-0.056085670361699994
ACH-000293,-0.288610033772
ACH-000294,-0.254389596713
ACH-000295,-0.22655189314899998
ACH-000296,0.0160215004498
ACH-000302,-0.22776697890099998
ACH-000304,0.00833958593688
ACH-000307,-0.162451786244
ACH-000308,-0.186898295471
ACH-000310,-0.18596533532200002
ACH-000311,-0.31638404611
ACH-000312,-0.18547631622400002
ACH-000315,0.0198009944768
ACH-000316,-0.164788053102
ACH-000317,0.0345789227
ACH-000318,-0.142088437948
ACH-000319,-0.33721533322400005
ACH-000320,-0.22516598620099998
ACH-000322,-0.0950633849034
ACH-000323,-0.331164814732
ACH-000324,-0.182714554685
ACH-000329,-0.22153684671999999
ACH-000330,-0.292413304453
ACH-000331,-0.210800093687
ACH-000332,-0.110561488466
ACH-000334,-0.374620288267
ACH-000335,0.144428435342
ACH-000336,-0.128966748659
ACH-000337,0.0387444061391
ACH-000339,-0.0500888328072
ACH-000341,0.0315207217975
ACH-000348,-0.208881312835
ACH-000350,-0.22329334597300002
ACH-000352,-0.166894083685
ACH-000356,-0.0746784094317
ACH-000361,-0.39894068485699996
ACH-000362,-0.185713941719
ACH-000363,-0.042541956983099996
ACH-000364,-0.230897547604
ACH-000365,-0.317064175547
ACH-000366,-0.06737518439680001
ACH-000368,-0.303804343702
ACH-000374,-0.0556875277783
ACH-000375,-0.42181964815800005
ACH-000376,-0.22635558829500002
ACH-000381,-0.0172874311201
ACH-000383,-0.177022734382
ACH-000387,-0.440540923798
ACH-000389,-0.219988913414
ACH-000390,-0.039186019625
ACH-000393,-0.251615825963
ACH-000395,-0.017063432110899997
ACH-000397,-0.132140596601
ACH-000401,-0.112527711596
ACH-000402,-0.325908657729
ACH-000403,-0.0488855396546
ACH-000404,0.055829865502
ACH-000406,-0.184739237782
ACH-000407,-0.0720093736475
ACH-000408,-0.0854300487281
ACH-000410,-0.10364664112
ACH-000411,-0.29671124868500004
ACH-000414,-0.08510300558499999
ACH-000415,-0.0989919998236
ACH-000416,-0.19831377241
ACH-000420,-0.122569360615
ACH-000421,-0.0372702313152
ACH-000424,-0.119987367248
ACH-000425,-0.0910892650357
ACH-000426,0.230843719861
ACH-000427,-0.10954274977
ACH-000433,-0.10567157565199999
ACH-000436,-0.129986624783
ACH-000444,-0.30982075184999996
ACH-000445,-0.22351190253199998
ACH-000448,-0.221025321572
ACH-000450,-0.217458209691
ACH-000452,-0.127983359293
ACH-000454,-0.129039425365
ACH-000458,-0.347723646747
ACH-000459,-0.165616637604
ACH-000460,-0.260808931295
ACH-000461,-0.0115348078012
ACH-000463,-0.230385117203
ACH-000464,-0.27009181281100003
ACH-000466,-0.041697136979300005
ACH-000467,-0.0655723640234
ACH-000468,-0.23203989629900001
ACH-000469,-0.199671783154
ACH-000470,0.0395575291139
ACH-000471,-0.130744545868
ACH-000472,-0.15044104997000002
ACH-000473,0.17291388145
ACH-000475,-0.256416240367
ACH-000476,-0.325861567001
ACH-000477,0.109925744299
