,COPS7A (50813)
ACH-000246,-0.134497648051
ACH-000248,-0.6447017381710001
ACH-000250,-0.24642165333799998
ACH-000251,-0.184908397375
ACH-000253,-0.0105326755901
ACH-000255,-0.258457617877
ACH-000256,-0.07428205246410001
ACH-000257,0.499436031334
ACH-000258,0.141206631099
ACH-000259,0.010468032045
ACH-000260,-0.09608836605249998
ACH-000261,-0.0192195251058
ACH-000262,-0.33014371025600003
ACH-000263,0.13117909887499998
ACH-000264,-0.023278286194599998
ACH-000265,0.111481917568
ACH-000266,0.058570879474400005
ACH-000272,-0.0684599288206
ACH-000273,-0.17288667245499997
ACH-000274,-0.457975924161
ACH-000277,-0.047707597603599994
ACH-000278,0.162742434681
ACH-000279,-0.0345552946537
ACH-000280,-0.23518863185699998
ACH-000281,-0.336499774616
ACH-000288,-0.004884821533720001
ACH-000291,-0.0057124965837
ACH-000293,-0.23466907383299998
ACH-000294,0.149683725715
ACH-000295,-0.153472215402
ACH-000296,-0.053587079929800004
ACH-000302,-0.0399618198496
ACH-000304,0.0024038056951799997
ACH-000307,-0.317733415561
ACH-000308,-0.0593312219073
ACH-000310,-0.119165966581
ACH-000311,-0.22310434606899998
ACH-000312,0.00407677278009
ACH-000315,0.259322472554
ACH-000316,0.000199586131383
ACH-000317,-0.028433308066599997
ACH-000318,-0.15735423419199998
ACH-000319,-0.101745485523
ACH-000320,0.0200012903357
ACH-000322,-0.0716942614707
ACH-000323,-0.189027827284
ACH-000324,-0.114503676812
ACH-000329,0.347005881312
ACH-000330,0.022353947648
ACH-000331,0.139782567706
ACH-000332,0.011565192951499999
ACH-000334,0.16707625199
ACH-000335,0.0548283195048
ACH-000336,-0.0358640590526
ACH-000337,-0.0985885819331
ACH-000339,-0.319815438188
ACH-000341,0.0068874290885899995
ACH-000348,-0.20303681514199998
ACH-000350,-0.33816899413900003
ACH-000352,-0.0732921259223
ACH-000356,0.0612545507552
ACH-000361,-0.215529925018
ACH-000362,0.000216218842036
ACH-000363,0.207467105904
ACH-000364,-0.169776493301
ACH-000365,-0.1337452152
ACH-000366,-0.16850086944
ACH-000368,0.181297904491
ACH-000374,0.0512072481374
ACH-000375,-0.333701518693
ACH-000376,-0.126420614702
ACH-000381,-0.10232095637199999
ACH-000383,-0.0666357842997
ACH-000387,-0.0974701918289
ACH-000389,-0.0747759905412
ACH-000390,-0.0987050504
ACH-000393,-0.105121235013
ACH-000395,0.20272354529199998
ACH-000397,-0.154327622765
ACH-000401,-0.235221015117
ACH-000402,-0.33492097338599996
ACH-000403,-0.123991409452
ACH-000404,-0.0288494653687
ACH-000406,-0.0589616395438
ACH-000407,-0.152420948062
ACH-000408,-0.336691350177
ACH-000410,0.00299473756058
ACH-000411,-0.031157323139900002
ACH-000414,-0.0898765222549
ACH-000415,-0.018009925629
ACH-000416,-0.0377184908127
ACH-000420,-0.08181253707719999
ACH-000421,-0.07186999523280001
ACH-000424,-0.1649577399
ACH-000425,0.10931521959200001
ACH-000426,-0.163951414362
ACH-000427,-0.09742019240980002
ACH-000433,-0.19537260713500001
ACH-000436,-0.199665731803
ACH-000444,0.0237648096209
ACH-000445,0.0850644217488
ACH-000448,0.022427343268
ACH-000450,-0.0149085431672
ACH-000452,-0.128414993177
ACH-000454,-0.142415489476
ACH-000458,-0.142007027838
ACH-000459,0.16158011121
ACH-000460,-0.0020054855617299997
ACH-000461,-0.310734244172
ACH-000463,-0.0530975692794
ACH-000464,0.0167159281183
ACH-000466,0.128346938513
ACH-000467,-0.153712525733
ACH-000468,-0.26960848476300003
ACH-000469,-0.183377752704
ACH-000470,-0.0398700098346
ACH-000471,0.028013458512300003
ACH-000472,-0.11510526513699999
ACH-000473,0.0588411123621
ACH-000475,-0.116671294429
ACH-000476,-0.314145447486
ACH-000477,0.32802255763099997
ACH-000480,0.052827865080300004
ACH-000481,0.052934226164100005
ACH-000483,-0.333759067023
ACH-000484,0.199268315028
ACH-000485,-0.333503454577
ACH-000486,-0.0828265139569
ACH-000487,-0.08796201421080001
ACH-000488,-0.08817000231410001
ACH-000490,-0.18963018086
ACH-000491,-0.10264304488199999
ACH-000495,-0.417600931273
ACH-000496,0.106050197593
ACH-000499,-0.12443281365
ACH-000500,0.106539105063
ACH-000502,-0.07600487591180001
ACH-000503,-0.676239853681
ACH-000505,-0.21408908678599997
ACH-000507,-0.0487052206234
ACH-000510,0.0148957381026
ACH-000511,-0.138485800246
ACH-000512,-0.124517668215
ACH-000516,-0.20727963227200003
ACH-000517,-0.024115874939799997
ACH-000518,-0.251785441272
ACH-000520,-0.24926438480799998
ACH-000521,0.174939010095
ACH-000522,-0.148075800943
ACH-000524,0.09499744077639999
ACH-000527,-0.07042830971639999
ACH-000528,-0.0339421885879
ACH-000537,-0.212302336373
ACH-000541,-0.09748121870310002
ACH-000542,-0.10711461520400001
ACH-000544,-0.0598667140891
ACH-000545,-0.256646484747
ACH-000547,-0.472779215699
ACH-000548,-0.11957260446799998
ACH-000549,-0.222228439721
ACH-000550,-0.00126068632373
ACH-000552,-0.07442200576260001
ACH-000556,-0.12614497489499998
ACH-000557,-0.04237025097080001
ACH-000570,0.111687849358
ACH-000571,0.10961292451600001
ACH-000573,0.011350036905399999
ACH-000576,-0.0127387979519
ACH-000580,-0.111968117891
ACH-000584,-0.32814363423500004
ACH-000585,0.0003459094035719999
ACH-000588,0.022110390616599997
ACH-000589,-0.318457219206
ACH-000591,-0.0840443329729
ACH-000593,-0.234770769242
ACH-000600,0.0452219032964
ACH-000601,-0.046532161076300003
ACH-000604,0.132293436637
ACH-000605,-0.34308636000299997
ACH-000606,-0.197276331492
ACH-000608,-0.09610000844350002
ACH-000614,0.293694833398
ACH-000616,0.129412632627
ACH-000618,0.0085879892129
ACH-000619,-0.014956392769400001
ACH-000620,0.127135714059
ACH-000621,0.000822593326046
ACH-000622,-0.242243366547
ACH-000623,0.152350484113
ACH-000624,-0.0885603137827
ACH-000627,-0.317139099978
ACH-000630,-0.360719001566
ACH-000632,-0.157203607297
ACH-000633,-0.08596348579350001
ACH-000637,0.026260915457599995
ACH-000638,-0.11642302456800001
ACH-000646,0.0007299033303749999
ACH-000647,-0.341468116656
ACH-000648,-0.17109432781
ACH-000649,-0.0669493821373
ACH-000651,-0.16831506704
ACH-000652,-0.147187896449
ACH-000653,0.147954723092
ACH-000657,-0.07781631810430001
ACH-000658,0.191851699469
ACH-000661,0.10750144056
ACH-000662,0.27275067723
ACH-000663,-0.413249660258
ACH-000665,-0.040013262425
ACH-000671,-0.104887266686
ACH-000673,-0.08222021967939999
ACH-000676,-0.258503662382
ACH-000677,-0.05898273244919999
ACH-000681,-0.12348006168
ACH-000682,-0.53444915582
ACH-000683,-0.139479471809
ACH-000684,-0.187307899137
ACH-000688,0.16406191000499998
ACH-000693,-0.303421172619
ACH-000694,-0.125768892127
ACH-000695,0.100680280769
ACH-000696,0.0276664756898
ACH-000697,0.06730630482080001
ACH-000699,-0.176233843103
ACH-000701,-0.208812033546
ACH-000706,0.146430450262
ACH-000711,-0.147280587199
ACH-000713,0.268904579898
ACH-000714,-0.19103981957199997
ACH-000718,-0.09237380614119999
ACH-000720,-0.133441846969
ACH-000721,-0.066833792374
ACH-000724,-0.22204579528499999
ACH-000725,-0.0505301348505
ACH-000732,-0.220496388411
ACH-000734,-0.10050243646700001
ACH-000735,-0.147513051624
ACH-000736,-0.16560703086200002
ACH-000738,-0.022930677149
ACH-000746,-0.316971772141
ACH-000747,-0.194310085946
ACH-000748,-0.10575961351299999
ACH-000753,-0.021899845217200002
ACH-000756,-0.262960592364
ACH-000757,-0.262008948405
ACH-000758,-0.12272971969
ACH-000760,0.0752141047173
ACH-000763,0.203841069769
ACH-000764,-0.331940355305
ACH-000765,-0.178350684019
ACH-000766,-0.010490925637499999
ACH-000767,-0.098696600657
ACH-000768,0.126403371939
ACH-000769,0.0627770316589
ACH-000770,-0.169535788334
ACH-000771,-0.264166533246
ACH-000773,0.0347084707344
ACH-000776,-0.171758273693
ACH-000777,-0.06965330966569999
ACH-000778,-0.354080551249
ACH-000781,-0.0688050633903
ACH-000782,-0.253746300774
ACH-000783,-0.130594757346
ACH-000784,-0.0230116705857
ACH-000785,-0.725122392914
ACH-000787,-0.126106332469
ACH-000788,0.113375814499
ACH-000791,0.0960003802958
ACH-000792,-0.0702166287688
ACH-000794,-0.0254895631942
ACH-000796,0.06086576952619999
ACH-000799,0.0494130911951
ACH-000800,-0.0412340577779
ACH-000802,-0.18836471264899998
ACH-000804,-0.0806098535542
ACH-000805,-0.0893055225653
ACH-000809,-0.116571601776
ACH-000810,-0.161605726655
ACH-000811,-0.0594861921578
ACH-000817,-0.0858506284368
ACH-000819,-0.0876354268155
ACH-000820,-0.133926780643
ACH-000821,0.0294044457002
ACH-000822,0.09708003664010001
ACH-000823,-0.100632240584
ACH-000824,-0.06758112464169999
ACH-000827,-0.054022889670000004
ACH-000829,-0.0135525417941
ACH-000831,-0.162917360243
ACH-000832,-0.591793767735
ACH-000833,0.00704610898106
ACH-000834,-0.09605531426930002
ACH-000835,-0.0738295748404
ACH-000836,-0.237796062304
ACH-000837,-0.0337244779984
ACH-000838,0.0655063138711
ACH-000839,-0.0319636734873
ACH-000840,-0.37420430365900004
ACH-000841,-0.0670420657736
ACH-000843,-0.13831042071900002
ACH-000846,-0.040448186673499996
ACH-000847,0.05049439755
ACH-000848,-0.095917031233
ACH-000849,-0.0039245857353
ACH-000851,-0.0180392066364
ACH-000855,0.142194525576
ACH-000856,-0.15901751729
ACH-000858,-0.0943161741882
ACH-000859,-0.376652783429
ACH-000861,-0.0342027717878
ACH-000862,0.19345619326400001
ACH-000865,-0.263506419826
ACH-000866,0.0540860814131
ACH-000867,-0.08508705893089999
ACH-000869,-0.338630751022
ACH-000872,-0.259027933044
ACH-000873,-0.09952765611749999
ACH-000876,0.0260229782202
ACH-000878,-0.34421162532099997
ACH-000880,-0.736606541117
ACH-000881,-0.041568879036400004
ACH-000882,-0.0572635632302
ACH-000884,0.175021613276
ACH-000885,0.0316099095633
ACH-000887,-0.12791114229
ACH-000888,-0.29567004720600004
ACH-000889,-0.08338291202880001
ACH-000890,0.050468846331199996
ACH-000896,-0.151144731468
ACH-000898,-0.0441808810062
ACH-000900,-0.12059618556500001
ACH-000901,-0.00331318392611
ACH-000905,0.00282381083201
ACH-000906,0.0207183286668
ACH-000907,0.0065332671666
ACH-000910,-0.193680234879
ACH-000911,-0.031593392939
ACH-000912,0.011991796153799998
ACH-000913,-0.08969357384160001
ACH-000915,-0.0804054497949
ACH-000916,-0.0671272957139
ACH-000917,-0.371144209498
ACH-000921,-0.235128487546
ACH-000924,0.0186901409927
ACH-000926,-0.134600504266
ACH-000928,-0.221801872842
ACH-000929,-0.229123443581
ACH-000932,-0.125584661441
ACH-000935,-0.07254926977319999
ACH-000936,-0.0837341260069
ACH-000937,0.0226237613229
ACH-000938,0.0480513030026
ACH-000939,-0.0358655968369
ACH-000941,0.0435136892681
ACH-000943,-0.07084984439
ACH-000946,-0.13865376632200002
ACH-000947,0.09589529902249999
ACH-000948,-0.07937864225260001
ACH-000950,-0.13091894757300002
ACH-000953,-0.105601940208
ACH-000957,-0.09478450158230001
ACH-000958,0.05428491742330001
ACH-000960,0.018088233893799998
ACH-000963,-0.12394120092000001
ACH-000968,-0.0362756092336
ACH-000969,-0.11903092590500002
ACH-000973,0.00460128769463
ACH-000974,-0.0805172160797
ACH-000975,-0.7643579918610001
ACH-000976,-0.150160601022
ACH-000978,-0.023065825563400002
ACH-000980,-0.0501103188744
ACH-000984,0.0578998985337
ACH-000986,-0.189985147397
ACH-000988,0.27624680886799996
ACH-000993,-0.11710674409199999
ACH-000994,-0.0145380219059
ACH-000996,-0.07648173120780001
ACH-001001,0.0163833819902
ACH-001020,0.30205019976799996
ACH-001028,-0.017050838242799998
ACH-001031,-0.115978521352
ACH-001038,-0.14022934862
ACH-001048,-0.142717383924
ACH-001050,-0.09308414730839999
ACH-001053,0.185003096965
ACH-001054,-0.103896479913
ACH-001061,-0.061054021730800004
ACH-001067,0.176611958332
ACH-001075,-0.26914185174000005
ACH-001096,0.126702729193
ACH-001128,-0.22732934287599998
ACH-001134,-0.0150599402202
ACH-001151,0.0141526868731
ACH-001163,-0.00662366477497
ACH-001164,-0.0904624653342
ACH-001173,-0.046246234706499995
ACH-001183,-0.029358299835700003
ACH-001184,0.138280046678
ACH-001190,-0.0109392209938
ACH-001192,-0.22059582184700002
ACH-001193,0.030954733595599998
ACH-001196,-0.00321090905172
ACH-001197,0.04958680196240001
ACH-001205,0.143294375586
ACH-001211,-0.10063834632799999
ACH-001212,-0.147265398277
ACH-001228,-0.25784293096099997
ACH-001232,-0.455150142825
ACH-001239,0.025385910650200003
ACH-001274,-0.140727590278
ACH-001275,-0.149538552896
ACH-001277,-0.137099603858
ACH-001278,0.199694439225
ACH-001280,-0.199412373706
ACH-001283,0.11203524868300001
ACH-001289,-0.36033448668000007
ACH-001295,-0.038145257861199995
ACH-001300,-0.17763563662
ACH-001301,-0.133642649089
ACH-001302,-0.0891793408481
ACH-001303,-0.304215402935
ACH-001306,-0.264883787717
ACH-001318,-0.34157645527099995
ACH-001322,-0.0758298083279
ACH-001328,-0.399052174717
ACH-001332,-0.0008225138451460001
ACH-001333,-0.00289121997225
ACH-001336,0.000501543346701
ACH-001340,-0.0685154629879
ACH-001346,-0.10417681481300001
ACH-001353,-0.051519900377
ACH-001354,0.43942797458099997
ACH-001367,-0.24508682944899998
ACH-001368,-0.0359970029286
ACH-001374,-0.374761919621
ACH-001375,0.09271758131380001
ACH-001377,-0.189168396734
ACH-001380,-0.0365387025742
ACH-001391,0.0465269266627
ACH-001407,0.0467301055835
ACH-001408,-0.0545473965389
ACH-001413,0.12140653574200001
ACH-001430,-0.0413045092273
ACH-001431,0.1287415076
ACH-001450,-0.0392336289259
ACH-001496,-0.138595999742
ACH-001500,-0.29724840970800004
ACH-001521,-0.017612656725099998
ACH-001523,-0.436510244988
ACH-001532,0.10895757988
ACH-001536,0.046395594304
ACH-001550,0.0835339827651
ACH-001552,0.036773515496099994
ACH-001554,0.0719261325181
ACH-001645,-0.0540217231615
ACH-001654,-0.0516744871286
ACH-001715,0.08849958484369999
ACH-001735,-0.131374451993
ACH-001736,-0.011201620647100001
ACH-001737,0.0384712387335
ACH-001740,-0.08042478005289999
ACH-001745,-0.06714109613
ACH-001750,-0.0805123075191
ACH-001765,0.08169626333989999
ACH-001956,0.11827350701400001
ACH-001957,-0.037946620686499996
