,PHB2 (11331)
ACH-000800,-0.8917345243970001
ACH-000802,-1.01928264947
ACH-000804,-1.00062152616
ACH-000805,-0.809298693353
ACH-000809,-1.18574086621
ACH-000810,-1.23233383793
ACH-000811,-1.07209044728
ACH-000817,-1.0702153432500001
ACH-000819,-1.0302577712799998
ACH-000820,-0.9838325370309999
ACH-000821,-1.6659290632100001
ACH-000822,-1.07128013896
ACH-000823,-1.24310591519
ACH-000824,-1.39050361731
ACH-000827,-0.7950755787839999
ACH-000829,-1.2641282947299999
ACH-000831,-1.0195697080600001
ACH-000832,-1.0194564422499999
ACH-000833,-1.72234924088
ACH-000834,-0.9713012846789999
ACH-000835,-1.08137012971
ACH-000836,-1.2016600263
ACH-000837,-0.6747126228820001
ACH-000838,-1.26546020009
ACH-000839,-1.00454295259
ACH-000840,-0.947026054728
ACH-000841,-1.37000744258
ACH-000843,-1.3825492938600001
ACH-000846,-0.9761261590970001
ACH-000847,-0.841506410703
ACH-000848,-0.949939332466
ACH-000849,-1.29644146501
ACH-000851,-1.1748178653299999
ACH-000855,-1.3315713585
ACH-000856,-1.1304743972
ACH-000858,-1.0316090468999999
ACH-000859,-1.0627871384999998
ACH-000861,-1.15295407979
ACH-000862,-1.25540030842
ACH-000865,-1.13600402408
ACH-000866,-1.0267400472600001
ACH-000867,-1.20190932785
ACH-000869,-1.6241349501299998
ACH-000872,-0.880795748907
ACH-000873,-0.876587065264
ACH-000876,-1.8575602251099999
ACH-000878,-1.02250052067
ACH-000880,-1.0872113993299999
ACH-000881,-0.970238594445
ACH-000882,-0.958621508481
ACH-000884,-1.4523873460299999
ACH-000885,-1.0351299452
ACH-000887,-1.01344905126
ACH-000888,-1.4990717468099999
ACH-000889,-1.23511282538
ACH-000890,-0.951447269369
ACH-000896,-1.14590748551
ACH-000898,-0.825610074251
ACH-000900,-1.03703891185
ACH-000901,-1.1205496060299998
ACH-000905,-1.00394015251
ACH-000906,-1.121162982
ACH-000907,-0.838910587919
ACH-000910,-1.13348120246
ACH-000911,-1.0091013408399998
ACH-000912,-1.10571101809
ACH-000913,-1.28188080378
ACH-000915,-0.962510754627
ACH-000916,-1.4264574290399998
ACH-000917,-1.3055892917299998
ACH-000921,-0.905525515824
ACH-000924,-1.0565610453799998
ACH-000926,-1.0486960645899999
ACH-000928,-0.7039686598389999
ACH-000929,-0.8580030200159999
ACH-000932,-1.11123256888
ACH-000935,-0.961230151954
ACH-000936,-1.22126085352
ACH-000937,-1.3938549134600002
ACH-000938,-1.23271153851
ACH-000939,-1.1467126248100001
ACH-000941,-1.61777699562
ACH-000943,-1.03915233096
ACH-000946,-1.2144142520799999
ACH-000947,-1.17597060079
ACH-000948,-0.9772299037890001
ACH-000950,-0.9075425219200001
ACH-000953,-1.5037265531200001
ACH-000957,-1.095505891
ACH-000958,-1.14974980472
ACH-000960,-1.2906848411799998
ACH-000963,-1.8409354360900003
ACH-000968,-1.08668626964
ACH-000969,-1.24929667833
ACH-000973,-1.09747465563
ACH-000974,-1.15281674971
ACH-000975,-1.14808526194
ACH-000976,-0.617567685762
ACH-000978,-0.641950331342
ACH-000980,-1.18171174886
ACH-000984,-1.1404783509
ACH-000986,-1.18521599094
ACH-000988,-1.00648204945
ACH-000993,-0.8912282392919999
ACH-000994,-1.4730916761700001
ACH-000996,-1.2338991179899998
ACH-001001,-1.15721261576
ACH-001020,-1.1076499425
ACH-001028,-1.21850419722
ACH-001031,-1.0646146796200002
ACH-001038,-1.1246371929999999
ACH-001048,-1.11272664547
ACH-001050,-1.1726204225499999
ACH-001053,-0.847326524833
ACH-001054,-1.01724276414
ACH-001061,-1.10425839799
ACH-001067,-0.967828201787
ACH-001075,-1.15310536324
ACH-001096,-1.04063190498
ACH-001128,-1.19380705941
ACH-001134,-1.2311583129600001
ACH-001151,-1.18541606029
ACH-001163,-1.16544446106
ACH-001164,-0.8712326151700001
ACH-001173,-0.918402542471
ACH-001183,-1.2948976047399998
ACH-001184,-1.13018540943
ACH-001190,-0.874024062219
ACH-001192,-0.902055483512
ACH-001193,-1.1533239749
ACH-001196,-0.992138755905
ACH-001197,-0.8883570427140001
ACH-001205,-0.9880689740440001
ACH-001211,-1.02197356613
ACH-001212,-0.844719442641
ACH-001228,-1.1724567515100002
ACH-001232,-0.9172926447399999
ACH-001239,-1.49035123613
ACH-001274,-0.9122099483470001
ACH-001275,-1.25599950355
ACH-001277,-1.07553713293
ACH-001278,-1.11391330186
ACH-001280,-0.583858991173
ACH-001283,-1.04573348011
ACH-001289,-0.773326321784
ACH-001295,-1.29840261254
ACH-001300,-0.7913684639730001
ACH-001301,-1.03431763527
ACH-001302,-1.03579338677
ACH-001303,-1.24674523814
ACH-001306,-0.973254538302
ACH-001318,-1.4200380234399999
ACH-001322,-0.9104020457529999
ACH-001328,-1.1577386949200001
ACH-001332,-0.748015249965
ACH-001333,-0.8739517038050001
ACH-001336,-0.912153964709
ACH-001340,-0.950733033247
ACH-001346,-1.02542643104
ACH-001353,-1.1798434379
ACH-001354,-1.52528986912
ACH-001367,-0.834612822989
ACH-001368,-1.08287179906
ACH-001374,-1.24229927396
ACH-001375,-1.23645452227
ACH-001377,-0.890745232217
ACH-001380,-0.9320776885
ACH-001391,-1.0865994097
ACH-001407,-1.25087456858
ACH-001408,-1.11791112943
ACH-001413,-0.9531680873749999
ACH-001430,-1.33448399306
ACH-001431,-1.06613769
ACH-001450,-0.9931205787399999
ACH-001496,-0.967221069339
ACH-001500,-1.3559527881600002
ACH-001521,-1.4579902478600002
ACH-001523,-1.04580855187
ACH-001532,-0.834354010026
ACH-001536,-0.952131852903
ACH-001550,-1.49650242636
ACH-001552,-1.03139214965
ACH-001554,-1.17651549076
ACH-001645,-0.9354232325130001
ACH-001654,-1.24167131111
ACH-001715,-1.40114574714
ACH-001735,-1.2437695306299998
ACH-001736,-1.12559826755
ACH-001737,-0.918514569928
ACH-001740,-0.843132819892
ACH-001745,-1.06800058082
ACH-001750,-1.15400908058
ACH-001765,-1.32828252409
ACH-001956,-1.42065360027
ACH-001957,-1.33942064332
