,AARS2 (57505)
ACH-000004,-0.721402488981
ACH-000007,-0.795225152837
ACH-000009,-0.686871135643
ACH-000011,-0.37440331788599995
ACH-000012,-0.960622607296
ACH-000013,-1.12941155764
ACH-000014,-0.8045744537180001
ACH-000015,-0.8377181601520001
ACH-000017,-0.9017270714560001
ACH-000018,-1.21765221013
ACH-000019,-0.9649391811110001
ACH-000021,-0.6535905949140001
ACH-000022,-0.9548302473270001
ACH-000025,-0.745854029161
ACH-000028,-0.837412417728
ACH-000030,-0.962781718324
ACH-000035,-1.11652195603
ACH-000036,-0.568487159283
ACH-000037,-0.574259865232
ACH-000039,-1.0099617781999999
ACH-000040,-0.493960395401
ACH-000041,-0.728272562192
ACH-000042,-0.5619730580569999
ACH-000045,-1.1799215853799998
ACH-000047,-0.8949140444470001
ACH-000052,-0.70853896839
ACH-000053,-0.659637282103
ACH-000054,-0.6266956207559999
ACH-000055,-0.7556139197789999
ACH-000060,-0.689092936304
ACH-000067,-0.827066891876
ACH-000070,-0.9133578475120001
ACH-000075,-0.492865254605
ACH-000078,-0.5801093264370001
ACH-000082,-0.603693208516
ACH-000085,-0.504482663042
ACH-000086,-1.29427177595
ACH-000087,-1.10193110974
ACH-000092,-0.545590404879
ACH-000095,-0.451208848595
ACH-000097,-0.85975447029
ACH-000098,-0.720555623272
ACH-000099,-0.800868378748
ACH-000108,-0.564381139712
ACH-000113,-0.601491703668
ACH-000115,-1.06277831997
ACH-000116,-0.616561121679
ACH-000118,-1.07730043753
ACH-000120,-0.594511368936
ACH-000123,-0.926382879776
ACH-000127,-1.05568001096
ACH-000128,-0.80792438606
ACH-000132,-0.598953207279
ACH-000133,-0.7403414351180001
ACH-000137,-0.33330711683
ACH-000138,-0.701925481021
ACH-000142,-0.750229445036
ACH-000143,-0.9922692823129999
ACH-000146,-0.529229607421
ACH-000148,-0.648613177176
ACH-000150,-1.04374521049
ACH-000152,-0.799471048434
ACH-000153,-0.803809297968
ACH-000159,-0.523262067924
ACH-000160,-1.01943134749
ACH-000163,-0.6166238161240001
ACH-000167,-0.5405766708699999
ACH-000168,-0.508324747985
ACH-000169,-0.342312717691
ACH-000178,-0.762347335925
ACH-000182,-0.723191954495
ACH-000183,-1.0318038282
ACH-000188,-0.687078721995
ACH-000189,-0.5182677874830001
ACH-000190,-0.752987842402
ACH-000198,-0.8458514948260001
ACH-000204,-0.694067150926
ACH-000206,-0.301917980153
ACH-000207,-1.4376663158899998
ACH-000211,-0.43087328239399997
ACH-000215,-0.801069721685
ACH-000221,-1.0855788009799998
ACH-000222,-0.647023678209
ACH-000223,-0.9590402213510001
ACH-000226,-0.49030040982
ACH-000227,-0.823929596778
ACH-000228,-0.73857554501
ACH-000231,-0.927360515501
ACH-000232,-0.737763236874
ACH-000233,-0.7306906747570001
ACH-000234,-0.517958177262
ACH-000235,-0.7654051696870001
ACH-000237,-0.397774866593
ACH-000238,-0.860987387962
ACH-000243,-0.572604197628
ACH-000244,-0.710374623652
ACH-000246,-0.76920821775
ACH-000248,-1.20992102877
ACH-000250,-0.451000753341
ACH-000251,-0.49399540880099996
ACH-000253,-0.569990398278
ACH-000255,-0.7517926293889999
ACH-000256,-0.457237302667
ACH-000257,-0.71240406826
ACH-000258,-0.8059769458409999
ACH-000259,-0.910583114868
ACH-000260,-0.664502245923
ACH-000261,-0.534586546722
ACH-000262,-0.532088890451
ACH-000263,-0.6891578487890001
ACH-000264,-0.7077197219670001
ACH-000265,-1.04150094622
ACH-000266,-0.47921992387199996
ACH-000272,-0.6390534861
ACH-000273,-0.875486611449
ACH-000274,-0.610348295987
ACH-000277,-0.761973387366
ACH-000278,-0.270387551965
ACH-000279,-1.1592509578399999
ACH-000280,-0.8377305746539999
ACH-000281,-1.12562237787
ACH-000288,-1.0537313012
ACH-000291,-0.723316309644
ACH-000293,-0.74963238146
ACH-000294,-0.9247406204369999
ACH-000295,-0.548446117451
ACH-000296,-0.6331483432
ACH-000302,-0.6926273962109999
ACH-000304,-0.555043819181
ACH-000307,-0.893767485543
ACH-000308,-0.526176141269
ACH-000310,-0.5991515941219999
ACH-000311,-0.631003400096
ACH-000312,-0.8575034506020001
ACH-000315,-0.8699607912690001
ACH-000316,-0.703718692115
ACH-000317,-1.24306827117
ACH-000318,-0.604642103846
ACH-000319,-0.41881135734700004
ACH-000320,-0.743564152157
ACH-000322,-0.75174656722
ACH-000323,-0.972985761145
ACH-000324,-0.580082655775
ACH-000329,-0.8770297548980001
ACH-000330,-0.962291205906
ACH-000331,-0.7058818804510001
ACH-000332,-0.36281344555600004
ACH-000334,-0.6976020820209999
ACH-000335,-0.782672434465
ACH-000336,-0.892750478363
ACH-000337,-1.0054369890500001
ACH-000339,-0.912060984774
ACH-000341,-0.586589874426
ACH-000348,-0.661048844785
ACH-000350,-0.672536855557
ACH-000352,-0.8173530192239999
ACH-000356,-0.7163292018940001
ACH-000361,-1.0130334738299998
ACH-000362,-0.40536950358199997
ACH-000363,-0.7549507044310001
ACH-000364,-0.7979810782410001
ACH-000365,-0.8995321664779999
ACH-000366,-0.542870300802
ACH-000368,-0.7805313210860001
ACH-000374,-0.9161439547920001
ACH-000375,-0.894307427797
ACH-000376,-1.01356407387
ACH-000381,-0.968228555817
ACH-000383,-0.709869759963
ACH-000387,-0.688723303722
ACH-000389,-0.356811746215
ACH-000390,-0.724205963533
ACH-000393,-0.775405485157
ACH-000395,-0.5656090797469999
ACH-000397,-0.429885929493
ACH-000401,-0.760362347307
ACH-000402,-0.783570604759
ACH-000403,-0.48702596777199997
ACH-000404,-1.27700709043
ACH-000406,-0.881612340274
ACH-000407,-0.881325940086
ACH-000408,-1.06703196041
ACH-000410,-0.739607659502
ACH-000411,-0.411787264668
ACH-000414,-0.8195821641609999
ACH-000415,-0.776603594778
ACH-000416,-0.312515576248
ACH-000420,-0.7919055015500001
ACH-000421,-0.604339575527
ACH-000424,-0.9709072100749999
ACH-000425,-0.590293390513
ACH-000426,-0.6027980443990001
ACH-000427,-0.8201785286100001
ACH-000433,-0.7713124390739999
ACH-000436,-0.628519397525
ACH-000444,-0.6079077540410001
ACH-000445,-0.654451115963
ACH-000448,-0.5911741203800001
ACH-000450,-0.938783373448
ACH-000452,-0.606500612172
ACH-000454,-1.24105162734
ACH-000458,-1.09209566082
ACH-000459,-1.83577815494
ACH-000460,-0.812047285854
ACH-000461,-0.8699165594299999
ACH-000463,-0.619055859405
ACH-000464,-0.6036704183789999
ACH-000466,-0.875539927035
ACH-000467,-0.941122678313
ACH-000468,-0.8571546279119999
ACH-000469,-0.9913743088570001
ACH-000470,-0.6648219269910001
ACH-000471,-0.541636251111
ACH-000472,-0.7070145959849999
ACH-000473,-0.8876707489910001
ACH-000475,-0.747758371941
ACH-000476,-0.506938998421
ACH-000477,-0.647621946377
ACH-000480,-0.991564356085
ACH-000481,-0.8831685011849999
ACH-000483,-0.881588506451
ACH-000484,-0.375805785644
ACH-000485,-0.665529386713
ACH-000486,-0.72553961244
ACH-000487,-0.7037849922830001
ACH-000488,-0.859722045235
ACH-000490,-0.8404479315000001
ACH-000491,-0.930805720993
ACH-000495,-0.637921417401
ACH-000496,-0.6658425954420001
ACH-000499,-1.0901748601999999
ACH-000500,-1.35088358243
ACH-000502,-0.5201379090389999
ACH-000503,-1.06708570885
ACH-000505,-0.45615130710600005
ACH-000507,-0.814700530808
ACH-000510,-0.7127920870469999
ACH-000511,-0.650834651573
ACH-000512,-0.9571346649079999
ACH-000516,-0.5790361955650001
ACH-000517,-0.542342205069
ACH-000518,-0.6588053209629999
ACH-000520,-0.537242439061
ACH-000521,-0.743187839003
ACH-000522,-0.921212669344
ACH-000524,-0.638723613577
ACH-000527,-0.445574975386
ACH-000528,-0.8888394786839999
ACH-000537,-1.01969971626
ACH-000541,-0.896587858731
ACH-000542,-0.599380055312
ACH-000544,-1.13632872234
ACH-000545,-0.969239143995
ACH-000547,-1.2164888304600001
ACH-000548,-0.590833267461
ACH-000549,-0.801624485485
ACH-000550,-0.6821963338160001
ACH-000552,-0.8584872607899999
ACH-000556,-0.7284789829070001
ACH-000557,-0.368291961497
ACH-000570,-0.8436530078460001
ACH-000571,-0.656077854049
ACH-000573,-0.864203152825
ACH-000576,-0.475946120033
ACH-000580,-0.436004746306
ACH-000584,-0.790835426261
ACH-000585,-0.611009329396
ACH-000588,-1.08579637494
ACH-000589,-1.05396188558
ACH-000591,-0.900349497738
ACH-000593,-0.844251406248
ACH-000600,-0.543934252278
ACH-000601,-0.9035298236020001
ACH-000604,-0.899832288653
ACH-000605,-0.967368846312
ACH-000606,-1.06394634836
ACH-000608,-0.554500121276
ACH-000614,-0.9088961025210001
ACH-000616,-0.723840345983
ACH-000618,-0.9119814411299999
ACH-000619,-0.805428709506
ACH-000620,-0.6631878867859999
ACH-000621,-0.809980435877
ACH-000622,-0.7098961588580001
ACH-000623,-0.630798020832
ACH-000624,-0.582713835914
ACH-000627,-0.460499348912
ACH-000630,-1.11426934169
ACH-000632,-0.605534999633
ACH-000633,-1.01006515884
ACH-000637,-1.14221002399
ACH-000638,-0.603287150395
ACH-000646,-1.05131065862
ACH-000647,-0.811170264478
ACH-000648,-0.806632872649
ACH-000649,-0.9514812425110001
ACH-000651,-1.19635844791
ACH-000652,-0.937554267371
ACH-000653,-0.6918327691859999
ACH-000657,-0.880390568267
ACH-000658,-0.747123362349
ACH-000661,-0.909181359836
ACH-000662,-1.05600069646
ACH-000663,-0.8156532822499999
ACH-000665,-0.620925526557
ACH-000671,-1.29997625744
ACH-000673,-0.302731047326
ACH-000676,-1.00581205531
ACH-000677,-1.37055590679
ACH-000681,-0.8536828086399999
ACH-000682,-1.04440010661
ACH-000683,-0.834767131768
ACH-000684,-0.680104358592
ACH-000688,-0.8238655840700001
ACH-000693,-1.03649055135
ACH-000694,-1.03929678243
ACH-000695,-0.885497694314
