,AARS2 (57505)
ACH-000696,-0.763899963281
ACH-000697,-0.791645508256
ACH-000699,-0.469087340378
ACH-000701,-0.8006381157350001
ACH-000706,-0.9602306823729999
ACH-000711,-0.74556904903
ACH-000713,-0.748718545287
ACH-000714,-0.306663492939
ACH-000718,-0.753071053538
ACH-000720,-0.9477227786210001
ACH-000721,-1.1447712902
ACH-000724,-0.87086997895
ACH-000725,-1.1297345211499998
ACH-000732,-0.791181228794
ACH-000734,-1.20038272619
ACH-000735,-0.613016358997
ACH-000736,-0.690359816619
ACH-000738,-1.10838448501
ACH-000746,-0.937024470211
ACH-000747,-0.7801566943610001
ACH-000748,-0.494729240633
ACH-000753,-0.9561696554729999
ACH-000756,-0.7688525744570001
ACH-000757,-0.8260250544259999
ACH-000758,-1.16030543096
ACH-000760,-0.679351072968
ACH-000763,-0.799334645634
ACH-000764,-0.926442515408
ACH-000765,-0.863422102936
ACH-000766,-0.6872483815520001
ACH-000767,-0.73028740275
ACH-000768,-1.00049099942
ACH-000769,-0.774922732328
ACH-000770,-0.7302949317890001
ACH-000771,-0.7843933375419999
ACH-000773,-0.6372529888399999
ACH-000776,-0.687476444484
ACH-000777,-0.9336642917069999
ACH-000778,-0.7379047480750001
ACH-000781,-0.740149343324
ACH-000782,-0.7654337141390001
ACH-000783,-0.570580198966
ACH-000784,-1.2397939503
ACH-000785,-0.771660986967
ACH-000787,-0.8827265394399999
ACH-000788,-0.349078196148
ACH-000791,-0.743538200861
ACH-000792,-0.464816093543
ACH-000794,-0.791576326844
ACH-000796,-0.742254849754
ACH-000799,-0.5361532453100001
ACH-000800,-0.8876268058169999
ACH-000802,-0.915509318842
ACH-000804,-1.04052790456
ACH-000805,-0.885280205545
ACH-000809,-0.933250596683
ACH-000810,-0.37954722669600005
ACH-000811,-0.511429333271
ACH-000817,-0.883308558334
ACH-000819,-0.8337517669850001
ACH-000820,-1.0382374196
ACH-000821,-1.2592393103200001
ACH-000822,-0.604992189431
ACH-000823,-0.8790545841949999
ACH-000824,-0.545632572224
ACH-000827,-0.379421558488
ACH-000829,-0.769750191628
ACH-000831,-0.7349249935850001
ACH-000832,-0.773953631085
ACH-000833,-0.853562215626
ACH-000834,-1.1872851808299998
ACH-000835,-0.66848964617
ACH-000836,-0.826745000103
ACH-000837,-1.00511872026
ACH-000838,-0.645411778644
ACH-000839,-0.5617855398080001
ACH-000840,-0.407652783893
ACH-000841,-0.6633253860530001
ACH-000843,-1.06941915883
ACH-000846,-0.698084249353
ACH-000847,-0.9576198759460001
ACH-000848,-1.17764904702
ACH-000849,-1.07623686894
ACH-000851,-1.20580182949
ACH-000855,-1.15863908654
ACH-000856,-1.0546092930500002
ACH-000858,-1.04663347274
ACH-000859,-0.809175891394
ACH-000861,-0.595931919202
ACH-000862,-0.9873933423989999
ACH-000865,-1.13385679786
ACH-000866,-0.991479957592
ACH-000867,-0.609073508925
ACH-000869,-0.8392510624289999
ACH-000872,-0.7872223546259999
ACH-000873,-0.997555000661
ACH-000876,-1.32410606625
ACH-000878,-0.819986125883
ACH-000880,-0.641391306084
ACH-000881,-0.964426721881
ACH-000882,-0.9908647229790001
ACH-000884,-0.889575478852
ACH-000885,-0.914526169305
ACH-000887,-0.502898595587
ACH-000888,-0.823045890977
ACH-000889,-1.07952732043
ACH-000890,-0.695672791577
ACH-000896,-0.605316142376
ACH-000898,-0.9393847102299999
ACH-000900,-0.9337195045450001
ACH-000901,-0.821657558795
ACH-000905,-0.879617768864
ACH-000906,-0.9145806486270001
ACH-000907,-0.799329958876
ACH-000910,-1.2028959828
ACH-000911,-0.846693471337
ACH-000912,-0.9668194103829999
ACH-000913,-1.10234278934
ACH-000915,-0.933229962694
ACH-000916,-0.918217952448
ACH-000917,-1.03754035504
ACH-000921,-0.9419312168200001
ACH-000924,-0.8698180090909999
ACH-000926,-0.907693844226
ACH-000928,-0.761177846153
ACH-000929,-0.5905646815810001
ACH-000932,-0.891776206934
ACH-000935,-0.9937287555600001
ACH-000936,-1.16282342807
ACH-000937,-0.972574650589
ACH-000938,-0.743062603568
ACH-000939,-0.9228110542710001
ACH-000941,-1.00642483264
ACH-000943,-0.935683338169
ACH-000946,-0.708682902624
ACH-000947,-0.979558957016
ACH-000948,-0.753796463864
ACH-000950,-0.689497454774
ACH-000953,-0.627953592962
ACH-000957,-1.22219462178
ACH-000958,-0.488763038768
ACH-000960,-0.775747682773
ACH-000963,-0.5212348951560001
ACH-000968,-1.1449646281499999
ACH-000969,-0.92611245968
ACH-000973,-1.10213229671
ACH-000974,-0.6411575976780001
ACH-000975,-0.915488153569
ACH-000976,-0.903734821022
ACH-000978,-0.44424924059299997
ACH-000980,-0.694412236259
ACH-000984,-0.662676892616
ACH-000986,-0.79750717654
ACH-000988,-0.425879940768
ACH-000993,-0.386664377011
ACH-000994,-1.19194917859
ACH-000996,-0.236818375635
ACH-001001,-1.13839081778
ACH-001020,-0.655036427902
ACH-001028,-0.9029134893170001
ACH-001031,-0.6673135645880001
ACH-001038,-0.8406842532809999
ACH-001048,-0.818604644251
ACH-001050,-0.358782256264
ACH-001053,-0.6582500176680001
ACH-001054,-0.8397489888140001
ACH-001061,-0.9837388338549999
ACH-001067,-0.834361962336
ACH-001075,-0.7583400362270001
ACH-001096,-0.9300870977700001
ACH-001128,-0.8086196731899999
ACH-001134,-0.5822714545359999
ACH-001151,-0.6703994657769999
ACH-001163,-1.17402884206
ACH-001164,-0.6833503089249999
ACH-001173,-0.7786294161339999
ACH-001183,-0.818901583606
ACH-001184,-1.11023302667
ACH-001190,-0.645614297306
ACH-001192,-0.924691629316
ACH-001193,-0.8984024798260001
ACH-001196,-1.06515092527
ACH-001197,-0.460680762271
ACH-001205,-0.538935629438
ACH-001211,-0.8325468877140001
ACH-001212,-0.55480123432
ACH-001228,-0.6852984772040001
ACH-001232,-0.626673968975
ACH-001239,-0.73148125986
ACH-001274,-0.710660047541
ACH-001275,-1.24200205172
ACH-001277,-0.7242839594570001
ACH-001278,-0.896538924072
ACH-001280,-0.567775899108
ACH-001283,-0.813610932561
ACH-001289,-0.585405329029
ACH-001295,-0.22991661693799997
ACH-001300,-0.811430585738
ACH-001301,-0.515257288707
ACH-001302,-0.800091080501
ACH-001303,-0.529324846747
ACH-001306,-0.706859041164
ACH-001318,-0.8594596408159999
ACH-001322,-0.7953290951459999
ACH-001328,-0.669820174685
ACH-001332,-1.10015037055
ACH-001333,-1.1445231663200002
ACH-001336,-0.800943764753
ACH-001340,-0.46517763959799996
ACH-001346,-1.00765211819
ACH-001353,-0.376862887493
ACH-001354,-0.54260948828
ACH-001367,-0.70627968889
ACH-001368,-0.9088185387309999
ACH-001374,-0.348139009066
ACH-001375,-0.501097822117
ACH-001377,-0.772392943562
ACH-001380,-0.979305256844
ACH-001391,-0.544068119024
ACH-001407,-0.970465095614
ACH-001408,-0.62379338155
ACH-001413,-0.573575742348
ACH-001430,-0.621235873474
ACH-001431,-0.685551747523
ACH-001450,-0.89993246516
ACH-001496,-1.00804101714
ACH-001500,-0.9664461059
ACH-001521,-0.636957787747
ACH-001523,-1.0739820044700001
ACH-001532,-0.773616555934
ACH-001536,-0.400973958755
ACH-001550,-0.867085999807
ACH-001552,-0.506544685043
ACH-001554,-1.02589417062
ACH-001645,-0.5386478540640001
ACH-001654,-0.62290441186
ACH-001715,-0.5903966900240001
ACH-001735,-0.6354262586330001
ACH-001736,-0.773259638699
ACH-001737,-0.849185362229
ACH-001740,-0.6740379611470001
ACH-001745,-0.437441773383
ACH-001750,-0.6413744970180001
ACH-001765,-1.04656635147
ACH-001956,-0.308958899519
ACH-001957,-0.469577587205
