,TPMT (7172)
ACH-000004,-0.352413937645
ACH-000007,-0.0962281544505
ACH-000009,-0.108656654828
ACH-000011,-0.385218205933
ACH-000012,-0.16730855592399999
ACH-000013,-0.21461812026799998
ACH-000014,-0.45406480026
ACH-000015,-0.13241654288899998
ACH-000017,-0.431257576809
ACH-000018,-0.142503340068
ACH-000019,-0.0890737499439
ACH-000021,-0.0744703278295
ACH-000022,-0.0523966105872
ACH-000025,-0.23620654104400002
ACH-000028,-0.074914918799
ACH-000030,-0.0970231039541
ACH-000035,0.0263881144356
ACH-000036,-0.127271737414
ACH-000037,-0.025312105595100002
ACH-000039,-0.154009589927
ACH-000040,-0.0354866166511
ACH-000041,-0.373881920541
ACH-000042,0.100197786949
ACH-000045,0.0772124886347
ACH-000047,-0.137367740583
ACH-000052,-0.341105589701
ACH-000053,-0.024794304873799997
ACH-000054,-0.188861698532
ACH-000055,-0.169598811668
ACH-000060,-0.313541215786
ACH-000067,-0.204118033492
ACH-000070,-0.09923694897839999
ACH-000075,-0.224278433357
ACH-000078,-0.304487924166
ACH-000082,-0.106933769838
ACH-000085,-0.341739921903
ACH-000086,-0.00254352253641
ACH-000087,-0.45846627331900003
ACH-000092,-0.275218772288
ACH-000095,-0.161170016331
ACH-000097,-0.152176768273
ACH-000098,-0.154352920309
ACH-000099,-0.0612150998195
ACH-000108,-0.111322380561
ACH-000113,-0.0398011257469
ACH-000115,-0.0514926882807
ACH-000116,-0.27259952548
ACH-000118,-0.08433611072139999
ACH-000120,-0.172240210623
ACH-000123,-0.222922671848
ACH-000127,-0.23837285877599998
ACH-000128,-0.188302801897
ACH-000132,-0.22122778896499998
ACH-000133,-0.132496387567
ACH-000137,-0.05977248847080001
ACH-000138,-0.16112874918099998
ACH-000142,-0.165833726967
ACH-000143,-0.196316961748
ACH-000146,-0.0252663265803
ACH-000148,-0.140582721176
ACH-000150,-0.243235084943
ACH-000152,-0.106915056362
ACH-000153,-0.169407726182
ACH-000159,-0.29400818628000003
ACH-000160,-0.0184771628445
ACH-000163,-0.06790657691259999
ACH-000167,-0.0745596888478
ACH-000168,-0.435146862516
ACH-000169,-0.336655397455
ACH-000178,-0.133646052114
ACH-000182,-0.177984036741
ACH-000183,-0.273901481988
ACH-000188,-0.0334451856654
ACH-000189,-0.18943411498799997
ACH-000190,-0.18290296346999999
ACH-000198,-0.128578248808
ACH-000204,0.0592099824324
ACH-000206,-0.23569461256299998
ACH-000207,-0.203471988842
ACH-000211,-0.238257816707
ACH-000215,-0.199239913057
ACH-000221,-0.048684808397699994
ACH-000222,-0.04271830917769999
ACH-000223,-0.307191379534
ACH-000226,-0.132234754167
ACH-000227,-0.19648296188499997
ACH-000228,-0.0346237369054
ACH-000231,-0.36616835771399997
ACH-000232,-0.10399345425300001
ACH-000233,-0.245835047191
ACH-000234,-0.238741136519
ACH-000235,-0.152524202313
ACH-000237,-0.169855893585
ACH-000238,-0.242483802049
ACH-000243,-0.115069239457
ACH-000244,-0.0928488327438
ACH-000246,-0.172752007348
ACH-000248,-0.355008692042
ACH-000250,-0.17782598866799998
ACH-000251,0.0287621904011
ACH-000253,-0.198133557519
ACH-000255,-0.148954686624
ACH-000256,-0.1003015939
ACH-000257,-0.18040609706099997
ACH-000258,-0.0444556457383
ACH-000259,-0.047798809577500004
ACH-000260,-0.0913466764408
ACH-000261,-0.20679973788
ACH-000262,-0.150182535863
ACH-000263,0.12451923970100001
ACH-000264,-0.200880346886
ACH-000265,-0.243202737822
ACH-000266,-0.143854201907
ACH-000272,-0.163325249443
ACH-000273,-0.37054489877999996
ACH-000274,-0.175636872694
ACH-000277,-0.135094267328
ACH-000278,-0.13266828728900001
ACH-000279,-0.183281336186
ACH-000280,-0.115780458035
ACH-000281,-0.273914515245
ACH-000288,-0.00362188350979
ACH-000291,-0.181960916004
ACH-000293,-0.059628957828400005
ACH-000294,-0.0980539171147
ACH-000295,-0.121066808883
ACH-000296,-0.342399148571
ACH-000302,-0.26875137019
ACH-000304,-0.627855754111
ACH-000307,-0.209305177348
ACH-000308,-0.271880155564
ACH-000310,-0.141708227504
ACH-000311,-0.0175249424744
ACH-000312,-0.229182809392
ACH-000315,0.0770158072717
ACH-000316,-0.121552646894
ACH-000317,0.007174074918229999
ACH-000318,-0.052224196853
ACH-000319,-0.09952167233650001
ACH-000320,-0.18098030141399998
ACH-000322,-0.111517017146
ACH-000323,-0.108456938114
ACH-000324,-0.164656903475
ACH-000329,-0.138565933161
ACH-000330,-0.40715493560800003
ACH-000331,-0.11264844249099999
ACH-000332,-0.15836250558599999
ACH-000334,-0.6218490992819999
ACH-000335,-0.011803027064200002
ACH-000336,-0.220260821151
ACH-000337,-0.0383303212589
ACH-000339,-0.153567868054
ACH-000341,0.104659794859
ACH-000348,-0.162186131225
ACH-000350,-0.0679755257845
ACH-000352,-0.044232329392300006
ACH-000356,-0.142494362145
ACH-000361,-0.235896846623
ACH-000362,-0.0317922988322
ACH-000363,-0.0639237914449
ACH-000364,-0.07501190659649999
ACH-000365,-0.120243406416
ACH-000366,-0.09725069541210002
ACH-000368,-0.132196790954
ACH-000374,-0.238422262692
ACH-000375,-0.214581589995
ACH-000376,-0.255430902984
ACH-000381,-0.0610647084655
ACH-000383,-0.177697025328
ACH-000387,-0.189815992637
ACH-000389,-0.0724124657219
ACH-000390,-0.116824482265
ACH-000393,-0.223926870936
ACH-000395,-0.158307424069
ACH-000397,-0.21570260763399998
ACH-000401,-0.13894711773
ACH-000402,-0.133958704351
ACH-000403,-0.27224792504900003
ACH-000404,-0.264051974691
ACH-000406,-0.216541473172
ACH-000407,-0.143976412924
ACH-000408,0.195731054696
ACH-000410,-0.149670529794
ACH-000411,-0.14916192117000002
ACH-000414,-0.126936361768
ACH-000415,-0.11540464002999999
ACH-000416,-0.14258429531400002
ACH-000420,-0.24739116099199998
ACH-000421,-0.15143676522299998
ACH-000424,-0.27323997334000005
ACH-000425,-0.0947070978026
ACH-000426,0.0907435520892
ACH-000427,-0.07861888917010001
ACH-000433,-0.0494188693896
ACH-000436,-0.10097759573
ACH-000444,-0.0366509392929
ACH-000445,-0.489420046435
ACH-000448,-0.152885017238
ACH-000450,-0.256419759967
ACH-000452,-0.175219728165
ACH-000454,-0.307069819804
ACH-000458,-0.23762670660399998
ACH-000459,-0.198109610861
ACH-000460,-0.225213810009
ACH-000461,0.0077006831240399995
ACH-000463,-0.107878966568
ACH-000464,-0.137417578688
ACH-000466,-0.15847143621200002
ACH-000467,-0.272556474126
ACH-000468,-0.048918206390199996
ACH-000469,-0.119790517643
ACH-000470,-0.231841986119
ACH-000471,-0.251229729798
ACH-000472,-0.215109480934
ACH-000473,-0.09129389087439999
ACH-000475,-0.19623852231
ACH-000476,-0.0692165352396
ACH-000477,-0.152936768901
ACH-000480,-0.0406660676951
ACH-000481,-0.203902509393
ACH-000483,-0.00191327176294
ACH-000484,-0.0542000484629
ACH-000485,0.08532932890850001
ACH-000486,-0.2070722743
ACH-000487,-0.265202335724
ACH-000488,-0.15929742606699998
ACH-000490,-0.299499982311
ACH-000491,-0.181784917692
ACH-000495,0.0559341003907
ACH-000496,0.00624796227257
ACH-000499,-0.336152956351
ACH-000500,0.482527414579
ACH-000502,-0.0895505057281
ACH-000503,0.191549293501
ACH-000505,-0.21806507344300002
ACH-000507,-0.0388332733523
ACH-000510,-0.08792409561839999
ACH-000511,-0.076041589285
ACH-000512,-0.36447300866899995
ACH-000516,-0.371165993027
ACH-000517,-0.10081746166000001
ACH-000518,-0.31905677266800003
ACH-000520,-0.190046437198
ACH-000521,-0.15328845593499998
ACH-000522,-0.060924995521300006
ACH-000524,-0.48205426094400006
