,FOXD2 (2306)
ACH-000004,-0.245205381233
ACH-000007,-0.140845550465
ACH-000009,-0.221020119963
ACH-000011,-0.20757557513099997
ACH-000012,-0.217946917736
ACH-000013,-0.0423373541528
ACH-000014,-0.314749386524
ACH-000015,-0.0379368014183
ACH-000017,-0.181435679198
ACH-000018,-0.051520364964
ACH-000019,-0.159766554252
ACH-000021,-0.024688852879
ACH-000022,-0.22675011081799998
ACH-000025,-0.07668719297349999
ACH-000028,-0.104802730377
ACH-000030,-0.188039287303
ACH-000035,-0.152530931783
ACH-000036,-0.13032691561100002
ACH-000037,-0.10100949515799999
ACH-000039,-0.0815309160775
ACH-000040,0.044002276870300006
ACH-000041,-0.0999860221096
ACH-000042,-0.06514899036640001
ACH-000045,-0.175034810768
ACH-000047,-0.143645687644
ACH-000052,-0.116662882415
ACH-000053,-0.173389194553
ACH-000054,-0.142728617479
ACH-000055,0.015564230972200001
ACH-000060,-0.247245828863
ACH-000067,-0.222213950106
ACH-000070,-0.0577398228321
ACH-000075,0.056570161474400006
ACH-000078,-0.0295908727587
ACH-000082,-0.0334611716297
ACH-000085,-0.0752845282377
ACH-000086,-0.044754539789100004
ACH-000087,-0.0722600615645
ACH-000092,-0.254257444419
ACH-000095,-0.0690371425821
ACH-000097,-0.059681561872500004
ACH-000098,-0.143055612744
ACH-000099,-0.166837759412
ACH-000108,0.0309037284292
ACH-000113,-0.242693860709
ACH-000115,-0.169235188213
ACH-000116,-0.07026588523630001
ACH-000118,-0.13853542708900002
ACH-000120,-0.114799921502
ACH-000123,-0.142545929124
ACH-000127,-0.18941104036400003
ACH-000128,-0.0258411189184
ACH-000132,-0.0953925542292
ACH-000133,-0.0133988839424
ACH-000137,-0.245660941939
ACH-000138,-0.0684765859305
ACH-000142,-0.09720083885299999
ACH-000143,0.00172892751732
ACH-000146,-0.24247796825100001
ACH-000148,-0.293695468852
ACH-000150,-0.138757242211
ACH-000152,-0.141431238782
ACH-000153,-0.26008881128899997
ACH-000159,-0.259343953249
ACH-000160,-0.229071372293
ACH-000163,-0.13887921198699998
ACH-000167,-0.04546561586490001
ACH-000168,-0.132674970845
ACH-000169,-0.25014226686999996
ACH-000178,-0.174789678037
ACH-000182,-0.10676729441400001
ACH-000183,-0.19162425007300002
ACH-000188,-0.0878394130061
ACH-000189,-0.37703239846600006
ACH-000190,-0.364736926069
ACH-000198,-0.193592093048
ACH-000204,-0.201653705958
ACH-000206,-0.211562944417
ACH-000207,-0.09146701927300001
ACH-000211,0.0162115287063
ACH-000215,-0.160489050471
ACH-000221,-0.145243381162
ACH-000222,-0.251437144317
ACH-000223,-0.18013665401
ACH-000226,-0.263498403121
ACH-000227,-0.395694085491
ACH-000228,-0.115674609785
ACH-000231,-0.084540232336
ACH-000232,-0.326109710988
ACH-000233,-0.104286327068
ACH-000234,-0.199959442294
ACH-000235,-0.19510584350000001
ACH-000237,-0.0651395672251
ACH-000238,-0.30214356120999997
ACH-000243,-0.23189690864999998
ACH-000244,-0.0522795086075
ACH-000246,-0.06888772289039999
ACH-000248,-0.24165288991300002
ACH-000250,-0.16287234419399998
ACH-000251,-0.14665362164100001
ACH-000253,-0.297968446829
ACH-000255,-0.0884033478682
ACH-000256,-0.0628120051329
ACH-000257,-0.263318545468
ACH-000258,0.00636805558708
ACH-000259,-0.202418549316
ACH-000260,-0.108113929177
ACH-000261,-0.178276407514
ACH-000262,-0.217324942868
ACH-000263,0.08386827124089999
ACH-000264,-0.196571143879
ACH-000265,-0.162797862816
ACH-000266,-0.03440167475
ACH-000272,-0.22126724049000002
ACH-000273,-0.20554761383900003
ACH-000274,-0.0891575000082
ACH-000277,0.00955935269782
ACH-000278,-0.0493700539195
ACH-000279,0.0895337252561
ACH-000280,-0.233693352724
ACH-000281,0.171665319358
ACH-000288,-0.151155978612
ACH-000291,-0.10918127349500001
ACH-000293,0.172821664892
ACH-000294,-0.193693416004
ACH-000295,0.0552103766409
ACH-000296,-0.16180824982699998
ACH-000302,-0.118084746246
ACH-000304,-0.201680394294
ACH-000307,-0.157133554693
ACH-000308,-0.06737767637559999
ACH-000310,-0.16514660751399998
ACH-000311,-0.360780887628
ACH-000312,-0.229836196988
ACH-000315,-0.150942646289
ACH-000316,-0.179586188721
ACH-000317,-0.657843619195
ACH-000318,-0.19234373559999998
ACH-000319,-0.326983103059
ACH-000320,-0.234473266529
ACH-000322,-0.160328747655
ACH-000323,-0.058533345717599994
ACH-000324,-0.10837777519099999
ACH-000329,-0.197980726525
ACH-000330,-0.0321432868172
ACH-000331,-0.143765771897
ACH-000332,-0.0811126181464
ACH-000334,-0.455545627043
ACH-000335,-0.17136207668499998
ACH-000336,-0.376330189933
ACH-000337,-0.133802685112
ACH-000339,-0.111408443287
ACH-000341,-0.466001801688
ACH-000348,-0.06505739333869999
ACH-000350,-0.22467301686799998
ACH-000352,-0.368961764212
ACH-000356,-0.264173601413
ACH-000361,-0.046984991445899994
ACH-000362,-0.0614381356477
ACH-000363,-0.19668881745900002
ACH-000364,-0.15615058635
ACH-000365,-0.21681889275
ACH-000366,-0.0017903214707700001
ACH-000368,-0.07465082004260001
ACH-000374,-0.284663554418
ACH-000375,0.0342050956975
ACH-000376,-0.15973132992699998
ACH-000381,-0.227194198017
ACH-000383,-0.182735724752
ACH-000387,-0.12081141474099999
ACH-000389,-0.0454775640074
ACH-000390,-0.153667101581
ACH-000393,-0.09482296421710001
ACH-000395,-0.09948008547790001
ACH-000397,-0.0848957934959
