,METTL2B (55798)
ACH-000004,-0.31605135338199997
ACH-000007,-0.14188897171700002
ACH-000009,-0.26073659624
ACH-000011,-0.23006711224100002
ACH-000012,-0.200321941802
ACH-000013,-0.09350473072519999
ACH-000014,-0.44719848003
ACH-000015,-0.138833544649
ACH-000017,-0.117131194286
ACH-000018,-0.206062463499
ACH-000019,-1.02163806237
ACH-000021,-0.398352312372
ACH-000022,-0.191521531178
ACH-000025,-0.303882489489
ACH-000028,-0.634688222555
ACH-000030,-0.208527745417
ACH-000035,-0.28645588946899997
ACH-000036,-0.364288504336
ACH-000037,-0.45475023268299997
ACH-000039,-0.520651333702
ACH-000040,-0.247931071501
ACH-000041,-0.112299937454
ACH-000042,-0.24614396439800001
ACH-000045,-0.18716750214000002
ACH-000047,-0.153782610974
ACH-000052,-0.47037472416500004
ACH-000053,-0.244667676265
ACH-000054,-0.370197308983
ACH-000055,-0.22853838262600001
ACH-000060,-0.325428242681
ACH-000067,-0.190710562839
ACH-000070,-0.0457630682259
ACH-000075,-0.175946663286
ACH-000078,-0.62593033475
ACH-000082,-0.302105072988
ACH-000085,-0.391004382391
ACH-000086,-0.130117365715
ACH-000087,-0.24612637651799998
ACH-000092,-0.05078507397030001
ACH-000095,-0.407051142386
ACH-000097,-0.27022973782
ACH-000098,-0.284744425671
ACH-000099,-0.538675236074
ACH-000108,-0.10694169045
ACH-000113,-0.20390126285000001
ACH-000115,-0.391226226439
ACH-000116,-0.217596021028
ACH-000118,-0.45724320861699996
ACH-000120,-0.285282683778
ACH-000123,-0.149563176545
ACH-000127,-0.174177843878
ACH-000128,-0.199292724133
ACH-000132,-0.327004099802
ACH-000133,-0.392405727847
ACH-000137,-0.14249062756
ACH-000138,-0.36076568328
ACH-000142,-0.287303801591
ACH-000143,-0.190751933466
ACH-000146,-0.271212228451
ACH-000148,-0.12261837500299999
ACH-000150,-0.285919802414
ACH-000152,-0.343518802967
ACH-000153,0.0684822101882
ACH-000159,-0.240710072841
ACH-000160,-0.17014336923700002
ACH-000163,-0.09848337555770001
ACH-000167,-0.361094655618
ACH-000168,-0.225012172077
ACH-000169,-0.2325434121
ACH-000178,-0.0435340022982
ACH-000182,-0.218188231784
ACH-000183,-0.20757248421399999
ACH-000188,-0.249096224127
ACH-000189,-0.103726086127
ACH-000190,-0.165897924315
ACH-000198,-0.262219954087
ACH-000204,-0.0610874249149
ACH-000206,-0.11688504513
ACH-000207,-0.163103921443
ACH-000211,-0.355143780747
ACH-000215,-0.348688574575
ACH-000221,-0.09061662509289999
ACH-000222,-0.20868308735100002
ACH-000223,-0.206110887318
ACH-000226,-0.24200699871
ACH-000227,-0.332200593381
ACH-000228,-0.09985611356219999
ACH-000231,-0.12477693080499999
ACH-000232,-0.293777108558
ACH-000233,-0.14546563568
ACH-000234,-0.278940345517
ACH-000235,-0.247637836545
ACH-000237,-0.228765370396
ACH-000238,-0.261256919559
ACH-000243,-0.27180430744399997
ACH-000244,-0.586520986012
ACH-000246,-0.486016001897
ACH-000248,-0.253233326594
ACH-000250,-0.20849631147599998
ACH-000251,-0.255041645651
ACH-000253,-0.188941012531
ACH-000255,-0.34335484657
ACH-000256,-0.239221060321
ACH-000257,-0.116261448707
ACH-000258,0.122034481394
ACH-000259,-0.265665707867
ACH-000260,-0.325609653437
ACH-000261,-0.208402451613
ACH-000262,-0.114986232752
ACH-000263,-0.223813351379
ACH-000264,-0.279131064561
ACH-000265,0.033543700637599996
ACH-000266,-0.275700999958
ACH-000272,-0.466444516383
ACH-000273,-0.26918183742699997
ACH-000274,-0.344058523058
ACH-000277,-0.352924746407
ACH-000278,-0.225076671575
ACH-000279,-0.30935777798
ACH-000280,-0.233732584099
ACH-000281,-0.0689163717114
ACH-000288,-0.314915198671
ACH-000291,-0.24425359059
ACH-000293,-0.432341654704
ACH-000294,-0.223041181911
ACH-000295,-0.017837094804700002
ACH-000296,-0.313709212548
ACH-000302,-0.200235755568
ACH-000304,-0.182845464043
ACH-000307,-0.158667303692
ACH-000308,-0.235309180868
ACH-000310,-0.639442406185
ACH-000311,0.0110191084984
ACH-000312,-0.184477697441
ACH-000315,-0.0595861796842
ACH-000316,-0.281067040727
ACH-000317,-0.20291220323399997
ACH-000318,-0.20901139344500003
ACH-000319,-0.142652402795
ACH-000320,-0.217497334769
ACH-000322,-0.277845695921
ACH-000323,-0.241132419807
ACH-000324,-0.331218085
ACH-000329,-0.139427392021
ACH-000330,-0.45437827900899996
ACH-000331,-0.21620000165300002
ACH-000332,-0.184905050969
ACH-000334,-0.418985253547
ACH-000335,-0.108224999682
ACH-000336,-0.20621419050599998
ACH-000337,-0.33720739051
ACH-000339,-0.33126741823600003
ACH-000341,-0.439460559603
ACH-000348,-0.192291608335
ACH-000350,-0.020396379068099997
ACH-000352,-0.0632896661979
ACH-000356,-0.164440559023
ACH-000361,-0.377167761483
ACH-000362,-0.148504648265
ACH-000363,-0.239070602131
ACH-000364,-0.365168726985
ACH-000365,-0.33426814186799997
ACH-000366,-0.24253773201099998
ACH-000368,-0.23438573315000003
ACH-000374,-0.392907006596
ACH-000375,-0.17369989387899998
ACH-000376,-0.256066758996
ACH-000381,-0.24308255022199998
ACH-000383,-0.220363378173
ACH-000387,-0.33690566786799997
ACH-000389,-0.318560903968
ACH-000390,-0.26505629237
ACH-000393,-0.171465543415
ACH-000395,-0.314102741034
ACH-000397,-0.33514175020799997
ACH-000401,-0.0442964389238
ACH-000402,-0.291013857884
ACH-000403,-0.181904933593
ACH-000404,-0.0515279539129
ACH-000406,-0.166478213272
ACH-000407,-0.396326049543
ACH-000408,-0.330473481488
ACH-000410,-0.323262001772
ACH-000411,-0.134685681264
ACH-000414,-0.36815107343599995
ACH-000415,-0.30025741450300003
ACH-000416,-0.216731082787
ACH-000420,-0.20402880106199997
ACH-000421,-0.17561208970199998
ACH-000424,0.029919437563099997
ACH-000425,-0.210562338687
ACH-000426,-0.05859994612930001
ACH-000427,-0.232471769654
ACH-000433,-0.567908999889
ACH-000436,-0.528093840584
ACH-000444,-0.15786444047599998
ACH-000445,-0.175606820708
ACH-000448,-0.0232771498416
ACH-000450,-0.444664670163
ACH-000452,-0.23433142088199999
ACH-000454,0.128274084311
ACH-000458,-0.217217294596
ACH-000459,-0.18190541440400002
ACH-000460,-0.292046234188
ACH-000461,-0.06939727539400001
ACH-000463,-0.107457027094
ACH-000464,-0.346125899407
ACH-000466,-0.221832541721
ACH-000467,-0.229278504923
ACH-000468,-0.21642419082199998
ACH-000469,-0.326411630129
