,ANAPC5 (51433)
ACH-000004,-0.9655111223080001
ACH-000007,-0.972943550965
ACH-000009,-1.1729443326
ACH-000011,-1.06830932371
ACH-000012,-1.02186219259
ACH-000013,-0.99250452365
ACH-000014,-0.973926821084
ACH-000015,-0.963376677026
ACH-000017,-1.01212108133
ACH-000018,-0.666016361596
ACH-000019,-0.64004944296
ACH-000021,-0.940922172087
ACH-000022,-1.22515109034
ACH-000025,-0.7867483095000001
ACH-000028,-0.7964984124339999
ACH-000030,-0.999570322504
ACH-000035,-0.9184800060609999
ACH-000036,-0.9467720130439999
ACH-000037,-1.15797014681
ACH-000039,-0.8958218843410001
ACH-000040,-1.0205866268200001
ACH-000041,-0.803501272978
ACH-000042,-1.09528993135
ACH-000045,-0.922715212532
ACH-000047,-0.994862862145
ACH-000052,-0.862850348216
ACH-000053,-0.956671740182
ACH-000054,-1.0309013780299998
ACH-000055,-0.938220838771
ACH-000060,-0.890491214122
ACH-000067,-1.01891609215
ACH-000070,-0.703310695167
ACH-000075,-1.32836273582
ACH-000078,-1.02532523877
ACH-000082,-1.19841009389
ACH-000085,-0.8920461543089999
ACH-000086,-0.8984935659729999
ACH-000087,-0.775112640592
ACH-000092,-0.9492951656730001
ACH-000095,-0.9995173649179999
ACH-000097,-0.7984783259010001
ACH-000098,-1.07428616905
ACH-000099,-0.773970588172
ACH-000108,-0.947307800339
ACH-000113,-0.773408827359
ACH-000115,-1.25795840578
ACH-000116,-1.03812146274
ACH-000118,-1.06486617636
ACH-000120,-1.0
ACH-000123,-1.05334977282
ACH-000127,-0.894417972036
ACH-000128,-1.05006846869
ACH-000132,-1.12240999666
ACH-000133,-0.88032874332
ACH-000137,-0.9421163156200001
ACH-000138,-0.850369538697
ACH-000142,-0.6995740783840001
ACH-000143,-0.931480276461
ACH-000146,-1.12947521673
ACH-000148,-0.918607440291
ACH-000150,-1.0905050037200001
ACH-000152,-0.662601238688
ACH-000153,-0.722614244259
ACH-000159,-0.7094786091580001
ACH-000160,-1.25830320218
ACH-000163,-0.814448749963
ACH-000167,-1.18555188582
ACH-000168,-0.928041034945
ACH-000169,-1.01039795323
ACH-000178,-0.779312049947
ACH-000182,-1.0674993210100001
ACH-000183,-0.759045841346
ACH-000188,-0.8316384396109999
ACH-000189,-0.6040634794609999
ACH-000190,-0.913753146765
ACH-000198,-0.968837989112
ACH-000204,-1.02260350424
ACH-000206,-0.8436942021080001
ACH-000207,-0.892045273338
ACH-000211,-0.653827470396
ACH-000215,-0.811995054918
ACH-000221,-1.0835899982200001
ACH-000222,-0.7178128544079999
ACH-000223,-0.9982480483499999
ACH-000226,-0.878578344243
ACH-000227,-1.0
ACH-000228,-1.3062819874299998
ACH-000231,-0.971510629086
ACH-000232,-1.00284791945
ACH-000233,-0.813229365089
ACH-000234,-1.08295399169
ACH-000235,-0.9933399341429999
ACH-000237,-0.986470989624
ACH-000238,-0.872285833361
ACH-000243,-0.94710622691
ACH-000244,-1.10028897219
ACH-000246,-0.956292287025
ACH-000248,-0.890909266903
ACH-000250,-0.8741729629289999
ACH-000251,-0.7726910669820001
ACH-000253,-0.8964309292020001
ACH-000255,-1.02791721985
ACH-000256,-0.8816037633310001
ACH-000257,-0.9359373601530001
ACH-000258,-0.821582595353
ACH-000259,-0.962013172914
ACH-000260,-1.0662873516
ACH-000261,-1.05918003605
ACH-000262,-0.950432062043
ACH-000263,-1.04938597308
ACH-000264,-1.19636279995
ACH-000265,-1.06999831426
ACH-000266,-1.1342733556
ACH-000272,-0.684538594868
ACH-000273,-0.784043511134
ACH-000274,-1.1996083317
ACH-000277,-1.03138623131
ACH-000278,-1.2039262316
ACH-000279,-0.712951183919
ACH-000280,-0.880943660765
ACH-000281,-1.4656358466400001
ACH-000288,-0.962031110917
ACH-000291,-0.9588261571310001
ACH-000293,-1.0831878999299998
ACH-000294,-0.633728405026
ACH-000295,-1.0149876467299999
ACH-000296,-1.0280482741899999
ACH-000302,-0.842076252042
ACH-000304,-1.0173273973799999
ACH-000307,-0.8965980534029999
ACH-000308,-1.00966008373
ACH-000310,-0.9670284374700001
ACH-000311,-0.756878054241
ACH-000312,-1.26476558268
ACH-000315,-0.996601871305
ACH-000316,-0.7845322123790001
ACH-000317,-0.583032972532
ACH-000318,-1.01913902487
ACH-000319,-0.840597380091
ACH-000320,-0.923793193496
ACH-000322,-1.0349731522499999
ACH-000323,-0.890170541227
ACH-000324,-0.9782183125049999
ACH-000329,-0.988799571609
ACH-000330,-0.8582612292139999
ACH-000331,-0.9844993422470001
ACH-000332,-0.8186939559180001
ACH-000334,-1.15030327734
ACH-000335,-0.8266877069580001
ACH-000336,-0.962003845004
ACH-000337,-0.771779250412
ACH-000339,-0.8353343968800001
ACH-000341,-1.21981388759
ACH-000348,-1.02602359849
ACH-000350,-1.09503148582
ACH-000352,-1.04025038526
ACH-000356,-0.771619219286
ACH-000361,-0.578150604591
ACH-000362,-1.23279247328
ACH-000363,-0.963838463262
ACH-000364,-0.81810114698
ACH-000365,-0.947589705395
ACH-000366,-0.957859930992
ACH-000368,-1.01714256145
ACH-000374,-0.8497107205769999
ACH-000375,-0.9343751261759999
ACH-000376,-0.7886642025280001
ACH-000381,-0.8358559700139999
ACH-000383,-0.660539346664
ACH-000387,-1.6398711890399997
ACH-000389,-0.829196416903
ACH-000390,-0.8464394126710001
ACH-000393,-0.9406732737510001
ACH-000395,-0.875151084656
ACH-000397,-0.944664548042
ACH-000401,-1.15805969537
ACH-000402,-0.526534215169
ACH-000403,-0.809333559293
ACH-000404,-0.801098261698
ACH-000406,-0.973559143257
ACH-000407,-0.906299801279
ACH-000408,-0.668579523744
ACH-000410,-0.9107676312790001
ACH-000411,-0.865498356696
ACH-000414,-1.06362769655
ACH-000415,-0.765684628167
ACH-000416,-0.892799882323
ACH-000420,-1.17665388889
ACH-000421,-0.935893788433
ACH-000424,-0.9262712485969999
ACH-000425,-0.824905904039
ACH-000426,-1.09498751258
ACH-000427,-1.28406260685
ACH-000433,-1.1021400508399999
ACH-000436,-0.753116011449
ACH-000444,-0.7394236737440001
ACH-000445,-1.0710495177
ACH-000448,-1.05231893276
ACH-000450,-1.0809272106899999
ACH-000452,-1.03506213653
ACH-000454,-1.1230875910299998
ACH-000458,-0.83095227635
ACH-000459,-0.509935149894
ACH-000460,-0.961417124022
ACH-000461,-1.0198927473700001
ACH-000463,-0.859951114911
ACH-000464,-0.975831463143
ACH-000466,-0.9392398216850001
ACH-000467,-0.829044894064
ACH-000468,-0.804415181141
ACH-000469,-0.921993941499
ACH-000470,-0.878694733353
ACH-000471,-0.800896105984
ACH-000472,-0.727360858111
ACH-000473,-0.8631125942219999
ACH-000475,-0.738035702359
ACH-000476,-0.729989568542
ACH-000477,-1.08429733219
ACH-000480,-1.07186382846
ACH-000481,-1.0494462975499999
ACH-000483,-1.11210301336
ACH-000484,-1.0456872887
ACH-000485,-0.7706687924510001
ACH-000486,-0.820579737218
ACH-000487,-1.03900965924
ACH-000488,-0.8639764678540001
ACH-000490,-1.0255620172700002
ACH-000491,-1.1048737507
ACH-000495,-1.07542055725
ACH-000496,-0.871661765935
ACH-000499,-1.0284655295
ACH-000500,-0.619785877204
ACH-000502,-0.8823418244750001
ACH-000503,-0.6995840560459999
ACH-000505,-0.647699443263
ACH-000507,-0.835631261358
ACH-000510,-0.684150232349
ACH-000511,-1.06954638307
ACH-000512,-0.624721940934
ACH-000516,-1.0
ACH-000517,-1.1166974031399999
ACH-000518,-1.0119549617899999
ACH-000520,-1.15822786889
ACH-000521,-0.9683354086229999
ACH-000522,-0.807389290158
ACH-000524,-1.29992916399
ACH-000527,-0.964059530186
ACH-000528,-1.08082299652
ACH-000537,-0.815608012233
ACH-000541,-0.996306768029
ACH-000542,-0.958474144097
ACH-000544,-0.775197109323
ACH-000545,-1.01109360546
ACH-000547,-0.763294264791
ACH-000548,-0.680668429015
ACH-000549,-1.0167585661
ACH-000550,-1.31008947785
ACH-000552,-0.847981694405
ACH-000556,-0.641752494562
ACH-000557,-0.815718315545
ACH-000570,-1.0130061854299999
ACH-000571,-0.870611168219
ACH-000573,-0.856373781859
ACH-000576,-0.9702081744419999
ACH-000580,-0.76603909858
ACH-000584,-0.724274843979
ACH-000585,-1.07030892669
ACH-000588,-0.788433646416
ACH-000589,-0.8705498972490001
ACH-000591,-0.932609168462
ACH-000593,-0.8816123475900001
ACH-000600,-0.9937191198180001
ACH-000601,-0.981870840579
ACH-000604,-1.0
ACH-000605,-1.12543089596
ACH-000606,-0.89670909269
ACH-000608,-0.8707747202689999
ACH-000614,-0.622175651138
ACH-000616,-0.984343240314
ACH-000618,-1.0126321849700002
ACH-000619,-1.03631783387
ACH-000620,-0.717280518172
ACH-000621,-1.03454248055
ACH-000622,-1.09935764573
ACH-000623,-1.03311990671
ACH-000624,-1.07180838338
ACH-000627,-0.651523648745
ACH-000630,-0.910599442137
ACH-000632,-0.843355483677
ACH-000633,-0.647926832729
ACH-000637,-1.04029626204
ACH-000638,-0.859542263504
ACH-000646,-0.51883271075
ACH-000647,-0.846878360529
ACH-000648,-0.8880798694850001
ACH-000649,-0.864727822049
ACH-000651,-1.03103993079
ACH-000652,-0.714864291086
ACH-000653,-0.9918586678479999
ACH-000657,-1.03921086824
ACH-000658,-0.663623537641
ACH-000661,-0.9577795462909999
ACH-000662,-0.7650159709029999
ACH-000663,-0.884898725132
ACH-000665,-0.850494729445
ACH-000671,-0.7263125303829999
ACH-000673,-1.0140694375100001
ACH-000676,-0.999649966631
ACH-000677,-1.03913305004
ACH-000681,-0.884490291735
ACH-000682,-0.846936574594
ACH-000683,-0.575676855593
ACH-000684,-0.8288621645759999
ACH-000688,-1.4214760126100001
ACH-000693,-1.01442793192
ACH-000694,-0.89471368779
ACH-000695,-0.730520261683
ACH-000696,-0.993369142898
ACH-000697,-0.9027386698109999
ACH-000699,-1.3909273919999998
ACH-000701,-0.835040262764
ACH-000706,-0.741064258698
ACH-000711,-0.951721685254
ACH-000713,-0.852317137432
ACH-000714,-0.656254616138
ACH-000718,-1.19290171328
ACH-000720,-0.6809406840719999
ACH-000721,-0.8552932627750001
ACH-000724,-0.421251407555
