,HBM (3042)
ACH-000004,0.0667743058559
ACH-000007,-0.108994675712
ACH-000009,0.138429609401
ACH-000011,0.06026108654369999
ACH-000012,0.07816133885910001
ACH-000013,0.0429319748535
ACH-000014,0.0907387933808
ACH-000015,-0.0197199713687
ACH-000017,0.116171080948
ACH-000018,0.22443014623500002
ACH-000019,-0.158959461329
ACH-000021,-0.00115501392678
ACH-000022,-0.040885618302800006
ACH-000025,-0.0901939764249
ACH-000028,0.18750248472
ACH-000030,0.0567581774088
ACH-000035,0.10219224518100001
ACH-000036,-0.171526521704
ACH-000037,-0.0461783608478
ACH-000039,-0.153595733216
ACH-000040,-0.088599779944
ACH-000041,-0.14562938097300002
ACH-000042,0.127154374868
ACH-000045,-0.0560921719684
ACH-000047,-0.24784167899999998
ACH-000052,0.19747041253
ACH-000053,0.00653226232208
ACH-000054,-0.216027261283
ACH-000055,-0.030219196575899998
ACH-000060,-0.349919998402
ACH-000067,0.0822104190371
ACH-000070,-0.08827159120210001
ACH-000075,0.0228139264549
ACH-000078,0.0397940989331
ACH-000082,0.0836544419005
ACH-000085,-0.22823432775400002
ACH-000086,-0.09951065066539999
ACH-000087,0.013008407945999998
ACH-000092,-0.0234697519178
ACH-000095,-0.027089113132400002
ACH-000097,0.0166959258149
ACH-000098,-0.151084698182
ACH-000099,0.0988860592148
ACH-000108,0.13578976297700002
ACH-000113,-0.08999485062830001
ACH-000115,-0.26779599923
ACH-000116,-0.0769015204437
ACH-000118,0.08809241383880001
ACH-000120,0.005929823530479999
ACH-000123,0.0666582864579
ACH-000127,0.013151251595299998
ACH-000128,-0.0412265020609
ACH-000132,-0.168921352763
ACH-000133,-0.166965811524
ACH-000137,-0.122094392598
ACH-000138,0.037054800130199995
ACH-000142,-0.0792220832108
ACH-000143,-0.120890121042
ACH-000146,-0.0004645983557719999
ACH-000148,-0.12436197983
ACH-000150,0.24111554442400002
ACH-000152,-0.06822819668130001
ACH-000153,0.2827579568
ACH-000159,-0.135596355105
ACH-000160,-0.08884009935350001
ACH-000163,0.00955218859382
ACH-000167,0.084038524175
ACH-000168,0.058951022229000005
ACH-000169,-0.0257064300815
ACH-000178,0.0045115052440500006
ACH-000182,-0.037923073379800006
ACH-000183,-0.0432851301439
ACH-000188,0.0281537011961
ACH-000189,0.058645397567099994
ACH-000190,-0.0944490937092
ACH-000198,-0.0528379407314
ACH-000204,0.0291906552763
ACH-000206,0.246322765715
ACH-000207,0.0517324361115
ACH-000211,-0.0992052052915
ACH-000215,-0.130998580603
ACH-000221,-0.031198341531799997
ACH-000222,0.416320042746
ACH-000223,0.08953482530889999
ACH-000226,0.102286122859
ACH-000227,-0.04032263378669999
ACH-000228,-0.00822345595936
ACH-000231,-0.176252160227
ACH-000232,-0.0748908300096
ACH-000233,-0.129079540573
ACH-000234,-0.0696717826754
ACH-000235,0.079724179339
ACH-000237,-0.0563976320651
ACH-000238,-0.192282919543
ACH-000243,0.08395335992799999
ACH-000244,-0.35492772483999996
ACH-000246,0.0690046628338
ACH-000248,-0.120538479849
ACH-000250,-0.126031005253
ACH-000251,-0.103903721045
ACH-000253,-0.0627445054316
ACH-000255,0.0908839545703
ACH-000256,-0.115631311508
ACH-000257,0.00039228898495399995
ACH-000258,-0.0500364263525
ACH-000259,0.0870773694451
ACH-000260,-0.09184049167649999
ACH-000261,-0.05496104359569999
ACH-000262,-0.084221743574
ACH-000263,-0.149202827884
ACH-000264,0.00804142384304
ACH-000265,0.11468520919399999
ACH-000266,0.058941058639199996
ACH-000272,0.0220901102679
ACH-000273,0.192581578032
ACH-000274,-0.11726136553500001
ACH-000277,0.0413585435779
ACH-000278,-0.13422534748099998
ACH-000279,0.0618825854115
ACH-000280,-0.252886492163
ACH-000281,-0.0397829937279
ACH-000288,-0.12147633793899999
ACH-000291,-0.0115290247576
ACH-000293,-0.045093093559600006
ACH-000294,-0.031382092624800004
ACH-000295,-0.014832176878400001
ACH-000296,-0.12325003069
ACH-000302,0.00213264859985
ACH-000304,-0.16308823933900002
ACH-000307,0.00791574040131
ACH-000308,-0.0284313009753
ACH-000310,-0.00208372746294
ACH-000311,0.185554514433
ACH-000312,0.168358819324
ACH-000315,0.442736338231
ACH-000316,-0.20041218316599999
ACH-000317,0.0214086784334
ACH-000318,-0.0800522366213
ACH-000319,0.0312287847028
ACH-000320,0.09516150798080002
ACH-000322,-0.0706272676307
ACH-000323,-0.08289666895
ACH-000324,-0.052789600252900006
ACH-000329,-0.10969614474199998
ACH-000330,0.139837115304
ACH-000331,-0.0783139069385
ACH-000332,-0.038551260539300004
ACH-000334,0.367154437756
ACH-000335,0.00638836617767
ACH-000336,0.270482941359
ACH-000337,-0.40553747686999997
ACH-000339,0.0372752386664
ACH-000341,-0.135707375724
ACH-000348,0.0114054506425
ACH-000350,0.022502373957700002
ACH-000352,-0.021647659178400003
ACH-000356,-0.12891944376199999
ACH-000361,0.041342709654699994
ACH-000362,0.0417418465316
ACH-000363,-0.059514929846800006
ACH-000364,-0.037953237706900005
ACH-000365,0.19834309424000002
ACH-000366,-0.0821613086776
ACH-000368,-0.24706303592599999
ACH-000374,0.0784532630644
ACH-000375,0.00940364361186
ACH-000376,-0.016385774122699998
ACH-000381,-0.161466769203
ACH-000383,-0.0316434385124
ACH-000387,0.123827625447
ACH-000389,-0.22409686915999996
ACH-000390,0.014986079114899999
ACH-000393,-0.114752453053
ACH-000395,0.11368809124500001
ACH-000397,0.0907918293408
ACH-000401,-0.250741928403
ACH-000402,-0.0387287618711
ACH-000403,-0.14769768336300002
ACH-000404,0.0591321967995
ACH-000406,0.0935294657089
ACH-000407,-0.19948961889800002
ACH-000408,0.029234706931599998
ACH-000410,-0.030036495054799998
ACH-000411,-0.12805944447599998
ACH-000414,0.244650636052
ACH-000415,-0.0708612424413
ACH-000416,0.0247121435922
ACH-000420,-0.136675566058
ACH-000421,-0.106666793079
ACH-000424,-0.16288812612700002
ACH-000425,0.0285941127323
ACH-000426,0.047406627468600006
ACH-000427,-0.0658318951682
ACH-000433,-0.261651144639
ACH-000436,0.169169412514
ACH-000444,-0.017376766154599998
