,ELN (2006)
ACH-000004,0.245682182674
ACH-000007,-0.11080227835999999
ACH-000009,0.107765488088
ACH-000011,0.286238397111
ACH-000012,0.0566547722086
ACH-000013,0.156547019339
ACH-000014,0.213960161021
ACH-000015,0.312230448785
ACH-000017,0.197630411161
ACH-000018,0.267378058267
ACH-000019,0.06964031643339999
ACH-000021,-0.062154423221199996
ACH-000022,0.0199913861242
ACH-000025,0.113310469894
ACH-000028,0.06972846027910001
ACH-000030,0.177202997964
ACH-000035,0.0702767290697
ACH-000036,-0.010416081790299998
ACH-000037,0.0959153529841
ACH-000039,-0.0239316395022
ACH-000040,0.0702184880599
ACH-000041,0.132975402812
ACH-000042,0.268442050858
ACH-000045,0.229245353064
ACH-000047,0.22067129592300003
ACH-000052,-0.0229511550251
ACH-000053,0.23800928859200002
ACH-000054,0.139580623376
ACH-000055,0.293440619288
ACH-000060,0.0168497264036
ACH-000067,0.151040308865
ACH-000070,0.27490132759799996
ACH-000075,0.118797994297
ACH-000078,0.387749046897
ACH-000082,0.148903985317
ACH-000085,0.355640880203
ACH-000086,0.331674237125
ACH-000087,0.235784451333
ACH-000092,0.11973456487600001
ACH-000095,0.0677617124525
ACH-000097,0.0993069580928
ACH-000098,0.128100668148
ACH-000099,0.143462952248
ACH-000108,0.0710581333268
ACH-000113,0.14050448784800001
ACH-000115,0.204722149216
ACH-000116,0.21992029719700001
ACH-000118,0.0269299520009
ACH-000120,0.0982079898106
ACH-000123,0.335270974271
ACH-000127,0.0807071686088
ACH-000128,0.26802094160900003
ACH-000132,0.09459688013699999
ACH-000133,0.0604998610824
ACH-000137,-0.041848979590500004
ACH-000138,0.19356230459899998
ACH-000142,-0.0499338934985
ACH-000143,0.129966970118
ACH-000146,0.10001930034499999
ACH-000148,0.116174999151
ACH-000150,0.30556710941
ACH-000152,0.128327269615
ACH-000153,0.153237458035
ACH-000159,0.19730504629
ACH-000160,0.043778814318300004
ACH-000163,0.204984927771
ACH-000167,0.35943796540899997
ACH-000168,-0.0470501849085
ACH-000169,0.01604547017
ACH-000178,0.167062602032
ACH-000182,0.181371727647
ACH-000183,0.257275212825
ACH-000188,-0.00523572750797
ACH-000189,0.039436097470499996
ACH-000190,0.125322264596
ACH-000198,0.198038841696
ACH-000204,0.100210209842
ACH-000206,-0.00894153821365
ACH-000207,0.300217781232
ACH-000211,0.14040362914899998
ACH-000215,0.20998540316
ACH-000221,0.126934276975
ACH-000222,0.017846198287400004
ACH-000223,0.0996017684891
ACH-000226,0.0714863376948
ACH-000227,0.284210012634
ACH-000228,0.053508157997900006
ACH-000231,0.0395016520034
ACH-000232,0.180124282905
ACH-000233,0.12402521689000001
ACH-000234,-0.0447484513012
ACH-000235,0.0216462502539
ACH-000237,0.139864567513
ACH-000238,0.361668221513
ACH-000243,-0.007072837056100001
ACH-000244,-0.166175386448
ACH-000246,0.0955044809517
ACH-000248,0.291367664113
ACH-000250,0.09316395072349999
ACH-000251,0.1512084726
ACH-000253,0.0796218397887
ACH-000255,-0.036435938339900005
ACH-000256,0.296183103211
ACH-000257,0.729554085894
ACH-000258,0.360630433124
ACH-000259,0.310669226891
ACH-000260,0.229500005793
ACH-000261,0.136663195983
ACH-000262,0.108810611953
ACH-000263,0.174323953202
ACH-000264,0.0771927792703
ACH-000265,0.17920150345600003
ACH-000266,0.07947240675719999
ACH-000272,0.268627444035
ACH-000273,0.131186889639
ACH-000274,0.17979530209199998
ACH-000277,0.21297303191199998
ACH-000278,-0.0643445468715
ACH-000279,0.252930209423
ACH-000280,0.310350769117
ACH-000281,0.175832537359
ACH-000288,0.174120466843
ACH-000291,0.11483073647700001
ACH-000293,0.09154482977939998
ACH-000294,0.293327499894
ACH-000295,-0.0223370039893
ACH-000296,0.147764465278
ACH-000302,0.227132769815
ACH-000304,0.00591813146177
ACH-000307,0.133028383626
ACH-000308,0.203085981742
ACH-000310,0.0807489732353
ACH-000311,0.229827066498
ACH-000312,0.136249695746
ACH-000315,0.122705234799
ACH-000316,0.0708338694284
ACH-000317,0.228875510819
ACH-000318,-0.08503391167020001
ACH-000319,0.14476402671900002
ACH-000320,0.0924424217417
ACH-000322,-0.0822290538142
ACH-000323,0.149857518268
ACH-000324,0.19604445581500002
ACH-000329,0.16447498392
ACH-000330,0.280655000612
ACH-000331,-0.00167843244874
ACH-000332,0.175087646713
ACH-000334,0.33532434567200003
ACH-000335,0.10750080902300001
ACH-000336,0.19755239314800002
ACH-000337,-0.0117624549699
ACH-000339,0.006998554159310001
ACH-000341,0.324820316272
ACH-000348,0.0525328927314
ACH-000350,0.343356525065
ACH-000352,0.325704045975
ACH-000356,0.217070610318
ACH-000361,0.19145593708900002
ACH-000362,0.179132321278
ACH-000363,0.144369854408
ACH-000364,0.08192167330439999
ACH-000365,0.13619055955700002
