,CLC (1178)
ACH-000004,-0.00788350389278
ACH-000007,0.202051653028
ACH-000009,-0.06716134228659999
ACH-000011,0.16955733731
ACH-000012,-0.00303261576918
ACH-000013,-0.463699312496
ACH-000014,-0.158704212976
ACH-000015,-0.124509829222
ACH-000017,0.10472901472200001
ACH-000018,-0.024903359841999997
ACH-000019,0.137268975511
ACH-000021,-0.0641260924839
ACH-000022,0.148340442575
ACH-000025,0.145544022194
ACH-000028,0.10817382611500001
ACH-000030,-0.069369966669
ACH-000035,-0.0093809574666
ACH-000036,-0.010638329092500001
ACH-000037,0.202035374316
ACH-000039,0.0876106793737
ACH-000040,0.142798184021
ACH-000041,-0.032686984322099995
ACH-000042,0.029147165505400002
ACH-000045,0.121183231688
ACH-000047,-0.083992693784
ACH-000052,-0.16496475590999998
ACH-000053,-0.030523552225200003
ACH-000054,0.0117013385083
ACH-000055,-0.063910597913
ACH-000060,0.34183764423600005
ACH-000067,0.06124843378880001
ACH-000070,-0.11459233704600001
ACH-000075,-0.312545389715
ACH-000078,-0.11619859902999999
ACH-000082,0.0108740415175
ACH-000085,-0.0288650741881
ACH-000086,-0.172034910724
ACH-000087,0.0327827076249
ACH-000092,0.060320571449800006
ACH-000095,0.107557032849
ACH-000097,-0.06195206547590001
ACH-000098,-0.11351315949000002
ACH-000099,-0.0184624000586
ACH-000108,0.0297653552148
ACH-000113,0.163728278615
ACH-000115,-0.079070384967
ACH-000116,0.150566876541
ACH-000118,-0.0550218695716
ACH-000120,-0.153390914885
ACH-000123,0.008675646656549999
ACH-000127,0.00576731769556
ACH-000128,0.357787370073
ACH-000132,0.116871645186
ACH-000133,0.0478331456296
ACH-000137,0.022695802533999998
ACH-000138,0.038878626347400004
ACH-000142,0.000179048671504
ACH-000143,-0.066490267304
ACH-000146,-0.09820368605460002
ACH-000148,0.207972572374
ACH-000150,0.0329349074385
ACH-000152,-0.10325262727399999
ACH-000153,-0.39944907137100005
ACH-000159,0.102944258033
ACH-000160,-0.158523336814
ACH-000163,0.053984626602099996
ACH-000167,-0.08685433255789998
ACH-000168,-0.193492221279
ACH-000169,0.0761992044897
ACH-000178,-0.0534846950636
ACH-000182,-0.10544450943499999
ACH-000183,-0.20562556489999997
ACH-000188,0.0300537652104
ACH-000189,0.222301444159
ACH-000190,-0.220156209714
ACH-000198,0.0229293083725
ACH-000204,-0.115032472891
ACH-000206,0.0710728250439
ACH-000207,-0.23990700742499999
ACH-000211,0.027109804929400003
ACH-000215,-0.0295682844099
ACH-000221,-0.138543163342
ACH-000222,-0.213953133252
ACH-000223,0.0547352611874
ACH-000226,-0.0175531773207
ACH-000227,0.09689013274399999
ACH-000228,0.022539202369
ACH-000231,0.115984218363
ACH-000232,0.00113011921751
ACH-000233,-0.168133863708
