,ANTXR2 (118429)
ACH-000004,0.05393037751469999
ACH-000007,0.24458345317699998
ACH-000009,0.227943254245
ACH-000011,0.266639423856
ACH-000012,0.0756203874285
ACH-000013,0.22364130092300002
ACH-000014,0.196671042488
ACH-000015,0.129203848096
ACH-000017,0.180939905609
ACH-000018,0.134753563798
ACH-000019,0.183828592342
ACH-000021,0.0563376007409
ACH-000022,0.061125035470699994
ACH-000025,0.07774040325760001
ACH-000028,0.0957720712127
ACH-000030,0.121439468554
ACH-000035,0.054790373262199994
ACH-000036,-0.0153162460607
ACH-000037,0.135867932691
ACH-000039,0.08559283735439999
ACH-000040,0.17469405367
ACH-000041,0.159576008096
ACH-000042,0.166726416097
ACH-000045,0.251609207174
ACH-000047,0.190759594831
ACH-000052,0.005632986569120001
ACH-000053,0.19515926001699999
ACH-000054,-0.014847608705799998
ACH-000055,0.07797770577930001
ACH-000060,0.13927393279
ACH-000067,-0.0273075542522
ACH-000070,0.137434784176
ACH-000075,0.414924677054
ACH-000078,0.221667647085
ACH-000082,0.05617339211209999
ACH-000085,0.353792455096
ACH-000086,0.160198162927
ACH-000087,0.273832007268
ACH-000092,0.31527984839699996
ACH-000095,0.10616763118799999
ACH-000097,0.105465376709
ACH-000098,0.09727339371810001
ACH-000099,0.15983152427300001
ACH-000108,0.17467287389400002
ACH-000113,0.0487388435905
ACH-000115,0.126352254254
ACH-000116,-0.07076621267189999
ACH-000118,0.189475521313
ACH-000120,0.0549804706111
ACH-000123,0.161396330413
ACH-000127,0.09506029887330002
ACH-000128,0.0952609837194
ACH-000132,0.00253076693786
ACH-000133,0.12049477432399999
ACH-000137,0.126774708935
ACH-000138,0.11604468355900001
ACH-000142,0.281861519788
ACH-000143,0.10849634555299999
ACH-000146,0.0202236856821
ACH-000148,0.0359040354856
ACH-000150,0.08996063080260001
ACH-000152,-0.0267493709304
ACH-000153,-0.0035237032545300004
ACH-000159,0.30940578276
ACH-000160,0.16164592140999998
ACH-000163,0.0703136609629
ACH-000167,-0.24100002857500002
ACH-000168,0.19298631127000002
ACH-000169,0.14897233616299999
ACH-000178,0.129800269636
ACH-000182,0.165672967102
ACH-000183,0.08897565834039999
ACH-000188,0.173050540354
ACH-000189,-0.09771609392989998
ACH-000190,-0.138292558107
ACH-000198,0.06999729743430001
ACH-000204,-0.147106653901
ACH-000206,0.07028902085139999
ACH-000207,0.135650627721
ACH-000211,-0.0470028320904
ACH-000215,0.0052622880645899995
ACH-000221,-0.00150520737368
ACH-000222,0.0960279419187
ACH-000223,0.15997234615800002
ACH-000226,0.13938281324000001
ACH-000227,0.08324549110019999
ACH-000228,0.13663503381699998
ACH-000231,0.155499331873
ACH-000232,0.12320967548
ACH-000233,0.131025675885
ACH-000234,-0.00412165453746
ACH-000235,0.256732145545
ACH-000237,0.116615027666
ACH-000238,0.09788106470510001
ACH-000243,0.17581678510200002
ACH-000244,0.174284160266
ACH-000246,0.19784368379700001
ACH-000248,-0.034818646942
ACH-000250,0.11012072038899999
ACH-000251,-0.11321254782500001
ACH-000253,0.175156020788
ACH-000255,0.193176481076
ACH-000256,0.198097369554
ACH-000257,0.449053603037
ACH-000258,0.115410755766
ACH-000259,0.167342881085
ACH-000260,0.172851868535
ACH-000261,0.121932067514
ACH-000262,0.248892804639
ACH-000263,0.17181229441399998
ACH-000264,-0.0191705118042
ACH-000265,0.080546250281
ACH-000266,0.201461063413
ACH-000272,0.11498606478199999
ACH-000273,0.129945740703
ACH-000274,0.174738578116
ACH-000277,0.115799554857
ACH-000278,0.106948801565
ACH-000279,0.0977831212893
ACH-000280,0.0704776248137
ACH-000281,0.21400745201699997
ACH-000288,0.23644644870099998
ACH-000291,0.10289990193700001
ACH-000293,0.13053098395999999
ACH-000294,0.227648377126
ACH-000295,0.0838433087228
ACH-000296,0.0261467858737
ACH-000302,0.120132872588
ACH-000304,0.239682116069
ACH-000307,0.268564840595
ACH-000308,0.0893025979446
ACH-000310,0.09169837556760001
ACH-000311,0.148651329032
ACH-000312,0.17740549909400002
ACH-000315,0.19351814310899998
ACH-000316,0.0940582116477
ACH-000317,0.14664491805
ACH-000318,-0.070343912804
ACH-000319,0.160068719259
ACH-000320,0.239051366418
ACH-000322,0.27142560945099997
ACH-000323,0.100085634184
ACH-000324,0.16734113938
ACH-000329,0.239798089853
ACH-000330,-0.08824356215250001
ACH-000331,0.07443160795369999
ACH-000332,0.08827112192810001
ACH-000334,0.103801667562
ACH-000335,0.182158490865
ACH-000336,0.154119688913
ACH-000337,0.021576271832099998
ACH-000339,0.000506888368779
ACH-000341,0.18129164024
ACH-000348,0.20079880439599998
ACH-000350,0.169741434618
ACH-000352,0.13895541499000003
ACH-000356,0.249807231769
ACH-000361,0.145507924308
ACH-000362,0.162801387577
ACH-000363,0.0992303928545
ACH-000364,0.15930347974300002
ACH-000365,0.140450386424
ACH-000366,0.15130803706499998
ACH-000368,0.160217171273
ACH-000374,0.156393286245
ACH-000375,0.15620345839400002
ACH-000376,0.107856915155
ACH-000381,-0.023308577200000003
ACH-000383,0.10551259095599999
ACH-000387,0.219194928103
ACH-000389,0.0462156946184
ACH-000390,0.09922630660210001
ACH-000393,0.23698140405999998
ACH-000395,0.09214317753410001
ACH-000397,0.164451352578
ACH-000401,0.166312608626
ACH-000402,0.041905890773400005
ACH-000403,0.0585517178955
ACH-000404,0.221170933976
ACH-000406,0.101036674582
ACH-000407,0.0376938575794
ACH-000408,0.122203065412
ACH-000410,0.0561752105064
ACH-000411,-0.011970606713299999
ACH-000414,0.058859257109
