,DARS2 (55157)
ACH-000278,-0.273178122088
ACH-000279,-0.659938268863
ACH-000280,-0.258651434314
ACH-000281,-0.579748315672
ACH-000288,-0.543506655029
ACH-000291,-0.311217192039
ACH-000293,-0.221985454181
ACH-000294,-0.577064962067
ACH-000295,-0.28514575355599997
ACH-000296,-0.137423772035
ACH-000302,-0.303725973138
ACH-000304,-0.33033476274
ACH-000307,-0.438182799952
ACH-000308,-0.28444756277600003
ACH-000310,-0.416071454945
ACH-000311,-0.264590234155
ACH-000312,-0.512538550919
ACH-000315,-0.287109771537
ACH-000316,-0.49478875737800004
ACH-000317,-0.9617011635430001
ACH-000318,-0.36879130486999995
ACH-000319,-0.269346724927
ACH-000320,-0.335442519381
ACH-000322,-0.521822224864
ACH-000323,-0.667736510286
ACH-000324,-0.172187191355
ACH-000329,-0.401701228622
ACH-000330,-0.208238947999
ACH-000331,-0.128560673681
ACH-000332,-0.208726857032
ACH-000334,-0.6206901869100001
ACH-000335,-0.581983463645
ACH-000336,-0.539334333144
ACH-000337,-0.479403635452
ACH-000339,-0.38048667136799996
ACH-000341,-0.5630918227539999
ACH-000348,-0.363988001326
ACH-000350,-0.456316944806
ACH-000352,-0.10841632284199999
ACH-000356,-0.34100595956699997
ACH-000361,-0.39191559555399996
ACH-000362,-0.26737822744899997
ACH-000363,-0.247015809705
ACH-000364,-0.360704032914
ACH-000365,-0.8041016303440001
ACH-000366,-0.21012142336800002
ACH-000368,-0.20772739653499997
ACH-000374,-0.360598471413
ACH-000375,-0.267891103001
ACH-000376,-0.697490948262
ACH-000381,-0.732346082679
ACH-000383,-0.597323609856
ACH-000387,-0.556349644841
ACH-000389,0.0662694603976
ACH-000390,-0.264782742612
ACH-000393,-0.332127729108
ACH-000395,-0.0932369327882
ACH-000397,-0.129544935883
ACH-000401,-0.380629148051
ACH-000402,-0.51041710314
ACH-000403,-0.17355282179900003
ACH-000404,-0.583695474005
ACH-000406,-0.5745899800850001
ACH-000407,-0.272183078124
ACH-000408,-0.695729845525
ACH-000410,-0.510490707698
ACH-000411,-0.283320907552
ACH-000414,-0.22374502182300002
ACH-000415,-0.378518911195
ACH-000416,-0.107444663486
ACH-000420,-0.342927280123
ACH-000421,-0.192667106015
ACH-000424,-0.488179285995
ACH-000425,-0.345651304266
ACH-000426,-0.280087837941
ACH-000427,-0.0934637205333
ACH-000433,-0.241875920033
ACH-000436,-0.10355305589199999
ACH-000444,-0.281116642135
ACH-000445,-0.20223969442
ACH-000448,-0.09909665648710002
ACH-000450,-0.833876471501
ACH-000452,-0.240127041941
ACH-000454,-0.7749306589820001
ACH-000458,-0.289648246166
ACH-000459,-1.5309611349
ACH-000460,-0.21277345948399998
ACH-000461,-0.544768513438
ACH-000463,-0.197306732886
ACH-000464,-0.037263201882000004
ACH-000466,-0.166302740232
ACH-000467,-0.63744324747
ACH-000468,-0.541640681987
ACH-000469,-0.591028981575
ACH-000470,-0.151077848247
ACH-000471,-0.208143426133
ACH-000472,-0.36066873312299996
ACH-000473,-0.355277263931
ACH-000475,-0.34785340634499995
ACH-000476,-0.175841245033
ACH-000477,-0.423291561369
ACH-000480,-0.40310919055699995
ACH-000481,-0.543641986152
ACH-000483,-0.466354985464
ACH-000484,-0.492369055128
ACH-000485,-0.333869793369
ACH-000486,-0.429097431004
ACH-000487,-0.711780985446
ACH-000488,-0.7686956152
ACH-000490,-0.380516441589
ACH-000491,-0.7352266832359999
ACH-000495,-0.389590795313
ACH-000496,-0.274634171729
ACH-000499,-0.79518895265
ACH-000500,-0.656872730871
ACH-000502,-0.0895970057958
ACH-000503,-0.361459717958
ACH-000505,-0.521120115421
ACH-000507,-0.717799811951
ACH-000510,-0.328289409358
ACH-000511,-0.326316561872
ACH-000512,-0.393408113543
ACH-000516,-0.26217139333
ACH-000517,-0.17614242968
ACH-000518,-0.337847214325
ACH-000520,-0.175668108686
ACH-000521,-0.31607768104
ACH-000522,-0.581665320951
ACH-000524,-0.2445425532
ACH-000527,-0.17817298890900002
ACH-000528,-0.292537032714
ACH-000537,-0.37638522277500003
ACH-000541,-0.157687956445
ACH-000542,-0.39612503071099997
ACH-000544,-0.669718366282
ACH-000545,-0.302652729509
ACH-000547,-0.579318331727
ACH-000548,-0.409617778624
ACH-000549,-0.447913059507
ACH-000550,-0.337397198451
ACH-000552,-0.347402122544
ACH-000556,-0.312414069942
ACH-000557,-0.251285551439
ACH-000570,-0.39133669825
ACH-000571,-0.742016135105
ACH-000573,-0.40975174655
ACH-000576,0.0224650033434
ACH-000580,-0.48271574723399996
ACH-000584,-0.431545089176
ACH-000585,-0.37275497596199997
ACH-000588,-0.477295470301
ACH-000589,-0.324209192751
ACH-000591,-0.18058464134500002
ACH-000593,-0.42437158655699997
ACH-000600,-0.363798925127
ACH-000601,-0.640967813255
ACH-000604,-0.8977619351999999
ACH-000605,-0.31418477755199997
ACH-000606,-0.433527442407
ACH-000608,-0.427977387844
ACH-000614,-0.857809193867
ACH-000616,-0.37716908884800004
ACH-000618,-0.558105885844
ACH-000619,-0.36937163788099997
ACH-000620,-0.518783590687
ACH-000621,-0.30915657663400004
ACH-000622,-0.409408916981
ACH-000623,-0.354688019332
ACH-000624,-0.19315903357099998
ACH-000627,-0.498972972267
ACH-000630,-0.40236938738000005
ACH-000632,-0.312428811561
ACH-000633,-0.259350846099
ACH-000637,-0.25608417805100003
ACH-000638,-0.700570781348
ACH-000646,-0.49856903733999997
ACH-000647,-0.642620061455
ACH-000648,-0.34522436265399997
ACH-000649,-0.196266233433
ACH-000651,-1.07122551903
ACH-000652,-0.430863727371
ACH-000653,-0.22564133882800003
ACH-000657,-0.439205199772
ACH-000658,-0.41819531241400004
ACH-000661,-0.6393979453809999
ACH-000662,-0.515552609171
ACH-000663,-0.557715997047
ACH-000665,-0.239256376694
ACH-000671,-0.7645872538420001
ACH-000673,-0.279635959295
ACH-000676,-0.7832694239300001
ACH-000677,-1.3606014308
ACH-000681,-0.150007175293
ACH-000682,-0.346146912672
ACH-000683,-0.726144367499
ACH-000684,-0.669365068907
ACH-000688,-0.390910806869
ACH-000693,-0.591507898027
ACH-000694,-0.387699839913
ACH-000695,-0.224861059953
ACH-000696,-0.33074309337499996
ACH-000697,-0.533643239423
ACH-000699,-0.32685105298
ACH-000701,-0.21774509938099998
ACH-000706,-0.452357726981
ACH-000711,-0.107522715303
ACH-000713,-0.37271454942000004
ACH-000714,-0.0841398892351
ACH-000718,-0.348304226342
ACH-000720,-0.36981179825800004
ACH-000721,-0.641097725209
ACH-000724,-0.795010789382
ACH-000725,-0.418046404036
ACH-000732,-0.45389566539899995
ACH-000734,-0.7429095807080001
ACH-000735,-0.297003731645
ACH-000736,-0.5038635511249999
ACH-000738,-0.726313760853
ACH-000746,-0.48146891815
ACH-000747,-0.7453174061210001
ACH-000748,-0.165917053381
ACH-000753,-0.649928096292
ACH-000756,-0.224842045505
ACH-000757,-0.548953565454
ACH-000758,-0.626509261727
ACH-000760,-0.42523880449100004
ACH-000763,-0.37877762921400004
ACH-000764,-0.155286661833
ACH-000765,-0.5363218800840001
ACH-000766,-0.30082112739100003
ACH-000767,-0.335946751054
ACH-000768,-0.49760595259400003
ACH-000769,-0.601063982293
ACH-000770,-0.35033306235100004
ACH-000771,-0.5682751420000001
ACH-000773,-0.19028794416499997
ACH-000776,-0.289048283621
ACH-000777,-0.432232593767
ACH-000778,-0.520712253291
ACH-000781,-0.346873995998
ACH-000782,-0.6928908795250001
ACH-000783,-0.09071797663280001
ACH-000784,-0.594229294499
ACH-000785,-0.38661174943000004
ACH-000787,-0.506619913387
ACH-000788,-0.278838037504
ACH-000791,-0.489056643814
ACH-000792,-0.334708232963
ACH-000794,-0.222387293406
ACH-000796,-0.40385964897699994
ACH-000799,-0.0795176244595
ACH-000800,-0.7456658357610001
ACH-000802,-0.48913184306999996
ACH-000804,-0.356403141832
ACH-000805,-0.38764818513599997
ACH-000809,-0.456051128131
ACH-000810,-0.411431716664
ACH-000811,-0.319789312808
ACH-000817,-0.6979826446259999
ACH-000819,-0.311990553455
ACH-000820,-0.563413298414
ACH-000821,-0.282296005086
ACH-000822,-0.46319605565
ACH-000823,-0.504367833464
ACH-000824,-0.14840510816400002
ACH-000827,-0.035064713160000004
ACH-000829,-0.554142482445
ACH-000831,-1.2053649367000001
ACH-000832,-0.494677372813
ACH-000833,-0.781740522057
ACH-000834,-0.8896877101780001
ACH-000835,-0.353575031634
ACH-000836,-0.349860971337
ACH-000837,-0.472748578762
ACH-000838,-0.354164503829
ACH-000839,-0.18461617215599999
ACH-000840,0.00981069741627
ACH-000841,-0.14047533022800002
ACH-000843,-0.799826192186
ACH-000846,-0.492219420964
ACH-000847,-0.499514125695
ACH-000848,-0.814501990944
ACH-000849,-0.6017432616699999
ACH-000851,-0.801018262697
ACH-000855,-0.570094255177
ACH-000856,-0.681603694593
ACH-000858,-0.791851166961
ACH-000859,-0.519482780313
ACH-000861,-0.48709120773500003
ACH-000862,-0.668701446374
ACH-000865,-0.532507527108
ACH-000866,-0.379792456797
ACH-000867,-0.13992969621600002
ACH-000869,-0.386792913922
ACH-000872,-0.263969579804
ACH-000873,-0.8041507948119999
ACH-000876,-0.607174233912
ACH-000878,-0.311694150844
ACH-000880,-0.208084315418
ACH-000881,-0.527911743057
ACH-000882,-0.6902492007269999
ACH-000884,-0.44415473771499997
ACH-000885,-0.749680476242
ACH-000887,-0.302363447807
ACH-000888,-0.608269722686
ACH-000889,-0.734056749568
ACH-000890,-0.276475641357
ACH-000896,-0.450459306156
ACH-000898,-0.394122266925
ACH-000900,-0.787127053492
ACH-000901,-0.39551508493299997
ACH-000905,-0.578120479443
ACH-000906,-0.526630705352
ACH-000907,-0.33783862764899997
ACH-000910,-0.547330701813
ACH-000911,-0.609114962728
ACH-000912,-0.494711010542
ACH-000913,-0.629843659004
ACH-000915,-1.29739970114
ACH-000916,-0.288941943676
ACH-000917,-0.321919339509
ACH-000921,-0.587575678681
ACH-000924,-0.571977473501
ACH-000926,-0.360535704977
ACH-000928,-0.453163746803
ACH-000929,-0.38893433619999995
ACH-000932,-0.829598068629
ACH-000935,-0.504048000777
ACH-000936,-0.957429522063
ACH-000937,-0.981286583081
ACH-000938,-0.822972717826
ACH-000939,-0.730329688372
ACH-000941,-0.528687773218
ACH-000943,-0.972403286926
ACH-000946,-0.330010895411
ACH-000947,-0.616078855373
ACH-000948,-0.310904443915
ACH-000950,-0.5400726744
ACH-000953,-0.14217366244899998
ACH-000957,-0.657476173984
ACH-000958,-0.291546308964
ACH-000960,-0.286868332623
ACH-000963,-0.468545738208
ACH-000968,-0.9571190782879999
ACH-000969,-1.02969955596
ACH-000973,-0.614796665956
ACH-000974,-0.491868798318
ACH-000975,-0.631624060392
ACH-000976,-0.18579563690099998
ACH-000978,-0.793992861362
ACH-000980,-0.6517261015479999
ACH-000984,-0.482829177431
ACH-000986,-0.9655033744149999
ACH-000988,-0.321584060271
ACH-000993,-0.152845088744
ACH-000994,-0.718494568682
ACH-000996,-0.499585472521
ACH-001001,-0.9930980681620001
ACH-001020,-0.254964151258
ACH-001028,-0.780032552789
ACH-001031,-0.437467992914
ACH-001038,-0.425421432943
ACH-001048,-0.32836161879799997
ACH-001050,-0.220128900161
ACH-001053,-0.471617245198
ACH-001054,-0.545697954904
ACH-001061,-0.638266823543
ACH-001067,-0.32513069627700003
ACH-001075,-0.185481855378
ACH-001096,-0.49665649343900004
ACH-001128,-0.501833844966
ACH-001134,-0.122816871576
ACH-001151,-0.149750437505
ACH-001163,-0.642789008452
ACH-001164,-0.41178514649000003
ACH-001173,-0.5702089648349999
ACH-001183,-0.147146400197
ACH-001184,-0.378581488464
ACH-001190,-0.378745810309
ACH-001192,-0.404980885891
ACH-001193,-0.37829738583000005
ACH-001196,-0.36291226634499996
ACH-001197,-0.21600722498000002
ACH-001205,-0.17463867724800003
ACH-001211,-0.389641952924
ACH-001212,-0.440659564
ACH-001228,-0.326421675311
ACH-001232,-0.36253323110799995
ACH-001239,-0.43409523408
ACH-001274,-0.6346631902009999
ACH-001275,-0.605296908929
ACH-001277,-0.269591263352
ACH-001278,-0.661166034064
ACH-001280,-0.283080378197
ACH-001283,-0.46688970638599997
ACH-001289,-0.486901492173
ACH-001295,-0.0541091176497
ACH-001300,-0.509215936625
ACH-001301,-0.0289362703328
ACH-001302,-0.595627229249
ACH-001303,-0.285346627432
ACH-001306,-0.34950290629600006
ACH-001318,-0.553873379991
ACH-001322,-0.284597661556
ACH-001328,-0.29232060966400003
ACH-001332,-0.6806387954430001
ACH-001333,-0.48812248775600003
ACH-001336,-0.449744753402
ACH-001340,-0.0496071201908
ACH-001346,-0.198268618151
ACH-001353,-0.039847095514300004
ACH-001354,-0.458714274484
ACH-001367,-0.939311774672
ACH-001368,-0.5112337249159999
ACH-001374,0.313376903115
ACH-001375,-0.228862290424
ACH-001377,-0.053738447819300005
ACH-001380,-0.907836271073
ACH-001391,-0.231866965738
ACH-001407,-0.473494470644
ACH-001408,-0.200858325569
ACH-001413,-0.0873231268544
ACH-001430,-0.331577430891
ACH-001431,-0.245829116657
ACH-001450,-0.8996527731939999
ACH-001496,-0.26093402091999995
ACH-001500,-0.554842648709
ACH-001521,-0.374912357611
ACH-001523,-0.5409551869879999
ACH-001532,-0.46890637481499997
ACH-001536,-0.20328718642700003
ACH-001550,-0.27853421578000004
ACH-001552,-0.407220841985
ACH-001554,-0.48114104243699996
ACH-001645,-0.230614306116
ACH-001654,-0.14636849593499998
ACH-001715,-0.179830524035
ACH-001735,-0.402249133777
ACH-001736,-1.0932649686
ACH-001737,-0.343280082557
ACH-001740,-0.23257100762400001
ACH-001745,-0.197095155808
ACH-001750,-0.299708322289
ACH-001765,-0.463552496074
ACH-001956,-0.14078427499
ACH-001957,-0.38448245938299996
