,NUMA1 (4926)
ACH-000004,-0.615510864215
ACH-000007,-0.698743866945
ACH-000009,-0.169819099989
ACH-000011,-0.702487004392
ACH-000012,-0.692939817339
ACH-000013,-0.643835804794
ACH-000014,-0.336048407295
ACH-000015,-0.662349884139
ACH-000017,-0.493750528948
ACH-000018,-0.354829778531
ACH-000019,-1.08403538449
ACH-000021,-0.811264506598
ACH-000022,-0.23131464139400001
ACH-000025,-0.404071196211
ACH-000028,-0.778783269345
ACH-000030,-0.347702258841
ACH-000035,-0.7177447562720001
ACH-000036,-0.561931473195
ACH-000037,-0.8973042155959999
ACH-000039,-0.446313758127
ACH-000040,-0.317446550637
ACH-000041,-0.303381751262
ACH-000042,-0.901631307937
ACH-000045,-0.484907126288
ACH-000047,-0.828364985774
ACH-000052,-0.713248269565
ACH-000053,-0.917059444717
ACH-000054,-0.322905464163
ACH-000055,-0.6144642694770001
ACH-000060,-0.383557407804
ACH-000067,-0.10682014773600002
ACH-000070,-0.473729324739
ACH-000075,-0.562066942689
ACH-000078,-0.40251182506
ACH-000082,-0.504585197232
ACH-000085,-0.781910869014
ACH-000086,-0.7906228816850001
ACH-000087,-0.8718224817129999
ACH-000092,-0.503522926515
ACH-000095,-0.583910373516
ACH-000097,-0.671929830115
ACH-000098,-0.536083042963
ACH-000099,-0.525576407808
ACH-000108,-1.04426646191
ACH-000113,-0.573134076384
ACH-000115,-0.319181836098
ACH-000116,-0.677105665091
ACH-000118,-0.83095101912
ACH-000120,-0.49431588239299995
ACH-000123,-0.648149350501
ACH-000127,-0.127149898438
ACH-000128,-0.578467535944
ACH-000132,-0.455963729943
ACH-000133,-0.594135052495
ACH-000137,-0.494490967538
ACH-000138,-0.6733842311499999
ACH-000142,-0.52025940072
ACH-000143,-0.6299805951749999
ACH-000146,-0.929941602378
ACH-000148,-0.452487346625
ACH-000150,-0.658178621482
ACH-000152,-0.524485524478
ACH-000153,-0.380244391823
ACH-000159,-0.711967836822
ACH-000160,-0.603572496939
ACH-000163,-0.37505519737099996
ACH-000167,-0.457618618447
ACH-000168,-0.49858107023599996
ACH-000169,-0.750769536192
ACH-000178,-0.758072821531
ACH-000182,-0.587989038603
ACH-000183,-0.666604055168
ACH-000188,-0.43902613880400004
ACH-000189,-0.244992560047
ACH-000190,-0.818341971056
ACH-000198,-0.38652069176299997
ACH-000204,-1.0283434246799998
ACH-000206,-0.5442880983839999
ACH-000207,-0.519696950545
ACH-000211,-0.7049527639929999
ACH-000215,-0.40712426929799994
ACH-000221,-0.8884088555490001
ACH-000222,-0.586229245066
ACH-000223,-0.511949668611
ACH-000226,-0.606939789282
ACH-000227,-0.70059395498
ACH-000228,-0.839009131209
ACH-000231,-0.48834580611100004
ACH-000232,-0.406354146576
ACH-000233,-0.926989606412
ACH-000234,-0.510261438879
ACH-000235,-0.7118359089899999
ACH-000237,-0.47463151871299997
ACH-000238,-0.499665272957
ACH-000243,-0.563515725127
ACH-000244,-0.5432378037219999
ACH-000246,-0.760930701984
ACH-000248,-0.326613780235
ACH-000250,-0.413265406999
ACH-000251,-0.409498749265
ACH-000253,-0.6498816313100001
ACH-000255,-0.665092571954
ACH-000256,-0.635309034418
ACH-000257,-0.6492927893129999
ACH-000258,-0.474486612957
ACH-000259,-0.558408014385
ACH-000260,-1.0539585273799998
ACH-000261,-0.309041719663
ACH-000262,-0.395295170408
ACH-000263,-0.863329897738
ACH-000264,-0.575673579626
ACH-000265,-0.526313010086
ACH-000266,-0.7892900910070001
ACH-000272,-0.467344120631
ACH-000273,-0.745779242556
ACH-000274,-0.815816285087
ACH-000277,-0.17211627582199998
ACH-000278,-0.531190464477
ACH-000279,-0.407334943963
ACH-000280,-0.48994001897399997
ACH-000281,-0.331967927912
ACH-000288,-0.521280923536
ACH-000291,-0.627436579541
ACH-000293,-0.690807246495
ACH-000294,-0.9493492989769999
ACH-000295,-0.871330121204
ACH-000296,-0.726766789309
ACH-000302,-0.431180574164
ACH-000304,-0.445129287213
ACH-000307,-0.7023920017890001
ACH-000308,-0.601723834858
ACH-000310,-0.58334448
ACH-000311,-0.856997216088
ACH-000312,-0.6061462018020001
ACH-000315,-0.796221792798
ACH-000316,-1.04453675089
ACH-000317,-0.580003035889
ACH-000318,-0.644503198061
ACH-000319,-0.7015992844939999
ACH-000320,-0.644217001471
ACH-000322,-0.764232181052
ACH-000323,-0.43797797866000004
ACH-000324,-0.45345221994199997
ACH-000329,-0.40588252733999997
ACH-000330,-0.9997418084559999
ACH-000331,-0.581376804543
ACH-000332,-0.640722623234
ACH-000334,-0.9013665256360001
ACH-000335,-0.506821645743
ACH-000336,-0.287769351407
ACH-000337,-0.645086192725
ACH-000339,-0.617318489641
ACH-000341,-0.52987374724
ACH-000348,-0.473254571657
ACH-000350,-0.618686014496
ACH-000352,-0.682843946514
ACH-000356,-0.432855768419
ACH-000361,-0.552780329409
ACH-000362,-0.483964350889
ACH-000363,-0.663253844942
ACH-000364,-0.7023784426899999
ACH-000365,-0.846783266205
ACH-000366,-0.554561477708
ACH-000368,-0.751480012809
ACH-000374,-0.36849109691799997
ACH-000375,-0.6159433294860001
ACH-000376,-0.659684274068
ACH-000381,-0.546614363329
ACH-000383,-0.519901978867
ACH-000387,-0.384692623015
ACH-000389,-0.42171150671499996
ACH-000390,-0.230249130464
ACH-000393,-0.729168360422
ACH-000395,-0.508013996004
ACH-000397,-0.458387594482
ACH-000401,-0.6101058587229999
ACH-000402,-0.682382582738
ACH-000403,-0.260831062404
ACH-000404,-0.0792777263984
ACH-000406,-0.5130081396239999
ACH-000407,-0.669665621345
ACH-000408,-0.21425395820300003
ACH-000410,-0.7869523229809999
ACH-000411,-0.885531810531
ACH-000414,-0.659008380526
ACH-000415,-0.980807412137
ACH-000416,-0.463940501092
ACH-000420,-0.887632068778
ACH-000421,-0.805200651875
ACH-000424,-0.424806575152
ACH-000425,-0.547449781411
ACH-000426,-1.21154022825
ACH-000427,-0.739760453158
ACH-000433,-0.7236101152069999
ACH-000436,-0.62585556243
ACH-000444,-0.8079856131280001
ACH-000445,-0.262163200999
ACH-000448,-0.470107383195
ACH-000450,-0.678517577139
ACH-000452,-0.9589705821369999
ACH-000454,-0.030552811806799998
ACH-000458,-0.772054954427
ACH-000459,-0.593951924625
ACH-000460,-0.6987035239749999
ACH-000461,-0.475955933915
ACH-000463,-0.917067603469
ACH-000464,-0.287560282881
ACH-000466,-0.333459154553
ACH-000467,-0.842820248738
ACH-000468,-0.558920997103
ACH-000469,-0.483712831465
ACH-000470,-0.648268376837
ACH-000471,-0.7100670261319999
ACH-000472,-0.151021164634
ACH-000473,-0.848805331636
ACH-000475,-0.40801010291900003
ACH-000476,-0.867571391689
ACH-000477,-0.849586396863
ACH-000480,-0.565216404328
ACH-000481,-0.514177393713
ACH-000483,-1.19526067166
ACH-000484,-0.930759004264
ACH-000485,-0.484317891834
ACH-000486,-0.7704504547069999
ACH-000487,-0.579746893434
ACH-000488,-0.6751227442759999
ACH-000490,-0.701130955326
ACH-000491,-0.938796649692
ACH-000495,-0.22033961310199998
ACH-000496,-0.584246330018
ACH-000499,-0.398470891802
ACH-000500,-0.6496313875699999
ACH-000502,-0.579030814521
ACH-000503,-0.285115516308
ACH-000505,-0.749944765005
ACH-000507,-0.546387668682
ACH-000510,-0.634513868274
ACH-000511,-0.5459744855340001
ACH-000512,-0.410554016972
ACH-000516,-0.42274233355400004
ACH-000517,-0.860205437571
ACH-000518,-0.555980123995
ACH-000520,-0.672328548047
ACH-000521,-0.676991620339
ACH-000522,-0.353438611363
ACH-000524,-0.850612361058
ACH-000527,-0.9686146507950001
ACH-000528,-0.795745952332
ACH-000537,-0.7306092592460001
ACH-000541,-0.44165129083300003
ACH-000542,-0.593993515649
ACH-000544,-0.374979978854
ACH-000545,-0.469973812495
ACH-000547,-0.845414082338
ACH-000548,-0.47948769499300004
ACH-000549,-0.320564326413
ACH-000550,-0.6543577403149999
ACH-000552,-0.593810050501
ACH-000556,-0.42987424787699996
ACH-000557,-0.6225876918419999
ACH-000570,-0.828018870242
ACH-000571,-0.31103218505999997
ACH-000573,-1.0068229225799998
ACH-000576,-0.7753175568780001
ACH-000580,-0.41659744187799996
ACH-000584,-0.364038361832
ACH-000585,-0.21674149409899998
ACH-000588,-0.566950609267
ACH-000589,-0.5779271226079999
ACH-000591,-0.595374874345
ACH-000593,-0.569532004808
ACH-000600,-0.552551536368
ACH-000601,-0.653868604589
ACH-000604,-0.21887538437800003
ACH-000605,-0.843345577465
ACH-000606,-1.04538087892
ACH-000608,-0.526135715442
ACH-000614,-0.254296466855
ACH-000616,-0.496068510151
ACH-000618,-0.668720068989
ACH-000619,-0.7650740990129999
ACH-000620,-0.6607958659600001
ACH-000621,-0.8623006110729999
ACH-000622,-0.8664942050929999
ACH-000623,-0.553711205679
ACH-000624,-0.456878859455
ACH-000627,-0.618291688006
ACH-000630,-0.7555842695199999
ACH-000632,-0.518243445103
ACH-000633,-0.211912700157
ACH-000637,-0.615060703023
ACH-000638,-0.492159423674
ACH-000646,-0.618877409183
ACH-000647,-0.5363902175590001
ACH-000648,-0.292466677641
ACH-000649,-0.5611199608959999
ACH-000651,-0.744701321139
ACH-000652,-0.508773665498
ACH-000653,-0.333961342901
ACH-000657,-0.768700694717
ACH-000658,-0.59331624446
ACH-000661,-0.824927471985
ACH-000662,-0.6128980121450001
ACH-000663,-0.610179394103
ACH-000665,-0.678864964464
ACH-000671,-0.731937491706
ACH-000673,-0.314365986009
ACH-000676,-0.522331694587
ACH-000677,-0.630235968719
ACH-000681,-0.33478675814500003
ACH-000682,-0.35881344438699997
ACH-000683,-1.11259869545
ACH-000684,-0.22653716669799998
ACH-000688,-0.190046544069
ACH-000693,-0.739876829704
ACH-000694,-0.56450110914
ACH-000695,-0.797282755953
ACH-000696,-0.476138504146
ACH-000697,-0.758685905774
ACH-000699,-0.7832109124600001
