,FOXM1 (2305)
ACH-000004,-0.623664237868
ACH-000007,-0.23659159264899998
ACH-000009,-0.403182767172
ACH-000011,-0.617471793713
ACH-000012,-0.369860715165
ACH-000013,-0.146725013034
ACH-000014,-0.485214859701
ACH-000015,-0.41109026089699996
ACH-000017,-0.344558053074
ACH-000018,-0.27867595098700004
ACH-000019,-0.7212418958619999
ACH-000021,-0.223068257419
ACH-000022,-0.22367704714699999
ACH-000025,-0.197309628794
ACH-000028,-0.488242890701
ACH-000030,-0.33778068227799996
ACH-000035,-0.523421848472
ACH-000036,-0.43157487767999997
ACH-000037,-0.360868863916
ACH-000039,-0.422251355149
ACH-000040,-0.434390085834
ACH-000041,-0.46751107781499995
ACH-000042,-0.546363732905
ACH-000045,-0.162408773524
ACH-000047,-0.6115843081260001
ACH-000052,-0.253771475058
ACH-000053,-0.32388607531999997
ACH-000054,-0.44065388222699997
ACH-000055,-0.616206329331
ACH-000060,-0.316905674456
ACH-000067,-0.591960451382
ACH-000070,-0.350251350017
ACH-000075,-0.298601871023
ACH-000078,-0.316789203167
ACH-000082,-0.480851197464
ACH-000085,-0.6798300498250001
ACH-000086,-0.511122222112
ACH-000087,-0.332671012303
ACH-000092,-0.248656586987
ACH-000095,-0.537791743144
ACH-000097,-0.262324741352
ACH-000098,-0.26491918964
ACH-000099,-0.114773177502
ACH-000108,-0.5005165133680001
ACH-000113,-0.255298439414
ACH-000115,-0.225955534982
ACH-000116,-0.49386063570100003
ACH-000118,-0.31937204311
ACH-000120,-0.505054614537
ACH-000123,-0.304497553686
ACH-000127,-0.41177683479599997
ACH-000128,-0.927681338154
ACH-000132,-0.42205937584
ACH-000133,-0.48034205883500003
ACH-000137,0.06651542662
ACH-000138,-0.437750963012
ACH-000142,-0.249000281004
ACH-000143,-0.542601423779
ACH-000146,-0.24443973617800002
ACH-000148,-0.47078822582400004
ACH-000150,-0.612952089219
ACH-000152,-0.250866675505
ACH-000153,-0.30010111854800003
ACH-000159,-0.673060771795
ACH-000160,-0.41725854698299997
ACH-000163,-0.42003923501999996
ACH-000167,-0.427219386252
ACH-000168,-0.031093390707499998
ACH-000169,-0.42160400468599996
ACH-000178,-0.630190212858
ACH-000182,-0.259411048584
ACH-000183,-0.26773548909
ACH-000188,-0.424684553011
ACH-000189,-0.269967392239
ACH-000190,-0.469109092311
ACH-000198,-0.345568143848
ACH-000204,-0.581173384166
ACH-000206,-0.42818920647299996
ACH-000207,-0.500907644557
ACH-000211,-0.257166109025
ACH-000215,-0.383064196873
ACH-000221,-0.48023715736
ACH-000222,-0.7424814315639999
ACH-000223,-0.676536595064
ACH-000226,-0.08145495539860001
ACH-000227,-0.550394001612
ACH-000228,-0.8574978014569999
ACH-000231,-0.224123929053
ACH-000232,-0.414987843037
ACH-000233,-0.30675662166900003
ACH-000234,-0.326505341266
ACH-000235,-0.691479657034
ACH-000237,-0.417469270159
ACH-000238,-0.509574695604
ACH-000243,-0.23252120397700002
ACH-000244,-0.0272433661692
ACH-000246,-0.325514028693
ACH-000248,-0.16829903287300002
ACH-000250,-0.383753562354
ACH-000251,-0.123658962695
ACH-000253,-0.353940117921
ACH-000255,-0.026895425004799998
ACH-000256,-0.773541346508
ACH-000257,-0.837410102861
ACH-000258,-0.290386413508
ACH-000259,-0.33708898873000004
ACH-000260,-0.255263855478
ACH-000261,-0.656122804411
ACH-000262,-0.39146253022200006
ACH-000263,-0.602169081222
ACH-000264,-0.300407209151
ACH-000265,-0.541633507491
ACH-000266,-0.5725593752170001
ACH-000272,-0.582618915851
ACH-000273,-0.36717464056000004
ACH-000274,-0.363374346201
ACH-000277,-0.566380473192
ACH-000278,-0.479461917613
ACH-000279,-0.418500720639
ACH-000280,-0.40437369912199994
ACH-000281,-0.429447201325
ACH-000288,-0.601377601731
ACH-000291,-0.158268276087
ACH-000293,-0.150957401575
ACH-000294,-0.10958113775
ACH-000295,-0.277205236184
ACH-000296,-0.238214303387
ACH-000302,-0.194294243171
ACH-000304,-0.389542973453
ACH-000307,-0.610027537504
ACH-000308,-0.14371466348
ACH-000310,-0.501201735289
ACH-000311,-0.18640777747499998
ACH-000312,-0.46874061466399997
ACH-000315,0.0702800251464
ACH-000316,-0.28342085237799997
ACH-000317,-0.6690263116480001
ACH-000318,-0.501405052996
ACH-000319,-0.511775078337
ACH-000320,-0.6398438350360001
ACH-000322,-0.7367816881
ACH-000323,-0.47082357932499996
ACH-000324,-0.35026173625699997
ACH-000329,-0.251368551122
ACH-000330,-0.7745357556
ACH-000331,-0.340940780233
ACH-000332,-0.531587860911
ACH-000334,-0.680109905834
ACH-000335,-0.310880025418
ACH-000336,-0.71434995267
ACH-000337,-0.16706901267000002
ACH-000339,-0.416472085506
