,PIGW (284098)
ACH-000004,-0.257516364261
ACH-000007,-0.163546083851
ACH-000009,-0.401861340159
ACH-000011,-0.36782970162
ACH-000012,-0.22849846765999998
ACH-000013,-0.259257288185
ACH-000014,0.0450685264924
ACH-000015,-0.128372184846
ACH-000017,-0.265910551894
ACH-000018,-0.0981039618967
ACH-000019,-0.289450539693
ACH-000021,-0.188244487106
ACH-000022,-0.0612114901709
ACH-000025,-0.275785317935
ACH-000028,-0.25932350818100003
ACH-000030,-0.321215283132
ACH-000035,-0.466793148525
ACH-000036,-0.103918614486
ACH-000037,0.151425424484
ACH-000039,-0.323966244871
ACH-000040,-0.1981499848
ACH-000041,-0.277788996035
ACH-000042,-0.18502367766800001
ACH-000045,-0.30452494291
ACH-000047,-0.405464279363
ACH-000052,-0.233199774267
ACH-000053,-0.28758113380600003
ACH-000054,-0.0383921868106
ACH-000055,-0.202268665718
ACH-000060,-0.41041706486699997
ACH-000067,-0.508702872853
ACH-000070,-0.192424101846
ACH-000075,-0.229260604321
ACH-000078,-0.456864058319
ACH-000082,-0.27019114005999995
ACH-000085,-0.300478475863
ACH-000086,-0.25803536739
ACH-000087,-0.240411079397
ACH-000092,-0.261180526985
ACH-000095,-0.4585787228
ACH-000097,-0.23310965945700002
ACH-000098,-0.386411964567
ACH-000099,-0.330255597907
ACH-000108,-0.131745552267
ACH-000113,-0.203740840052
ACH-000115,-0.315875487095
ACH-000116,-0.25795430371800004
ACH-000118,-0.383028300035
ACH-000120,-0.167053897674
ACH-000123,-0.503553194757
ACH-000127,-0.19487760224599998
ACH-000128,-0.288591390454
ACH-000132,-0.2754876823
ACH-000133,-0.247507133686
ACH-000137,-0.29413193975900004
ACH-000138,-0.506722720806
ACH-000142,-0.203412303497
ACH-000143,-0.18047243198399998
ACH-000146,-0.261840276995
ACH-000148,-0.352298126984
ACH-000150,-0.24764064871999997
ACH-000152,-0.37048823104
ACH-000153,-0.239895896558
ACH-000159,-0.196039705522
ACH-000160,-0.470108386695
ACH-000163,-0.375512558486
ACH-000167,-0.20438323259799998
ACH-000168,-0.35152673945600005
ACH-000169,-0.224164647053
ACH-000178,-0.355374112515
ACH-000182,-0.26417811768800004
ACH-000183,-0.24717618663899998
ACH-000188,-0.212885210472
ACH-000189,-0.343354795273
ACH-000190,-0.36585311682599997
ACH-000198,-0.125910798616
ACH-000204,-0.41877098734800006
ACH-000206,0.0278447235617
ACH-000207,-0.207677960067
ACH-000211,-0.294450197177
ACH-000215,-0.215547623616
ACH-000221,-0.253055782706
ACH-000222,-0.235165514687
ACH-000223,-0.264891748423
ACH-000226,-0.235907872692
ACH-000227,-0.254452594523
ACH-000228,-0.40971706421099996
ACH-000231,-0.256425386589
ACH-000232,-0.23879750257399998
ACH-000233,-0.150974513454
ACH-000234,-0.361096997549
ACH-000235,-0.25529309941100004
ACH-000237,-0.0833454048618
ACH-000238,-0.191425630228
ACH-000243,-0.49744703129699996
ACH-000244,-0.103747997966
ACH-000246,-0.38966247022
ACH-000248,-0.43107465936399997
ACH-000250,-0.210954436065
ACH-000251,-0.563486336756
ACH-000253,-0.19956727114199999
ACH-000255,-0.298368854005
ACH-000256,-0.223859669179
ACH-000257,-0.190668130961
ACH-000258,0.038114878770699995
ACH-000259,-0.296084595435
ACH-000260,-0.17274608037099998
ACH-000261,-0.283954131331
ACH-000262,-0.267488620221
ACH-000263,-0.011424306668799998
ACH-000264,-0.23267088848
ACH-000265,-0.306139608146
ACH-000266,-0.36382946380000003
ACH-000272,-0.520439334214
ACH-000273,-0.280734414054
ACH-000274,-0.26936833871
ACH-000277,-0.28313692226500004
ACH-000278,-0.273685399685
ACH-000279,-0.163282915938
ACH-000280,-0.23875127231899998
ACH-000281,-0.33444719522300004
ACH-000288,-0.327769663834
ACH-000291,-0.268915754858
ACH-000293,-0.0883609098982
ACH-000294,-0.337741748546
ACH-000295,-0.3103628331
ACH-000296,-0.178627639523
ACH-000302,-0.286290111233
ACH-000304,-0.537334116435
ACH-000307,-0.44808075481200005
ACH-000308,-0.20348304514899998
ACH-000310,-0.34399466258
ACH-000311,-0.47301588041599996
ACH-000312,-0.384271271922
ACH-000315,-0.337131438621
ACH-000316,-0.459020119327
ACH-000317,-0.21656652910100002
ACH-000318,-0.250990391168
ACH-000319,-0.329039932614
ACH-000320,-0.6019147963979999
ACH-000322,-0.58813402695
ACH-000323,-0.0662664468424
ACH-000324,-0.41373200898699997
ACH-000329,-0.15951495006799998
ACH-000330,-0.407307115457
ACH-000331,-0.579835058137
ACH-000332,-0.228677923391
ACH-000334,-0.396043430661
ACH-000335,-0.37162742535
ACH-000336,-0.506034611179
ACH-000337,-0.257173984809
ACH-000339,-0.416571331702
ACH-000341,-0.175828762326
ACH-000348,-0.10488357678200001
ACH-000350,-0.0764746893997
ACH-000352,-0.146891358187
ACH-000356,-0.267559886059
ACH-000361,-0.26711171081
ACH-000362,-0.258421039992
ACH-000363,-0.19044934722800003
ACH-000364,-0.485940025574
ACH-000365,-0.26971348605900003
ACH-000366,-0.155731982715
ACH-000368,-0.154521818053
ACH-000374,-0.6299395295929999
ACH-000375,-0.360128278418
ACH-000376,-0.0773580509325
ACH-000381,-0.418818910094
ACH-000383,-0.301008906461
ACH-000387,-0.30764674044
ACH-000389,-0.343962664874
ACH-000390,-0.18571501454599998
ACH-000393,-0.33757302490400004
ACH-000395,-0.323801541391
ACH-000397,-0.243462654845
ACH-000401,-0.404621135554
ACH-000402,-0.320508669202
ACH-000403,-0.317002052859
ACH-000404,-0.03764475517180001
ACH-000406,-0.111153976729
ACH-000407,-0.19570829337
ACH-000408,-0.288771671054
ACH-000410,-0.351959793867
ACH-000411,-0.344065825468
ACH-000414,-0.40820452024899995
ACH-000415,-0.454710234404
ACH-000416,-0.34958188303300003
ACH-000420,-0.438810513634
ACH-000421,-0.153020059879
ACH-000424,-0.191614063743
ACH-000425,-0.306102641825
ACH-000426,-0.0394510852743
ACH-000427,-0.446669979811
ACH-000433,-0.637610147194
ACH-000436,-0.17992935276099997
ACH-000444,-0.351069283147
ACH-000445,-0.37305929014
ACH-000448,-0.216985355372
ACH-000450,-0.39352466403700004
ACH-000452,-0.280246352596
ACH-000454,0.0039022061080399998
ACH-000458,-0.26932409208700003
ACH-000459,-0.083210249956
ACH-000460,-0.362318707762
ACH-000461,-0.144439780471
ACH-000463,-0.530465270226
ACH-000464,-0.0927657032684
ACH-000466,-0.522671379808
ACH-000467,-0.303288542009
ACH-000468,-0.392343999142
ACH-000469,-0.220194043811
ACH-000470,-0.24496295439100002
ACH-000471,-0.369404227313
