,NFIC (4782)
ACH-000004,0.0137884898447
ACH-000007,-0.06882211595200001
ACH-000009,-0.0346932970794
ACH-000011,-0.151427298257
ACH-000012,0.0129805803078
ACH-000013,-0.175819215773
ACH-000014,0.024423949388099997
ACH-000015,0.0159341471319
ACH-000017,-0.323554834111
ACH-000018,-0.420327881625
ACH-000019,-0.12889147059699999
ACH-000021,0.0684464244575
ACH-000022,-0.00423753259064
ACH-000025,-0.18443379174600003
ACH-000028,-0.193196387505
ACH-000030,-0.121382650999
ACH-000035,-0.11654067055600001
ACH-000036,-0.282207263225
ACH-000037,-0.194839724693
ACH-000039,0.042034826822100003
ACH-000040,-0.5542262754730001
ACH-000041,-0.052198115221800005
ACH-000042,-0.34136032839599995
ACH-000045,-0.07467825904139999
ACH-000047,-0.0268791042298
ACH-000052,-0.154799141737
ACH-000053,0.154837807187
ACH-000054,-0.132225323241
ACH-000055,-0.539718754248
ACH-000060,-0.521444629854
ACH-000067,-0.10874308597999999
ACH-000070,-0.26905948075999997
ACH-000075,-0.600177018002
ACH-000078,-0.00411706980896
ACH-000082,-0.239866181788
ACH-000085,-0.14881936209899999
ACH-000086,0.111537817702
ACH-000087,0.142223638186
ACH-000092,-0.6371317157109999
ACH-000095,0.11463720628799999
ACH-000097,-0.0469180722332
ACH-000098,0.09852775454700001
ACH-000099,-0.10022674331
ACH-000108,0.09731795029819999
ACH-000113,0.143400804208
ACH-000115,0.034430668298599997
ACH-000116,0.106433627586
ACH-000118,0.0206693846282
ACH-000120,0.13656792988500002
ACH-000123,0.061626183031900005
ACH-000127,-0.15122669952099999
ACH-000128,-0.104017635513
ACH-000132,-0.00754844668658
ACH-000133,-0.219813693918
ACH-000137,-0.07411815862639999
ACH-000138,-0.0983664257031
ACH-000142,0.033866562022599994
ACH-000143,-0.0316301934276
ACH-000146,0.0284133747805
ACH-000148,-0.00566700295375
ACH-000150,-0.271849322276
ACH-000152,-0.0325444945563
ACH-000153,0.0863618664862
ACH-000159,0.0435846226559
ACH-000160,0.0715400766447
ACH-000163,-0.0596049574888
ACH-000167,-0.18286697300000002
ACH-000168,-0.0046215173593199994
ACH-000169,0.138665610153
ACH-000178,-0.28643738374600003
ACH-000182,-0.0486179710127
ACH-000183,-0.0346458726866
ACH-000188,-0.199276310443
ACH-000189,-0.037405499311800004
ACH-000190,-0.25525018184099996
ACH-000198,0.0224325701136
ACH-000204,0.027515018253299998
ACH-000206,-0.132738746333
ACH-000207,0.0868782933096
ACH-000211,0.137674986503
ACH-000215,-0.0184332346135
ACH-000221,-0.11243360903100001
ACH-000222,0.0139072165965
ACH-000223,-0.131445985131
ACH-000226,0.033760461360499996
ACH-000227,0.145766851398
ACH-000228,-0.06793470195790001
ACH-000231,-0.13512789025
ACH-000232,-0.125653453029
ACH-000233,0.00629120024119
ACH-000234,-0.21577516350499998
ACH-000235,-0.238393084646
ACH-000237,-0.154074004757
ACH-000238,-0.042750625275999994
ACH-000243,-0.0135580750088
ACH-000244,-0.1050523799
ACH-000246,-0.0497233351465
ACH-000248,-0.32326261275199997
ACH-000250,-0.125523176069
ACH-000251,-0.374077135232
ACH-000253,-0.11876286751199999
ACH-000255,0.036204460661
ACH-000256,0.07671417725980001
ACH-000257,-0.053599173324
ACH-000258,0.0289831654264
ACH-000259,0.0684238898804
ACH-000260,0.308478149225
ACH-000261,-0.330495299081
ACH-000262,-0.540056083667
