,PAK2 (5062)
ACH-000004,-0.20367351731
ACH-000007,-0.230114768024
ACH-000009,-0.202388696135
ACH-000011,-0.922139957024
ACH-000012,-0.330665374948
ACH-000013,-0.057107266054300006
ACH-000014,-0.0378051265349
ACH-000015,-0.13686966220799998
ACH-000017,-0.884528237492
ACH-000018,-0.40930728139600003
ACH-000019,-0.437454128536
ACH-000021,-0.263539783168
ACH-000022,-0.340680932389
ACH-000025,-0.251272121678
ACH-000028,-0.22435924116999997
ACH-000030,-0.25660446120499997
ACH-000035,-0.184780620343
ACH-000036,-0.36265084092699995
ACH-000037,-0.153377197563
ACH-000039,-0.297955913849
ACH-000040,-0.316235231748
ACH-000041,-0.24518922263700002
ACH-000042,-0.165508824469
ACH-000045,-0.15437945674200002
ACH-000047,-0.118477592815
ACH-000052,0.011632841857
ACH-000053,-0.10160603565300001
ACH-000054,-0.871652345189
ACH-000055,0.0207878269002
ACH-000060,-0.256444881534
ACH-000067,-0.20011235206
ACH-000070,-0.247663771719
ACH-000075,-0.427853381708
ACH-000078,-0.352533211339
ACH-000082,0.0123129268229
ACH-000085,-0.390828958242
ACH-000086,-0.18472031749099999
ACH-000087,-0.175878075891
ACH-000092,-1.2516439222799998
ACH-000095,-0.315374503732
ACH-000097,-0.604124228332
ACH-000098,0.09418351905860001
ACH-000099,-0.143199428785
ACH-000108,-0.352524034607
ACH-000113,-0.398637512991
ACH-000115,0.040324356572199994
ACH-000116,-0.19842311659200002
ACH-000118,-0.328638410422
ACH-000120,-0.287606478955
ACH-000123,-0.321531144675
ACH-000127,-0.568476429283
ACH-000128,-0.560205995933
ACH-000132,-0.5161052006
ACH-000133,-0.357695497684
ACH-000137,-0.15147544474400002
ACH-000138,-0.0429622545019
ACH-000142,-0.428819795841
ACH-000143,-0.449827569999
ACH-000146,0.109085103294
ACH-000148,-0.17735707762000003
ACH-000150,-0.49774490385700004
ACH-000152,-0.631610852134
ACH-000153,-0.0916271417946
ACH-000159,-0.144886487752
ACH-000160,-0.35771825200999996
ACH-000163,0.0215009807101
ACH-000167,-0.258072167163
ACH-000168,-0.12810345103499998
ACH-000169,-0.116488623797
ACH-000178,-0.440723562776
ACH-000182,-0.23156927512400002
ACH-000183,-0.154214699806
ACH-000188,-0.32783285731600004
ACH-000189,0.0674533572079
ACH-000190,-0.150604025783
ACH-000198,-0.272186147357
ACH-000204,-0.345278867887
ACH-000206,-0.442887705729
ACH-000207,-0.0221811972977
ACH-000211,-0.08493849148299999
ACH-000215,-0.252149303898
ACH-000221,-0.21744520554900001
ACH-000222,-0.44245415633900004
ACH-000223,-0.327346523798
ACH-000226,-0.13643558886600002
ACH-000227,-0.21733579594
ACH-000228,-0.420863400132
ACH-000231,-0.467666978434
ACH-000232,-0.239903450727
ACH-000233,-0.17028468651099998
ACH-000234,-0.234845358176
ACH-000235,-0.47693261484399996
ACH-000237,-0.24685658334399999
ACH-000238,-0.178523108296
ACH-000243,-0.104787328004
ACH-000244,-0.5071340120350001
ACH-000246,-0.6868745589990001
ACH-000248,-0.47572590221999994
ACH-000250,-0.261380621204
ACH-000251,-0.019251170807900002
ACH-000253,-0.18552348699700003
ACH-000255,-0.404104108153
ACH-000256,-0.34967404559500004
ACH-000257,-0.212196720925
ACH-000258,-0.09053354005010002
ACH-000259,-0.17903186942000002
ACH-000260,-0.115619518507
ACH-000261,-0.37067719306
ACH-000262,-0.20923387505
ACH-000263,-0.49411567525399996
ACH-000264,-0.311769170174
ACH-000265,-0.233918081167
ACH-000266,-0.41996566517800005
ACH-000272,-0.173247564628
ACH-000273,-0.2121501984
ACH-000274,-0.287353149534
ACH-000277,-0.357459543438
ACH-000278,0.036020833067099994
ACH-000279,-0.202252209255
ACH-000280,-0.43911684515
ACH-000281,-0.764005355173
ACH-000288,-0.6834334409270001
ACH-000291,-0.0813795114273
ACH-000293,-0.341713215091
ACH-000294,-0.251007552137
ACH-000295,-0.0963824652808
ACH-000296,-0.25384623636
ACH-000302,-0.520594574131
ACH-000304,-0.692978382358
ACH-000307,-0.11600382935900001
ACH-000308,-0.0750989069742
ACH-000310,-0.468760957555
ACH-000311,-0.398103479541
ACH-000312,-0.252101042671
ACH-000315,-0.155255112133
ACH-000316,-0.46758624354199996
ACH-000317,-0.316606366423
ACH-000318,-0.36546352978200003
ACH-000319,-0.351398265647
ACH-000320,-0.42606957938600004
ACH-000322,-0.0633533204812
ACH-000323,-0.057473063860800006
ACH-000324,-0.521422234135
ACH-000329,-0.7151808568379999
ACH-000330,-0.491953477623
ACH-000331,-0.810546591515
ACH-000332,-0.369661553551
ACH-000334,-0.06425738448969999
ACH-000335,-0.218441335865
ACH-000336,0.0694952332229
ACH-000337,-0.175012335346
ACH-000339,-0.237664626336
ACH-000341,-0.34028315658799996
ACH-000348,-0.334409174483
ACH-000350,-0.284733108274
ACH-000352,-0.058072114159199995
ACH-000356,-0.08284462631039999
ACH-000361,-0.09562787653210002
ACH-000362,0.029928607324200003
ACH-000363,-0.050852346459099994
ACH-000364,-0.257332318076
ACH-000365,-0.620722561549
ACH-000366,-0.13598669305
ACH-000368,-0.306187088569
ACH-000374,-0.0746990379107
ACH-000375,-0.548840025
ACH-000376,-0.238682534626
ACH-000381,-0.265745959599
ACH-000383,-0.282716735729
ACH-000387,-0.07642847137299999
ACH-000389,-0.142976915239
ACH-000390,-0.152374183944
ACH-000393,-0.126667353097
ACH-000395,-1.03397519869
ACH-000397,-0.989372498394
ACH-000401,-0.176963626063
ACH-000402,-0.153324282057
ACH-000403,-0.676804987423
ACH-000404,-0.400887330973
ACH-000406,0.00400079961831
ACH-000407,-0.0201711939501
ACH-000408,-0.595140979144
