,RGMA (56963)
ACH-000004,0.04255388078630001
ACH-000007,-0.329698185738
ACH-000009,-0.274722633494
ACH-000011,0.0719220805225
ACH-000012,-0.13223861355799998
ACH-000013,-0.0748083563541
ACH-000014,-0.136421449895
ACH-000015,-0.0474299186242
ACH-000017,-0.029220096530400003
ACH-000018,-0.0303700052067
ACH-000019,-0.21997968328099998
ACH-000021,-0.135617229098
ACH-000022,-0.363794983591
ACH-000025,0.019310654655200002
ACH-000028,-0.10456665855599999
ACH-000030,-0.154312451021
ACH-000035,0.123055164898
ACH-000036,0.061223586897800004
ACH-000037,-0.223505357918
ACH-000039,-0.279464621272
ACH-000040,-0.141873725984
ACH-000041,-0.46940619712
ACH-000042,-0.146455308816
ACH-000045,-0.08277638635210001
ACH-000047,-0.123710008305
ACH-000052,-0.368779505806
ACH-000053,-0.209106066476
ACH-000054,0.104823989681
ACH-000055,0.0452948359373
ACH-000060,-0.291491140576
ACH-000067,-0.15923135719599998
ACH-000070,0.038530697086300005
ACH-000075,-0.185457778997
ACH-000078,-0.231721105219
ACH-000082,0.00181261250057
ACH-000085,-0.212863578739
ACH-000086,0.0587710483543
ACH-000087,-0.139834344559
ACH-000092,-0.16568978126599998
ACH-000095,-0.236178040654
ACH-000097,-0.28435874515
ACH-000098,-0.0248460606344
ACH-000099,-0.210306698617
ACH-000108,-0.166988804528
ACH-000113,-0.0410614844402
ACH-000115,-0.268315337586
ACH-000116,0.0319194047547
ACH-000118,-0.0526038958656
ACH-000120,-0.057645628890199994
ACH-000123,-0.148343209294
ACH-000127,-0.124846069508
ACH-000128,-0.324462949019
ACH-000132,-0.24290937318599998
ACH-000133,0.011772668717100001
ACH-000137,-0.0844584945574
ACH-000138,0.0740269163288
ACH-000142,-0.116558583607
ACH-000143,-0.247801504988
ACH-000146,-0.16986344894299998
ACH-000148,-0.012483468256600001
ACH-000150,-0.212604601129
ACH-000152,-0.0966439740052
ACH-000153,-0.226644171157
ACH-000159,-0.210022286956
ACH-000160,-0.12960874742
ACH-000163,0.158502136031
ACH-000167,0.042677342306199996
ACH-000168,-0.183858706289
ACH-000169,-0.28877299151299995
ACH-000178,-0.0189674444519
ACH-000182,-0.0351901750259
ACH-000183,-0.06850369605000001
ACH-000188,-0.0771813808253
ACH-000189,0.0747212032461
ACH-000190,0.006321212340789999
