,APAF1 (317)
ACH-000004,-0.10311193624600001
ACH-000007,-0.0704449308215
ACH-000009,-0.18557955718
ACH-000011,-0.0370735462552
ACH-000012,0.04366297772419999
ACH-000013,-0.171125648052
ACH-000014,-0.13364460927400001
ACH-000015,0.005615688424
ACH-000017,-0.15242204276
ACH-000018,-0.0368150295592
ACH-000019,0.09467386487610001
ACH-000021,-0.21496298117600002
ACH-000022,-0.105020347619
ACH-000025,-0.19170258121800002
ACH-000028,-0.0603316009353
ACH-000030,-0.0069896690700799995
ACH-000035,-0.11380027556
ACH-000036,-6.71527203346e-05
ACH-000037,0.09557833480039998
ACH-000039,0.39277530778399994
ACH-000040,-0.257526563994
ACH-000041,-0.394997398119
ACH-000042,-0.22483072642700003
ACH-000045,0.035458073340800006
ACH-000047,-0.0637938068817
ACH-000052,0.08708366113
ACH-000053,-0.17306006295200002
ACH-000054,-0.0031969676746999996
ACH-000055,-0.218203124574
ACH-000060,-0.0340259471012
ACH-000067,-0.039119275351300005
ACH-000070,0.00994126144044
ACH-000075,0.0975958968495
ACH-000078,0.0775874278702
ACH-000082,-0.0789213550363
ACH-000085,-0.0052066539158400005
ACH-000086,-0.11340041764599999
ACH-000087,-0.450482304482
ACH-000092,0.0102420546235
ACH-000095,-0.028761686535799996
ACH-000097,-0.046625970237800005
ACH-000098,-0.0486597766001
ACH-000099,0.11877822701199998
ACH-000108,-0.0512709767127
ACH-000113,-0.0800907827806
ACH-000115,-0.013138335063399998
ACH-000116,0.09626728287689999
ACH-000118,-0.0738605545284
ACH-000120,-0.0766040795795
ACH-000123,-0.22333887686599999
ACH-000127,-0.00136193351651
ACH-000128,0.0047838880521099995
ACH-000132,0.00399915382494
ACH-000133,0.009883477596290002
ACH-000137,-0.165297714681
ACH-000138,-0.04548586269180001
ACH-000142,-0.076397493245
ACH-000143,0.141399036515
ACH-000146,-0.235239778
ACH-000148,-0.0527439225413
ACH-000150,0.06937189212560001
ACH-000152,-0.24412805522199998
ACH-000153,0.0264913607277
ACH-000159,-0.137291112202
ACH-000160,0.0060064411050499995
ACH-000163,-0.192419794993
ACH-000167,-0.12726608674599998
ACH-000168,0.269858758721
ACH-000169,-0.132347235638
ACH-000178,-0.09595515662189999
ACH-000182,-0.201373195315
ACH-000183,-0.223598778054
ACH-000188,-0.0592363906685
ACH-000189,-0.0914743260207
ACH-000190,-0.236237329124
ACH-000198,-0.059608257978499994
ACH-000204,-0.253194547534
ACH-000206,-0.153265236576
ACH-000207,0.114697664518
ACH-000211,-0.159429684386
ACH-000215,-0.061635037958399995
ACH-000221,-0.0654686491335
ACH-000222,-0.0897179275277
ACH-000223,-0.0213100138787
ACH-000226,0.047977734425300005
ACH-000227,-0.0642816079695
ACH-000228,-0.14834408273299998
ACH-000231,-0.017481437534900002
ACH-000232,-0.101220011257
ACH-000233,0.051562384877399996
ACH-000234,-0.230014658338
ACH-000235,-0.173845516147
ACH-000237,-0.13098105092
ACH-000238,-0.052249797444799996
ACH-000243,-0.10826716888900001
ACH-000244,0.0335510759799
ACH-000246,-0.064429604903
ACH-000248,-0.205869918243
ACH-000250,-0.0627888523343
ACH-000251,-0.193853473125
ACH-000253,0.0351147308848
ACH-000255,0.09577087041089999
ACH-000256,-0.024212268029499998
ACH-000257,0.320666180534
ACH-000258,0.235049297434
ACH-000259,0.034305844477
ACH-000260,0.0564056351831
ACH-000261,-0.0519701836845
ACH-000262,-0.07406901025839999
ACH-000263,-0.33305188217099996
ACH-000264,-0.00870977761849
ACH-000265,-0.08634973767130001
ACH-000266,-0.044923506574900005
ACH-000272,0.05143329666259999
ACH-000273,-0.0771424832532
ACH-000274,-0.154364909173
ACH-000277,-0.123544765394
ACH-000278,-0.36536015880999995
ACH-000279,-0.0817449047481
ACH-000280,-0.10474205098600001
ACH-000281,-0.34353962981299996
ACH-000288,-0.116131540522
ACH-000291,0.00494900673937
ACH-000293,-0.041426352330099996
ACH-000294,-0.269422854725
ACH-000295,0.210608626444
ACH-000296,0.0404758554379
ACH-000302,-0.137461114893
ACH-000304,-0.359949707081
ACH-000307,-0.0433667252556
ACH-000308,-0.159870275437
ACH-000310,0.0878497772182
ACH-000311,-0.0393832283832
ACH-000312,-0.12117851365999999
ACH-000315,0.0570205465584
ACH-000316,-0.0878687160221
ACH-000317,-0.26917653242
ACH-000318,-0.16411210083
ACH-000319,-0.0842422824402
ACH-000320,-0.34425545957500003
ACH-000322,-0.09120811036250001
ACH-000323,0.0801903115302
ACH-000324,-0.17169806808899998
ACH-000329,-0.0435070090163
ACH-000330,-0.41084579814499994
ACH-000331,-0.12263578068
ACH-000332,-0.128335731832
ACH-000334,0.107483407674
ACH-000335,-0.166862571057
ACH-000336,0.0273379909121
ACH-000337,-0.0481042883912
ACH-000339,-0.12457082005100001
ACH-000341,0.00811222903703
ACH-000348,-0.0126677130018
ACH-000350,-0.025937153130099998
ACH-000352,-0.0321485243658
ACH-000356,-0.11367005227
ACH-000361,-0.00858970610185
ACH-000362,-0.08302902571700001
ACH-000363,-0.132728794917
ACH-000364,-0.07792017850310001
ACH-000365,-0.190303201008
ACH-000366,-0.043845333966199995
ACH-000368,0.0888317506351
ACH-000374,-0.08301422623560001
ACH-000375,0.24882233508
ACH-000376,0.0725556440753
ACH-000381,0.031626426023599996
ACH-000383,-0.113878160384
ACH-000387,-0.13115865058700002
ACH-000389,0.218366665493
ACH-000390,-0.12176614289799999
