,IRF2BP2 (359948)
ACH-000004,-0.292310332794
ACH-000007,-0.197938089241
ACH-000009,-0.618138953615
ACH-000011,0.149481145418
ACH-000012,-0.44873836536600004
ACH-000013,-0.27105691637400003
ACH-000014,-0.00919303189296
ACH-000015,0.0739042212538
ACH-000017,0.291981106381
ACH-000018,0.294322311613
ACH-000019,0.09782837371480001
ACH-000021,-0.200179380918
ACH-000022,-0.146137979226
ACH-000025,-0.267250662071
ACH-000028,0.149632884735
ACH-000030,-0.351048512011
ACH-000035,0.0838015902541
ACH-000036,0.441820675969
ACH-000037,0.09635563095180001
ACH-000039,-0.131546940634
ACH-000040,0.0478041653156
ACH-000041,-0.036205525912800005
ACH-000042,-0.344447749833
ACH-000045,-0.714849082421
ACH-000047,-0.007563430771699999
ACH-000052,0.20435769851799998
ACH-000053,-0.391409335314
ACH-000054,-0.166197277336
ACH-000055,-0.07561350227010001
ACH-000060,-0.20251630362999998
ACH-000067,0.12163159730900001
ACH-000070,0.144286520781
ACH-000075,-0.0151899503101
ACH-000078,-0.22889042209399998
ACH-000082,-0.11402416721599999
ACH-000085,-0.122135018961
ACH-000086,-0.30537447935400003
ACH-000087,-0.135394020168
ACH-000092,0.0575537596158
ACH-000095,-0.358626816866
ACH-000097,-0.114145048595
ACH-000098,0.251407925957
ACH-000099,0.0196977364328
ACH-000108,-0.6373656169340001
ACH-000113,-0.567379381581
ACH-000115,-0.255858158627
ACH-000116,-0.289789060458
ACH-000118,0.10681552895400001
ACH-000120,-0.08170977180389999
ACH-000123,-0.23072658549400002
ACH-000127,0.10826115997300001
ACH-000128,-0.12447277940300001
ACH-000132,-0.321504892033
ACH-000133,0.0296979334391
ACH-000137,0.270901476067
ACH-000138,-0.635039725281
ACH-000142,-0.32920648415
ACH-000143,0.037892340831300005
ACH-000146,-1.1204469938
ACH-000148,0.23170836521699997
ACH-000150,-0.17452178147599998
ACH-000152,-0.100802604907
ACH-000153,0.400526633512
ACH-000159,-0.151108712329
ACH-000160,-0.30149834274500004
ACH-000163,-0.36621722036700005
ACH-000167,-0.279445701718
ACH-000168,-0.7672296896140001
ACH-000169,0.0108059036632
ACH-000178,-0.416918443997
ACH-000182,-0.17300530220899998
ACH-000183,0.0345329253591
ACH-000188,-0.36627571181
ACH-000189,-0.374650001475
ACH-000190,-0.17249125793900003
ACH-000198,-0.6817396861820001
ACH-000204,-0.26155160624400003
ACH-000206,-0.32535387549600003
ACH-000207,-0.0385253963371
ACH-000211,-0.163062908237
ACH-000215,-0.400110190027
ACH-000221,-0.0278836569758
ACH-000222,-0.86938812381
ACH-000223,-0.5635812024719999
ACH-000226,-0.188291439759
ACH-000227,0.113764193157
ACH-000228,-0.516007323454
ACH-000231,-0.112188066756
ACH-000232,0.07873926259399999
ACH-000233,-0.533527744679
ACH-000234,-0.297793020009
ACH-000235,-0.737654456498
ACH-000237,-0.0634069091445
ACH-000238,-0.338882310123
ACH-000243,-0.214736006054
ACH-000244,0.129042808861
ACH-000246,-0.33975647720700003
ACH-000248,-0.57589076851
ACH-000250,-0.205279109834
ACH-000251,-0.0549419235386
ACH-000253,-0.5991459652269999
ACH-000255,0.032809908576599996
ACH-000256,-0.221609151895
ACH-000257,0.0746829877338
ACH-000258,-0.20202890322099998
ACH-000259,-0.0363096089505
ACH-000260,-0.248868947641
ACH-000261,-0.368044084806
ACH-000262,0.07199811196539999
ACH-000263,-0.9323156401389999
ACH-000264,-0.252007663641
ACH-000265,-0.09964129028830002
ACH-000266,-0.679507137536
