,TPD52L1 (7164)
ACH-000004,-0.188397273739
ACH-000007,-0.213023933165
ACH-000009,-0.026663324140400003
ACH-000011,-0.0948746203993
ACH-000012,-0.131902910518
ACH-000013,-0.0266788323225
ACH-000014,-0.205031656787
ACH-000015,-0.120452230252
ACH-000017,-0.00999243377711
ACH-000018,-0.027132600426599998
ACH-000019,-0.11641176357699999
ACH-000021,-0.319098219337
ACH-000022,-0.032578230488
ACH-000025,-0.172902736133
ACH-000028,-0.0036522617319699998
ACH-000030,-0.143703766136
ACH-000035,-0.11321573306600001
ACH-000036,-0.0343860061067
ACH-000037,0.045443042286400004
ACH-000039,-0.470864056117
ACH-000040,0.0353981601844
ACH-000041,-0.42517529347099997
ACH-000042,-0.00281887339371
ACH-000045,-0.18324040965
ACH-000047,-0.0282822896531
ACH-000052,-0.18228334929499998
ACH-000053,-0.14587283244000002
ACH-000054,-0.161679674835
ACH-000055,-0.0311789869428
ACH-000060,-0.09307110002930001
ACH-000067,-0.133320576691
ACH-000070,0.21946805129799998
ACH-000075,0.015679674606
ACH-000078,-0.208238289502
ACH-000082,-0.164736636263
ACH-000085,0.0791608724105
ACH-000086,0.0436919690264
ACH-000087,-0.102773269231
ACH-000092,-0.136848413723
ACH-000095,-0.18271022442899998
ACH-000097,-0.035736510854500005
ACH-000098,-0.19177953401999998
ACH-000099,-0.239634731322
ACH-000108,-0.09191073029060001
ACH-000113,-0.0320022249826
ACH-000115,0.07160531092639999
ACH-000116,-0.13790082086799998
ACH-000118,-0.0749642511765
ACH-000120,-0.00809657905928
ACH-000123,-0.255042172031
ACH-000127,-0.15282067203400002
ACH-000128,-0.218746748752
ACH-000132,-0.0877400092532
ACH-000133,-0.08770202201999999
ACH-000137,-0.044733753527
ACH-000138,-0.09488653359089999
ACH-000142,-0.0777495847721
ACH-000143,-0.201105963156
ACH-000146,-0.169917184713
ACH-000148,-0.0711753069636
ACH-000150,-0.105875156522
ACH-000152,-0.030033336447200003
ACH-000153,-0.267959405697
ACH-000159,-0.006155167120180001
ACH-000160,-0.123302628027
ACH-000163,-0.07056042779680001
ACH-000167,-0.06893665571289999
ACH-000168,-0.09882098119260001
ACH-000169,-0.10982267288799999
ACH-000178,-0.0194198258943
ACH-000182,-0.13469814778
ACH-000183,-0.0030821938285
ACH-000188,-0.07195427617719999
ACH-000189,-0.34374627865199997
ACH-000190,-0.28756954456
ACH-000198,-0.08602897574819998
ACH-000204,-0.0177083763349
ACH-000206,-0.119923242027
ACH-000207,0.05049560228759999
ACH-000211,-0.182198812241
ACH-000215,-0.08518044396230001
ACH-000221,-0.193999479745
ACH-000222,0.0030158481139799997
ACH-000223,-0.24087455121100002
ACH-000226,-0.22417887258400002
ACH-000227,-0.0013735540117699998
ACH-000228,0.0325508911863
ACH-000231,-0.142331301098
ACH-000232,-0.119949926128
ACH-000233,-0.0697739961833
ACH-000234,-0.289221081397
ACH-000235,-0.09493640199010002
ACH-000237,-0.23850998869399997
ACH-000238,-0.09284027848330001
ACH-000243,-0.010312371001200001
ACH-000244,0.167977986674
ACH-000246,-0.18068038492400001
ACH-000248,-0.022019604123900003
ACH-000250,-0.0944125556856
ACH-000251,-0.0973085841302
ACH-000253,-0.12616615885
ACH-000255,-0.10330496215
ACH-000256,0.0392916410392
ACH-000257,-0.236194503612
ACH-000258,-0.130388684428
ACH-000259,-0.11818300209
ACH-000260,-0.17780664677000002
ACH-000261,-0.0797071873971
ACH-000262,-0.16861951441599998
ACH-000263,-0.146157420457
ACH-000264,-0.155182043739
ACH-000265,0.0186307453612
ACH-000266,-0.15063391244000002
ACH-000272,-0.08288369841839999
ACH-000273,-0.18908785457000002
ACH-000274,-0.154429339217
ACH-000277,0.00356071174369
ACH-000278,-0.107578248456
ACH-000279,-0.207676087718
ACH-000280,-0.0267191708456
ACH-000281,0.0776108213599
ACH-000288,-0.117112687596
ACH-000291,-0.119830543015
ACH-000293,0.161181100716
ACH-000294,-0.148705064268
ACH-000295,0.027440893497099998
ACH-000296,-0.0855683160727
ACH-000302,-0.13815841170600002
ACH-000304,-0.18029974010699998
ACH-000307,-0.0202299465809
ACH-000308,-0.217065418358
ACH-000310,-0.14046983732
