,PTGES3L (100885848)
ACH-000557,0.0462837831096
ACH-000570,-0.07562386716469999
ACH-000571,-0.07864194500810001
ACH-000573,-0.040751938716599996
ACH-000576,0.0150890761363
ACH-000580,-0.0332885323436
ACH-000584,-0.189031957286
ACH-000585,0.0211017668645
ACH-000588,-0.319280802225
ACH-000589,-0.0543522628235
ACH-000591,-0.024604876664200002
ACH-000593,-0.261100648816
ACH-000600,-0.27745696018599997
ACH-000601,-0.152206194482
ACH-000604,-0.44823939895000003
ACH-000605,-0.0668628649699
ACH-000606,-0.109876273422
ACH-000608,-0.0330187394734
ACH-000614,-0.036332193089499996
ACH-000616,-0.215403938124
ACH-000618,-0.14259378025900002
ACH-000619,-0.07588279558899999
ACH-000620,-0.0588400958691
ACH-000621,-0.10376420316099999
ACH-000622,0.00703267936112
ACH-000623,-0.09780628911139999
ACH-000624,-0.13594287310699998
ACH-000627,-0.135500324117
ACH-000630,-0.135861751348
ACH-000632,-0.12061064882400001
ACH-000633,-0.037207479290400004
ACH-000637,-0.167353710817
ACH-000638,-0.113507785755
ACH-000646,-0.17162784683600002
ACH-000647,-0.43426354569200004
ACH-000648,-0.0843727592237
ACH-000649,-0.0490895411766
ACH-000651,-0.042210144328899996
ACH-000652,-0.13701804357
ACH-000653,-0.185217158704
ACH-000657,-0.0654767551968
ACH-000658,-0.0616619337751
ACH-000661,-0.21846346358899998
ACH-000662,-0.399222100293
ACH-000663,-0.389790427466
ACH-000665,-0.0608482220535
ACH-000671,0.0944077842807
ACH-000673,-0.157562976304
ACH-000676,-0.151421945785
ACH-000677,-0.08515918512620001
ACH-000681,-0.21946227150400002
ACH-000682,-0.102226373887
ACH-000683,0.017554484525
ACH-000684,-0.22165225649700002
ACH-000688,-0.42104854952799997
ACH-000693,-0.104402810533
ACH-000694,0.0030055363952899996
ACH-000695,0.0261199216249
ACH-000696,-0.101719787512
ACH-000697,-0.23391122200999998
ACH-000699,-0.0812315049565
ACH-000701,-0.09806409960689999
ACH-000706,-0.17412242952399998
ACH-000711,-0.046597973496699995
ACH-000713,-0.222368693275
ACH-000714,-0.11224402681
ACH-000718,-0.141503336897
ACH-000720,-0.165461590606
ACH-000721,-0.0672666305572
ACH-000724,0.335180631394
ACH-000725,0.135698806142
ACH-000732,-0.214057622965
ACH-000734,-0.136582646862
ACH-000735,-0.172992943418
ACH-000736,-0.153813382847
ACH-000738,-0.170328851231
ACH-000746,0.0360616299168
ACH-000747,-0.200200286303
ACH-000748,-0.119329904885
ACH-000753,0.010084831646
ACH-000756,-0.273430144863
ACH-000757,-0.24022926975
ACH-000758,-0.345419421262
ACH-000760,-0.0580099071293
ACH-000763,-0.00010904852776200001
ACH-000764,-0.223607285722
ACH-000765,0.264949691063
ACH-000766,-0.37750108314099995
ACH-000767,0.11500688217800001
ACH-000768,-0.153427187459
ACH-000769,-0.174399085049
ACH-000770,-0.0723137895327
ACH-000771,0.0989558885083
ACH-000773,-0.35613279039800005
ACH-000776,-0.216814082454
ACH-000777,-0.00973627398565
ACH-000778,-0.10969615639000001
ACH-000781,-0.11041808671299999
ACH-000782,0.104274235711
ACH-000783,-0.0665518264657
ACH-000784,-0.027722656609799997
ACH-000785,-0.24889212838000002
ACH-000787,-0.011768677861999999
ACH-000788,-0.14438972547
ACH-000791,-0.247899109243
ACH-000792,-0.10460419078199999
ACH-000794,-0.104368810995
ACH-000796,-0.135583971591
ACH-000799,-0.212707199525
ACH-000800,-0.09378099071149999
ACH-000802,-0.056239224573099995
ACH-000804,-0.251269551157
ACH-000805,0.0608901756831
ACH-000809,-0.04525915900119999
ACH-000810,-0.008786062700120001
ACH-000811,-0.25772677528
ACH-000817,-0.316088019087
ACH-000819,0.0687129311029
ACH-000820,-0.0458099109516
ACH-000821,-0.523119300967
ACH-000822,-0.0955615579558
ACH-000823,-0.0558958915166
ACH-000824,0.0447010481783
ACH-000827,-0.0831091093512
ACH-000829,-0.242614719558
ACH-000831,0.0405962379322
ACH-000832,-0.17194723647399998
ACH-000833,0.0660851606827
ACH-000834,0.181864469196
ACH-000835,-0.19720673765299998
ACH-000836,-0.00425598192692
ACH-000837,-0.211730608768
ACH-000838,-0.301101631413
ACH-000839,-0.0946530177758
ACH-000840,-0.163735188118
ACH-000841,-0.23026265414
ACH-000843,-0.18095719243299999
ACH-000846,-0.08629439151889999
ACH-000847,-0.112934289178
ACH-000848,0.042183705469899996
ACH-000849,-0.0489508622696
ACH-000851,-0.0811002905969
ACH-000855,0.07398330188360001
ACH-000856,-0.18906130208
ACH-000858,-0.221058541005
ACH-000859,-0.131034604358
ACH-000861,-0.119745832894
ACH-000862,-0.00644970402452
ACH-000865,-0.218023428588
ACH-000866,-0.145022230318
ACH-000867,-0.210065288972
ACH-000869,-0.0742153531762
ACH-000872,-0.059655078511699995
ACH-000873,-0.269577375216
ACH-000876,0.040616468510300006
ACH-000878,-0.0410580181175
ACH-000880,-0.33353617395199997
ACH-000881,-0.142100959657
ACH-000882,-0.16937472050000002
ACH-000884,-0.174068582072
ACH-000885,-0.0899821199541
ACH-000887,-0.197865235525
ACH-000888,-0.109588000128
ACH-000889,-0.0676918944142
ACH-000890,-0.124474665436
ACH-000896,-0.116946605526
ACH-000898,0.0454943897167
ACH-000900,-0.486488451354
ACH-000901,-0.265302465978
ACH-000905,-0.0154547833997
ACH-000906,-0.137932189103
ACH-000907,0.0697790723324
ACH-000910,0.0660199694002
ACH-000911,-0.12174178800100001
ACH-000912,-0.244714620618
ACH-000913,-0.132924919208
ACH-000915,-0.159151445998
ACH-000916,0.00137840300349
ACH-000917,0.014914418345299999
ACH-000921,-0.119090033584
ACH-000924,-0.0776752265006
ACH-000926,-0.270801097307
ACH-000928,-0.23404251135600002
ACH-000929,-0.0835011986865
ACH-000932,-0.0321052911947
ACH-000935,-0.17412169350099999
ACH-000936,-0.24766939574900002
ACH-000937,-0.06732545871659999
ACH-000938,0.025955819149700004
ACH-000939,-0.17680266121
ACH-000941,-0.110329744582
ACH-000943,-0.145841745329
ACH-000946,-0.221006820929
ACH-000947,-0.056946994968499996
ACH-000948,-0.0742452204303
ACH-000950,0.0223192987108
ACH-000953,0.07140232225269999
ACH-000957,-0.291036595128
ACH-000958,-0.0781745860393
ACH-000960,-0.00551687637461
ACH-000963,-0.45020470350599995
ACH-000968,-0.048355590354899995
ACH-000969,-0.35805722032799997
ACH-000973,-0.08640361854260001
ACH-000974,-0.312789296936
ACH-000975,-0.0821760615902
ACH-000976,-0.239421437369
ACH-000978,0.156651533148
ACH-000980,0.036829483589999996
ACH-000984,-0.178511822869
ACH-000986,-0.237859637746
ACH-000988,-0.21271975164
ACH-000993,-0.12452666828299999
ACH-000994,-0.08836768074819999
ACH-000996,-0.275618449438
ACH-001001,-0.132695352621
ACH-001020,-0.000460593560481
ACH-001028,-0.0719402872793
ACH-001031,-0.132543267153
ACH-001038,0.032443365355700006
ACH-001048,-0.163971281337
ACH-001050,-0.295056566604
ACH-001053,0.053818502099
ACH-001054,-0.22941175005699999
ACH-001061,-0.24124107432300002
ACH-001067,-0.10567700663599999
ACH-001075,-0.121994672862
ACH-001096,0.108256213412
ACH-001128,0.0276639129599
ACH-001134,-0.221209984318
ACH-001151,-0.139564662305
ACH-001163,-0.19101328418400002
ACH-001164,-0.182210922386
ACH-001173,-0.255517049453
ACH-001183,-0.0142032602511
ACH-001184,-0.16060495455
ACH-001190,-0.10631264106100001
ACH-001192,-0.212374969969
ACH-001193,-0.207810980022
ACH-001196,-0.103911202497
ACH-001197,-0.315273219505
ACH-001205,-0.14533938558
ACH-001211,0.0011493631033499998
ACH-001212,-0.0366686844809
ACH-001228,0.10296248195800001
ACH-001232,-0.0929461277248
ACH-001239,-0.135399485308
ACH-001274,-0.09474809190099999
ACH-001275,0.0271850022037
ACH-001277,0.21952244761700002
ACH-001278,-0.0886949987764
ACH-001280,-0.05287612224359999
ACH-001283,-0.09724870277660001
ACH-001289,0.0336857930315
ACH-001295,-0.0767217934519
ACH-001300,-0.0286513525207
ACH-001301,-0.342661961612
ACH-001302,-0.41802045529299997
ACH-001303,0.0779373085851
ACH-001306,-0.20514328097800003
ACH-001318,-0.16747093451
ACH-001322,0.017710918003799998
ACH-001328,-0.0744630174853
ACH-001332,-0.030636785726
ACH-001333,0.0553563495438
ACH-001336,-7.67407623682e-05
ACH-001340,-0.0351653224561
ACH-001346,-0.149540424617
ACH-001353,-0.123226847137
ACH-001354,-0.181578614137
ACH-001367,0.19125585812399998
ACH-001368,-0.182625131008
ACH-001374,-0.0751084182537
ACH-001375,-0.0802922932016
ACH-001377,-0.250271151852
ACH-001380,-0.0861829654142
ACH-001391,0.012675170733700001
ACH-001407,-0.0416535401562
ACH-001408,-0.048988505621999995
ACH-001413,-0.33971344569
ACH-001430,-0.012652183986100001
ACH-001431,-0.100627769861
ACH-001450,0.10890461524499999
ACH-001496,-0.125177449829
ACH-001500,-0.18764152128800002
ACH-001521,-0.482149897541
ACH-001523,-0.19399140308200002
ACH-001532,-0.0368309882018
ACH-001536,0.242770928606
ACH-001550,0.044682551546
ACH-001552,-0.302428984061
ACH-001554,-0.0918212150877
ACH-001645,-0.206227732815
ACH-001654,-0.0753867801361
ACH-001715,-0.008193521524569999
ACH-001735,-0.10701001054999999
ACH-001736,0.0744226847821
ACH-001737,-0.432786487258
ACH-001740,-0.257961775473
ACH-001745,0.013524232533200002
ACH-001750,0.116426974759
ACH-001765,-0.09256354880249999
ACH-001956,-0.1601867147
ACH-001957,-0.255380686534
