,TRAPPC6A (79090)
ACH-000182,-0.34242821740699997
ACH-000183,-0.345544985194
ACH-000188,-0.231739204912
ACH-000189,-0.49763389381300005
ACH-000190,-0.388505351413
ACH-000198,-0.259058251949
ACH-000204,-0.224424595466
ACH-000206,-0.0207486886149
ACH-000207,-0.318116340083
ACH-000211,-0.278720831421
ACH-000215,-0.24972999894099998
ACH-000221,-0.320889497887
ACH-000222,-0.377993108249
ACH-000223,-0.235533850118
ACH-000226,-0.269691819642
ACH-000227,-0.36144606657899997
ACH-000228,-0.23451764450800003
ACH-000231,-0.159430367553
ACH-000232,-0.198498520262
ACH-000233,-0.398457909531
ACH-000234,-0.182206872047
ACH-000235,-0.255542729779
ACH-000237,-0.309934517201
ACH-000238,-0.122693981897
ACH-000243,-0.25956525564800004
ACH-000244,-0.385463304339
ACH-000246,-0.347737960071
ACH-000248,-0.338314113821
ACH-000250,-0.334636793325
ACH-000251,-0.41976095823700005
ACH-000253,-0.309873692891
ACH-000255,-0.410651308855
ACH-000256,-0.435771610479
ACH-000257,-0.050366551201599996
ACH-000258,-0.186291271989
ACH-000259,-0.30958851214099997
ACH-000260,-0.22958348969200001
ACH-000261,-0.247819574071
ACH-000262,-0.244721159517
ACH-000263,0.09698066942900001
ACH-000264,-0.08422588816530001
ACH-000265,-0.253978458534
ACH-000266,-0.252136595225
ACH-000272,-0.376291707013
ACH-000273,-0.27790156891199996
ACH-000274,-0.250938050769
ACH-000277,-0.0932824339511
ACH-000278,-0.343283782296
ACH-000279,-0.254843636296
ACH-000280,-0.22984390453899997
ACH-000281,-0.343516490091
ACH-000288,-0.151645192266
ACH-000291,-0.383032721779
ACH-000293,-0.426386335571
ACH-000294,-0.259335527538
ACH-000295,-0.364315468796
ACH-000296,-0.214889171109
ACH-000302,-0.490402516976
ACH-000304,-0.675717845953
ACH-000307,-0.07569935192160002
ACH-000308,-0.382360358229
ACH-000310,-0.43939883837300003
ACH-000311,-0.42704245215099995
ACH-000312,-0.328840445195
ACH-000315,-0.28823092209600004
ACH-000316,-0.133363320584
ACH-000317,-0.042418465756
ACH-000318,-0.485557863173
ACH-000319,-0.258031108388
ACH-000320,-0.24191242786800002
ACH-000322,0.0553611443937
ACH-000323,-0.365431715664
ACH-000324,-0.297888675633
ACH-000329,-0.265901231043
ACH-000330,-0.182515755079
ACH-000331,-0.123957862297
ACH-000332,-0.359684326417
ACH-000334,-0.283141584748
ACH-000335,-0.31342898362599997
ACH-000336,-0.499204902442
ACH-000337,-0.292439584989
ACH-000339,-0.39302811096600004
ACH-000341,-0.65240406099
ACH-000348,-0.16680903502699998
ACH-000350,-0.36676291450900006
ACH-000352,-0.13291804332
ACH-000356,-0.25243793820099997
ACH-000361,-0.0967038593691
ACH-000362,-0.26810490505600004
ACH-000363,-0.148504789469
ACH-000364,-0.531031382528
ACH-000365,-0.249991713741
ACH-000366,-0.408656856507
ACH-000368,-0.42324750791
ACH-000374,-0.17803331836800002
ACH-000375,-0.655745730384
ACH-000376,-0.05188202994919999
ACH-000381,-0.347558955026
ACH-000383,-0.309341605628
ACH-000387,-0.0639400923047
ACH-000389,-0.367291212224
ACH-000390,-0.18150127899399998
ACH-000393,-0.460286959718
ACH-000395,-0.31661005690099997
ACH-000397,-0.36931222713100004
ACH-000401,-0.374957014978
ACH-000402,0.023572003615599996
ACH-000403,-0.123499330701
ACH-000404,-0.31735275671999996
ACH-000406,-0.21434955175599998
ACH-000407,-0.168150373072
ACH-000408,-0.229607813312
ACH-000410,-0.12111887809800001
ACH-000411,-0.293762774895
ACH-000414,-0.263340605721
ACH-000415,-0.264807298992
ACH-000416,-0.261572672685
ACH-000420,-0.07425297908189998
ACH-000421,-0.21301052846500002
ACH-000424,-0.41119510697800005
ACH-000425,-0.145874547259
ACH-000426,-0.41129134095700004
ACH-000427,-0.262331530284
ACH-000433,-0.259797055811
ACH-000436,-0.298898996688
ACH-000444,-0.311679286032
ACH-000445,-0.511867542817
ACH-000448,-0.309514666879
ACH-000450,-0.271909173685
ACH-000452,-0.230745180645
ACH-000454,-0.37200846931500003
ACH-000458,-0.33482546849800005
ACH-000459,-0.118608861951
ACH-000460,-0.34692757173100003
ACH-000461,-0.32847910049199996
ACH-000463,-0.302128233282
ACH-000464,-0.40383336611299997
ACH-000466,-0.19720161583700002
ACH-000467,-0.268518716345
ACH-000468,-0.194084843858
ACH-000469,-0.199604386974
ACH-000470,-0.32886894957199997
ACH-000471,-0.278647556822
ACH-000472,-0.418557562592
ACH-000473,-0.207608600845
ACH-000475,-0.261471331223
ACH-000476,-0.335053382491
ACH-000477,-0.369392213821
ACH-000480,-0.228136666386
ACH-000481,-0.14745754896299998
ACH-000483,-0.44148773406
ACH-000484,-0.621825306633
ACH-000485,-0.214138907146
ACH-000486,-0.45895490651299997
ACH-000487,-0.189635162565
ACH-000488,-0.354284208735
ACH-000490,-0.339249630322
ACH-000491,-0.27863475681600003
ACH-000495,-0.235482393631
ACH-000496,-0.210882262383
ACH-000499,-0.39366222302299997
ACH-000500,-0.286833631084
ACH-000502,-0.350803991173
ACH-000503,-0.310551132643
ACH-000505,-0.210523348972
ACH-000507,-0.380733039151
ACH-000510,-0.42985909829700003
ACH-000511,-0.218821449702
ACH-000512,-0.0881043912971
ACH-000516,-0.32087954562800003
ACH-000517,-0.349764090898
ACH-000518,-0.21216792110500002
ACH-000520,-0.48173242687600004
ACH-000521,-0.19784293578499998
ACH-000522,-0.180915872741
ACH-000524,-0.280175285099
ACH-000527,-0.266671926943
ACH-000528,-0.159481488484
ACH-000537,-0.41824331728799996
ACH-000541,0.0183561397069
ACH-000542,-0.21090056758099998
ACH-000544,-0.259606660918
ACH-000545,-0.22505067913600002
ACH-000547,-0.652100661521
ACH-000548,-0.318048488913
ACH-000549,-0.18451646442400002
ACH-000550,-0.187176856512
ACH-000552,-0.386193514501
ACH-000556,-0.26616116027
ACH-000557,-0.20283886380399999
ACH-000570,-0.146514964871
ACH-000571,-0.25632871596
ACH-000573,-0.25313976844999997
ACH-000576,-0.317370833197
ACH-000580,-0.339929265414
ACH-000584,-0.314353462597
ACH-000585,-0.35971778030199997
ACH-000588,-0.287951610832
ACH-000589,-0.187634877553
ACH-000591,-0.38169689064999995
ACH-000593,-0.48903603661899997
ACH-000600,-0.149420624631
ACH-000601,-0.21020201956700002
ACH-000604,-0.35884847472099995
ACH-000605,-0.236492465487
ACH-000606,-0.288963616825
ACH-000608,-0.307364143536
ACH-000614,-0.0877712257315
ACH-000616,-0.26550236748399997
ACH-000618,-0.25653071468000005
ACH-000619,-0.20950285805
ACH-000620,-0.5028459429469999
ACH-000621,-0.24163557149599998
ACH-000622,-0.35187087515
ACH-000623,-0.322429098996
ACH-000624,-0.27413005638099996
ACH-000627,-0.295641286555
ACH-000630,-0.217949672879
ACH-000632,-0.317058884231
ACH-000633,-0.293830692819
ACH-000637,-0.304123741806
ACH-000638,-0.42577127935599995
ACH-000646,-0.14663711850400002
ACH-000647,-0.2077425016
ACH-000648,-0.213263091853
ACH-000649,-0.39041602989
ACH-000651,-0.332748906209
ACH-000652,-0.237123056312
ACH-000653,-0.433306663007
ACH-000657,-0.367743203573
ACH-000658,-0.275557637345
ACH-000661,-0.14637334874000002
ACH-000662,-0.137809198927
ACH-000663,-0.342827361406
ACH-000665,-0.227444007847
ACH-000671,-0.228607199445
ACH-000673,-0.19854452226100003
ACH-000676,-0.346360734783
ACH-000677,-0.154683955035
ACH-000681,-0.450939208197
ACH-000682,-0.22346754193000004
ACH-000683,-0.232623557686
ACH-000684,0.00544107284474
ACH-000688,-0.182575735869
ACH-000693,-0.299995328133
ACH-000694,-0.302497354393
ACH-000695,-0.31750627326499997
ACH-000696,-0.207954029373
ACH-000697,-0.262283136651
ACH-000699,-0.325781743703
ACH-000701,-0.512636186096
ACH-000706,-0.14003776206399998
ACH-000711,-0.238407016739
ACH-000713,-0.299155034321
ACH-000714,-0.321263325163
ACH-000718,-0.292569700994
ACH-000720,-0.28193270754599997
ACH-000721,-0.237521689882
ACH-000724,-0.131461671874
ACH-000725,-0.294411994459
ACH-000732,-0.261371279082
ACH-000734,-0.48530666471199996
ACH-000735,-0.21111273439
ACH-000736,-0.43075784807899997
ACH-000738,-0.301050157609
ACH-000746,-0.47452027345700004
ACH-000747,-0.20460574302600001
ACH-000748,-0.25714286596
ACH-000753,-0.22184398544300002
ACH-000756,-0.495474412779
ACH-000757,-0.23966124884599999
ACH-000758,-0.529936073462
ACH-000760,-0.159584523028
ACH-000763,-0.500712479744
ACH-000764,-0.24889411132199998
ACH-000765,-0.39537451449100003
ACH-000766,-0.284828494501
ACH-000767,-0.146930350252
ACH-000768,-0.260634328932
ACH-000769,-0.15200143423
ACH-000770,-0.30182147041499996
ACH-000771,-0.30247098812199996
ACH-000773,-0.0645100953576
ACH-000776,-0.0679801443119
ACH-000777,-0.371051094867
ACH-000778,-0.24618403058899999
ACH-000781,-0.21088403176399997
ACH-000782,-0.0664487633917
ACH-000783,-0.333821364288
ACH-000784,-0.21930546789500002
ACH-000785,-0.237416520962
ACH-000787,-0.117445138433
ACH-000788,-0.27043343061
ACH-000791,-0.369300938925
ACH-000792,-0.344640374249
ACH-000794,-0.146769955222
ACH-000796,-0.380170083584
ACH-000799,-0.34976438523100006
ACH-000800,-0.166249053254
ACH-000802,-0.234206059307
ACH-000804,-0.13649358328800001
ACH-000805,-0.222347933274
ACH-000809,-0.283214960088
ACH-000810,-0.071127613198
ACH-000811,-0.251175761505
ACH-000817,-0.395960042001
ACH-000819,-0.348389856004
ACH-000820,-0.399146272903
ACH-000821,-0.33597847540799997
ACH-000822,-0.394531138413
ACH-000823,-0.33663786316600003
ACH-000824,-0.542485050432
ACH-000827,-0.38006952349100004
ACH-000829,-0.282758052362
ACH-000831,-0.31528468366
ACH-000832,-0.240168775816
ACH-000833,-0.524184963254
ACH-000834,-0.321757743925
ACH-000835,-0.277196158553
ACH-000836,-0.172683502472
ACH-000837,-0.320207632275
ACH-000838,-0.18520144546
ACH-000839,-0.224824440817
ACH-000840,-0.455858884319
ACH-000841,-0.0870011854593
ACH-000843,-0.220514146312
ACH-000846,-0.243667793001
ACH-000847,-0.22902912722399998
ACH-000848,-0.14910428795800001
ACH-000849,-0.214920195616
ACH-000851,-0.13838758334
ACH-000855,-0.046485482353
ACH-000856,-0.141529742818
ACH-000858,-0.27691846097899997
ACH-000859,-0.0656281548713
ACH-000861,-0.8028860722869999
ACH-000862,-0.27580295277100003
ACH-000865,-0.294017198948
ACH-000866,-0.326104471486
ACH-000867,-0.191653578751
ACH-000869,-0.19291119833099998
ACH-000872,-0.27017188155
ACH-000873,-0.545074792115
ACH-000876,-0.13356960613399999
ACH-000878,-0.30413811541200003
ACH-000880,-0.356127383389
ACH-000881,-0.219259341288
ACH-000882,-0.252518414735
ACH-000884,-0.176359973873
ACH-000885,-0.0721642573884
ACH-000887,-0.25659280771
ACH-000888,-0.120942854299
ACH-000889,-0.457687983934
ACH-000890,-0.11536562377800001
ACH-000896,-0.32854285508000003
ACH-000898,-0.300051444041
ACH-000900,-0.352056587676
ACH-000901,-0.312887450269
ACH-000905,-0.162436084811
ACH-000906,-0.22186297098299998
ACH-000907,-0.507168227573
ACH-000910,-0.218343877647
ACH-000911,-0.275671040647
ACH-000912,-0.371671958139
ACH-000913,-0.40114610067699996
ACH-000915,-0.276048954309
ACH-000916,-0.474836448289
ACH-000917,-0.404742179405
ACH-000921,-0.424491513456
ACH-000924,-0.323246409375
ACH-000926,-0.0670970168714
ACH-000928,-0.0164155762277
ACH-000929,-0.351984413437
ACH-000932,-0.41757014644100005
ACH-000935,-0.0830265094857
ACH-000936,-0.167297632069
ACH-000937,-0.232601971355
ACH-000938,-0.0573024603711
ACH-000939,-0.22625064297699998
ACH-000941,-0.43801908468
ACH-000943,-0.250453774916
ACH-000946,-0.402794103441
ACH-000947,-0.215889534745
ACH-000948,-0.346021565924
ACH-000950,-0.331345727354
ACH-000953,-0.34630955809
ACH-000957,-0.05115342865209999
ACH-000958,-0.502466601896
ACH-000960,-0.27993886720600003
ACH-000963,-0.355379363268
ACH-000968,-0.19392360537999997
ACH-000969,-0.09465748217730001
ACH-000973,-0.324629415573
ACH-000974,-0.301810748093
ACH-000975,-0.254447918243
ACH-000976,-0.331766246937
ACH-000978,-0.166155618649
ACH-000980,-0.21262318525899998
ACH-000984,-0.39181058151
ACH-000986,-0.150373841697
ACH-000988,-0.366345073271
ACH-000993,-0.365689591396
ACH-000994,-0.18803405828400002
ACH-000996,-0.688436287224
ACH-001001,-0.284793031455
ACH-001020,-0.6526980484279999
ACH-001028,-0.216942714298
ACH-001031,-0.311484031516
ACH-001038,-0.239188794171
ACH-001048,-0.101588589034
ACH-001050,-0.311142417874
ACH-001053,-0.340544881833
ACH-001054,-0.0861435791413
ACH-001061,-0.134907162586
ACH-001067,-0.38240031086900006
ACH-001075,-0.349717948828
ACH-001096,-0.318480797559
ACH-001128,-0.501705862643
ACH-001134,-0.195157560966
ACH-001151,-0.252105445757
ACH-001163,-0.27729486960099997
ACH-001164,-0.366776420249
ACH-001173,-0.41801233193000004
ACH-001183,-0.315843867858
ACH-001184,-0.388741963708
ACH-001190,-0.271794236259
ACH-001192,-0.451656689023
ACH-001193,-0.21354193575999997
ACH-001196,-0.179575799698
ACH-001197,-0.13227655125499999
ACH-001205,-0.228720405189
ACH-001211,-0.452731523288
ACH-001212,-0.313977927429
ACH-001228,-0.262162267281
ACH-001232,-0.184795468921
ACH-001239,-0.174022408409
ACH-001274,-0.255284691271
ACH-001275,-0.08655380048080001
ACH-001277,-0.330318091087
ACH-001278,-0.246344647378
ACH-001280,-0.161414650273
ACH-001283,-0.45837911486500005
ACH-001289,-0.5684025462510001
ACH-001295,-0.255324810481
ACH-001300,-0.0737778333887
ACH-001301,-0.410283235673
ACH-001302,-0.09238743342460001
ACH-001303,-0.07421851717860001
ACH-001306,-0.150001603233
ACH-001318,-0.35051966149400005
ACH-001322,-0.6005744431369999
ACH-001328,-0.317753565836
ACH-001332,-0.292604920476
ACH-001333,-0.261179617683
ACH-001336,-0.18124157630399998
ACH-001340,-0.209782443514
ACH-001346,-0.142105013533
ACH-001353,-0.285237245073
ACH-001354,-0.323560856834
ACH-001367,-0.25362432456399997
ACH-001368,-0.320297960486
ACH-001374,-0.0399049225029
ACH-001375,-0.46165265927500004
ACH-001377,-0.325685350479
ACH-001380,-0.302951289074
ACH-001391,-0.40546231360299995
ACH-001407,-0.257217261014
ACH-001408,-0.430903544512
ACH-001413,-0.35366925706600005
ACH-001430,-0.171270751968
ACH-001431,-0.14060718540699998
ACH-001450,-0.139705607515
ACH-001496,-0.150840887844
ACH-001500,-0.09021091405989999
ACH-001521,-0.536685205956
ACH-001523,-0.185013299335
ACH-001532,-0.288343412684
ACH-001536,-0.423334287297
ACH-001550,-0.252962698956
ACH-001552,-0.5563627515330001
ACH-001554,-0.231218292584
ACH-001645,-0.391755500577
ACH-001654,-0.359989524359
ACH-001715,0.036591859885300004
ACH-001735,-0.309805367821
ACH-001736,-0.22646488808
ACH-001737,-0.125426403583
ACH-001740,-0.226027502203
ACH-001745,-0.238020791302
ACH-001750,-0.39231304876
ACH-001765,-0.27690655205
ACH-001956,-0.326906136616
ACH-001957,-0.279076417414
