,MUSTN1 (389125)
ACH-000004,-0.22904224750500002
ACH-000007,-0.26440037664
ACH-000009,-0.24854701850299998
ACH-000011,0.00039668050228800004
ACH-000012,-0.21866981894999998
ACH-000013,-0.0675473518966
ACH-000014,-0.151376769327
ACH-000015,-0.22233494761300002
ACH-000017,-0.12965028429
ACH-000018,-0.151405035304
ACH-000019,-0.21447076773499998
ACH-000021,-0.25100558386599997
ACH-000022,-0.09989794983269999
ACH-000025,-0.20388722383000002
ACH-000028,-0.272031479293
ACH-000030,-0.151291217578
ACH-000035,-0.045667360125
ACH-000036,-0.243323246536
ACH-000037,0.068657233995
ACH-000039,-0.23019596552700003
ACH-000040,-0.036053911618699995
ACH-000041,-0.0579361855667
ACH-000042,-0.275714028012
ACH-000045,-0.411961660981
ACH-000047,-0.207696760025
ACH-000052,-0.18853029020999998
ACH-000053,-0.17196325755
ACH-000054,-0.365481314854
ACH-000055,-0.11700922145300001
ACH-000060,-0.291485530606
ACH-000067,-0.301945679327
ACH-000070,-0.00187934865526
ACH-000075,-0.044703210795599996
ACH-000078,-0.301209600537
ACH-000082,0.0311824945735
ACH-000085,-0.315736742308
ACH-000086,-0.173272128748
ACH-000087,0.0396563497936
ACH-000092,-0.125190855222
ACH-000095,-0.298597488032
ACH-000097,-0.149329918651
ACH-000098,-0.23756018242600002
ACH-000099,-0.138404611046
ACH-000108,-0.160744735541
ACH-000113,-0.323663767458
ACH-000115,-0.0573021573694
ACH-000116,-0.117951216055
ACH-000118,-0.21355270073399998
ACH-000120,-0.0808640601117
ACH-000123,-0.30701502110199996
ACH-000127,-0.16827714935600002
ACH-000128,-0.304432986521
ACH-000132,-0.07064827423539999
ACH-000133,-0.286246259474
ACH-000137,-0.0787412462677
ACH-000138,-0.128940696173
ACH-000142,-0.224587784603
ACH-000143,-0.227120752054
ACH-000146,0.0702038296467
ACH-000148,-0.0354002994473
ACH-000150,-0.20750600015700002
ACH-000152,-0.197554038981
ACH-000153,-0.0227720816502
ACH-000159,-0.168631875551
ACH-000160,-0.005812124090600001
ACH-000163,-0.008274465079
ACH-000167,-0.28089704696400003
ACH-000168,-0.0718870158273
ACH-000169,0.0662753373029
ACH-000178,-0.0859318130411
ACH-000182,-0.0626390612159
ACH-000183,-0.136523544083
ACH-000188,-0.383591485337
ACH-000189,0.0596267874551
ACH-000190,-0.129679741363
ACH-000198,0.147922918596
ACH-000204,0.048092982823
ACH-000206,-0.08489853812
ACH-000207,-0.249967853352
ACH-000211,-0.268676940892
ACH-000215,-0.0755225723915
ACH-000221,-0.29295581911999996
ACH-000222,-0.112720428828
ACH-000223,-0.217104998126
ACH-000226,-0.171741011453
ACH-000227,-0.159077913085
ACH-000228,-0.309449657604
ACH-000231,-0.205559416629
ACH-000232,-0.128776791487
ACH-000233,-0.23076204918600002
ACH-000234,0.084263532202
ACH-000235,-0.236080751615
ACH-000237,-0.233248347267
ACH-000238,-0.32248613412599997
ACH-000243,-0.10102378137599999
ACH-000244,-0.323444316307
ACH-000246,-0.131524164944
ACH-000248,-0.146671322295
ACH-000250,-0.145405364006
ACH-000251,-0.0028472990980300005
ACH-000253,-0.09028989855799999
ACH-000255,-0.0666899835421
ACH-000256,-0.142406819342
ACH-000257,-0.046607148809699996
ACH-000258,0.16897585684
ACH-000259,-0.17579318324700002
ACH-000260,-0.059774611951400006
ACH-000261,-0.2773471353
ACH-000262,-0.247742170887
ACH-000263,-0.206349839839
ACH-000264,-0.141757969703
ACH-000265,-0.184466516327
ACH-000266,-0.17245546950500001
ACH-000272,-0.106938080361
ACH-000273,-0.037270677738900006
ACH-000274,-0.261845355109
ACH-000277,-0.117964173785
ACH-000278,-0.07156584513280001
ACH-000279,-0.16875257036200003
ACH-000280,-0.462553798129
ACH-000281,-0.0741435640031
ACH-000288,-0.0670890206338
ACH-000291,-0.183353342649
ACH-000293,-0.0110040823744
ACH-000294,-0.34003251787699995
ACH-000295,-0.411762792191
ACH-000296,-0.172369705622
ACH-000302,-0.120421444951
ACH-000304,-0.187856683921
ACH-000307,-0.09069313447339998
ACH-000308,-0.09297604871269999
ACH-000310,-0.188392214567
ACH-000311,-0.0234991121539
ACH-000312,-0.055204713796600004
ACH-000315,-0.22776204066999997
ACH-000316,-0.0904154791495
ACH-000317,-0.044239599559199996
ACH-000318,-0.169716548643
ACH-000319,0.00311499715226
ACH-000320,-0.260851370482
ACH-000322,0.000373184873851
ACH-000323,-0.24667775564
ACH-000324,-0.201033808195
ACH-000329,-0.0085152015803
ACH-000330,-0.052262886115
ACH-000331,-0.0858276540814
ACH-000332,-0.110641650775
ACH-000334,-0.204517531952
ACH-000335,-0.178249461389
ACH-000336,0.35996429624
ACH-000337,-0.36342258131399996
ACH-000339,-0.145989834303
ACH-000341,-0.0698744434772
ACH-000348,-0.206418855836
ACH-000350,-0.216879944089
ACH-000352,-0.281220398838
ACH-000356,-0.35437721620800006
ACH-000361,-0.518170388588
ACH-000362,-0.213632331549
ACH-000363,-0.0794982033002
ACH-000364,-0.22699654094000002
ACH-000365,-0.233386899556
ACH-000366,-0.234007780566
ACH-000368,-0.202196482132
ACH-000374,-0.20224954534000003
ACH-000375,-0.194675390238
ACH-000376,-0.108269583045
ACH-000381,-0.458614047034
ACH-000383,-0.196926061179
ACH-000387,-0.29916291386300004
ACH-000389,0.0598909468604
ACH-000390,-0.26188742419100003
ACH-000393,-0.33814114292099995
ACH-000395,-0.34533830251500003
ACH-000397,-0.109305662798
ACH-000401,-0.232526826674
ACH-000402,-0.39996161485799997
ACH-000403,-0.231167436063
ACH-000404,-0.21317845941799998
ACH-000406,-0.108530927159
ACH-000407,-0.11533812498299999
ACH-000408,-0.0421902650612
ACH-000410,-0.146646875153
ACH-000411,-0.121349195607
ACH-000414,-0.225418748919
ACH-000415,-0.361005265979
ACH-000416,-0.128421818743
ACH-000420,-0.162745726503
ACH-000421,-0.145210737444
ACH-000424,-0.24280046971500002
ACH-000425,-0.184361450806
ACH-000426,-0.0755644166527
ACH-000427,-0.0153397597612
ACH-000433,-0.04736690284580001
ACH-000436,-0.160576980097
ACH-000444,0.0100654397719
ACH-000445,-0.342591861289
ACH-000448,-0.031548478270299996
ACH-000450,-0.383807902799
ACH-000452,-0.215430977423
ACH-000454,-0.236445516595
ACH-000458,-0.0376239997484
ACH-000459,0.108314554966
ACH-000460,-0.126738574392
ACH-000461,-0.113449043509
ACH-000463,-0.187280529515
ACH-000464,-0.29644670020799996
ACH-000466,-0.289161061826
ACH-000467,0.0214439237346
ACH-000468,-0.19380197591200002
ACH-000469,-0.0747974894113
ACH-000470,-0.08674497828
ACH-000471,-0.025342639646
ACH-000472,-0.129626448724
ACH-000473,-0.13883446177300002
ACH-000475,-0.031523132423099995
ACH-000476,-0.13818521609200002
ACH-000477,-0.308016846519
ACH-000480,-0.153841081711
ACH-000481,-0.18591426567699998
ACH-000483,0.0594529972017
ACH-000484,-0.09103723969689999
ACH-000485,-0.133752935998
ACH-000486,-0.416580380117
ACH-000487,0.042280566325000005
ACH-000488,-0.0922030836023
ACH-000490,-0.20124516715399998
ACH-000491,-0.051546229611499995
ACH-000495,-0.0944486131948
ACH-000496,-0.084478236368
ACH-000499,0.216462615724
ACH-000500,-0.44955247442900004
ACH-000502,-0.329487541569
ACH-000503,-0.11230508237600001
ACH-000505,-0.171651490213
ACH-000507,-0.06964390288660001
ACH-000510,-0.277824357974
ACH-000511,0.014713260981900001
ACH-000512,-0.50674881865
ACH-000516,0.017931815868799997
ACH-000517,-0.0327926390873
ACH-000518,-0.137900534853
ACH-000520,-0.147724931576
ACH-000521,-0.100207383092
ACH-000522,0.013998994636500001
ACH-000524,-0.370762747075
ACH-000527,-0.201912440924
ACH-000528,-0.08845446528920001
ACH-000537,-0.130864524374
ACH-000541,-0.0322279545502
ACH-000542,-0.103455097974
ACH-000544,-0.058353867708300006
ACH-000545,-0.09047675714610001
ACH-000547,-0.07243038168549999
ACH-000548,-0.11345563072100001
ACH-000549,-0.211915552153
ACH-000550,-0.285412160697
ACH-000552,-0.28610226707499997
ACH-000556,-0.198680814254
ACH-000557,-0.12117130509000001
ACH-000570,-0.029934307362900005
ACH-000571,-0.06820221833949999
ACH-000573,0.011752838220799998
ACH-000576,-0.130385019509
ACH-000580,-0.15050960032299998
ACH-000584,-0.23026121528299998
ACH-000585,-0.169490806992
ACH-000588,-0.0664382377818
ACH-000589,-0.253941985537
ACH-000591,-0.09646323361789999
ACH-000593,-0.16842094284200002
ACH-000600,0.0152128509712
ACH-000601,-0.139174426544
ACH-000604,-0.117646536863
