,RICTOR (253260)
ACH-000004,-0.203029879499
ACH-000007,-0.9258552780339999
ACH-000009,-0.248295266427
ACH-000011,-1.21993743308
ACH-000012,-0.17148542978300002
ACH-000013,-0.883679315336
ACH-000014,-0.809386937974
ACH-000015,-0.10879572785399999
ACH-000017,-1.26586550752
ACH-000018,-0.6535875472820001
ACH-000019,-0.600014391188
ACH-000021,-0.069743162237
ACH-000022,-0.7151189688699999
ACH-000025,-0.7438043826109999
ACH-000028,-0.46794341356799996
ACH-000030,-0.350615809283
ACH-000035,-0.513787520977
ACH-000036,-0.5812257809179999
ACH-000037,-0.547124276161
ACH-000039,-0.577805705143
ACH-000040,-0.495018510533
ACH-000041,-0.81970048051
ACH-000042,-0.533998012989
ACH-000045,-0.19422307562
ACH-000047,-0.39369135768200003
ACH-000052,-0.594765644407
ACH-000053,-0.484603235877
ACH-000054,-0.476772342891
ACH-000055,0.12995052935
ACH-000060,-0.7262024253839999
ACH-000067,-0.893148499303
ACH-000070,-0.672784250009
ACH-000075,-0.267937301993
ACH-000078,-0.17854163060800002
ACH-000082,-0.394353131947
ACH-000085,-0.714889156128
ACH-000086,-0.565532699164
ACH-000087,-0.49344413986999996
ACH-000092,-0.7597169383660001
ACH-000095,-0.8125201250480001
ACH-000097,-1.0691279445200002
ACH-000098,-1.13951037528
ACH-000099,-0.386097469963
ACH-000108,-0.60504378057
ACH-000113,-0.404274847494
ACH-000115,-1.06784716533
ACH-000116,-0.396071096861
ACH-000118,-0.494422028655
ACH-000120,-0.280492935116
ACH-000123,-0.30830860260299997
ACH-000127,-0.432496184001
ACH-000128,-0.6439030094579999
ACH-000132,-0.323976449802
ACH-000133,-0.365449913763
ACH-000137,-0.183043123807
ACH-000138,-0.228530153362
ACH-000142,-0.518611295543
ACH-000143,-0.928938228054
ACH-000146,-0.558964410667
ACH-000148,-0.882049325
ACH-000150,-0.631153642602
ACH-000152,-0.831685746232
ACH-000153,-0.51412433516
ACH-000159,-0.883510169025
ACH-000160,-0.42873101816500003
ACH-000163,-0.680019203722
ACH-000167,-0.7998502890160001
ACH-000168,-0.369615399261
ACH-000169,-0.458353269846
ACH-000178,-0.7449365334710001
ACH-000182,-0.06269695577909999
ACH-000183,-0.9686090014990001
ACH-000188,-0.16569639435
ACH-000189,-0.656300499526
ACH-000190,-0.5187637411689999
ACH-000198,-0.0284299183152
ACH-000204,-0.972596169874
ACH-000206,-0.18970540891100002
ACH-000207,-0.896638592615
ACH-000211,-0.712271152511
ACH-000215,-0.6853131037260001
ACH-000221,-0.177717885847
ACH-000222,-0.6999959177930001
ACH-000223,-0.37382248793300005
ACH-000226,-0.204169642974
ACH-000227,-0.316746288703
ACH-000228,-0.554162294575
ACH-000231,-0.943520116956
ACH-000232,-1.00291428081
ACH-000233,-0.365725739007
ACH-000234,-0.310389046432
ACH-000235,-0.46960667682400004
ACH-000237,-0.522179809158
ACH-000238,-0.516700822381
ACH-000243,-0.42962575710699996
ACH-000244,-0.955252323441
ACH-000246,-0.7679568860060001
ACH-000248,-0.8905015338700001
ACH-000250,-0.336906029354
ACH-000251,-0.241423331693
ACH-000253,-0.347654941618
ACH-000255,-0.4436499837899999
ACH-000256,-0.39698322261200003
ACH-000257,-0.856062856442
ACH-000258,-0.06691793676300001
ACH-000259,-0.140107198865
ACH-000260,-0.378260093751
ACH-000261,-0.632903488682
ACH-000262,-0.9423901801200001
ACH-000263,-0.771928249693
ACH-000264,-0.507838194262
ACH-000265,-0.26624021149099997
ACH-000266,-0.372806514556
ACH-000272,-0.7716756215989999
ACH-000273,-0.8377595039300001
ACH-000274,-0.38636188216399997
ACH-000277,-0.818636224178
ACH-000278,-0.262262423779
ACH-000279,-0.985397581956
ACH-000280,-0.764069490785
ACH-000281,-0.46083620964500005
ACH-000288,-1.14392696048
ACH-000291,-0.8822925368350001
ACH-000293,-0.710072673486
ACH-000294,-0.600481194849
ACH-000295,-0.9315346824580001
ACH-000296,-0.951973388813
ACH-000302,-0.660832793337
ACH-000304,-1.14463510073
ACH-000307,-0.429679607518
ACH-000308,-0.48247552834
ACH-000310,-0.260141810303
ACH-000311,-0.5888989794839999
ACH-000312,-0.204309964626
ACH-000315,-1.31620244495
ACH-000316,-0.336700010703
ACH-000317,-0.6544367874570001
ACH-000318,-0.212871367256
ACH-000319,-0.30444912145799996
ACH-000320,-0.023669056579299998
ACH-000322,-0.562977281858
ACH-000323,-1.10631507824
ACH-000324,-0.386924575497
ACH-000329,-0.400410209784
ACH-000330,-1.27113644057
ACH-000331,-0.505620475678
ACH-000332,-0.331332830745
ACH-000334,-0.184743693667
ACH-000335,-0.7202033496760001
ACH-000336,-1.03529595572
ACH-000337,-0.497886934246
ACH-000339,-0.49500796321699997
ACH-000341,-0.80579317621
ACH-000348,-0.488546234373
ACH-000350,-0.234197191825
ACH-000352,-0.368763640679
ACH-000356,-0.871028826127
ACH-000361,-0.36934860635899996
ACH-000362,-0.521417482275
ACH-000363,-1.08148481556
ACH-000364,-0.869724321533
ACH-000365,-1.1592732184999999
ACH-000366,-0.394577058938
ACH-000368,-0.768614176882
ACH-000374,-0.206571155229
ACH-000375,-0.780968500817
ACH-000376,-0.620570717627
ACH-000381,-0.8178661706679999
ACH-000383,-0.543521440267
ACH-000387,-0.333662618019
ACH-000389,-0.624802189244
ACH-000390,-0.39963050244599996
ACH-000393,-0.418203297061
ACH-000395,-0.879286569498
ACH-000397,-0.784990987199
ACH-000401,-0.863564564821
ACH-000402,-1.0155260814700002
ACH-000403,-0.37034357834799997
ACH-000404,-0.22575192205400002
ACH-000406,-0.855335045862
ACH-000407,-0.525553584891
ACH-000408,-0.487275976809
ACH-000410,-0.766734040541
ACH-000411,-0.215808232207
ACH-000414,-0.328892758749
ACH-000415,-0.5118921249530001
ACH-000416,-0.558078171213
ACH-000420,-0.634344898917
ACH-000421,-0.26070409903999997
ACH-000424,-1.0040016564
ACH-000425,-1.1042480163600001
ACH-000426,-0.9279631327410001
ACH-000427,-0.84620573005
ACH-000433,-0.6136781303769999
ACH-000436,-0.000480459436936
ACH-000444,-0.496690742644
ACH-000445,-0.8268096817239999
ACH-000448,-0.631597939603
ACH-000450,-1.00105137019
ACH-000452,-0.14483683947
ACH-000454,-0.454636790785
ACH-000458,-0.542630828191
ACH-000459,-0.679169354338
ACH-000460,-0.8990897101049999
ACH-000461,-0.257730266569
ACH-000463,-0.547272434374
ACH-000464,-0.697793268837
ACH-000466,-1.0206945981
ACH-000467,-0.883714778396
ACH-000468,-0.578347999797
ACH-000469,-0.513474537529
ACH-000470,-0.502370672992
ACH-000471,-0.207071232159
ACH-000472,-0.461892396629
ACH-000473,-0.264084397177
ACH-000475,-0.555472700689
ACH-000476,-0.306938809736
ACH-000477,-0.7380100667120001
ACH-000480,-0.5091821755979999
ACH-000481,-0.564378986634
ACH-000483,-0.5834035435029999
ACH-000484,-0.541035405636
ACH-000485,-0.224103668821
ACH-000486,-0.299687849124
ACH-000487,-0.619000466563
ACH-000488,-0.425589336851
ACH-000490,-0.514484959551
ACH-000491,-0.144677967234
ACH-000495,-0.693055785105
ACH-000496,-0.30342074635
ACH-000499,-0.5426991098089999
ACH-000500,-1.00217935646
ACH-000502,-0.491021729997
ACH-000503,-0.290069480009
ACH-000505,-0.8436442966590001
ACH-000507,-0.868953854401
ACH-000510,-0.486910623323
ACH-000511,-0.41418399239
ACH-000512,-0.9525416109
ACH-000516,-0.490402991671
ACH-000517,-0.43638761348099997
ACH-000518,-0.7536576977930001
ACH-000520,-0.304789601989
ACH-000521,-0.653336849711
ACH-000522,-0.762329028081
ACH-000524,-0.668724013398
ACH-000527,-0.7307358002150001
ACH-000528,-0.41988059562700003
ACH-000537,-0.759932996448
ACH-000541,-1.3844858866999998
ACH-000542,-0.40747460638099997
ACH-000544,-0.6476613967620001
ACH-000545,-0.893148524963
ACH-000547,-1.0007047093299999
ACH-000548,-0.301463206546
ACH-000549,-0.636385806453
ACH-000550,-1.2798129977200001
ACH-000552,-0.59140887541
ACH-000556,-0.636443588323
ACH-000557,-0.405887563853
ACH-000570,-0.6945989719589999
ACH-000571,-0.45777401194899997
ACH-000573,-0.56707778948
ACH-000576,-0.8056170446250001
ACH-000580,-0.560228264836
ACH-000584,-0.46343689597099996
ACH-000585,-1.22324670189
ACH-000588,-0.7640274851090001
ACH-000589,-0.31045627099399997
ACH-000591,-0.985487659059
ACH-000593,-1.3134080264399999
ACH-000600,-1.03195694729
ACH-000601,-0.44054196851000005
ACH-000604,0.0221680263257
ACH-000605,-0.605974303294
ACH-000606,-0.322862195528
ACH-000608,-0.89728781876
ACH-000614,-0.9185991847299999
ACH-000616,-0.765060734861
ACH-000618,-0.09200291055700001
ACH-000619,-0.285543005433
ACH-000620,-1.00902380059
ACH-000621,-0.206987331158
ACH-000622,-0.159754345154
ACH-000623,-0.48502308493
ACH-000624,-0.282434177803
ACH-000627,-0.523483908581
ACH-000630,-0.73731813102
ACH-000632,-0.520606521203
ACH-000633,-0.6849266458650001
ACH-000637,-0.494208913441
ACH-000638,-0.293141815124
ACH-000646,-1.14095923199
ACH-000647,-0.636032680763
ACH-000648,-0.38531746314000004
ACH-000649,-0.802745675071
ACH-000651,-0.15075353915
ACH-000652,-0.7428617342370001
ACH-000653,-0.662659252361
ACH-000657,-0.567431688043
ACH-000658,-1.30538199054
ACH-000661,-0.111923807421
ACH-000662,-0.390585060705
ACH-000663,-0.5689505231449999
ACH-000665,-0.48430558914399996
ACH-000671,-0.770193004164
ACH-000673,-0.9075115232780001
ACH-000676,-0.317951286409
ACH-000677,-0.467494839397
ACH-000681,-0.5589737090269999
ACH-000682,-0.24327491815000002
ACH-000683,-0.09054817870580001
ACH-000684,-1.1510143749
ACH-000688,-0.537737454132
ACH-000693,-0.39432807763899996
ACH-000694,-0.368114731975
ACH-000695,-0.117812226368
ACH-000696,-0.173571909618
ACH-000697,-0.0896267698957
ACH-000699,-0.668821146023
ACH-000701,-0.431356425066
ACH-000706,-0.431219931768
ACH-000711,-0.456494491047
ACH-000713,-0.11741054932499999
ACH-000714,-0.758211415262
ACH-000718,-0.34500195109
ACH-000720,-0.345457944549
ACH-000721,-0.999632769126
ACH-000724,-0.357421005622
ACH-000725,-0.978502668606
ACH-000732,-0.653996761986
ACH-000734,-0.765528480465
ACH-000735,-0.28701978161200004
ACH-000736,-0.873845014544
ACH-000738,-0.528948710344
ACH-000746,-0.5388391640569999
ACH-000747,-0.571642468517
ACH-000748,-0.37858777717000003
ACH-000753,-0.441285311906
ACH-000756,-0.576193729528
ACH-000757,-0.252357858397
ACH-000758,-0.0154343656533
ACH-000760,-0.454808481206
ACH-000763,-1.4254390035799998
ACH-000764,-0.357755374431
ACH-000765,-0.6253173381530001
ACH-000766,-0.7517759818269999
ACH-000767,-0.696634185984
ACH-000768,-0.506681939526
ACH-000769,-0.46638061713
ACH-000770,-0.938908002669
ACH-000771,-0.24571067580400002
ACH-000773,-0.29848309857099997
ACH-000776,-0.58463758842
ACH-000777,-0.5373217509730001
ACH-000778,-0.118627291139
ACH-000781,-0.726708674473
ACH-000782,-0.535213304273
ACH-000783,-0.40978464278899995
ACH-000784,-0.761103531681
ACH-000785,-0.315947585947
ACH-000787,-0.597860620344
ACH-000788,-0.8622964499860001
ACH-000791,-0.42256463892800006
ACH-000792,-0.85283528799
ACH-000794,-0.289327698198
ACH-000796,-0.477088038279
ACH-000799,-0.269130796107
ACH-000800,-0.18162817444200002
ACH-000802,-0.42266384142999996
ACH-000804,-0.42077511245899996
ACH-000805,-0.0455379157094
ACH-000809,-0.958320709046
ACH-000810,-0.50533794625
ACH-000811,-0.6880515812100001
ACH-000817,-0.613511442813
ACH-000819,-0.604447552325
ACH-000820,-0.603436740513
ACH-000821,-0.6977034674160001
ACH-000822,0.0221605023252
ACH-000823,-0.563980841714
ACH-000824,-0.443182049468
ACH-000827,-0.495523656104
ACH-000829,-0.5884872433199999
ACH-000831,-0.158121894509
ACH-000832,-0.369478958658
ACH-000833,-0.53233289889
ACH-000834,-0.5247418631180001
ACH-000835,-0.505611045744
ACH-000836,-0.20530722780299998
ACH-000837,-0.24855406124899998
ACH-000838,-0.605130612408
ACH-000839,-0.577891734368
ACH-000840,-0.297611724121
ACH-000841,-0.159605664861
ACH-000843,-0.428208926803
ACH-000846,-0.438018360128
ACH-000847,-0.9284791816600001
ACH-000848,-0.8424866074609999
ACH-000849,-0.532190532214
ACH-000851,-0.45139392382
ACH-000855,-0.306116390543
ACH-000856,-0.7026077922730001
ACH-000858,-0.351506775222
ACH-000859,-0.448077478956
ACH-000861,-0.430538390058
ACH-000862,-0.411709923003
ACH-000865,-0.668320248967
ACH-000866,-0.98657281661
ACH-000867,-0.11004170792099999
ACH-000869,-0.166571696678
ACH-000872,-0.471792819805
ACH-000873,-0.640296175082
ACH-000876,-1.09212499487
ACH-000878,-0.760478781092
ACH-000880,-0.514103659115
ACH-000881,-0.608792573423
ACH-000882,-0.365915947749
ACH-000884,-0.6380921781000001
ACH-000885,-0.859730352454
ACH-000887,-0.530677629222
ACH-000888,-0.195773858598
ACH-000889,-0.8766027462360001
ACH-000890,-0.35948712128700006
ACH-000896,-0.48279142777199996
ACH-000898,-0.675350828346
ACH-000900,-0.519441041859
ACH-000901,-0.579008144019
ACH-000905,-0.5429898831800001
ACH-000906,-0.256778375138
ACH-000907,-1.0401189043999999
ACH-000910,-0.64958020467
ACH-000911,-0.628115261308
ACH-000912,-0.42679469066299996
