,HIST1H3F (8968)
ACH-000004,-0.30270326975699996
ACH-000007,0.0151316334634
ACH-000009,-0.194619701006
ACH-000011,-0.262057871331
ACH-000012,-0.253956851694
ACH-000013,-0.032031785832799996
ACH-000014,-0.372084191308
ACH-000015,-0.221539413992
ACH-000017,-0.22719422493900002
ACH-000018,-0.103639797023
ACH-000019,-0.34417352164000004
ACH-000021,-0.053392657540499995
ACH-000022,-0.0786950259499
ACH-000025,-0.0978086904005
ACH-000028,-0.157458414352
ACH-000030,-0.136447568441
ACH-000035,-0.41460114853200003
ACH-000036,-0.187399407634
ACH-000037,-0.229441068313
ACH-000039,-0.206508135691
ACH-000040,-0.302506687589
ACH-000041,-0.125679972069
ACH-000042,-0.11095223614800001
ACH-000045,-0.16762799544
ACH-000047,-0.35182237493600005
ACH-000052,-0.3327617798
ACH-000053,-0.05890165252230001
ACH-000054,-0.20097145295899999
ACH-000055,-0.289079666703
ACH-000060,-0.34345882922700005
ACH-000067,-0.342314584577
ACH-000070,-0.427537653472
ACH-000075,-0.480638913666
ACH-000078,-0.052781509918
ACH-000082,-0.300692682177
ACH-000085,-0.309227194784
ACH-000086,-0.32974676286
ACH-000087,-0.311710876835
ACH-000092,-0.280628606279
ACH-000095,-0.225359743616
ACH-000097,-0.22872924403
ACH-000098,-0.25595065948199996
ACH-000099,-0.108658253172
ACH-000108,-0.119424639865
ACH-000113,-0.216780350407
ACH-000115,-0.575808335101
ACH-000116,-0.165700709728
ACH-000118,-0.189076924654
ACH-000120,-0.03635376571230001
ACH-000123,-0.0905887083202
ACH-000127,-0.21485120549400002
ACH-000128,-0.07085370189019999
ACH-000132,-0.151770855841
ACH-000133,-0.264068018026
ACH-000137,-0.47488697508999994
ACH-000138,-0.131706777886
ACH-000142,-0.221780129644
ACH-000143,-0.09713601786760001
ACH-000146,-0.162359199442
ACH-000148,-0.161351370426
ACH-000150,-0.21147420972800002
ACH-000152,-0.294149301737
ACH-000153,-0.011495361744799999
ACH-000159,-0.213026024285
ACH-000160,-0.353354538656
ACH-000163,-0.248261651131
ACH-000167,-0.423467084293
ACH-000168,-0.33615876144199996
ACH-000169,-0.289628273
ACH-000178,-0.36065114901399997
ACH-000182,-0.19217890200100002
ACH-000183,-0.136393877368
ACH-000188,-0.36022931839500005
ACH-000189,0.224893558317
ACH-000190,-0.432118055792
ACH-000198,-0.300709719105
ACH-000204,0.0388197790963
ACH-000206,-0.7024042073190001
ACH-000207,-0.282442595876
ACH-000211,-0.19207312542999996
ACH-000215,-0.22613327781
ACH-000221,-0.0470993859947
ACH-000222,-0.0446932734516
ACH-000223,-0.392141716488
ACH-000226,-0.198334441783
ACH-000227,0.0161539803144
ACH-000228,-0.18399184767700003
ACH-000231,-0.316883361358
ACH-000232,-0.0710139423155
ACH-000233,-0.2099631084
ACH-000234,-0.044927012407099995
ACH-000235,-0.182384739358
ACH-000237,-0.23972433757800002
ACH-000238,-0.143372540625
ACH-000243,-0.0723627094933
ACH-000244,-0.176859447714
ACH-000246,-0.22976608992400002
ACH-000248,-0.136660525334
ACH-000250,-0.18330178825
ACH-000251,-0.477575044103
ACH-000253,-0.250307556789
ACH-000255,-0.14444047224
ACH-000256,-0.0741617318843
ACH-000257,-0.046748015616
ACH-000258,-0.556675732652
ACH-000259,-0.19640611855
ACH-000260,-0.15742243690500002
ACH-000261,-0.197317047172
ACH-000262,-0.18250541371800003
ACH-000263,-0.046472820794900005
ACH-000264,-0.187851347905
ACH-000265,-0.183654378461
ACH-000266,-0.18214251954100003
ACH-000272,-0.0737791311561
ACH-000273,-0.138331224877
ACH-000274,-0.13948636983100002
ACH-000277,-0.38020619538
ACH-000278,-0.164828302477
ACH-000279,-0.14558918690300002
ACH-000280,-0.280377713864
ACH-000281,-0.259121191673
ACH-000288,-0.0635932027455
ACH-000291,-0.210145302317
ACH-000293,-0.446120759158
ACH-000294,-0.009632540079399999
ACH-000295,-0.249707535725
ACH-000296,-0.27054545950500003
ACH-000302,-0.0781067458611
ACH-000304,-0.472163406761
ACH-000307,-0.246811089032
ACH-000308,-0.35552805406099997
ACH-000310,-0.137842466542
ACH-000311,-0.14159246269099998
ACH-000312,-0.0869950310045
ACH-000315,-0.131561608507
ACH-000316,-0.101251971801
ACH-000317,-0.37044908651
ACH-000318,-0.193484729418
ACH-000319,-0.300955510205
ACH-000320,0.012907443103700001
ACH-000322,-0.127486421909
ACH-000323,-0.36212507889300005
ACH-000324,-0.227369904553
ACH-000329,-0.141536487538
ACH-000330,-0.104165325019
ACH-000331,-0.256136807829
ACH-000332,-0.228728198929
ACH-000334,-0.017316074404900003
ACH-000335,-0.105322062248
ACH-000336,-0.018640166277999998
ACH-000337,-0.159215497582
ACH-000339,-0.14540830469399998
ACH-000341,-0.5191147898080001
ACH-000348,-0.27281910698
ACH-000350,-0.00135931075801
ACH-000352,-0.134990958733
ACH-000356,-0.663129425433
ACH-000361,-0.35722944968000003
ACH-000362,-0.421636007232
ACH-000363,-0.299999500697
ACH-000364,-0.153655642599
ACH-000365,-0.146113309277
ACH-000366,-0.0528959902921
ACH-000368,-0.120124449199
ACH-000374,-0.259812066888
ACH-000375,-0.301569864488
ACH-000376,-0.15787890939000002
ACH-000381,-0.0869141759447
ACH-000383,-0.208686461734
ACH-000387,-0.228100882917
ACH-000389,-0.14683004905400002
ACH-000390,-0.170979026337
ACH-000393,-0.22745416362
ACH-000395,-0.131817055135
ACH-000397,-0.22758697658100002
ACH-000401,0.0610822654258
ACH-000402,-0.244706611824
ACH-000403,-0.148250531211
ACH-000404,-0.5749851296230001
ACH-000406,-0.100923682438
ACH-000407,-0.23753474126600002
ACH-000408,-0.476196343423
ACH-000410,-0.135601458518
ACH-000411,-0.0058741536878
ACH-000414,-0.18266582971200002
ACH-000415,-0.152673237465
ACH-000416,-0.176784621257
ACH-000420,0.0267387587
ACH-000421,-0.173026557876
ACH-000424,-0.348244258896
ACH-000425,-0.0860971641109
