,DSC3 (1825)
ACH-000004,-0.11138409912200001
ACH-000007,-0.231081846357
ACH-000009,-0.041346526145
ACH-000011,-0.0815260311424
ACH-000012,0.0914340507801
ACH-000013,-0.06172761650380001
ACH-000014,0.0213772061642
ACH-000015,-0.173087145285
ACH-000017,0.159540412514
ACH-000018,-0.00834246339884
ACH-000019,-0.00862985132126
ACH-000021,0.00801846042875
ACH-000022,-0.0325869613619
ACH-000025,-0.058317158942099996
ACH-000028,-0.16724285907
ACH-000030,-0.0388246527509
ACH-000035,0.042007249738
ACH-000036,0.0317915183525
ACH-000037,0.0508654576825
ACH-000039,-0.0106017945447
ACH-000040,0.0352867305991
ACH-000041,0.15601673229399998
ACH-000042,0.0530599623769
ACH-000045,-0.022948569536099996
ACH-000047,0.00826636736028
ACH-000052,0.325941657196
ACH-000053,0.0619280860076
ACH-000054,-0.054947202105199995
ACH-000055,-0.23161907089699998
ACH-000060,0.024393117508799998
ACH-000067,0.21283368918499998
ACH-000070,0.0582590376031
ACH-000075,-0.355183951679
ACH-000078,0.138508308539
ACH-000082,0.0469238001178
ACH-000085,0.128184646916
ACH-000086,0.014941202874200001
ACH-000087,0.10127310348099999
ACH-000092,-0.06285418795419999
ACH-000095,-0.120016615277
ACH-000097,-0.014206440982299999
ACH-000098,0.14337709307399998
ACH-000099,-0.026202251824900002
ACH-000108,0.261103064833
ACH-000113,-0.0999258324309
ACH-000115,-0.00507710621471
ACH-000116,-0.0317429235956
ACH-000118,0.118534776845
ACH-000120,0.20472787374899998
ACH-000123,-0.0457431254081
ACH-000127,0.0816123305467
ACH-000128,-0.109804763166
ACH-000132,-0.147632099805
ACH-000133,-0.005377659275689999
ACH-000137,0.0644384266053
ACH-000138,0.09398708098570001
ACH-000142,0.00831675334946
ACH-000143,0.0855590662132
ACH-000146,-0.112496205474
ACH-000148,-0.07021300988319999
ACH-000150,0.0627648019142
ACH-000152,0.000677301125261
ACH-000153,0.143007888972
ACH-000159,0.12511801744599998
ACH-000160,-0.0728085876748
ACH-000163,0.125925284597
ACH-000167,-0.0515839501399
ACH-000168,-0.0370648176343
ACH-000169,0.0557247766582
ACH-000178,-0.0952277543417
ACH-000182,-0.17040744623399998
ACH-000183,-0.23989396558200002
ACH-000188,0.27746573125999996
ACH-000189,-0.0862413618034
ACH-000190,-0.09512446126639999
ACH-000198,0.0278539355375
ACH-000204,-0.0545202018645
ACH-000206,-0.05251018818659999
ACH-000207,-0.0793876875588
ACH-000211,-0.11291190227499999
ACH-000215,-0.0269988617704
ACH-000221,0.12184292333900001
ACH-000222,0.118696736791
ACH-000223,0.0858352102165
ACH-000226,0.0248746831798
ACH-000227,0.09462759222599999
ACH-000228,-0.164885375819
ACH-000231,0.039038113060000004
ACH-000232,-0.132832119541
ACH-000233,0.0649866581451
ACH-000234,-0.0720362591391
ACH-000235,0.03988122000680001
ACH-000237,0.012305077533299999
ACH-000238,0.00441467062693
ACH-000243,0.0734786212387
ACH-000244,-0.387196730065
ACH-000246,-0.0569624131329
ACH-000248,0.0356220189901
ACH-000250,-0.0513895000746
ACH-000251,0.389668841322
ACH-000253,0.0203044575269
ACH-000255,0.0522307485034
ACH-000256,-0.282549829559
ACH-000257,0.266481211574
ACH-000258,0.0838540636902
ACH-000259,0.19319025636300002
ACH-000260,0.0368483628411
ACH-000261,-0.027445567774299996
ACH-000262,-0.0590736905188
ACH-000263,0.0489893073508
ACH-000264,-0.0445207541151
ACH-000265,0.0177549215325
ACH-000266,0.057157771765999996
ACH-000272,-0.0484466142796
ACH-000273,-0.0185602864635
ACH-000274,0.00887172119277
ACH-000277,0.11540150080299999
ACH-000278,-0.315782229294
ACH-000279,0.135776289352
ACH-000280,-0.074523724595
ACH-000281,-0.117017170337
ACH-000288,0.0825376382417
ACH-000291,-0.0183086307711
ACH-000293,-0.36449196318000004
ACH-000294,0.0535843565445
ACH-000295,-0.179413696533
ACH-000296,0.0103118254315
ACH-000302,0.0363076389864
ACH-000304,0.008144508822249999
ACH-000307,-0.0371431543524
ACH-000308,0.052272613839999996
ACH-000310,0.0769509929105
ACH-000311,0.252767243062
ACH-000312,0.22579726425299998
ACH-000315,-0.0914967570578
ACH-000316,-0.0013357266149500002
ACH-000317,0.303833936824
ACH-000318,-0.141865131064
ACH-000319,-0.024630795057000002
ACH-000320,0.135933241171
ACH-000322,-0.194220632332
ACH-000323,-0.127252975174
ACH-000324,0.0039039884878200003
ACH-000329,0.04228856302780001
ACH-000330,-0.184344248711
ACH-000331,-0.242633468552
ACH-000332,-0.05103921784630001
ACH-000334,0.0299572180585
ACH-000335,-0.18574982727400002
ACH-000336,-0.144596286024
ACH-000337,0.130005755167
ACH-000339,0.0158426403596
ACH-000341,0.295894334542
ACH-000348,-0.124902504192
ACH-000350,-0.118014598439
ACH-000352,-0.017427868128200002
ACH-000356,-0.159663515451
ACH-000361,-0.025559048582700004
ACH-000362,0.0820221021025
ACH-000363,-0.0427984149029
ACH-000364,-0.229753013895
ACH-000365,0.0916220608981
ACH-000366,0.0656515033396
ACH-000368,0.14775299057
ACH-000374,0.0716615600875
ACH-000375,0.367814469664
ACH-000376,0.014009676006300001
ACH-000381,-0.25655472276
ACH-000383,0.029253778829299998
ACH-000387,0.0149739590807
ACH-000389,0.22667149542
ACH-000390,-0.0140164848678
ACH-000393,-0.148955108408
ACH-000395,0.243067795529
ACH-000397,0.010991882443899998
ACH-000401,0.0544995416578
ACH-000402,-0.156000399221
ACH-000403,-0.07876003976710001
ACH-000404,-0.378263622455
ACH-000406,-0.021661617248
ACH-000407,0.105238303056
ACH-000408,-0.200216736862
ACH-000410,0.0506320838296
ACH-000411,0.114005924298
ACH-000414,0.180065063666
ACH-000415,0.013503030559799999
ACH-000416,-0.313412265313
ACH-000420,0.0461363466749
ACH-000421,0.062420285692400004
ACH-000424,0.17685448338399998
ACH-000425,-0.10233650448699999
ACH-000426,-0.12377495834
ACH-000427,-0.052271693388700004
ACH-000433,0.355524708213
ACH-000436,0.133468407743
