,ARSB (411)
ACH-000458,-0.26857604905
ACH-000459,-0.217051442482
ACH-000460,-0.265961501835
ACH-000461,-0.204029749421
ACH-000463,-0.272148235561
ACH-000464,-0.0203437878537
ACH-000466,-0.571844986613
ACH-000467,-0.09673996064099999
ACH-000468,-0.229988100957
ACH-000469,-0.22485423938000001
ACH-000470,-0.220674122613
ACH-000471,-0.266961419344
ACH-000472,-0.193524421397
ACH-000473,-0.299431591216
ACH-000475,-0.28106880718000005
ACH-000476,-0.365446554872
ACH-000477,-0.35150747372100005
ACH-000480,-0.0842193116199
ACH-000481,-0.165847300265
ACH-000483,-0.327741537483
ACH-000484,-0.46145908486599996
ACH-000485,-0.139879310128
ACH-000486,-0.345186516412
ACH-000487,-0.3495150697
ACH-000488,-0.271367171921
ACH-000490,-0.165880410254
ACH-000491,-0.383091609237
ACH-000495,-0.194391159015
ACH-000496,-0.23593891175099999
ACH-000499,-0.15629142117
ACH-000500,-0.344360322703
ACH-000502,-0.239290122341
ACH-000503,0.21333783652600002
ACH-000505,-0.330818877651
ACH-000507,-0.0826771062443
ACH-000510,-0.272546333145
ACH-000511,-0.175048894477
ACH-000512,-0.218989315401
ACH-000516,-0.123187110506
ACH-000517,-0.333245716822
ACH-000518,-0.386115167256
ACH-000520,-0.21095581034699998
ACH-000521,-0.185359957082
ACH-000522,-0.36094451883100004
ACH-000524,-0.330411959608
ACH-000527,-0.262129681609
ACH-000528,-0.240586028254
ACH-000537,-0.30668448165199996
ACH-000541,-0.334042740006
ACH-000542,-0.308516565009
ACH-000544,-0.6167677842539999
ACH-000545,-0.26465508755399997
ACH-000547,-0.09879672607519999
ACH-000548,-0.23519895863600002
ACH-000549,-0.522021135826
ACH-000550,-0.364323329415
ACH-000552,-0.329200802845
ACH-000556,-0.200323582449
ACH-000557,-0.291520564805
ACH-000570,-0.186707502347
ACH-000571,-0.269638496785
ACH-000573,-0.405277952599
ACH-000576,-0.43369561938400003
ACH-000580,-0.13887588116
ACH-000584,-0.364758766005
ACH-000585,-0.330551226153
ACH-000588,-0.356309688929
ACH-000589,-0.264063552586
ACH-000591,-0.30247778941799996
ACH-000593,-0.329580774392
ACH-000600,-0.319518602089
ACH-000601,-0.330657835743
ACH-000604,-0.509530511285
ACH-000605,-0.201372424367
ACH-000606,-0.39752971538000004
ACH-000608,-0.24340969056899997
ACH-000614,-0.23811423388500003
ACH-000616,-0.415168868483
ACH-000618,-0.143687777983
ACH-000619,-0.326550615399
ACH-000620,-0.262478803244
ACH-000621,-0.304565157715
ACH-000622,-0.305970726679
ACH-000623,-0.09192965782710001
ACH-000624,-0.33744792284900005
ACH-000627,-0.261260927694
ACH-000630,-0.294833460331
ACH-000632,-0.203859035549
ACH-000633,-0.412336843521
ACH-000637,-0.17390220575399998
ACH-000638,-0.38564843265500004
ACH-000646,-0.304876551199
ACH-000647,-0.28206234424000004
ACH-000648,-0.421147498346
ACH-000649,-0.215520906441
ACH-000651,-0.5089718437349999
ACH-000652,-0.259155180274
ACH-000653,-0.05981478936700001
ACH-000657,-0.34045126536799997
ACH-000658,-0.234046115892
ACH-000661,-0.158936803328
ACH-000662,-0.37353552513099997
ACH-000663,-0.27692866209399997
ACH-000665,-0.332767331071
ACH-000671,-0.303654386105
ACH-000673,-0.273854734944
ACH-000676,-0.136912848405
ACH-000677,-0.484940656141
ACH-000681,-0.429986650109
ACH-000682,-0.202463524452
ACH-000683,-0.36050763926
ACH-000684,-0.12279310696799998
ACH-000688,-0.311431904193
ACH-000693,-0.35624146532799994
ACH-000694,-0.225770638618
ACH-000695,-0.267011376452
ACH-000696,-0.34744762293399994
ACH-000697,-0.153506562041
ACH-000699,-0.314091145294
ACH-000701,-0.463526751671
ACH-000706,-0.237520126539
ACH-000711,-0.18929491786699998
ACH-000713,-0.22496565537399998
ACH-000714,-0.102642527492
ACH-000718,-0.37983925398400004
ACH-000720,-0.359316378232
ACH-000721,-0.296666164689
ACH-000724,-0.392329659181
ACH-000725,-0.148421328109
ACH-000732,-0.0539683260559
ACH-000734,-0.214756371233
ACH-000735,-0.33937861709399997
ACH-000736,-0.147962588332
ACH-000738,-0.298690524139
ACH-000746,-0.126735039396
ACH-000747,-0.389446337061
ACH-000748,-0.33657443811899995
ACH-000753,-0.263676719069
ACH-000756,0.021220038168000003
ACH-000757,-0.33898256853200004
ACH-000758,-0.312891574981
ACH-000760,-0.272155952802
ACH-000763,-0.428508926887
ACH-000764,-0.39744333839400003
ACH-000765,-0.23552045375300001
ACH-000766,-0.06529060497530001
ACH-000767,-0.207517705366
ACH-000768,-0.42235376086599996
ACH-000769,-0.28656643519200004
ACH-000770,-0.24150935647500002
ACH-000771,-0.388909107136
ACH-000773,-0.318507743864
ACH-000776,-0.33335218833
ACH-000777,-0.308284868343
ACH-000778,-0.13339450170999997
ACH-000781,-0.232942745665
ACH-000782,-0.36732545365
ACH-000783,-0.28553233058899996
ACH-000784,-0.23859486314599998
ACH-000785,-0.34221817902900004
ACH-000787,-0.417629985258
ACH-000788,-0.287086196475
ACH-000791,-0.16866213825999998
ACH-000792,-0.310768231977
ACH-000794,-0.392417225808
ACH-000796,-0.375873342629
ACH-000799,-0.416760843679
ACH-000800,-0.398263577454
ACH-000802,-0.322450190201
ACH-000804,-0.5782183721649999
ACH-000805,-0.538549413613
ACH-000809,-0.11512711188500001
ACH-000810,-0.269340301472
ACH-000811,-0.147146255295
ACH-000817,-0.20239986627599998
ACH-000819,-0.318801382184
ACH-000820,-0.534246430299
ACH-000821,-0.344524505947
ACH-000822,-0.29820987400800003
ACH-000823,-0.40199304581699996
ACH-000824,-0.24409090073399997
ACH-000827,-0.163162712039
ACH-000829,-0.347958349168
ACH-000831,-0.133657554727
ACH-000832,-0.385239673904
ACH-000833,-0.15646839509500002
ACH-000834,-0.44975785088
ACH-000835,-0.384287677104
ACH-000836,-0.0426396678044
ACH-000837,-0.355037719453
ACH-000838,-0.747046898541
ACH-000839,-0.20906363167300002
ACH-000840,-0.129808431309
ACH-000841,-0.31060941956599997
ACH-000843,-0.346794934243
ACH-000846,-0.341885721118
ACH-000847,-0.28105449489
ACH-000848,-0.317267197176
ACH-000849,-0.37458630275300003
ACH-000851,-0.373273882206
ACH-000855,-0.129150199486
ACH-000856,-0.220889555101
ACH-000858,-0.265288061036
ACH-000859,-0.37231504669699994
ACH-000861,-0.520278500241
ACH-000862,-0.325491353097
ACH-000865,-0.31230439242400004
ACH-000866,-0.20488493673500002
ACH-000867,-0.270980139675
ACH-000869,-0.10205800618699999
ACH-000872,-0.35953234603100004
ACH-000873,0.0035711053591700004
ACH-000876,-0.23745866986900002
ACH-000878,-0.226202710761
ACH-000880,-0.30778030913000004
ACH-000881,-0.352824980921
ACH-000882,-0.146399458952
ACH-000884,-0.22540213516999996
ACH-000885,-0.211141185099
ACH-000887,-0.270565005786
ACH-000888,-0.33405909696999997
ACH-000889,-0.109041565156
ACH-000890,-0.455619244732
ACH-000896,-0.39606953837700004
ACH-000898,-0.506310763965
ACH-000900,-0.284325336267
ACH-000901,-0.290355409838
ACH-000905,-0.285481012501
ACH-000906,-0.34652948060000005
ACH-000907,-0.0564610489016
ACH-000910,-0.192192943943
ACH-000911,-0.315766759567
ACH-000912,-0.271734567426
ACH-000913,-0.366627709522
ACH-000915,-0.4861191819100001
ACH-000916,-0.32594764681
ACH-000917,-0.37781043346500004
ACH-000921,-0.28163633386500003
ACH-000924,-0.215215041566
ACH-000926,-0.06598618164940001
ACH-000928,-0.37281915691699996
ACH-000929,-0.5980435690479999
ACH-000932,-0.240360252365
ACH-000935,-0.314763963626
ACH-000936,-0.571835740866
ACH-000937,-0.39252173363399995
ACH-000938,-0.196812104082
ACH-000939,-0.4919244425
ACH-000941,-0.244673038328
ACH-000943,-0.317172725271
ACH-000946,-0.27651043462499997
ACH-000947,-0.28289951118
ACH-000948,-0.33731898904200003
ACH-000950,-0.0631598250166
ACH-000953,-0.34139927422300004
ACH-000957,-0.172075612557
ACH-000958,-0.426790890418
ACH-000960,-0.101615304792
ACH-000963,-0.7193015751080001
ACH-000968,-0.37225928386699997
ACH-000969,-0.302355929378
ACH-000973,-0.23351275455899997
ACH-000974,-0.273372620386
ACH-000975,-0.525772541955
ACH-000976,-0.257028276642
ACH-000978,0.48494518789200003
ACH-000980,-0.408187398032
ACH-000984,-0.477998597922
ACH-000986,-0.404347548745
ACH-000988,-0.418197751329
ACH-000993,-0.386643217269
ACH-000994,-0.6241595787740001
ACH-000996,-0.12897559142999998
ACH-001001,-0.305459977959
ACH-001020,-0.24371459022599998
ACH-001028,-0.309644229821
ACH-001031,-0.18778438885899998
ACH-001038,-0.395501449897
ACH-001048,-0.24026450159499999
ACH-001050,-0.274717722686
ACH-001053,-0.42019195781900004
ACH-001054,0.0649503714238
ACH-001061,-0.278376294004
ACH-001067,-0.26968773442899996
ACH-001075,-0.14111559769200002
ACH-001096,-0.224364774624
ACH-001128,-0.286208994174
ACH-001134,-0.14433350569
ACH-001151,-0.23211463470600002
ACH-001163,-0.35248617550899997
ACH-001164,-0.40571955857
ACH-001173,-0.214642000226
ACH-001183,-0.18675530294
ACH-001184,-0.42612507255500004
ACH-001190,-0.28157035665999997
ACH-001192,-0.486211056188
ACH-001193,-0.322146833362
ACH-001196,-0.568723040332
ACH-001197,-0.232223510687
ACH-001205,-0.246510521629
ACH-001211,-0.157203365224
ACH-001212,-0.337028794263
ACH-001228,-0.394846649599
ACH-001232,-0.228706030219
ACH-001239,-0.199117409924
ACH-001274,-0.353427930369
ACH-001275,-0.343364935284
ACH-001277,-0.22259341974
ACH-001278,-0.24791240261199998
ACH-001280,-0.350147726939
ACH-001283,-0.26572817153
ACH-001289,-0.065461725526
ACH-001295,-0.336904765392
ACH-001300,-0.121614847586
ACH-001301,-0.046591716469599996
ACH-001302,-0.135407969075
ACH-001303,-0.266494097256
ACH-001306,-0.0701320266272
ACH-001318,-0.328323838927
ACH-001322,-0.45732426964199996
ACH-001328,-0.272207656172
ACH-001332,-0.377419060599
ACH-001333,-0.342923455895
ACH-001336,-0.260282509906
ACH-001340,-0.25229035501999997
ACH-001346,-0.258807707105
ACH-001353,-0.24888739998599999
ACH-001354,-0.137847732966
ACH-001367,-0.340132016012
ACH-001368,-0.22635684794100003
ACH-001374,0.0925423916088
ACH-001375,-0.25915538456799997
ACH-001377,-0.6369711863199999
ACH-001380,-0.354047967861
ACH-001391,-0.617483913174
ACH-001407,-0.212051876778
ACH-001408,-0.157123929203
ACH-001413,-0.293803143733
ACH-001430,-0.329935004449
ACH-001431,-0.468531419045
ACH-001450,-0.197657511925
ACH-001496,-0.243569235636
ACH-001500,-0.14603562425799999
ACH-001521,-0.595369323453
ACH-001523,-0.379497423258
ACH-001532,-0.269771161785
ACH-001536,-0.161622242223
ACH-001550,-0.295720729817
ACH-001552,-0.30060351531999996
ACH-001554,-0.260584896964
ACH-001645,-0.466081683289
ACH-001654,-0.334428204306
ACH-001715,0.0721122143971
ACH-001735,-0.19319670298799999
ACH-001736,-0.205363200098
ACH-001737,-0.368092069032
ACH-001740,-0.255149749336
ACH-001745,-0.589439929141
ACH-001750,-0.327591964967
ACH-001765,-0.150922321523
ACH-001956,-0.189879984386
ACH-001957,-0.5296158369699999
