,ETS1 (2113)
ACH-000004,0.444999912051
ACH-000007,0.253588562144
ACH-000009,0.19071668015
ACH-000011,0.17782247978500001
ACH-000012,0.119177809916
ACH-000013,0.10269568601199999
ACH-000014,0.543532692841
ACH-000015,0.350595804163
ACH-000017,0.150655247054
ACH-000018,0.0180932230488
ACH-000019,0.27411749575100003
ACH-000021,0.22662007040600002
ACH-000022,0.187930948211
ACH-000025,0.46301025969
ACH-000028,0.19407183838199998
ACH-000030,0.394748667576
ACH-000035,0.222978800302
ACH-000036,0.929553704751
ACH-000037,0.44761668705799995
ACH-000039,0.480378400522
ACH-000040,0.20308129921
ACH-000041,-0.011439380899200002
ACH-000042,0.397863882822
ACH-000045,0.28329000925500003
ACH-000047,0.27472205325599997
ACH-000052,0.298797939383
ACH-000053,0.426648422815
ACH-000054,0.17309724510000002
ACH-000055,0.40889219536300003
ACH-000060,0.336628402819
ACH-000067,0.303024657709
ACH-000070,0.272882962742
ACH-000075,0.268863365327
ACH-000078,0.35531563709700004
ACH-000082,0.307587694919
ACH-000085,0.365651495941
ACH-000086,0.30591808874299997
ACH-000087,0.35523479515399997
ACH-000092,0.43210508818300003
ACH-000095,0.287361396846
ACH-000097,0.247362635274
ACH-000098,0.462222092107
ACH-000099,0.223216381734
ACH-000108,0.055417799264099996
ACH-000113,0.37209651115500003
ACH-000115,0.20948806382100002
ACH-000116,0.176448110929
ACH-000118,0.13030461975500002
ACH-000120,0.228858880495
ACH-000123,0.276594793313
ACH-000127,0.323027693632
ACH-000128,0.22958714967799998
ACH-000132,0.282540549718
ACH-000133,0.161958964927
ACH-000137,0.289370525012
ACH-000138,0.161185746964
ACH-000142,0.0504623397168
ACH-000143,0.245360750893
ACH-000146,0.105809353181
ACH-000148,0.24108082755600002
ACH-000150,-0.118904575091
ACH-000152,0.38113406015900003
ACH-000153,-0.5158879982069999
ACH-000159,0.8020548898890001
ACH-000160,0.17570182448
ACH-000163,0.467901307384
ACH-000167,-0.055068115175300004
ACH-000168,0.330430239967
ACH-000169,0.196748147328
ACH-000178,0.118250236766
ACH-000182,0.29545205328
ACH-000183,0.386453028213
ACH-000188,0.274134759532
ACH-000189,0.399259022939
ACH-000190,0.375458222209
ACH-000198,0.273167162669
ACH-000204,0.523236627617
