,IL17F (112744)
ACH-000510,-0.14592162462799999
ACH-000511,-0.0107582322251
ACH-000512,0.0222406838292
ACH-000516,-0.08987275937410001
ACH-000517,-0.10203225788999999
ACH-000518,-0.0845523613973
ACH-000520,-0.260370057775
ACH-000521,-0.10982937372300001
ACH-000522,-0.105225673835
ACH-000524,-0.158969170527
ACH-000527,-0.0917059504009
ACH-000528,-0.12109527942500001
ACH-000537,-0.262205015896
ACH-000541,0.06844129757709999
ACH-000542,-0.08741160908040001
ACH-000544,-0.0611934118236
ACH-000545,0.0781936633603
ACH-000547,0.026841608202400002
ACH-000548,0.0
ACH-000549,-0.144542086648
ACH-000550,-0.207983194015
ACH-000552,-0.20113024991300002
ACH-000556,-0.132333603173
ACH-000557,-0.0562093441787
ACH-000570,-0.027766886786000002
ACH-000571,0.0993742798781
ACH-000573,-0.00953941974817
ACH-000576,-0.14474144170199998
ACH-000580,-0.0195060264596
ACH-000584,0.007706720773210001
ACH-000585,-0.0662196761995
ACH-000588,-0.06623223526909999
ACH-000589,-0.114706334159
ACH-000591,-0.12096179630100001
ACH-000593,-0.00969731402188
ACH-000600,-0.105519626238
ACH-000601,-0.0383770971612
ACH-000604,0.218783777317
ACH-000605,-0.173160880985
ACH-000606,-0.183372917942
ACH-000608,0.0618409155695
ACH-000614,0.0285570265647
ACH-000616,-0.19358086956
ACH-000618,-0.149207535698
ACH-000619,-0.0352685331963
ACH-000620,-0.0176539632711
ACH-000621,-0.234479325029
ACH-000622,-0.151746604797
ACH-000623,-0.105666876121
ACH-000624,-0.0712493200573
ACH-000627,-0.067141401595
ACH-000630,-0.21634221924400002
ACH-000632,-0.040068141131400004
ACH-000633,0.0279445008183
ACH-000637,-0.16483541612400002
ACH-000638,-0.238209641908
ACH-000646,-0.269103698865
ACH-000647,-0.23314943211599998
ACH-000648,-0.170101661383
ACH-000649,0.00565796626728
ACH-000651,-0.15230151960899999
ACH-000652,-0.137654990941
ACH-000653,-0.266774709231
ACH-000657,-0.137057984588
ACH-000658,-0.17408973758000001
ACH-000661,-0.071679497706
ACH-000662,0.021540364264199998
ACH-000663,-0.18083277062300002
ACH-000665,-0.118375400011
ACH-000671,-0.07584556229100001
ACH-000673,-0.0498606450889
ACH-000676,-0.0995864925997
ACH-000677,-0.172201582868
ACH-000681,-0.014501942142
ACH-000682,-0.16930604917300002
ACH-000683,-0.245895138257
ACH-000684,0.08996452084519999
ACH-000688,-0.214582761404
ACH-000693,-0.0956298886787
ACH-000694,-0.030333229519000002
ACH-000695,-0.0784873272607
ACH-000696,-0.0333125395312
ACH-000697,-0.163019164744
ACH-000699,-0.08363619237150001
ACH-000701,-0.15807282434699998
ACH-000706,-0.18999850314599998
ACH-000711,-0.0777584818698
ACH-000713,-0.41239760509999995
ACH-000714,-0.23199121454799998
ACH-000718,-0.12374669042099999
ACH-000720,-0.115294988085
ACH-000721,-0.21486565892599999
ACH-000724,0.277954379331
ACH-000725,-0.110901490426
ACH-000732,-0.167547478052
ACH-000734,-0.16465146548100001
ACH-000735,0.0459946661467
ACH-000736,0.047311386725
ACH-000738,-0.129202419672
ACH-000746,-0.09722280710470001
ACH-000747,-0.120200983995
ACH-000748,-0.0184629137686
ACH-000753,-0.0777489908546
ACH-000756,-0.0431341987356
ACH-000757,-0.07592494583539999
ACH-000758,-0.101848730557
ACH-000760,0.00869248940699
ACH-000763,-0.18295944553
ACH-000764,-0.24478168551899998
ACH-000765,0.0195458700059
ACH-000766,-0.25961628900899997
ACH-000767,-0.0498520151332
ACH-000768,-0.13150379488299999
ACH-000769,-0.159121009095
ACH-000770,-0.07584710442260001
ACH-000771,-0.09197815502790001
ACH-000773,-0.130546214056
ACH-000776,-0.0333577815264
ACH-000777,-0.260421684877
ACH-000778,-0.273304675964
ACH-000781,-0.19030553530799998
ACH-000782,-0.160180184645
ACH-000783,-0.0158819070341
ACH-000784,-0.0991939298012
ACH-000785,0.0291560905986
ACH-000787,-0.021609326475700002
ACH-000788,-0.000197439360959
ACH-000791,-0.30594080988899996
ACH-000792,-0.246138334717
ACH-000794,-0.06505583917230001
ACH-000796,-0.018446424999
ACH-000799,-0.156245989791
ACH-000800,-0.181500092439
ACH-000802,-0.12894511562799998
ACH-000804,-0.162307947712
ACH-000805,-0.114785824233
ACH-000809,-0.136840852624
ACH-000810,-0.304938367604
ACH-000811,-0.09501241753890001
ACH-000817,-0.0752012666397
ACH-000819,-0.140715240641
ACH-000820,0.10145418312799999
ACH-000821,-0.00687623677835
ACH-000822,-0.119849756008
ACH-000823,-0.09081424081
ACH-000824,0.102106024035
ACH-000827,-0.0858338250142
ACH-000829,0.0342769311723
ACH-000831,-0.435350122888
ACH-000832,-0.166304283759
ACH-000833,-0.159361054394
ACH-000834,-0.040884302366400005
ACH-000835,-0.0475151154744
ACH-000836,-0.0369012219974
ACH-000837,-0.193303670277
ACH-000838,0.160140457434
ACH-000839,-0.0542905812261
ACH-000840,-0.0192149531723
ACH-000841,-0.265574098923
ACH-000843,-0.00897832600124
ACH-000846,-0.048616558383
ACH-000847,-0.00789427194905
ACH-000848,-0.183069973935
ACH-000849,-0.066686607577
ACH-000851,-0.300399391609
ACH-000855,-0.302046967403
ACH-000856,-0.155031652836
ACH-000858,-0.11308235762800001
ACH-000859,-0.358507401118
ACH-000861,0.0143242403235
ACH-000862,-0.00724377338929
ACH-000865,-0.111334322512
ACH-000866,-0.197035476458
ACH-000867,-0.128085468792
ACH-000869,-0.109797186264
ACH-000872,0.045049700292600005
ACH-000873,-0.381885173046
ACH-000876,-0.276197962883
ACH-000878,-0.08163303748430001
ACH-000880,-0.19889983039700002
ACH-000881,0.021379330631900003
ACH-000882,-0.127669085316
ACH-000884,-0.161566157397
ACH-000885,-0.07707323314789999
ACH-000887,0.00765864402915
ACH-000888,-0.08904776893300001
ACH-000889,-0.110211688233
ACH-000890,-0.17883670602200002
ACH-000896,-0.0670484995884
ACH-000898,-0.23225351195900001
ACH-000900,-0.08876675305880001
ACH-000901,-0.106699268959
ACH-000905,-0.168708416817
ACH-000906,-0.161233860408
ACH-000907,-0.0466900910167
ACH-000910,-0.101974509716
ACH-000911,-0.0778839215167
ACH-000912,-0.122411109293
ACH-000913,-0.00474080646737
ACH-000915,-0.09010435687000001
ACH-000916,-0.295761881803
ACH-000917,-0.136325917973
ACH-000921,-0.143223789327
ACH-000924,-0.016345058320799997
ACH-000926,-0.110642823003
ACH-000928,-0.18549153971700003
ACH-000929,-0.26130546929299997
ACH-000932,-0.228174693823
ACH-000935,0.00977104396997
ACH-000936,-0.116136408261
ACH-000937,-0.190905204714
ACH-000938,-0.157132520888
ACH-000939,-0.118534979683
ACH-000941,-0.197308379131
ACH-000943,-0.11716065012499999
ACH-000946,-0.07679675602439999
ACH-000947,-0.0781571550935
ACH-000948,-0.164677148754
ACH-000950,-0.08714686352779999
ACH-000953,0.0347776857917
ACH-000957,-0.215900863409
ACH-000958,-0.199161562379
ACH-000960,0.008734419211520001
ACH-000963,-0.273394731693
ACH-000968,-0.00295568263694
ACH-000969,-0.163930382389
ACH-000973,-0.146845463791
ACH-000974,-0.12687721516
ACH-000975,-0.159466492934
ACH-000976,-0.0802129578601
ACH-000978,-0.13452904462200002
ACH-000980,-0.10364200669500001
ACH-000984,-0.18036460256499998
ACH-000986,-0.25274052086800003
ACH-000988,-0.12544362715
ACH-000993,0.0474198910224
ACH-000994,0.0112298604203
ACH-000996,-0.12213219719799999
ACH-001001,-0.0712357140527
ACH-001020,-0.159315934531
ACH-001028,0.0160234268561
ACH-001031,0.05249588182019999
ACH-001038,-0.13897454232999998
ACH-001048,-0.16072675398
ACH-001050,-0.049331767427
ACH-001053,-0.188312236623
ACH-001054,-0.0175827959408
ACH-001061,-0.114735554947
ACH-001067,-0.190357523367
ACH-001075,-0.109349737106
ACH-001096,-0.08593884239539999
ACH-001128,-0.13370526261399998
ACH-001134,0.023442987075099998
ACH-001151,-0.158057686903
ACH-001163,0.116535015206
ACH-001164,-0.046562174238400006
ACH-001173,-0.051661975786899995
ACH-001183,-0.165531498221
ACH-001184,-0.275777081971
ACH-001190,-0.222571182241
ACH-001192,-0.10087027221200001
ACH-001193,-0.0761315306946
ACH-001196,-0.179933469214
ACH-001197,-0.223340144473
ACH-001205,0.00152242152117
ACH-001211,-0.14783715914999998
ACH-001212,-0.11866006905
ACH-001228,-0.188413873319
ACH-001232,-0.114709884083
ACH-001239,0.0694212009546
ACH-001274,-0.0409968063731
ACH-001275,-0.00813373397431
ACH-001277,-0.055395723141099994
ACH-001278,-0.0218198401953
ACH-001280,-0.027522342919700002
ACH-001283,-0.24009045951400002
ACH-001289,-0.015149405179700001
ACH-001295,-0.267263776878
ACH-001300,-0.0851322808695
ACH-001301,-0.0745818860898
ACH-001302,0.007040495136930001
ACH-001303,0.0367688647617
ACH-001306,-0.0658228304222
ACH-001318,-0.115364651614
ACH-001322,-0.11266594943399999
ACH-001328,-0.254096864223
ACH-001332,0.238083729606
ACH-001333,-0.031334645797599994
ACH-001336,-0.150488160358
ACH-001340,-0.044623317740500004
ACH-001346,-0.200667455614
ACH-001353,-0.111670774141
ACH-001354,0.0695860705606
ACH-001367,-0.0780165998461
ACH-001368,-0.097546664997
ACH-001374,0.036617787248199994
ACH-001375,-0.021758498668900002
ACH-001377,-0.301923702327
ACH-001380,-0.00803214583232
ACH-001391,-0.045570302711199995
ACH-001407,-0.116204765645
ACH-001408,0.0526713618721
ACH-001413,-0.221119860904
ACH-001430,-0.339737818867
ACH-001431,-0.0035518341908800004
ACH-001450,0.020276077693900003
ACH-001496,-0.103457850728
ACH-001500,-0.0434344576895
ACH-001521,0.00926776303791
ACH-001523,-0.09821244250260001
ACH-001532,-0.0166791075235
ACH-001536,0.001322067359
ACH-001550,-0.0659942461406
ACH-001552,-0.19095733160999998
ACH-001554,-0.18546308596
ACH-001645,0.0809530242683
ACH-001654,-0.152949077284
ACH-001715,-0.20036449250799998
ACH-001735,-0.0865546568164
ACH-001736,-0.105958478901
ACH-001737,0.11180186702400001
ACH-001740,-0.197774056772
ACH-001745,-0.150748897735
ACH-001750,-0.256142374459
ACH-001765,-0.29629103038000004
ACH-001956,-0.168976610854
ACH-001957,-0.127675648353
