,RHOT1 (55288)
ACH-000004,-0.16896945184300002
ACH-000007,-0.314685237906
ACH-000009,-0.373854574934
ACH-000011,-0.112276485266
ACH-000012,-0.023914979492900005
ACH-000013,-0.295995377488
ACH-000014,-0.22795289932399998
ACH-000015,-0.0484586578414
ACH-000017,-0.164802407258
ACH-000018,-0.343674287787
ACH-000019,-0.278529956688
ACH-000021,-0.14421343094
ACH-000022,-0.350144829268
ACH-000025,-0.0327664442207
ACH-000028,-0.22950109030699997
ACH-000030,-0.239514735654
ACH-000035,-0.2151776486
ACH-000036,-0.249175263379
ACH-000037,-0.11874890504
ACH-000039,-0.28726466093
ACH-000040,-0.0638652535791
ACH-000041,-0.183498083077
ACH-000042,-0.0764195738253
ACH-000045,-0.029385226495900002
ACH-000047,-0.261711226338
ACH-000052,-0.36259577881800004
ACH-000053,-0.20094384827300002
ACH-000054,-0.143824755617
ACH-000055,-0.08935574962760001
ACH-000060,-0.198594473176
ACH-000067,-0.39808822287699996
ACH-000070,-0.153734979597
ACH-000075,-0.36155872918399995
ACH-000078,-0.176925175309
ACH-000082,-0.200498919543
ACH-000085,0.119005183474
ACH-000086,-0.30365180485800003
ACH-000087,-0.494262026985
ACH-000092,-0.08257528159960001
ACH-000095,-0.341987314888
ACH-000097,-0.20680637608199998
ACH-000098,-0.183931647705
ACH-000099,-0.140469275272
ACH-000108,-0.27091560203299997
ACH-000113,-0.234622492447
ACH-000115,-0.230892886868
ACH-000116,-0.269613416022
ACH-000118,-0.168278107504
ACH-000120,-0.0928503373374
ACH-000123,-0.24446345228500002
ACH-000127,-0.09927882890489999
ACH-000128,-0.219454646536
ACH-000132,-0.157713750766
ACH-000133,-0.13810780951999999
ACH-000137,-0.10513727764599999
ACH-000138,-0.238308332774
ACH-000142,-0.120306778387
ACH-000143,0.015553456886799998
ACH-000146,-0.113032354933
ACH-000148,-0.330059376518
ACH-000150,-0.145003043654
ACH-000152,-0.433303847483
ACH-000153,-0.11124210483899999
ACH-000159,-0.240806267155
ACH-000160,-0.140844322263
ACH-000163,0.006890772806810001
ACH-000167,-0.40187713784999995
ACH-000168,-0.0746756059251
ACH-000169,-0.0523781387
ACH-000178,-0.016371343266700002
ACH-000182,-0.139079322284
ACH-000183,-0.0488184383537
ACH-000188,-0.315471551377
ACH-000189,-0.28158965598200003
ACH-000190,-0.20888587374499998
ACH-000198,-0.20161080731199998
ACH-000204,0.15433852020400002
ACH-000206,-0.0751525402022
ACH-000207,-0.186554170555
ACH-000211,-0.20845015585
ACH-000215,-0.153078817503
ACH-000221,-0.0557736457235
ACH-000222,-0.23925591091499998
ACH-000223,-0.222467640973
ACH-000226,-0.18121578834199997
ACH-000227,-0.11380322087200001
ACH-000228,-0.306361671013
ACH-000231,-0.22186770286899998
ACH-000232,-0.284420871238
ACH-000233,-0.11384773455700001
ACH-000234,-0.23405600773899998
ACH-000235,-0.23136501813299998
ACH-000237,-0.129287677158
ACH-000238,-0.08628230446560001
ACH-000243,-0.289909323825
ACH-000244,-0.445815183549
ACH-000246,-0.193980364379
ACH-000248,-0.379749983023
ACH-000250,-0.250837821572
ACH-000251,-0.548032986375
ACH-000253,-0.036063658037400005
ACH-000255,-0.192163755094
ACH-000256,-0.0932557858386
ACH-000257,-0.21840976130999998
ACH-000258,-0.263846382607
ACH-000259,-0.11241428519300001
ACH-000260,-0.071976817144
ACH-000261,-0.0624327260733
ACH-000262,-0.0335762509091
ACH-000263,-0.0377299019747
ACH-000264,-0.181701438327
ACH-000265,-0.20969273133400002
ACH-000266,-0.120146827355
ACH-000272,-0.188970948989
ACH-000273,-0.366975781142
ACH-000274,-0.214806505871
ACH-000277,0.156291107181
ACH-000278,-0.143487254267
ACH-000279,-0.1501041906
ACH-000280,-0.08754627729689998
ACH-000281,-0.12156225567
ACH-000288,-0.42553190315
ACH-000291,0.018462418203
ACH-000293,-0.439771124459
ACH-000294,-0.019619113095599997
ACH-000295,-0.339215462733
ACH-000296,-0.523144220173
ACH-000302,-0.18612715918499997
ACH-000304,-0.0910327660319
ACH-000307,-0.11249926439999999
ACH-000308,-0.143305921425
ACH-000310,-0.114469180627
ACH-000311,-0.178825292096
ACH-000312,-0.141937637948
ACH-000315,-0.12222524296399999
ACH-000316,-0.168530306921
ACH-000317,-0.198662261213
ACH-000318,-0.110583720735
ACH-000319,-0.104340112237
ACH-000320,-0.22511681790999996
ACH-000322,-0.25256353163899997
ACH-000323,-0.0229452224061
ACH-000324,-0.178367203504
ACH-000329,-0.108148578788
ACH-000330,-0.258166839165
ACH-000331,-0.325330119927
ACH-000332,-0.23875369578699998
ACH-000334,-0.504856886151
ACH-000335,-0.127880249314
ACH-000336,-0.31103200285300003
ACH-000337,-0.18065310171
ACH-000339,-0.283816078658
ACH-000341,-0.28601670211999997
ACH-000348,-0.23286976006
ACH-000350,-0.08918318739530001
ACH-000352,-0.0059899652485200005
ACH-000356,-0.303509207423
ACH-000361,-0.0701188744753
ACH-000362,-0.23802367771299998
ACH-000363,-0.17909008534200002
ACH-000364,-0.450386926793
ACH-000365,-0.149042202457
ACH-000366,-0.121578386721
ACH-000368,-0.22800344715799997
ACH-000374,-0.201103883151
ACH-000375,-0.163157277747
ACH-000376,-0.0142971252877
ACH-000381,-0.264628973406
ACH-000383,-0.167470758424
ACH-000387,-0.111121156296
ACH-000389,-0.37101042875100004
ACH-000390,-0.253515566049
ACH-000393,-0.0655763755863
ACH-000395,-0.33791601692699996
ACH-000397,-0.10533022766899999
ACH-000401,-0.203281215196
ACH-000402,0.403146313296
ACH-000403,-0.343403659894
ACH-000404,-0.35424140048
ACH-000406,-0.0809318188255
ACH-000407,-0.101031440931
ACH-000408,-0.18446605078899997
ACH-000410,-0.16360995025800001
ACH-000411,-0.17986409213799998
ACH-000414,-0.221199437626
ACH-000415,-0.382633345251
ACH-000416,-0.17942139277
ACH-000420,-0.08450458809650001
ACH-000421,-0.128292182657
ACH-000424,-0.14305134594399999
ACH-000425,-0.138973152486
ACH-000426,-0.06850715863540001
ACH-000427,-0.026535111614599996
ACH-000433,-0.6835631068510001
ACH-000436,0.0804743775595
ACH-000444,-0.008262959542149999
ACH-000445,-0.215249808365
ACH-000448,-0.187771768866
ACH-000450,-0.33905363695600005
ACH-000452,-0.190119034568
ACH-000454,-0.0843579155165
ACH-000458,-0.24874291758699998
ACH-000459,-0.195309944184
ACH-000460,-0.247718600264
ACH-000461,-0.29435972159
ACH-000463,-0.211014530171
ACH-000464,-0.0708261185645
ACH-000466,0.018515585857
ACH-000467,-0.299777583543
ACH-000468,-0.287330031726
ACH-000469,-0.179319370618
ACH-000470,-0.126224826639
ACH-000471,-0.26920560424400003
ACH-000472,-0.13761485718699998
ACH-000473,-0.23274760458299998
ACH-000475,-0.128819150971
ACH-000476,-0.185942994193
ACH-000477,-0.166739061463
ACH-000480,-0.2449226884
ACH-000481,-0.188513374865
ACH-000483,-0.244904286301
ACH-000484,-0.108053481658
ACH-000485,-0.18165311765500003
ACH-000486,-0.272594314605
ACH-000487,-0.0372599627773
ACH-000488,-0.20070303650899998
ACH-000490,-0.19257957166900003
ACH-000491,0.1138045468
ACH-000495,-0.193007926325
ACH-000496,-0.245546985149
ACH-000499,-0.190492512225
ACH-000500,0.211645185555
ACH-000502,-0.113406382686
ACH-000503,-0.128763128222
ACH-000505,-0.135301613474
ACH-000507,-0.200185161976
ACH-000510,-0.124491466457
ACH-000511,-0.172386816583
ACH-000512,-0.156513744384
