,RETNLB (84666)
ACH-000004,-0.176677445883
ACH-000007,-0.296132351813
ACH-000009,-0.28738188422100003
ACH-000011,-0.209976849509
ACH-000012,-0.146648424937
ACH-000013,-0.173110939971
ACH-000014,-0.465038917816
ACH-000015,-0.163054269706
ACH-000017,-0.204414312787
ACH-000018,-0.32804210328
ACH-000019,-0.00440313266959
ACH-000021,-0.22831923544100002
ACH-000022,-0.108624577492
ACH-000025,-0.13344617307700002
ACH-000028,-0.025214273386599997
ACH-000030,-0.1466913822
ACH-000035,-0.37358926488000005
ACH-000036,-0.196008994188
ACH-000037,-0.14862693995999998
ACH-000039,-0.491671792996
ACH-000040,-0.0502836589589
ACH-000041,-0.10805664126499999
ACH-000042,-0.161426078286
ACH-000045,-0.021304947941900004
ACH-000047,-0.195344064527
ACH-000052,-0.135983801467
ACH-000053,-0.191668882785
ACH-000054,-0.11374963325
ACH-000055,-0.256486855673
ACH-000060,-0.259890411254
ACH-000067,-0.32190838855799997
ACH-000070,-0.0416910529746
ACH-000075,-0.10599390840600001
ACH-000078,-0.07809796351819999
ACH-000082,-0.24118796346299998
ACH-000085,0.0794741706175
ACH-000086,-0.07678543668219999
ACH-000087,-0.205367519237
ACH-000092,-0.13095732928
ACH-000095,-0.150779813853
ACH-000097,-0.26699055304
ACH-000098,-0.0313686987348
ACH-000099,0.0754784047515
ACH-000108,-0.315017171381
ACH-000113,-0.0628681915542
ACH-000115,-0.0302918222425
ACH-000116,-0.21239090527499999
ACH-000118,-0.19478649847899998
ACH-000120,-0.0634364994587
ACH-000123,-0.137516639406
ACH-000127,-0.0574383150008
ACH-000128,-0.281051371135
ACH-000132,-0.29456085362100004
ACH-000133,-0.0933025217333
ACH-000137,-0.132109251255
ACH-000138,-0.103889461486
ACH-000142,0.0561997738884
ACH-000143,-0.103746676281
ACH-000146,-0.031115289342299998
ACH-000148,-0.0771496433528
ACH-000150,0.08293218715810001
ACH-000152,-0.186516154915
ACH-000153,-0.0777950154083
ACH-000159,-0.29002467882399996
ACH-000160,-0.122070677411
ACH-000163,-0.0979299585438
ACH-000167,-0.355280471491
ACH-000168,-0.192820297275
ACH-000169,-0.258695150228
ACH-000178,-0.22790860873000005
ACH-000182,-0.315010856841
ACH-000183,-0.335164063556
ACH-000188,-0.312865493117
ACH-000189,-0.0967552241082
ACH-000190,-0.208726841516
ACH-000198,-0.227100859813
ACH-000204,-0.105304439258
ACH-000206,-0.0792608782187
ACH-000207,-0.22802130271200002
ACH-000211,-0.411795110437
ACH-000215,-0.0511675681188
ACH-000221,-0.18807072280499998
ACH-000222,-0.205021745175
ACH-000223,-0.155209242511
ACH-000226,-0.27799881235999996
ACH-000227,-0.224706915726
ACH-000228,-0.308644495637
ACH-000231,-0.126545814012
ACH-000232,-0.337684298362
ACH-000233,-0.07588696958869999
ACH-000234,-0.207050852026
ACH-000235,-0.154210638353
ACH-000237,-0.0962314240832
ACH-000238,-0.237222647121
ACH-000243,-0.12207638919500001
ACH-000244,-0.080120355779
ACH-000246,-0.024473596402
ACH-000248,-0.34129969790799997
ACH-000250,-0.181272131332
ACH-000251,-0.139794620652
ACH-000253,-0.188913931404
ACH-000255,-0.118011975146
ACH-000256,0.00184513503108
ACH-000257,-0.0841158760847
ACH-000258,-0.018104970028
ACH-000259,-0.164307035008
ACH-000260,-0.12398163337000001
ACH-000261,-0.18818339807599999
ACH-000262,-0.0447840216103
ACH-000263,-0.017650815335900003
ACH-000264,-0.0641448206792
ACH-000265,-0.182142572856
ACH-000266,-0.184087106516
ACH-000272,-0.170963734094
ACH-000273,-0.09710713671639999
ACH-000274,-0.28273729669799996
ACH-000277,-0.126075327818
ACH-000278,-0.10006589610099999
ACH-000279,0.07998517054830001
ACH-000280,-0.320356180158
ACH-000281,-0.23862477060400003
ACH-000288,-0.12905303497600001
ACH-000291,-0.0830584729324
ACH-000293,-0.362785867588
ACH-000294,-0.253535104459
ACH-000295,-0.420940323025
ACH-000296,-0.39282939491400004
ACH-000302,-0.27892531228399997
ACH-000304,-0.485795741454
ACH-000307,-0.113077168949
ACH-000308,-0.125286968122
ACH-000310,-0.13362509988500001
ACH-000311,-0.252227103419
ACH-000312,-0.0985432835173
ACH-000315,-0.196446338724
ACH-000316,-0.139466540294
ACH-000317,-0.21355683435400002
ACH-000318,-0.0137463744153
ACH-000319,-0.053659636014099996
ACH-000320,-0.299632840011
ACH-000322,-0.00886481083049
ACH-000323,-0.26526201664
ACH-000324,-0.20839192563900003
ACH-000329,-0.010604397112200003
ACH-000330,0.00628230670439
ACH-000331,-0.39821979902599997
ACH-000332,-0.135373321922
ACH-000334,-0.193355699934
ACH-000335,-0.418352165201
ACH-000336,-0.130002762931
ACH-000337,-0.079859552303
ACH-000339,-0.27160783973499997
ACH-000341,-0.33627790969899995
ACH-000348,-0.163959874949
ACH-000350,-0.023616511513900002
ACH-000352,-0.27173304186700004
ACH-000356,-0.0826630461218
ACH-000361,-0.249715150767
ACH-000362,-0.21378542888399998
ACH-000363,-0.24822519828200001
ACH-000364,-0.5209756135170001
ACH-000365,0.00884797560473
ACH-000366,-0.24670447161200001
ACH-000368,-0.289441520835
ACH-000374,0.012893311384100001
ACH-000375,-0.095217292515
ACH-000376,-0.15533873767200002
ACH-000381,-0.22111367703899998
ACH-000383,-0.159680068249
ACH-000387,-0.12111107228800001
ACH-000389,-0.16316400903
ACH-000390,-0.191760080059
ACH-000393,-0.380447353816
ACH-000395,-0.272203622157
ACH-000397,-0.18564238111200002
ACH-000401,-0.18071751331799998
ACH-000402,-0.244782938814
ACH-000403,-0.257745719479
ACH-000404,-0.489318941694
ACH-000406,-0.118567535009
ACH-000407,-0.154072904067
ACH-000408,0.175489634961
ACH-000410,-0.26392405153799997
ACH-000411,-0.309675387226
ACH-000414,-0.256213766609
ACH-000415,-0.274018108041
ACH-000416,-0.122127829067
ACH-000420,-0.285361864169
ACH-000421,-0.186420705282
ACH-000424,0.08461716725919999
ACH-000425,-0.0912976242733
ACH-000426,-0.22217544155299998
ACH-000427,-0.364066175701
ACH-000433,-0.237366921683
ACH-000436,-0.45978360774
ACH-000444,-0.07235496678060001
ACH-000445,-0.194942658273
ACH-000448,-0.347096845843
ACH-000450,-0.0982576996225
ACH-000452,-0.335193177126
ACH-000454,-0.0414055045587
ACH-000458,-0.316619239951
ACH-000459,-0.0461129184849
ACH-000460,-0.144532860476
ACH-000461,-0.145802320758
ACH-000463,-0.167423916596
ACH-000464,-0.052538182339000004
ACH-000466,-0.060223853932099995
ACH-000467,-0.213075509749
ACH-000468,-0.13574013669399998
ACH-000469,-0.212761669445
ACH-000470,-0.21875917776700002
ACH-000471,-0.20237183580200002
ACH-000472,-0.200422741892
ACH-000473,-0.18451598218100002
ACH-000475,-0.195115501212
ACH-000476,-0.31931540324
ACH-000477,-0.005647789094050001
ACH-000480,0.0348136906349
ACH-000481,-0.382725364939
ACH-000483,-0.40473330075499997
ACH-000484,0.100226313154
ACH-000485,-0.17007824708
ACH-000486,-0.149420571154
ACH-000487,0.023366426477
ACH-000488,-0.130198426881
ACH-000490,-0.21667869176899998
ACH-000491,-0.0450752539436
ACH-000495,-0.196315887569
ACH-000496,-0.156590830746
ACH-000499,-0.10032130888900001
ACH-000500,-0.22303623002300002
ACH-000502,-0.153137567859
ACH-000503,-0.127564668096
ACH-000505,-0.135685073329
ACH-000507,-0.11088104846300001
ACH-000510,-0.00321837723311
ACH-000511,-0.16926811272199999
ACH-000512,-0.543206123984
ACH-000516,-0.19710446343199997
ACH-000517,-0.242735428691
ACH-000518,-0.245072012401
ACH-000520,-0.491401907267
ACH-000521,-0.0234007039096
ACH-000522,-0.170473042056
ACH-000524,-0.204655387954
ACH-000527,-0.13728744562
ACH-000528,-0.170133683724
ACH-000537,-0.350458137306
ACH-000541,-0.20863913164099998
ACH-000542,-0.217982290159
ACH-000544,-0.297745646769
ACH-000545,-0.115347018227
ACH-000547,-0.34546237685599995
ACH-000548,-0.306070454178
ACH-000549,-0.21988274721999998
ACH-000550,-0.117629060617
ACH-000552,-0.28500483372200003
ACH-000556,-0.152054264754
ACH-000557,-0.150112969839
ACH-000570,-0.219973029249
ACH-000571,-0.177152152718
ACH-000573,-0.370436713868
ACH-000576,-0.08226541665249999
ACH-000580,-0.38822587464100006
ACH-000584,-0.16334831728
ACH-000585,-0.042444254362
ACH-000588,-0.11859503677300001
ACH-000589,-0.0579504690333
ACH-000591,-0.0758265499554
ACH-000593,-0.18183314274
ACH-000600,-0.023906413148300002
ACH-000601,-0.243586901156
ACH-000604,-0.15256750456700002
ACH-000605,-0.489406555331
ACH-000606,-0.163553085152
ACH-000608,-0.158506766494
ACH-000614,-0.09188698268639998
ACH-000616,-0.21152334040600002
ACH-000618,-0.258453153807
ACH-000619,-0.085787798096
ACH-000620,-0.242561124476
ACH-000621,-0.21767375945599998
ACH-000622,-0.286702208876
ACH-000623,-0.0497794728627
ACH-000624,-0.140231225921
ACH-000627,-0.0167386709203
ACH-000630,-0.25575362238899996
ACH-000632,-0.27125791125
ACH-000633,-0.00307530493969
ACH-000637,-0.0287884665766
ACH-000638,-0.150171822146
ACH-000646,-0.38663486994999996
ACH-000647,-0.216185869267
ACH-000648,-0.480591507021
ACH-000649,-0.14951604237
ACH-000651,-0.115378145992
ACH-000652,-0.260302435966
ACH-000653,-0.168757067612
ACH-000657,-0.23789529462200001
ACH-000658,-0.25124974138
ACH-000661,-0.07571201068080001
ACH-000662,-0.09094832669320001
ACH-000663,-0.30908380389400003
ACH-000665,-0.00231835485689
ACH-000671,-0.22836670563099998
ACH-000673,-0.19156101118500002
ACH-000676,-0.0146446316174
ACH-000677,-0.0637077635946
ACH-000681,-0.085012559965
ACH-000682,-0.172975455363
ACH-000683,-0.209993810063
ACH-000684,-0.435911789061
ACH-000688,-0.164210400127
ACH-000693,-0.203135931551
