,TSACC (128229)
ACH-000363,-0.231524268763
ACH-000364,-0.203539175184
ACH-000365,-0.279504148452
ACH-000366,-0.179191284991
ACH-000368,-0.25379285595
ACH-000374,-0.370016784433
ACH-000375,-0.144706507135
ACH-000376,-0.236133767616
ACH-000381,-0.274638872922
ACH-000383,-0.461042635116
ACH-000387,-0.467650529459
ACH-000389,-0.27153234891899997
ACH-000390,-0.353047039127
ACH-000393,-0.361655890894
ACH-000395,-0.140086088631
ACH-000397,-0.249168898189
ACH-000401,-0.10392262299499999
ACH-000402,-0.46561057108000004
ACH-000403,-0.303221973338
ACH-000404,-0.334402666391
ACH-000406,-0.23597988346
ACH-000407,-0.132584381315
ACH-000408,-0.323288088305
ACH-000410,-0.303239074808
ACH-000411,-0.286315408141
ACH-000414,-0.4611783832
ACH-000415,-0.225611261903
ACH-000416,-0.350586059459
ACH-000420,-0.264924862371
ACH-000421,-0.390535213018
ACH-000424,-0.31128139073000005
ACH-000425,-0.32746762924
ACH-000426,-0.579764963731
ACH-000427,-0.156586908099
ACH-000433,-0.5742217851
ACH-000436,-0.350247750607
ACH-000444,-0.432535439397
ACH-000445,-0.36698846306599997
ACH-000448,-0.34882419866400005
ACH-000450,-0.193408121072
ACH-000452,-0.2056319044
ACH-000454,-0.239603211457
ACH-000458,-0.251516480709
ACH-000459,0.049801575249300005
ACH-000460,-0.205912608656
ACH-000461,-0.369354009208
ACH-000463,-0.23434449239900002
ACH-000464,-0.0538505940985
ACH-000466,-0.0698958660013
ACH-000467,-0.36117533939900004
ACH-000468,-0.298077624249
ACH-000469,-0.0579062571323
ACH-000470,-0.18357435030000002
ACH-000471,-0.276979638911
ACH-000472,-0.153550558224
ACH-000473,-0.140388732642
ACH-000475,-0.36303147892899995
ACH-000476,-0.265556013749
ACH-000477,-0.288156830795
ACH-000480,-0.5459557723690001
ACH-000481,-0.43528534907300004
ACH-000483,-0.310432201573
ACH-000484,-0.451369533944
ACH-000485,-0.21686897980099998
ACH-000486,-0.344986627092
ACH-000487,-0.254021151861
ACH-000488,-0.278740796229
ACH-000490,-0.211787137361
ACH-000491,-0.195276219948
ACH-000495,-0.553932453915
ACH-000496,-0.273184138418
ACH-000499,-0.16920676039700003
ACH-000500,-0.553571322505
ACH-000502,-0.377071501212
ACH-000503,-0.105751055316
ACH-000505,-0.349190003917
ACH-000507,-0.127281664363
ACH-000510,-0.418009864708
ACH-000511,-0.119354002695
ACH-000512,-0.39306882101499996
ACH-000516,-0.322992765733
ACH-000517,-0.309673249634
ACH-000518,-0.304976220684
ACH-000520,-0.358306883056
ACH-000521,-0.534423117535
ACH-000522,-0.171316412197
ACH-000524,-0.419283786428
ACH-000527,-0.321103219464
ACH-000528,-0.288921109096
ACH-000537,-0.253778321415
ACH-000541,-0.42083021551700006
ACH-000542,-0.273441801292
ACH-000544,-0.46557053497100004
ACH-000545,-0.32685054388
ACH-000547,-0.406359177767
ACH-000548,-0.397241194434
ACH-000549,-0.137457994333
ACH-000550,-0.24062338770199998
ACH-000552,-0.213020274762
ACH-000556,-0.625922916188
ACH-000557,-0.236530117798
ACH-000570,0.021609948550400004
ACH-000571,-0.13996828021299998
ACH-000573,-0.385340647684
ACH-000576,-0.13004574984300002
ACH-000580,-0.536983969778
ACH-000584,-0.154787708932
ACH-000585,-0.25459218532600003
ACH-000588,-0.13649014545
ACH-000589,-0.23128719122299998
ACH-000591,0.0401081965339
ACH-000593,-0.24790468644299998
ACH-000600,-0.583252704792
ACH-000601,-0.39371437389499997
ACH-000604,0.104052686509
ACH-000605,-0.37893448892
ACH-000606,-0.208020834401
ACH-000608,-0.271595879009
ACH-000614,-0.18512730792800003
ACH-000616,-0.256473375964
ACH-000618,-0.249532804757
ACH-000619,-0.323097553237
ACH-000620,-0.223972036918
ACH-000621,-0.135494202872
ACH-000622,-0.341311997758
ACH-000623,-0.25458631347
ACH-000624,-0.269557359675
ACH-000627,-0.443070667978
ACH-000630,-0.38544846581500003
ACH-000632,-0.0851596456328
ACH-000633,-0.241081559088
ACH-000637,-0.165231476774
ACH-000638,-0.646021409557
ACH-000646,-0.306184809603
ACH-000647,-0.45738805267800003
ACH-000648,-0.389340285756
ACH-000649,-0.29978589356999996
ACH-000651,-0.216551190434
ACH-000652,-0.22847261386999998
ACH-000653,-0.308914756885
ACH-000657,-0.295293129875
ACH-000658,-0.40363796948200004
ACH-000661,-0.18408369882599998
ACH-000662,-0.628642571206
ACH-000663,-0.497688528394
ACH-000665,-0.266550386118
ACH-000671,-0.117072976117
ACH-000673,-0.349353775897
ACH-000676,-0.218357796961
ACH-000677,-0.226476336186
ACH-000681,-0.231442073814
ACH-000682,-0.306494864959
ACH-000683,-0.634186123044
ACH-000684,-0.110286095251
ACH-000688,-0.164430770135
ACH-000693,-0.348803530065
ACH-000694,-0.24370617788
ACH-000695,-0.281359598787
ACH-000696,-0.31728237178
ACH-000697,-0.121527197684
ACH-000699,-0.29507514667199997
ACH-000701,-0.569702435245
ACH-000706,-0.173349666513
ACH-000711,-0.228320273699
ACH-000713,-0.330373027112
ACH-000714,-0.42702260925700003
ACH-000718,-0.246601866935
ACH-000720,-0.294589687656
ACH-000721,-0.33186855461599996
ACH-000724,0.0681633131581
ACH-000725,-0.28146328987
ACH-000732,-0.403193528069
ACH-000734,-0.32110937863899996
ACH-000735,-0.229634666331
ACH-000736,-0.297861682033
ACH-000738,-0.132901435747
ACH-000746,-0.418216586347
ACH-000747,-0.238642173094
ACH-000748,-0.32849238375
ACH-000753,-0.453686237114
ACH-000756,-0.516007485063
ACH-000757,-0.460422129692
ACH-000758,-0.36873325363000004
ACH-000760,-0.236791616259
ACH-000763,-0.0841423831705
ACH-000764,0.0382352459355
ACH-000765,-0.423221927944
ACH-000766,-0.26786344177099997
ACH-000767,-0.387388344986
ACH-000768,-0.176614216312
ACH-000769,-0.21076296063000002
ACH-000770,-0.322584681663
ACH-000771,-0.25497434182900003
ACH-000773,-0.514192136186
ACH-000776,-0.21656152245700003
ACH-000777,-0.366964718925
ACH-000778,-0.18205081215500002
ACH-000781,-0.284161928603
ACH-000782,-0.147414369997
ACH-000783,-0.420083855103
ACH-000784,-0.29264404783000003
ACH-000785,-0.263078090182
ACH-000787,-0.299949670304
ACH-000788,-0.38200752676399996
ACH-000791,-0.624131923888
ACH-000792,-0.384815770256
ACH-000794,-0.0858354880216
ACH-000796,-0.4345160987899999
ACH-000799,-0.351243705357
ACH-000800,-0.5739377112340001
ACH-000802,-0.221019212029
ACH-000804,-0.817455563653
ACH-000805,-0.44127763152099997
ACH-000809,-0.274080791043
ACH-000810,-0.516465977623
ACH-000811,-0.310860141988
ACH-000817,-0.113905781348
ACH-000819,-0.192960768482
ACH-000820,-0.39743203366700003
ACH-000821,-0.33387204653
ACH-000822,-0.48032737731799996
ACH-000823,-0.17128062881900002
ACH-000824,-0.42699985109099997
ACH-000827,-0.330740436733
ACH-000829,-0.187147063836
ACH-000831,-0.178803747831
ACH-000832,-0.433400469983
ACH-000833,-0.25692689072700003
ACH-000834,-0.35589153277099994
ACH-000835,-0.201932674311
ACH-000836,-0.289652102395
ACH-000837,-0.39906100113000004
ACH-000838,-0.5233670081440001
ACH-000839,-0.28973385124400003
ACH-000840,-0.43315203406400005
ACH-000841,-0.570441249588
ACH-000843,-0.41076621649000006
ACH-000846,-0.309643032544
ACH-000847,-0.284874503808
ACH-000848,-0.264470563921
ACH-000849,-0.33189562737100003
ACH-000851,-0.465033949568
ACH-000855,-0.0659182909281
ACH-000856,-0.288890235251
ACH-000858,-0.24992925736299998
ACH-000859,-0.44065370469
ACH-000861,-0.25313215392099997
ACH-000862,-0.0780703960615
ACH-000865,-0.38448608936800005
ACH-000866,-0.29441116410100004
ACH-000867,-0.326205345485
ACH-000869,-0.252655821943
ACH-000872,-0.285732136342
ACH-000873,-0.334530539262
ACH-000876,-0.240220709913
ACH-000878,-0.133515774745
ACH-000880,-0.145331615548
ACH-000881,-0.328806333311
ACH-000882,-0.036422945771699994
ACH-000884,-0.196429091636
ACH-000885,-0.221374349821
ACH-000887,-0.327773448315
ACH-000888,-0.343651316712
ACH-000889,-0.373621967824
ACH-000890,-0.262120500946
ACH-000896,-0.17119027667599998
ACH-000898,-0.437846656821
ACH-000900,-0.8663168389120001
ACH-000901,-0.35194588547399996
ACH-000905,-0.431420091695
ACH-000906,-0.191048956655
ACH-000907,-0.31429488642700004
ACH-000910,-0.223325864174
ACH-000911,-0.28649090750399997
ACH-000912,-0.380101359031
ACH-000913,-0.364359642667
ACH-000915,-0.189276315562
ACH-000916,-0.18101565976
ACH-000917,-0.20213215488699998
ACH-000921,-0.384637845968
ACH-000924,-0.37029232760499997
ACH-000926,-0.25082131768599997
ACH-000928,-0.39074494191299997
ACH-000929,-0.571331312859
ACH-000932,-0.30700373066
ACH-000935,-0.318043033629
ACH-000936,-0.42390079029100003
ACH-000937,-0.129190936126
ACH-000938,-0.250979702635
ACH-000939,-0.429722529968
ACH-000941,-0.429343848331
ACH-000943,-0.37591501155199997
ACH-000946,-0.24943937426600002
ACH-000947,-0.35950806825599996
ACH-000948,-0.461995999462
ACH-000950,0.153520306518
ACH-000953,-0.294048694986
ACH-000957,-0.122275816854
ACH-000958,-0.272296567539
ACH-000960,-0.180108762929
ACH-000963,-0.41652140529299997
ACH-000968,-0.274863538982
ACH-000969,-0.33206279005899997
ACH-000973,-0.265806812501
ACH-000974,-0.231018229503
ACH-000975,-0.43772294213699997
ACH-000976,-0.23811001268399998
ACH-000978,-0.206184419025
ACH-000980,-0.199079880524
ACH-000984,-0.667461440217
ACH-000986,-0.46686263266500005
ACH-000988,-0.35890967844099997
ACH-000993,-0.514548070824
ACH-000994,-0.34403253208499995
ACH-000996,-0.519864964759
ACH-001001,-0.31237780996500003
ACH-001020,-0.183549492244
ACH-001028,-0.375301914995
ACH-001031,-0.192404039263
ACH-001038,-0.272931236675
ACH-001048,-0.236197979356
ACH-001050,-0.232103171563
ACH-001053,-0.362165314021
ACH-001054,-0.17543431160300002
ACH-001061,-0.232471644477
ACH-001067,-0.109502214839
ACH-001075,-0.278307504867
ACH-001096,-0.369264015897
ACH-001128,-0.14802349634700002
ACH-001134,-0.397937044038
ACH-001151,-0.254059617756
ACH-001163,-0.511891630334
ACH-001164,-0.247953736182
ACH-001173,-0.203742952865
ACH-001183,-0.140748735479
ACH-001184,-0.216076323444
ACH-001190,-0.37381303003
ACH-001192,-0.315851911807
ACH-001193,-0.451970177162
ACH-001196,-0.184294600059
ACH-001197,-0.337904207802
ACH-001205,-0.6190457666879999
ACH-001211,-0.553461892262
ACH-001212,-0.228210763485
ACH-001228,-0.231910819859
ACH-001232,-0.295577563691
ACH-001239,-0.137554315303
ACH-001274,-0.22615500773699998
ACH-001275,-0.438515105646
ACH-001277,-0.534297274944
ACH-001278,-0.061161944471800005
ACH-001280,-0.11113202469399999
ACH-001283,-0.197974830367
ACH-001289,-0.235220990845
ACH-001295,-0.218071840055
ACH-001300,-0.21628609268399998
ACH-001301,-0.344500943696
ACH-001302,-0.09195459257369999
ACH-001303,-0.508870969473
ACH-001306,-0.292746960366
ACH-001318,-0.351106152016
ACH-001322,-0.18623936657
ACH-001328,-0.289001094418
ACH-001332,-0.361335168659
ACH-001333,-0.301385980098
ACH-001336,-0.272425219289
ACH-001340,-0.179183572913
ACH-001346,-0.40336813259900006
ACH-001353,-0.261918013939
ACH-001354,-0.728427885089
ACH-001367,-0.130104974641
ACH-001368,-0.356152502264
ACH-001374,-0.368361927686
ACH-001375,-0.528628369876
ACH-001377,-0.369371609959
ACH-001380,-0.231742822805
ACH-001391,-0.41444171170500005
ACH-001407,-0.264483816375
ACH-001408,-0.238899533752
ACH-001413,-0.0865195490638
ACH-001430,-0.272746380166
ACH-001431,-0.132963582755
ACH-001450,-0.0419067911346
ACH-001496,-0.142412561831
ACH-001500,-0.219229483333
ACH-001521,-0.320227123174
ACH-001523,-0.026955971292
ACH-001532,-0.18381461956700001
ACH-001536,-0.276618658877
ACH-001550,-0.31053953811
ACH-001552,-0.176250004051
ACH-001554,-0.346311767174
ACH-001645,-0.24688103683899998
ACH-001654,-0.24478618708900002
ACH-001715,-0.39907321367799997
ACH-001735,-0.217796325566
ACH-001736,-0.187113252296
ACH-001737,-0.264089186938
ACH-001740,-0.18083163682
ACH-001745,-0.27773293506200003
ACH-001750,-0.195517911979
ACH-001765,-0.253367154804
ACH-001956,-0.313461571105
ACH-001957,-0.291380232645
