,PTN (5764)
ACH-000004,-0.0510483615502
ACH-000007,0.112617186397
ACH-000009,-0.214719241683
ACH-000011,-0.0800475931362
ACH-000012,-0.0719841791097
ACH-000013,-0.06436677893130001
ACH-000014,-0.43266237756000003
ACH-000015,-0.233174424828
ACH-000017,-0.118038926498
ACH-000018,-0.104472486045
ACH-000019,-0.17596363572
ACH-000021,-0.23930790082400002
ACH-000022,-0.20901437217799998
ACH-000025,0.0101942891679
ACH-000028,-0.0473289097982
ACH-000030,-0.05805509282380001
ACH-000035,-0.20115590974800002
ACH-000036,-0.30511403256299996
ACH-000037,-0.178952518867
ACH-000039,-0.235865438382
ACH-000040,-0.323669975109
ACH-000041,-0.269526463049
ACH-000042,-0.150626921764
ACH-000045,0.060099914251199996
ACH-000047,0.0033127041570900004
ACH-000052,-0.152837006359
ACH-000053,0.023788284558099997
ACH-000054,-0.147221835628
ACH-000055,-0.148830704822
ACH-000060,-0.35796150745300004
ACH-000067,-0.3681266522
ACH-000070,-0.16336775313899998
ACH-000075,-0.10225046525800001
ACH-000078,-0.266300371295
ACH-000082,-0.287939940474
ACH-000085,-0.410135064329
ACH-000086,-0.157421143461
ACH-000087,0.00770675046215
ACH-000092,-0.24997645645199998
ACH-000095,-0.219156303866
ACH-000097,-0.300584523902
ACH-000098,-0.09689510326060001
ACH-000099,-0.0475241393011
ACH-000108,-0.077326122554
ACH-000113,-0.092688962144
ACH-000115,-0.20011399795899998
ACH-000116,-0.321715150252
ACH-000118,-0.124011128436
ACH-000120,-0.23298500996899998
ACH-000123,-0.0139458920487
ACH-000127,-0.071005488388
ACH-000128,-0.0427628489257
ACH-000132,-0.14755912383
ACH-000133,-0.251598599187
ACH-000137,-0.0747378393715
ACH-000138,-0.10421732620400001
ACH-000142,-0.271237525926
ACH-000143,-0.09069077292500001
ACH-000146,-0.193281395958
ACH-000148,-0.122775948081
ACH-000150,-0.0230373237593
ACH-000152,-0.101891658179
ACH-000153,0.127066546384
ACH-000159,-0.41167463052000003
ACH-000160,0.075349676319
