,GFAP (2670)
ACH-000511,-0.0993737616815
ACH-000512,-0.142628276818
ACH-000516,-0.166079616039
ACH-000517,-0.136369282651
ACH-000518,-0.128958400207
ACH-000520,-0.170072321146
ACH-000521,-0.402969347843
ACH-000522,-0.33936821925599997
ACH-000524,-0.283794275371
ACH-000527,-0.36188162347499997
ACH-000528,-0.261988358503
ACH-000537,-0.014052710484299999
ACH-000541,0.110947367028
ACH-000542,-0.26229172735
ACH-000544,-0.368443569322
ACH-000545,-0.151744802519
ACH-000547,-0.120318999593
ACH-000548,-0.28741187990899997
ACH-000549,-0.354259854928
ACH-000550,-0.264868570526
ACH-000552,-0.355705967772
ACH-000556,-0.30389481728900003
ACH-000557,-0.0886260513718
ACH-000570,-0.258474369765
ACH-000571,-0.168659074663
ACH-000573,-0.17715791463199998
ACH-000576,-0.164310560642
ACH-000580,0.14211059068600002
ACH-000584,-0.252114788606
ACH-000585,-0.114207782843
ACH-000588,-0.0148374796366
ACH-000589,-0.317630029823
ACH-000591,-0.189479893222
ACH-000593,-0.307260901107
ACH-000600,-0.42280163568999996
ACH-000601,-0.328257934557
ACH-000604,-0.19167045899799998
ACH-000605,-0.293892334947
ACH-000606,-0.36939898375
ACH-000608,-0.10631961449100001
ACH-000614,0.0453221831454
ACH-000616,-0.32448509229899997
ACH-000618,-0.275848094195
ACH-000619,-0.207242320041
ACH-000620,-0.0320591170857
ACH-000621,-0.206462373505
ACH-000622,-0.158802282318
ACH-000623,-0.0756806580271
ACH-000624,-0.149722829201
ACH-000627,-0.22355020964000002
ACH-000630,-0.19733735787099999
ACH-000632,-0.167974852082
ACH-000633,0.0011063072099000001
ACH-000637,-0.31648636253699997
ACH-000638,-0.257743553067
ACH-000646,-0.22668626441599998
ACH-000647,-0.304440615988
ACH-000648,-0.135084503888
ACH-000649,-0.17582635987300002
ACH-000651,-0.14383440920399998
ACH-000652,-0.00913433819387
ACH-000653,-0.262277414986
ACH-000657,-0.18753168382100002
ACH-000658,-0.18657498933299999
ACH-000661,0.07437555109539999
ACH-000662,-0.25573667186099996
ACH-000663,-0.426454045471
ACH-000665,-0.00821638270545
ACH-000671,-0.0942031029929
ACH-000673,-0.263527855581
ACH-000676,-0.370625812781
ACH-000677,-0.193856948112
ACH-000681,-0.297716643439
ACH-000682,-0.197638507417
ACH-000683,-0.142195947087
ACH-000684,-0.451552700819
ACH-000688,-0.008982272010459999
ACH-000693,-0.12442740309599999
ACH-000694,-0.318981855676
ACH-000695,-0.0639368661564
ACH-000696,-0.31068370062600004
ACH-000697,0.004344782404060001
ACH-000699,-0.33406616635
ACH-000701,0.0526199972337
ACH-000706,-0.202384079069
ACH-000711,-0.258978384584
ACH-000713,-0.227967085425
ACH-000714,-0.345203316241
ACH-000718,-0.47570027931000003
ACH-000720,-0.151545801811
ACH-000721,-0.256813803221
ACH-000724,0.056189060825699993
ACH-000725,-0.0561975410707
ACH-000732,-0.07392038426910001
ACH-000734,-0.0807223791231
ACH-000735,-0.220042997537
ACH-000736,-0.134151329565
ACH-000738,-0.26628944043200004
ACH-000746,0.0029924171776199997
ACH-000747,-0.281701666426
ACH-000748,-0.108829675253
ACH-000753,-0.208087203063
ACH-000756,0.0152808994815
ACH-000757,-0.353658506434
ACH-000758,-0.057010085106199995
ACH-000760,-0.243642645747
ACH-000763,-0.131758388171
ACH-000764,-0.30398430474300003
ACH-000765,-0.05922481342830001
ACH-000766,-0.41955733462899997
ACH-000767,-0.24059392314
ACH-000768,-0.2129897954
ACH-000769,-0.330382147708
ACH-000770,-0.18959541572
ACH-000771,-0.261315429468
ACH-000773,-0.138595893699
ACH-000776,-0.202377011947
ACH-000777,-0.31242005713599996
ACH-000778,-0.223918706703
ACH-000781,-0.180377524089
ACH-000782,-0.184762588084
ACH-000783,-0.154154429881
ACH-000784,-0.496564839982
ACH-000785,-0.28677644829300003
ACH-000787,-0.09045988933039999
ACH-000788,-0.262545291288
ACH-000791,-0.406505388512
ACH-000792,-0.271842195881
ACH-000794,-0.153848281959
ACH-000796,-0.20889793149500002
ACH-000799,-0.23662702911
ACH-000800,0.17585071194000002
ACH-000802,-0.026595003873400004
ACH-000804,-0.267387692211
ACH-000805,-0.08661677967869999
ACH-000809,-0.28440117385499997
ACH-000810,-0.258548511331
ACH-000811,-0.29361143506799997
ACH-000817,-0.0279202264053
ACH-000819,-0.123715310164
ACH-000820,-0.48223377140900003
ACH-000821,-0.39843803438299996
ACH-000822,-0.268614066094
ACH-000823,-0.23198230250100002
ACH-000824,-0.13137234291799998
ACH-000827,-0.15495261506400002
ACH-000829,-0.0413304616116
ACH-000831,-0.143118149603
ACH-000832,-0.21000532887099999
ACH-000833,-0.10269494152999999
ACH-000834,-0.103813941105
ACH-000835,-0.21033640864999997
ACH-000836,-0.141661874838
ACH-000837,-0.476199651548
ACH-000838,-0.07854258027000001
ACH-000839,-0.137641136158
ACH-000840,-0.46899776855499997
ACH-000841,-0.272502727504
ACH-000843,-0.28379511955
ACH-000846,-0.378023714044
ACH-000847,-0.05418693063900001
ACH-000848,-0.237583285513
ACH-000849,-0.134992898162
ACH-000851,-0.183848216778
ACH-000855,-0.0365110899216
ACH-000856,-0.08391788997130001
ACH-000858,-0.177831608548
ACH-000859,-0.325803464672
ACH-000861,-0.205888501096
ACH-000862,-0.19494168331599998
ACH-000865,-0.243416985545
ACH-000866,-0.104839652891
ACH-000867,-0.176675577258
ACH-000869,-0.257600889158
ACH-000872,-0.09916559960480001
ACH-000873,-0.260592892602
ACH-000876,-0.225108114995
ACH-000878,-0.069151908435
ACH-000880,-0.0477592440245
ACH-000881,-0.18004544075599999
ACH-000882,-0.033373693928400006
ACH-000884,-0.191497589439
ACH-000885,-0.232709779161
ACH-000887,-0.28300576101799996
ACH-000888,-0.0834722438496
ACH-000889,-0.138383651032
ACH-000890,-0.07382089305650001
ACH-000896,-0.0640009875795
ACH-000898,-0.20867352659699998
ACH-000900,-0.38736894779799996
ACH-000901,-0.377746132975
ACH-000905,-0.13740328081800002
ACH-000906,-0.23527719728799998
ACH-000907,-0.19925989763399998
ACH-000910,-0.193049052619
ACH-000911,-0.19103644549
ACH-000912,-0.164560904752
ACH-000913,-0.309562259534
ACH-000915,-0.239281614889
ACH-000916,-0.651033696093
ACH-000917,-0.06390660548890001
ACH-000921,-0.161731903607
ACH-000924,-0.25904923564300003
ACH-000926,0.038072629278599994
ACH-000928,-0.290299371716
ACH-000929,-0.183901042958
ACH-000932,-0.17606251161800002
ACH-000935,-0.216486130617
ACH-000936,-0.108078665763
ACH-000937,-0.257057781841
ACH-000938,0.00528219490918
ACH-000939,-0.0543735593614
ACH-000941,-0.280110386126
ACH-000943,-0.17847647439800002
ACH-000946,-0.205162915796
ACH-000947,-0.163883869481
ACH-000948,-0.19440483916200002
ACH-000950,0.016143397110899998
ACH-000953,-0.197583094976
ACH-000957,-0.105271493615
ACH-000958,-0.17645780530299998
ACH-000960,-0.120991109425
ACH-000963,-0.3809590203
ACH-000968,-0.248944440158
ACH-000969,-0.17898147786200003
ACH-000973,-0.205935282841
ACH-000974,-0.188531918316
ACH-000975,-0.18832220989
ACH-000976,-0.2780270497
ACH-000978,-0.0839485694589
ACH-000980,-0.10751338453800001
ACH-000984,-0.486221249666
ACH-000986,-0.319082995803
ACH-000988,0.0599231051432
ACH-000993,-0.289875599614
ACH-000994,-0.29970948868299996
ACH-000996,-0.35868217886500003
ACH-001001,-0.134260656543
ACH-001020,-0.13052064617200002
ACH-001028,-0.283204821202
ACH-001031,-0.36513447771499996
ACH-001038,-0.182884567095
ACH-001048,-0.028519699350700003
ACH-001050,-0.150891098219
ACH-001053,-0.0799388994672
ACH-001054,-0.45173540139300006
ACH-001061,-0.17910231338500002
ACH-001067,-0.351761455092
ACH-001075,-0.14564666060999998
ACH-001096,-0.216046360167
ACH-001128,-0.452353280384
ACH-001134,-0.15687705468399998
ACH-001151,-0.183431914546
ACH-001163,-0.51438942007
ACH-001164,-0.35961436880900005
ACH-001173,-0.139723908318
ACH-001183,-0.180961042522
ACH-001184,-0.280949414692
ACH-001190,-0.22603379222
ACH-001192,-0.160975651758
ACH-001193,-0.12759517837
ACH-001196,-0.266551938333
ACH-001197,-0.28570293560800003
ACH-001205,-0.180735631979
ACH-001211,0.11607140531099999
ACH-001212,-0.217701079776
ACH-001228,-0.39085561524499995
ACH-001232,-0.200406518785
ACH-001239,-0.107787018991
ACH-001274,-0.2020432996
ACH-001275,0.0200475274482
ACH-001277,-0.0345238044658
ACH-001278,-0.124412484155
ACH-001280,-0.37434112232600003
ACH-001283,-0.101721693328
ACH-001289,-0.43180964248000003
ACH-001295,-0.20049886424600002
ACH-001300,-0.140452070057
ACH-001301,-0.12349562463099999
ACH-001302,-0.112455041108
ACH-001303,-0.772034767835
ACH-001306,-0.111742357259
ACH-001318,-0.297181001956
ACH-001322,-0.244848945589
ACH-001328,-0.166983989793
ACH-001332,-0.136369661167
ACH-001333,-0.295554090776
ACH-001336,-0.0258458149932
ACH-001340,-0.172035490049
ACH-001346,-0.206125246072
ACH-001353,-0.202208259132
ACH-001354,-0.0150363375896
ACH-001367,-0.348598470137
ACH-001368,-0.114336850185
ACH-001374,-0.0888513742399
ACH-001375,-0.131808829075
ACH-001377,-0.158795148349
ACH-001380,-0.205432473028
ACH-001391,-0.26471382806
ACH-001407,-0.0655460896983
ACH-001408,-0.23252726009100003
ACH-001413,-0.315889647937
ACH-001430,-0.208085344631
ACH-001431,-0.270915462732
ACH-001450,-0.07074870485910001
ACH-001496,-0.20447760547899999
ACH-001500,-0.254274696578
ACH-001521,-0.380947363505
ACH-001523,-0.275543717648
ACH-001532,-0.167656201532
ACH-001536,-0.144860767217
ACH-001550,-0.233536461375
ACH-001552,-0.21298350181899997
ACH-001554,-0.13593648645300002
ACH-001645,-0.161567280404
ACH-001654,-0.106676649396
ACH-001715,-0.13599271195
ACH-001735,-0.233062002179
ACH-001736,-0.128210269372
ACH-001737,-0.282120171169
ACH-001740,-0.0074723107553100005
ACH-001745,-0.00337589640315
ACH-001750,-0.344263228126
ACH-001765,-0.18986607576900003
ACH-001956,-0.164167171776
ACH-001957,-0.359401844611
