,PDCD6IP (10015)
ACH-000334,-0.474900286862
ACH-000335,-0.720572312595
ACH-000336,-0.7607299202150001
ACH-000337,-0.0172456950441
ACH-000339,-0.4379074187
ACH-000341,-1.15976669834
ACH-000348,-0.597642794848
ACH-000350,-0.23852785139199997
ACH-000352,-0.7091030474690001
ACH-000356,-0.54618801926
ACH-000361,-0.42560227358900005
ACH-000362,-0.540156112522
ACH-000363,-0.528817293167
ACH-000364,-0.38363453917900003
ACH-000365,-0.343994079496
ACH-000366,-1.00849342876
ACH-000368,-0.54173469119
ACH-000374,-1.14089106478
ACH-000375,-0.457614361351
ACH-000376,-0.90416375374
ACH-000381,-0.544086631787
ACH-000383,-0.6577857436110001
ACH-000387,-0.588773309153
ACH-000389,-0.9563757004600001
ACH-000390,-0.565983507432
ACH-000393,-0.321734413389
ACH-000395,-0.482831931413
ACH-000397,-0.7287020612010001
ACH-000401,-0.556754014748
ACH-000402,-0.602209167591
ACH-000403,-0.643411269052
ACH-000404,-0.931884070101
ACH-000406,-0.164680504415
ACH-000407,-0.280204181252
ACH-000408,-0.5957171111890001
ACH-000410,-0.545108304888
ACH-000411,-0.43966660890799997
ACH-000414,-0.380149398538
ACH-000415,-0.476867618235
ACH-000416,-0.697464254444
ACH-000420,-0.79648649669
ACH-000421,-0.734857976821
ACH-000424,-0.595295874669
ACH-000425,-0.937865321211
ACH-000426,-1.10136073949
ACH-000427,-0.5529746592970001
ACH-000433,-0.508238814756
ACH-000436,-0.29480335369800004
ACH-000444,-0.297109922835
ACH-000445,-0.8546007419600001
ACH-000448,-0.471295279053
ACH-000450,-0.973347309135
ACH-000452,-0.44373175054999997
ACH-000454,-0.8108774173000001
ACH-000458,-0.8987424370810001
ACH-000459,-0.8058904719300001
ACH-000460,-0.591653260996
ACH-000461,-0.639250721689
ACH-000463,-0.763487771675
ACH-000464,-0.332694715304
ACH-000466,-0.7125349661679999
ACH-000467,-0.46099787742
ACH-000468,-0.297373208745
ACH-000469,-0.28522595486900004
ACH-000470,-0.598055685533
ACH-000471,-0.713115468977
ACH-000472,-0.500132215352
ACH-000473,-0.542803355953
ACH-000475,-0.964551443425
ACH-000476,-0.313102792614
ACH-000477,-1.34087315696
ACH-000480,-0.8110365844959999
ACH-000481,-0.61716186025
ACH-000483,-0.509208751995
ACH-000484,-0.39511668387500004
ACH-000485,-0.935205196885
ACH-000486,-0.488870907083
ACH-000487,-0.372270229908
ACH-000488,-0.335890649741
ACH-000490,-0.89199145858
ACH-000491,-0.584962673621
ACH-000495,-0.359352932353
ACH-000496,-0.640471597083
ACH-000499,-1.20436198717
ACH-000500,-0.0763777917812
ACH-000502,-0.59712751996
ACH-000503,-0.9778403907500001
ACH-000505,-0.293142096794
ACH-000507,-0.357974351106
ACH-000510,-0.602673078271
ACH-000511,-0.362585052791
ACH-000512,-0.35738998555
ACH-000516,-0.287663533601
ACH-000517,-0.787744404139
ACH-000518,-0.178758502341
ACH-000520,-0.660863375524
ACH-000521,-0.31682318348
ACH-000522,-0.85211158235
ACH-000524,-0.327910417477
ACH-000527,-0.34218480593500006
ACH-000528,-0.648245915635
ACH-000537,-0.44511504900700005
ACH-000541,-0.623651514521
ACH-000542,-0.257237875485
ACH-000544,-0.615618097677
ACH-000545,-0.259745100898
ACH-000547,-0.189968595197
ACH-000548,-0.918348112932
ACH-000549,-0.6132139408739999
ACH-000550,-0.396504458934
ACH-000552,-0.484580926175
ACH-000556,-0.865363169602
ACH-000557,-0.38008726875200005
ACH-000570,-0.8493675863150001
ACH-000571,-0.849781105213
ACH-000573,-0.173141291926
ACH-000576,-0.44658286601499997
ACH-000580,-0.518678520956
ACH-000584,-0.501438938687
ACH-000585,-0.44914565081999996
ACH-000588,-0.6195288015020001
ACH-000589,-0.424804233007
ACH-000591,-0.8038578899750001
ACH-000593,-0.937731802915
ACH-000600,-0.640690206441
ACH-000601,-0.88094290911
ACH-000604,-0.731346508369
ACH-000605,-0.810352169182
ACH-000606,-0.39444879368
ACH-000608,-0.26189813710099996
ACH-000614,-0.578675842146
ACH-000616,-0.657940633524
ACH-000618,-0.293169390265
ACH-000619,-1.13900119058
ACH-000620,-0.550732953948
ACH-000621,-0.557041990561
ACH-000622,-1.20014418936
ACH-000623,-0.685134959632
ACH-000624,-0.42575905965800004
ACH-000627,-0.365439227366
ACH-000630,-0.809643777172
ACH-000632,-0.39820591090999996
ACH-000633,-0.593682898339
ACH-000637,-0.39719178578000003
ACH-000638,-0.556270980251
ACH-000646,-0.828434620811
ACH-000647,-0.42872284368600005
ACH-000648,-0.939761940783
ACH-000649,-0.19097277421
ACH-000651,-0.0573170955825
ACH-000652,-0.980324540414
ACH-000653,-0.450245201789
ACH-000657,-0.5151612649130001
ACH-000658,-0.876715952914
ACH-000661,-0.7893006770800001
ACH-000662,-0.350280178226
ACH-000663,-0.27524928713
ACH-000665,-0.6712298880040001
ACH-000671,-0.317676933605
ACH-000673,-0.620904818099
ACH-000676,-0.364764244971
ACH-000677,-0.6136241435540001
ACH-000681,-0.64770335635
ACH-000682,-0.438873099262
ACH-000683,-0.9135941862190001
ACH-000684,-0.524383069418
ACH-000688,-0.416987039884
ACH-000693,-0.8026855125769999
ACH-000694,-0.749903959626
ACH-000695,-0.507479188665
ACH-000696,-0.630391370333
ACH-000697,-0.292137260597
ACH-000699,-0.483879595535
ACH-000701,-0.773107762073
ACH-000706,-0.620809981635
ACH-000711,-0.338904592852
ACH-000713,-0.5130230348120001
ACH-000714,-0.631801083108
ACH-000718,-0.6711671144079999
ACH-000720,-0.475033694376
ACH-000721,-0.8647145004100001
ACH-000724,-0.588750494053
ACH-000725,-0.34251351659199997
ACH-000732,-0.11118688483200001
ACH-000734,-0.8490803386210001
ACH-000735,-0.978078765071
ACH-000736,-0.543621813244
ACH-000738,-0.33757910640699995
ACH-000746,-1.18946090143
ACH-000747,-1.01424460109
ACH-000748,-0.32972279703400004
ACH-000753,-0.282523559816
ACH-000756,-0.918663192851
ACH-000757,-0.48060811730499997
ACH-000758,-0.410128321862
ACH-000760,-0.507380815848
ACH-000763,-1.29368708046
ACH-000764,-0.7792129189210001
ACH-000765,-0.658115570916
ACH-000766,-0.494470101364
ACH-000767,-0.306384998763
ACH-000768,-0.525548225268
ACH-000769,-0.68957295942
ACH-000770,-0.199422110125
ACH-000771,-0.107562783237
ACH-000773,-0.5725952911259999
ACH-000776,-0.479810782167
ACH-000777,-0.592216544201
ACH-000778,-0.35617002237400003
ACH-000781,-0.7245655198109999
ACH-000782,-0.667333714079
ACH-000783,-1.06143316739
ACH-000784,-0.6439573700810001
ACH-000785,-0.7735153389399999
ACH-000787,-0.33297357778000003
ACH-000788,-0.596019138018
ACH-000791,-0.717723996376
ACH-000792,-0.606802542558
ACH-000794,-0.7637930818009999
ACH-000796,-0.45317997845299995
ACH-000799,-0.423414371905
ACH-000800,-0.695183708566
ACH-000802,-0.461877976438
ACH-000804,-1.07436938856
ACH-000805,-0.35014345321
ACH-000809,-0.371747996069
ACH-000810,-0.837319317797
ACH-000811,-0.535421911809
ACH-000817,-0.96394049415
ACH-000819,-0.9317009420610001
ACH-000820,-0.102267152484
ACH-000821,0.0952345641702
ACH-000822,-0.6061247585239999
ACH-000823,-0.24582579001600002
ACH-000824,-1.09148234915
ACH-000827,-0.577459536583
ACH-000829,-0.151578564577
ACH-000831,-0.0723914984968
ACH-000832,-0.7161392694
ACH-000833,-0.897875164022
ACH-000834,-0.5714532201070001
ACH-000835,-0.8958350975020001
ACH-000836,-0.487283119695
ACH-000837,-0.340022467793
ACH-000838,-0.471810736973
ACH-000839,-0.5587801821
ACH-000840,-0.619009026872
ACH-000841,-0.276941329452
ACH-000843,-0.8178845084119999
ACH-000846,-0.552061041832
ACH-000847,-1.18597325858
ACH-000848,-0.799012050109
ACH-000849,-0.346669795705
ACH-000851,-0.522139125219
ACH-000855,-0.20671686618700003
ACH-000856,-0.339350389939
ACH-000858,-0.38143260750200003
ACH-000859,-1.08025449907
ACH-000861,-0.16856756167
ACH-000862,-0.7921462983409999
ACH-000865,-0.40266974177000003
ACH-000866,-0.871872585421
ACH-000867,-0.956958922032
ACH-000869,-0.513268143862
ACH-000872,-0.739774804008
ACH-000873,-0.183253133646
ACH-000876,-0.489591149767
ACH-000878,-0.218845200648
ACH-000880,-0.8399424652140001
ACH-000881,-0.653331828957
ACH-000882,-0.784728144621
ACH-000884,-0.894466412274
ACH-000885,-0.230565771399
ACH-000887,-0.401097468417
ACH-000888,-0.808440549531
ACH-000889,-0.851785867456
ACH-000890,-0.770268400666
ACH-000896,-0.317280306254
ACH-000898,-0.314643844733
ACH-000900,-0.565376577978
ACH-000901,-0.546347162187
ACH-000905,-0.188773137897
ACH-000906,-0.302115783376
ACH-000907,-0.7091198596289999
ACH-000910,-1.07228191192
ACH-000911,-0.49779459077
ACH-000912,-0.8898194110969999
ACH-000913,-0.6872004704029999
ACH-000915,-0.719240841444
ACH-000916,-0.364623910805
ACH-000917,-0.36666774136999997
ACH-000921,-0.633882442325
ACH-000924,-1.3451066540399998
ACH-000926,-0.42146547406999996
ACH-000928,-0.155235462906
ACH-000929,-0.351173027229
ACH-000932,-0.5367383726
ACH-000935,-0.6281635036159999
ACH-000936,-0.589495287036
ACH-000937,-0.300564862729
ACH-000938,-0.623640330664
ACH-000939,-0.7784783641320001
ACH-000941,-0.677146822947
ACH-000943,-0.477864322592
ACH-000946,-0.24460166828899998
ACH-000947,-0.431048672353
ACH-000948,-0.0770640143451
ACH-000950,-0.380432852302
ACH-000953,-0.452755304201
ACH-000957,-0.312435072399
ACH-000958,-0.875528407623
ACH-000960,-0.661694480943
ACH-000963,-0.161190355014
ACH-000968,-1.1519766040100001
ACH-000969,-0.355478266115
ACH-000973,-0.571670992433
ACH-000974,-0.536577984406
ACH-000975,-0.560993638187
ACH-000976,-0.42908588784999996
ACH-000978,-0.572332906291
ACH-000980,-0.7736986353399999
ACH-000984,-0.08486001898000001
ACH-000986,-0.472167626682
ACH-000988,-0.403342452307
ACH-000993,-0.5701550229469999
ACH-000994,-0.5167551161999999
ACH-000996,-0.194087479126
ACH-001001,-0.279392201886
ACH-001020,-0.165667526387
ACH-001028,-0.6960214265510001
ACH-001031,-0.321849354446
ACH-001038,-0.8915491248109999
ACH-001048,-0.479780227859
ACH-001050,-0.133836567735
ACH-001053,-0.8353114673559999
ACH-001054,-0.7517875670630001
ACH-001061,-0.229314440928
ACH-001067,-0.350478950599
ACH-001075,-0.22151481036200002
ACH-001096,-0.739974377674
ACH-001128,-0.684341945696
ACH-001134,-0.833426530087
ACH-001151,-0.35291209325999995
ACH-001163,-0.364810186071
ACH-001164,-0.926517177581
ACH-001173,-0.805051880694
ACH-001183,-0.36380085956
ACH-001184,-0.510778844637
ACH-001190,-0.425023143068
ACH-001192,-0.526427121638
ACH-001193,-0.8607723302779999
ACH-001196,-0.445274600224
ACH-001197,-0.299980612283
ACH-001205,-0.35744556682899997
ACH-001211,-0.580438060851
ACH-001212,-0.9578629605069999
ACH-001228,-0.448404128561
ACH-001232,-0.401539586418
ACH-001239,-0.49962534891000004
ACH-001274,-0.339362862255
ACH-001275,-0.663991661524
ACH-001277,-0.86005465088
ACH-001278,-0.425706606108
ACH-001280,-0.33575300611500003
ACH-001283,-0.688894370597
ACH-001289,-0.593104929744
ACH-001295,-0.48778721504100003
ACH-001300,-0.861813499129
ACH-001301,-0.553172203338
ACH-001302,-0.625530757363
ACH-001303,-0.836354813786
ACH-001306,-0.377447043535
ACH-001318,-0.24831502106199999
ACH-001322,-0.9246436886310001
ACH-001328,-0.602552087614
ACH-001332,-0.597858216916
ACH-001333,-0.722101819022
ACH-001336,-0.62145081634
ACH-001340,-1.05144519697
ACH-001346,-1.0020162942
ACH-001353,-0.36187761356700004
ACH-001354,-0.621692137196
ACH-001367,-0.287074716874
ACH-001368,-0.424923774525
ACH-001374,-0.233962698232
ACH-001375,-0.12338268515
ACH-001377,-0.56914052225
ACH-001380,-0.59163481285
ACH-001391,-0.26091733895799996
ACH-001407,-0.955273533876
ACH-001408,-0.76623491894
ACH-001413,-0.266377219607
ACH-001430,-0.714529666382
ACH-001431,-0.8699686244779999
ACH-001450,-0.36792160735600005
ACH-001496,-0.5045625805139999
ACH-001500,-0.621323498673
ACH-001521,-0.815689161512
ACH-001523,-0.591587331381
ACH-001532,-0.359358724324
ACH-001536,-1.19118373207
ACH-001550,-0.610803873408
ACH-001552,-0.34066430714199997
ACH-001554,-0.701430277369
ACH-001645,-0.152799370033
ACH-001654,-0.31867390944
ACH-001715,-0.533055468288
ACH-001735,-0.434163707179
ACH-001736,-0.49129191961199997
ACH-001737,-0.565806261027
ACH-001740,-0.8467201143269999
ACH-001745,-0.7208534084489999
ACH-001750,-0.367939621959
ACH-001765,-0.615962351624
ACH-001956,-0.5186661864859999
ACH-001957,-0.301549406905
