,YKT6 (10652)
ACH-000188,-1.2566958163200002
ACH-000189,-1.7106095114200002
ACH-000190,-1.24861729053
ACH-000198,-1.47255496063
ACH-000204,-1.48823522882
ACH-000206,-1.2810891139799998
ACH-000207,-1.4739684609200001
ACH-000211,-0.8805587036700001
ACH-000215,-1.05890378585
ACH-000221,-1.49713013375
ACH-000222,-1.389787343
ACH-000223,-1.65512715664
ACH-000226,-1.34059487745
ACH-000227,-1.6835505663199999
ACH-000228,-1.2158534795
ACH-000231,-1.4229757221000001
ACH-000232,-1.5159000910299998
ACH-000233,-1.5285828446899998
ACH-000234,-1.37945101641
ACH-000235,-1.3853276685299998
ACH-000237,-1.55893268715
ACH-000238,-1.3403402499
ACH-000243,-1.4035723574599999
ACH-000244,-1.58730845377
ACH-000246,-1.4565968800600002
ACH-000248,-1.4115066089300001
ACH-000250,-1.24875886317
ACH-000251,-0.9434812280399999
ACH-000253,-1.55172399364
ACH-000255,-1.44610144446
ACH-000256,-1.27096570528
ACH-000257,-1.75797473116
ACH-000258,-1.40746237604
ACH-000259,-1.37429955507
ACH-000260,-1.08661305635
ACH-000261,-1.19266433302
ACH-000262,-1.57082464347
ACH-000263,-1.3445731285799998
ACH-000264,-1.40771317445
ACH-000265,-1.2553489605500001
ACH-000266,-1.2551377567
ACH-000272,-1.65171405585
ACH-000273,-1.0329922078799998
ACH-000274,-1.5576783942899999
ACH-000277,-1.55976984692
ACH-000278,-1.31036303554
ACH-000279,-1.3971872575600002
ACH-000280,-1.30643043797
ACH-000281,-1.03037569143
ACH-000288,-1.4614435599200002
ACH-000291,-1.56230393636
ACH-000293,-1.35771539266
ACH-000294,-1.18056001828
ACH-000295,-1.2190347025
ACH-000296,-1.41885314039
ACH-000302,-1.29433298016
ACH-000304,-1.2906305404
ACH-000307,-1.6336158420500002
ACH-000308,-1.2978266926000002
ACH-000310,-1.43792821097
ACH-000311,-1.3177122141
ACH-000312,-1.4241368328
ACH-000315,-1.53222078097
ACH-000316,-1.12209242021
ACH-000317,-1.57839432153
ACH-000318,-1.30973148801
ACH-000319,-1.3716759048700002
ACH-000320,-1.3715413064300002
ACH-000322,-0.8709198362839999
ACH-000323,-0.9176506175679999
ACH-000324,-1.1501767943999999
ACH-000329,-0.980635831945
ACH-000330,-1.41140126042
ACH-000331,-1.29114306184
ACH-000332,-1.33670259077
ACH-000334,-1.43193815416
ACH-000335,-1.25132557725
ACH-000336,-1.6479493435299999
ACH-000337,-1.15364128983
ACH-000339,-1.34279382651
ACH-000341,-1.3718699035799997
ACH-000348,-1.29895634811
ACH-000350,-1.22906550386
ACH-000352,-1.48716887963
ACH-000356,-1.3447018162399997
ACH-000361,-1.1598393354799998
ACH-000362,-1.2869852082200002
ACH-000363,-1.7490016989300001
ACH-000364,-1.20143852873
ACH-000365,-1.4808787956799998
ACH-000366,-1.40772302375
ACH-000368,-1.43200130429
ACH-000374,-1.02813004434
ACH-000375,-1.4029530576499998
ACH-000376,-1.37840673287
ACH-000381,-1.58231215324
ACH-000383,-1.59952474542
ACH-000387,-1.23938419552
ACH-000389,-1.28717217353
ACH-000390,-1.3312979321
ACH-000393,-1.3690779471
ACH-000395,-1.52955971362
ACH-000397,-1.53416438558
ACH-000401,-1.4251313682
ACH-000402,-1.6875221119400001
ACH-000403,-1.30681472067
ACH-000404,-1.27608315559
ACH-000406,-1.12955736325
ACH-000407,-1.45686165902
ACH-000408,-1.17587835446
ACH-000410,-1.4981572219400001
ACH-000411,-1.30084977608
ACH-000414,-1.65376716097
ACH-000415,-1.2961994919
ACH-000416,-1.5051544195200002
ACH-000420,-1.5020232001700002
ACH-000421,-1.4319030990700001
ACH-000424,-1.49916207598
ACH-000425,-1.31061176327
ACH-000426,-1.81101378931
ACH-000427,-1.8398132048
ACH-000433,-1.1240875480099999
ACH-000436,-1.57811345194
ACH-000444,-1.2698907795799999
ACH-000445,-1.37751620904
ACH-000448,-1.70772023103
ACH-000450,-1.53211677113
ACH-000452,-1.1368718483
ACH-000454,-1.1254369641700002
ACH-000458,-1.5821987904600001
ACH-000459,-1.50911748774
ACH-000460,-1.29833966798
ACH-000461,-1.5211005571899998
ACH-000463,-1.1385541904
ACH-000464,-1.41454376893
ACH-000466,-1.32188297098
ACH-000467,-1.15805099263
ACH-000468,-1.0386953020799998
ACH-000469,-1.48657071336
ACH-000470,-1.7359104159799998
ACH-000471,-1.5990018621000002
ACH-000472,-1.38690253921
ACH-000473,-1.22415178823
ACH-000475,-1.4305193326499999
ACH-000476,-1.16142019064
ACH-000477,-1.65799674503
ACH-000480,-1.4571082002200002
ACH-000481,-1.56783320893
ACH-000483,-1.51815949189
ACH-000484,-1.61243822404
ACH-000485,-1.25260956315
ACH-000486,-1.280829061
ACH-000487,-1.51748924335
ACH-000488,-1.34554883321
ACH-000490,-1.5854454930700002
ACH-000491,-1.42026243003
ACH-000495,-1.4611708772999998
ACH-000496,-1.6947545355000002
ACH-000499,-0.995392186608
ACH-000500,-1.25810331373
ACH-000502,-1.08700456017
ACH-000503,-1.15984362435
ACH-000505,-1.17860078485
ACH-000507,-1.47733855979
ACH-000510,-1.4277262962200001
ACH-000511,-1.4578983422799998
ACH-000512,-1.4712567552200002
ACH-000516,-1.36056088259
ACH-000517,-1.3721768547
ACH-000518,-1.1872099135
ACH-000520,-1.4625606151700001
ACH-000521,-1.26722394409
ACH-000522,-1.49370709632
ACH-000524,-1.1420950539299999
ACH-000527,-1.16404112184
ACH-000528,-1.4765058209600002
ACH-000537,-0.8730255164759999
ACH-000541,-1.29712654071
ACH-000542,-1.4216182764399998
ACH-000544,-1.25196864559
ACH-000545,-1.10870348915
ACH-000547,-1.52831654986
ACH-000548,-1.36717168891
ACH-000549,-0.80095209349
ACH-000550,-1.2703921121100001
ACH-000552,-1.4922368080700001
ACH-000556,-1.73839864191
ACH-000557,-1.5588383425999999
ACH-000570,-1.3708211556999998
ACH-000571,-0.984170910813
ACH-000573,-1.1266517278000001
ACH-000576,-1.324422535
ACH-000580,-0.9459900222200001
ACH-000584,-1.59926522771
ACH-000585,-1.47751942902
ACH-000588,-1.73357868055
ACH-000589,-1.34313462466
ACH-000591,-1.09153647716
ACH-000593,-1.71616006018
ACH-000600,-1.63088294776
ACH-000601,-1.3402562778799998
ACH-000604,-1.24760719786
ACH-000605,-1.45604329734
ACH-000606,-1.17979406176
ACH-000608,-2.19413232129
ACH-000614,-1.30794924873
ACH-000616,-1.66518673535
ACH-000618,-1.61319301824
ACH-000619,-1.3363110461
ACH-000620,-1.37332621741
ACH-000621,-1.20519126749
ACH-000622,-1.2819177402500002
ACH-000623,-1.0532222183600002
ACH-000624,-1.6163336452300001
ACH-000627,-1.1763140415
ACH-000630,-1.4239868417500001
ACH-000632,-1.34681262563
ACH-000633,-1.5705313479700003
ACH-000637,-1.5089691618599999
ACH-000638,-1.40868872019
ACH-000646,-1.5888486632499998
ACH-000647,-0.8473495420020001
ACH-000648,-1.40508193537
ACH-000649,-1.35062321381
ACH-000651,-1.18459924928
ACH-000652,-1.41702284759
ACH-000653,-1.6794316272999998
ACH-000657,-1.5794348622799999
ACH-000658,-1.60292426677
ACH-000661,-1.3283773050499998
ACH-000662,-1.7952910405000002
ACH-000663,-1.18525649872
ACH-000665,-1.1457398698999999
ACH-000671,-1.5795748046399998
ACH-000673,-1.48173007377
ACH-000676,-1.09088626964
ACH-000677,-1.6560524765600002
ACH-000681,-1.20324867216
ACH-000682,-1.3131613925
ACH-000683,-1.2950197593200001
ACH-000684,-1.01934266025
ACH-000688,-1.4037186820899998
ACH-000693,-1.35203017908
ACH-000694,-1.37317132336
ACH-000695,-1.56407596638
ACH-000696,-1.4562907049
ACH-000697,-1.38522971804
ACH-000699,-1.776703301
ACH-000701,-0.827959003979
ACH-000706,-1.26592956854
ACH-000711,-1.64411864127
ACH-000713,-1.37938025618
ACH-000714,-1.39853640396
ACH-000718,-1.50583254681
ACH-000720,-1.36149849596
ACH-000721,-1.61853229874
ACH-000724,-2.05643746295
ACH-000725,-1.31093006847
ACH-000732,-1.5061882989200002
ACH-000734,-1.38436370933
ACH-000735,-1.25857590536
ACH-000736,-1.5919974776199999
ACH-000738,-1.1578518391200001
ACH-000746,-1.63739428525
ACH-000747,-1.19808915535
ACH-000748,-1.15615046176
ACH-000753,-1.5579458394499999
ACH-000756,-1.17551728916
ACH-000757,-1.2314889075700002
ACH-000758,-1.116223529
ACH-000760,-0.9386570156720001
ACH-000763,-1.7210382510099997
ACH-000764,-1.5063572395299998
ACH-000765,-1.3978466746899998
ACH-000766,-1.5390779698700001
ACH-000767,-1.18690472824
ACH-000768,-1.3721793253999999
ACH-000769,-1.1439045078499999
ACH-000770,-1.24365104264
ACH-000771,-1.20096263855
ACH-000773,-1.4517773416
ACH-000776,-1.68233617421
ACH-000777,-1.3762064108399998
ACH-000778,-1.67608547018
ACH-000781,-1.1954344072399998
ACH-000782,-1.57217177282
ACH-000783,-1.7390740733
ACH-000784,-1.5151396578799998
ACH-000785,-1.55199308607
ACH-000787,-1.2056515636299998
ACH-000788,-1.29411867021
ACH-000791,-1.19306003808
ACH-000792,-1.29536553293
ACH-000794,-1.31121875111
ACH-000796,-1.69337661235
ACH-000799,-1.23177483861
ACH-000800,-1.52887571029
ACH-000802,-1.44416951
ACH-000804,-1.4078388726700002
ACH-000805,-1.25971917144
ACH-000809,-1.33391110324
ACH-000810,-1.28283674393
ACH-000811,-1.6268664787399998
ACH-000817,-1.5722854092200003
ACH-000819,-1.3469401180399998
ACH-000820,-1.143736225
ACH-000821,-1.9694667492
ACH-000822,-1.06579686722
ACH-000823,-1.5044123314500002
ACH-000824,-1.41669626926
ACH-000827,-1.11502853801
ACH-000829,-1.0273700851899998
ACH-000831,-1.22606439279
ACH-000832,-1.08311232612
ACH-000833,-1.10818157803
ACH-000834,-1.42961918431
ACH-000835,-1.28066304304
ACH-000836,-1.49384848977
ACH-000837,-1.2992802709
ACH-000838,-1.63633237409
ACH-000839,-1.5707589717100001
ACH-000840,-1.1858035753
ACH-000841,-1.22768961775
ACH-000843,-1.5996470513699999
ACH-000846,-1.5068656142200003
ACH-000847,-1.19069066367
ACH-000848,-1.35352959515
ACH-000849,-1.44052119104
ACH-000851,-1.17688700695
ACH-000855,-0.911907089026
ACH-000856,-1.43886993227
ACH-000858,-1.6030600587600001
ACH-000859,-1.56188678489
ACH-000861,-1.20750524997
ACH-000862,-1.49393374446
ACH-000865,-1.22730484319
ACH-000866,-1.40750708106
ACH-000867,-1.5399540381999999
ACH-000869,-1.37917335181
ACH-000872,-1.16976089421
ACH-000873,-0.980944200024
ACH-000876,-1.3975240519799998
ACH-000878,-1.10040357975
ACH-000880,-1.3877464778
ACH-000881,-1.09182029728
ACH-000882,-1.30345201493
ACH-000884,-1.23045732833
ACH-000885,-1.18478117508
ACH-000887,-1.4067800886500001
ACH-000888,-1.41349492838
ACH-000889,-1.55520065884
ACH-000890,-1.1644995232
ACH-000896,-1.40683309568
ACH-000898,-1.2870234635
ACH-000900,-1.4808067328
ACH-000901,-1.18146561138
ACH-000905,-1.28495919039
ACH-000906,-1.1030682896500001
ACH-000907,-1.1411922555299998
ACH-000910,-1.6264698929899999
ACH-000911,-1.37831970414
ACH-000912,-1.10123333131
ACH-000913,-1.2875510544
ACH-000915,-1.45312480097
ACH-000916,-1.80505835543
ACH-000917,-1.22078481483
ACH-000921,-1.45499114391
ACH-000924,-1.3175291333399999
ACH-000926,-1.39823342441
ACH-000928,-1.4426809161
ACH-000929,-1.31602676152
ACH-000932,-1.32683641468
ACH-000935,-1.09565887631
ACH-000936,-1.4854615823299997
ACH-000937,-1.67554033039
ACH-000938,-1.5193602610799999
ACH-000939,-1.4982806182700001
ACH-000941,-1.64675558312
ACH-000943,-1.27397256149
ACH-000946,-1.3606924946899999
ACH-000947,-1.39588609853
ACH-000948,-1.30497269096
ACH-000950,-1.4000846819400001
ACH-000953,-1.34149784325
ACH-000957,-1.41660404634
ACH-000958,-1.3343669894499999
ACH-000960,-1.3543064653999999
ACH-000963,-1.4811057954799998
ACH-000968,-1.00725410987
ACH-000969,-1.24892730207
ACH-000973,-1.37460628044
ACH-000974,-1.44406684736
ACH-000975,-1.5956475522600002
ACH-000976,-1.04844320063
ACH-000978,-1.34394211186
ACH-000980,-1.33785796754
ACH-000984,-1.49845885465
ACH-000986,-1.1806252334
ACH-000988,-1.68754578514
ACH-000993,-1.20668880316
ACH-000994,-1.6446510139200001
ACH-000996,-1.45586970155
ACH-001001,-1.3269139152200002
ACH-001020,-1.4731186318
ACH-001028,-1.56817935375
ACH-001031,-1.54878000734
ACH-001038,-1.2591921531
ACH-001048,-1.31623704158
ACH-001050,-1.40807184709
ACH-001053,-1.2431691811299999
ACH-001054,-1.46380229803
ACH-001061,-1.2078925566
ACH-001067,-1.36235237027
ACH-001075,-1.0086263278799998
ACH-001096,-1.3880959990200001
ACH-001128,-1.6734408825100002
ACH-001134,-1.5435123717299999
ACH-001151,-1.42002890075
ACH-001163,-1.6533080488
ACH-001164,-1.3284073412100001
ACH-001173,-1.24862690054
ACH-001183,-1.59244092595
ACH-001184,-1.48825387389
ACH-001190,-1.18829729629
ACH-001192,-1.30055845919
ACH-001193,-1.42722331617
ACH-001196,-1.12763507505
ACH-001197,-1.2329769774700001
ACH-001205,-1.1042337223899998
ACH-001211,-1.4560427339500002
ACH-001212,-1.47551130111
ACH-001228,-1.37212382907
ACH-001232,-1.4623588138999999
ACH-001239,-1.09122141267
ACH-001274,-1.20170872403
ACH-001275,-1.2729427688500001
ACH-001277,-1.4178375499899998
ACH-001278,-1.4009550699899997
ACH-001280,-1.5665126633500002
ACH-001283,-1.43738986831
ACH-001289,-1.6357010453799998
ACH-001295,-1.52865862378
ACH-001300,-1.4135260440700002
ACH-001301,-1.20700806089
ACH-001302,-1.2560065281000001
ACH-001303,-1.3654438284900001
ACH-001306,-1.61314345249
ACH-001318,-1.2961019171400001
ACH-001322,-1.14465321506
ACH-001328,-1.54420648257
ACH-001332,-0.891757998634
ACH-001333,-1.57682969359
ACH-001336,-1.40325479729
ACH-001340,-1.4768127886200002
ACH-001346,-1.227368032
ACH-001353,-1.48552344825
ACH-001354,-1.48279145111
ACH-001367,-1.55293804306
ACH-001368,-1.4311336945200002
ACH-001374,-1.5352019752000001
ACH-001375,-1.2531437782
ACH-001377,-1.4386697748
ACH-001380,-1.40728666667
ACH-001391,-1.8613019753400002
ACH-001407,-1.35521072766
ACH-001408,-1.2403331904600001
ACH-001413,-1.25781762697
ACH-001430,-1.50420216494
ACH-001431,-1.4387678072999999
ACH-001450,-1.39648307648
ACH-001496,-1.42241122429
ACH-001500,-1.50500028179
ACH-001521,-1.6350189420399999
ACH-001523,-1.48287009197
ACH-001532,-1.3558600425299998
ACH-001536,-1.44112939439
ACH-001550,-1.5549224764700003
ACH-001552,-1.5735183395200003
ACH-001554,-1.38621818421
ACH-001645,-1.5723672080700002
ACH-001654,-1.4861536396700001
ACH-001715,-1.27562219843
ACH-001735,-1.6196419604899999
ACH-001736,-1.24052778459
ACH-001737,-1.1855811825
ACH-001740,-1.27332450889
ACH-001745,-1.3968106988
ACH-001750,-1.36344898964
ACH-001765,-1.34045337958
ACH-001956,-1.7655611726
ACH-001957,-0.9740537457009999
