,SEPW1 (6415)
ACH-000620,-0.459914362441
ACH-000621,-0.310190565019
ACH-000622,-0.125376712315
ACH-000623,-0.288680239372
ACH-000624,-0.442553611358
ACH-000627,-0.336268760868
ACH-000630,-0.182317435437
ACH-000632,-0.141741058507
ACH-000633,-0.236384002009
ACH-000637,-0.40997340593000003
ACH-000638,-0.18108052356899998
ACH-000646,-0.569218484856
ACH-000647,-0.304825494396
ACH-000648,-0.0273638827103
ACH-000649,-0.366551695854
ACH-000651,-0.214946015411
ACH-000652,-0.39470647566100003
ACH-000653,-0.29872878128400004
ACH-000657,-0.349132848961
ACH-000658,-0.42937974296400006
ACH-000661,-0.23110958911999996
ACH-000662,-0.0437834328822
ACH-000663,-0.56595363384
ACH-000665,-0.27465723056499997
ACH-000671,-0.40207297529799996
ACH-000673,-0.272252143252
ACH-000676,-0.237978234991
ACH-000677,-0.24171665031599998
ACH-000681,-0.341862915161
ACH-000682,-0.278783290931
ACH-000683,-0.25827958071199997
ACH-000684,-0.21219491436299998
ACH-000688,-0.24781016998000002
ACH-000693,-0.34622097017399994
ACH-000694,-0.15925131296199999
ACH-000695,-0.42812933501199996
ACH-000696,-0.330656703697
ACH-000697,-0.23520175875799998
ACH-000699,-0.37540323760300004
ACH-000701,-0.5698342494259999
ACH-000706,-0.240429447685
ACH-000711,-0.423658985621
ACH-000713,-0.478428966363
ACH-000714,-0.30434678079
ACH-000718,-0.204801782498
ACH-000720,-0.20886326609
ACH-000721,-0.162591132456
ACH-000724,-0.385676655706
ACH-000725,-0.214495636402
ACH-000732,-0.0143448477395
ACH-000734,-0.348704987911
ACH-000735,-0.38904853970700004
ACH-000736,-0.19559947774300002
ACH-000738,-0.19275656255600002
ACH-000746,-0.391920014786
ACH-000747,-0.149161371368
ACH-000748,-0.403958705477
ACH-000753,-0.21204866522
ACH-000756,-0.330516272566
ACH-000757,-0.371962176009
ACH-000758,-0.21652537391399998
ACH-000760,-0.36330420918000006
ACH-000763,-0.446066951039
ACH-000764,-0.568562718776
ACH-000765,-0.316874426228
ACH-000766,-0.455209956955
ACH-000767,-0.274075491522
ACH-000768,-0.26518642658
ACH-000769,-0.377700344149
ACH-000770,-0.35167888557
ACH-000771,-0.280070423324
ACH-000773,-0.308905168687
ACH-000776,-0.479927969373
ACH-000777,-0.260340717815
ACH-000778,-0.3947235683
ACH-000781,-0.291900178541
ACH-000782,-0.40077450068099996
ACH-000783,-0.46305032221000003
ACH-000784,-0.427379906162
ACH-000785,-0.167227252568
ACH-000787,-0.297910613158
ACH-000788,-0.373045193732
ACH-000791,-0.49768453816299996
ACH-000792,-0.41890747739900003
ACH-000794,-0.231562312354
ACH-000796,-0.428716976058
ACH-000799,-0.492593658577
ACH-000800,-0.113994237253
ACH-000802,-0.281929334923
ACH-000804,-0.40765169965899994
ACH-000805,-0.263483137593
ACH-000809,-0.444793379706
ACH-000810,-0.6848439980500001
ACH-000811,-0.326838083824
ACH-000817,-0.404213772304
ACH-000819,-0.5605601711980001
ACH-000820,0.07507056451460001
ACH-000821,-0.356561555747
ACH-000822,-0.49708934096
ACH-000823,-0.18190750601199998
ACH-000824,-0.542102798027
ACH-000827,-0.41947879354199996
ACH-000829,-0.363023496908
ACH-000831,-0.234686949135
ACH-000832,-0.13364308086100002
ACH-000833,-0.458749414583
ACH-000834,-0.503347004121
ACH-000835,-0.39293497065300004
ACH-000836,-0.307565670683
ACH-000837,-0.415645188069
ACH-000838,-0.4526684664399999
ACH-000839,-0.18247449069200003
ACH-000840,-0.0633137450355
ACH-000841,-0.566726571213
ACH-000843,-0.186790646198
ACH-000846,-0.338498180619
ACH-000847,-0.650038267327
ACH-000848,-0.182727391186
ACH-000849,-0.2633073797
ACH-000851,-0.208406858854
ACH-000855,-0.17859780497000002
ACH-000856,-0.318584495534
ACH-000858,-0.33878485423
ACH-000859,-0.288530227277
ACH-000861,-0.41712266099
ACH-000862,-0.45959770760700003
ACH-000865,-0.264115530244
ACH-000866,-0.257190328679
ACH-000867,-0.286319465183
ACH-000869,-0.185899042427
ACH-000872,-0.271268505124
ACH-000873,-0.10398882037999999
ACH-000876,-0.333768354293
ACH-000878,-0.304312230151
ACH-000880,-0.15463729617
ACH-000881,-0.48973215424500005
ACH-000882,-0.385943749825
ACH-000884,-0.307756163727
ACH-000885,-0.435718597988
ACH-000887,-0.35779125929899996
ACH-000888,-0.36133436435800004
ACH-000889,-0.310021776267
ACH-000890,-0.31727185300599997
ACH-000896,-0.36800423366499996
ACH-000898,-0.441277214895
ACH-000900,-0.261963855875
ACH-000901,-0.425139733032
ACH-000905,-0.344800881046
ACH-000906,-0.44735544965499996
ACH-000907,-0.43361052826700003
ACH-000910,-0.379466341319
ACH-000911,-0.33444194323800003
ACH-000912,-0.199731123107
ACH-000913,0.13319607152899998
ACH-000915,-0.325865504061
ACH-000916,-0.645511783895
ACH-000917,-0.622058298022
ACH-000921,-0.267222948254
ACH-000924,-0.269085939931
ACH-000926,-0.284579024387
ACH-000928,-0.334395442627
ACH-000929,-0.448464992292
ACH-000932,-0.282532503852
ACH-000935,-0.24592826954500002
ACH-000936,-0.348965355672
ACH-000937,-0.261350154549
ACH-000938,-0.246251794884
ACH-000939,-0.535061862238
ACH-000941,-0.6000519863139999
ACH-000943,-0.255506336864
ACH-000946,-0.26388879548599997
ACH-000947,-0.24783970819
ACH-000948,-0.335096361017
ACH-000950,-0.39848225717
ACH-000953,-0.347958087505
ACH-000957,0.007346881382439999
ACH-000958,-0.501567199988
ACH-000960,-0.26854480297
ACH-000963,-0.402872918693
ACH-000968,-0.325968315409
ACH-000969,-0.13583119714000003
ACH-000973,-0.297724932984
ACH-000974,-0.45384158833000005
ACH-000975,-0.257538348001
ACH-000976,-0.392807528912
ACH-000978,-0.275024945993
ACH-000980,-0.33448696829
ACH-000984,-0.257285582784
ACH-000986,-0.224491728783
ACH-000988,-0.604151839418
ACH-000993,-0.376732984745
ACH-000994,-0.5435791253760001
ACH-000996,-0.655043953837
ACH-001001,-0.342332039265
ACH-001020,-0.179729391987
ACH-001028,-0.347798971369
ACH-001031,-0.463344534886
ACH-001038,-0.384410369722
ACH-001048,-0.27917790864500003
ACH-001050,-0.364435401706
ACH-001053,-0.101769779594
ACH-001054,-0.131085177927
ACH-001061,-0.343660376653
ACH-001067,-0.40492301087099997
ACH-001075,-0.29413082301300003
ACH-001096,-0.19705270656100002
ACH-001128,-0.856795581304
ACH-001134,-0.314687479185
ACH-001151,-0.26739859021699997
ACH-001163,-0.350747953462
ACH-001164,-0.0642081398481
ACH-001173,-0.40425372418000005
ACH-001183,-0.41164326366099996
ACH-001184,-0.23628256874499998
ACH-001190,-0.0929853546998
ACH-001192,-0.251266999829
ACH-001193,-0.12732392078
ACH-001196,-0.216552177441
ACH-001197,-0.23223341330400002
ACH-001205,-0.111687515098
ACH-001211,-0.135452530613
ACH-001212,-0.36344928355800005
ACH-001228,-0.406774676604
ACH-001232,-0.415620816123
ACH-001239,-0.18992911272799998
ACH-001274,-0.336692794802
ACH-001275,-0.389716030075
ACH-001277,-0.362675793077
ACH-001278,-0.335859899568
ACH-001280,-0.548839085782
ACH-001283,-0.44933355189400004
ACH-001289,-0.307116610846
ACH-001295,-0.260304055482
ACH-001300,-0.59477930123
ACH-001301,-0.41444108393299994
ACH-001302,-0.10853371397299999
ACH-001303,-0.44171213070500004
ACH-001306,-0.235677231192
ACH-001318,-0.25305953972399997
ACH-001322,-0.28549160072700003
ACH-001328,-0.37964706878300003
ACH-001332,-0.322113321528
ACH-001333,-0.5409322524660001
ACH-001336,-0.245768749936
ACH-001340,-0.245872226484
ACH-001346,-0.0253034642779
ACH-001353,-0.348031464237
ACH-001354,0.0472853182271
ACH-001367,-0.45893909509099995
ACH-001368,-0.278414921697
ACH-001374,-0.591182679452
ACH-001375,-0.583932787547
ACH-001377,-0.552322280249
ACH-001380,-0.440046340981
ACH-001391,-0.448324789632
ACH-001407,-0.471263780129
ACH-001408,-0.160545949677
ACH-001413,-0.4032341569
ACH-001430,-0.18549650807999998
ACH-001431,-0.24711890512600002
ACH-001450,0.08490223114420001
ACH-001496,-0.297651441235
ACH-001500,-0.252299212146
ACH-001521,-0.24523452055
ACH-001523,-0.198866211445
ACH-001532,-0.398510960325
ACH-001536,-0.593099442541
ACH-001550,-0.159688024027
ACH-001552,-0.583379679516
ACH-001554,-0.315735414722
ACH-001645,-0.028822729872
ACH-001654,-0.373308207898
ACH-001715,-0.16880510830499998
ACH-001735,-0.24782879842099997
ACH-001736,-0.22073254509
ACH-001737,-0.128962203843
ACH-001740,-0.323935799894
ACH-001745,-0.37755920001000004
ACH-001750,-0.474727721645
ACH-001765,-0.311630024211
ACH-001956,-0.3116869706
ACH-001957,-0.356607209783
