,NME5 (8382)
ACH-000004,-0.30284225731
ACH-000007,-0.342133059926
ACH-000009,-0.48772269959299996
ACH-000011,-0.330037659022
ACH-000012,-0.37118833265699996
ACH-000013,-0.16320530330299998
ACH-000014,-0.337743529713
ACH-000015,-0.454185798227
ACH-000017,-0.323667977482
ACH-000018,-0.438351807255
ACH-000019,-0.340045850209
ACH-000021,-0.598547067363
ACH-000022,-0.300976963648
ACH-000025,-0.335641225
ACH-000028,-0.460957585486
ACH-000030,-0.16945632066
ACH-000035,-0.44385151843599996
ACH-000036,-0.216086665498
ACH-000037,-0.334244691458
ACH-000039,-0.47357925981399995
ACH-000040,-0.36784122035800004
ACH-000041,-0.10498183864600001
ACH-000042,-0.38649176795900003
ACH-000045,-0.23840593498399998
ACH-000047,-0.273345872667
ACH-000052,-0.63388517765
ACH-000053,-0.382279244542
ACH-000054,-0.492277381361
ACH-000055,-0.254155774805
ACH-000060,-0.15477413160999998
ACH-000067,-0.506657932372
ACH-000070,-0.16848005061700003
ACH-000075,-0.27050364417
ACH-000078,-0.328029986131
ACH-000082,-0.189777128955
ACH-000085,-0.26564402022100003
ACH-000086,-0.33792473060999995
ACH-000087,-0.16762159476500002
ACH-000092,-0.247240615055
ACH-000095,-0.285542250831
ACH-000097,-0.336683533962
ACH-000098,-0.305634410256
ACH-000099,-0.321152807918
ACH-000108,-0.550113924832
ACH-000113,-0.426992050844
ACH-000115,-0.345830241141
ACH-000116,-0.335466349905
ACH-000118,-0.276926005118
ACH-000120,-0.39829317318
ACH-000123,-0.414736365181
ACH-000127,-0.266484038495
ACH-000128,-0.352386842272
ACH-000132,-0.255105994121
ACH-000133,-0.385688649837
ACH-000137,-0.450993728511
ACH-000138,-0.34852013772
ACH-000142,-0.121355873914
ACH-000143,-0.206786234652
ACH-000146,-0.34281398122199996
ACH-000148,-0.42367621069399997
ACH-000150,-0.499993904745
ACH-000152,-0.46063890526600004
ACH-000153,-0.199976360799
ACH-000159,-0.307820659573
ACH-000160,-0.246512275552
ACH-000163,-0.238729856474
ACH-000167,-0.413545912749
ACH-000168,-0.328944149081
ACH-000169,-0.374346874211
ACH-000178,-0.375768746655
ACH-000182,-0.40451961226800004
ACH-000183,-0.152528430571
ACH-000188,-0.14292132843699998
ACH-000189,-0.165834347608
ACH-000190,-0.457836614145
ACH-000198,-0.236521016164
ACH-000204,-0.290392911154
ACH-000206,-0.17245931213500001
ACH-000207,-0.295486330517
ACH-000211,-0.30364825308000004
ACH-000215,-0.253446387181
ACH-000221,-0.414372453742
ACH-000222,-0.45676514681100006
ACH-000223,-0.226357973649
ACH-000226,-0.303491761622
ACH-000227,-0.5150314423960001
ACH-000228,-0.276100283045
ACH-000231,-0.223148276019
ACH-000232,-0.392640577314
ACH-000233,-0.471978561125
ACH-000234,-0.549656836193
ACH-000235,-0.343475814335
ACH-000237,-0.209539992237
ACH-000238,-0.252805649334
ACH-000243,-0.314636577509
ACH-000244,-0.582354122547
ACH-000246,-0.45575024456600005
ACH-000248,-0.492965608204
ACH-000250,-0.287167506905
ACH-000251,-0.487608883927
ACH-000253,-0.244146850665
ACH-000255,-0.334365509359
ACH-000256,-0.027408761928400003
ACH-000257,-0.31160696773200003
ACH-000258,-0.318995539765
ACH-000259,-0.294609228788
ACH-000260,-0.34856583342200004
ACH-000261,-0.315014576123
ACH-000262,-0.320205762821
ACH-000263,-0.46107864274800003
ACH-000264,-0.41611227317500005
ACH-000265,-0.313388965579
ACH-000266,-0.365011599009
ACH-000272,-0.329373955542
ACH-000273,-0.283129936498
ACH-000274,-0.43726849649099997
ACH-000277,-0.203729436845
ACH-000278,-0.325494856637
ACH-000279,-0.400940072929
ACH-000280,-0.48589538786799996
ACH-000281,-0.13412507648299998
ACH-000288,-0.279798466821
