,SHROOM1 (134549)
ACH-000004,0.014967491868
ACH-000007,0.0330104407
ACH-000009,0.00897557484444
ACH-000011,-0.122470899256
ACH-000012,-0.14885390327
ACH-000013,-0.0716677081523
ACH-000014,0.14385741727499998
ACH-000015,-0.11100209380899999
ACH-000017,-0.03522177257030001
ACH-000018,-0.155423495294
ACH-000019,-0.18801375220600003
ACH-000021,-0.07120925812800001
ACH-000022,-0.0718423354187
ACH-000025,-0.10373473117599999
ACH-000028,-0.278321972505
ACH-000030,-0.039864583670199995
ACH-000035,0.11432071528200001
ACH-000036,-0.320112895637
ACH-000037,-0.0594019482899
ACH-000039,-0.161718254585
ACH-000040,0.0317223171575
ACH-000041,-0.05450869428719999
ACH-000042,-0.131176383028
ACH-000045,-0.11796599654100001
ACH-000047,-0.13947903247500001
ACH-000052,-0.18464334747299999
ACH-000053,-0.10878973240499999
ACH-000054,-0.150748554459
ACH-000055,-0.07994468128030001
ACH-000060,-0.253347908115
ACH-000067,-0.107074445753
ACH-000070,-0.238176269762
ACH-000075,-0.0231863185904
ACH-000078,0.0411565129224
ACH-000082,0.00793058612169
ACH-000085,-0.21758800346999999
ACH-000086,-0.160578267684
ACH-000087,0.16300722967700002
ACH-000092,-0.0165595062507
ACH-000095,-0.09059466636989999
ACH-000097,-0.058077132344899994
ACH-000098,-0.0764080525737
ACH-000099,-0.136930018469
ACH-000108,-0.0284685330376
ACH-000113,-0.0702371544582
ACH-000115,-0.10790547290300001
ACH-000116,-0.0513396993887
ACH-000118,-0.107550079824
ACH-000120,-0.0931940698238
ACH-000123,-0.05352415404619999
ACH-000127,-0.10524766735200002
ACH-000128,-0.39159200806199995
ACH-000132,-0.019186294733900003
ACH-000133,-0.138087730776
ACH-000137,-0.0745539393739
ACH-000138,-0.08680696581630001
ACH-000142,-0.289631615398
ACH-000143,-0.08612067508339999
ACH-000146,0.0491410122301
ACH-000148,-0.0313055687338
ACH-000150,-0.19723443374699998
ACH-000152,-0.136344943464
ACH-000153,-0.0368036971081
ACH-000159,-0.00210830018271
ACH-000160,-0.000541192450182
ACH-000163,-0.197683528595
ACH-000167,-0.022671865787200002
ACH-000168,-0.192482392128
ACH-000169,-0.11440183089000001
ACH-000178,-0.136192043244
ACH-000182,-0.09038938175410001
ACH-000183,-0.268416989404
ACH-000188,-0.321600611747
ACH-000189,-0.0844315051818
ACH-000190,-0.0370549387194
ACH-000198,-0.036291551463999996
ACH-000204,-0.255966373473
ACH-000206,-0.103407869986
ACH-000207,0.22651733684
ACH-000211,-0.19966463321800001
ACH-000215,-0.013197927355799999
ACH-000221,0.0363138321034
ACH-000222,-0.00132132828163
ACH-000223,-0.113609313257
ACH-000226,0.0171995383579
ACH-000227,-0.00896932382009
ACH-000228,-0.11942116084400001
ACH-000231,-0.0133518249375
ACH-000232,-0.205684358998
ACH-000233,-0.11561529070900001
ACH-000234,-0.10260760580299999
ACH-000235,-0.058292648957900005
ACH-000237,-0.0474467772841
ACH-000238,-0.023472934577599996
ACH-000243,-0.019295731413599998
ACH-000244,-0.284016906639
ACH-000246,-0.05297129964530001
ACH-000248,-0.0193421506897
ACH-000250,-0.133122116307
ACH-000251,0.313458403853
ACH-000253,-0.046667450528
ACH-000255,-0.130617167477
ACH-000256,-0.281015035932
ACH-000257,-0.055120044590499996
ACH-000258,0.0549595863123
ACH-000259,0.00633328889861
ACH-000260,-0.0641537211103
ACH-000261,-0.0663894809564
ACH-000262,-0.138314989586
ACH-000263,-0.18967744797299999
ACH-000264,-0.17388659553599997
ACH-000265,0.00494613782246
ACH-000266,-0.0912523117498
ACH-000272,-0.0506924375139
ACH-000273,0.06958126935660001
ACH-000274,-0.050801863394
ACH-000277,-0.0771777773264
ACH-000278,-0.0762703525017
ACH-000279,0.08032232570669999
ACH-000280,-0.053087653443
ACH-000281,-0.07118948162370001
ACH-000288,-0.0369091527096
ACH-000291,-0.0940324428826
ACH-000293,-0.100399636054
ACH-000294,-0.0151714870032
ACH-000295,-0.025728574172099998
ACH-000296,-0.0414268490079
ACH-000302,-0.07983216173089999
ACH-000304,-0.147862570617
ACH-000307,-0.146858888218
ACH-000308,-0.05115991528199999
ACH-000310,0.040630892886099994
ACH-000311,-0.0071460070711800005
ACH-000312,-0.0259889544172
ACH-000315,-0.00949433001974
ACH-000316,0.0208421989222
ACH-000317,-0.030430616087199998
ACH-000318,-0.0598913241065
ACH-000319,-0.127463756402
ACH-000320,0.139845136256
ACH-000322,-0.055962058817
ACH-000323,-0.16784869335299998
ACH-000324,-0.0198159514482
ACH-000329,-0.040423956886
ACH-000330,-0.035679363175
ACH-000331,-0.051647230312800003
ACH-000332,-0.050084802346599996
ACH-000334,-0.289451324065
ACH-000335,-0.0858111172793
ACH-000336,-0.026147827860400003
ACH-000337,-0.256352627219
ACH-000339,-0.038645206260300005
ACH-000341,-0.241220848228
ACH-000348,-0.010420884962
ACH-000350,-0.12702121587200002
ACH-000352,0.0199747573193
ACH-000356,-0.17331778921799998
ACH-000361,-0.06020864212859999
ACH-000362,-0.065389928598
ACH-000363,-0.146531757546
ACH-000364,-0.166096435761
ACH-000365,-0.011947291741200001
ACH-000366,-0.10448467923699999
ACH-000368,-0.0877500250678
ACH-000374,0.004296036659
ACH-000375,0.08474195817220001
ACH-000376,-0.0007457573844
ACH-000381,-0.0774232582712
ACH-000383,-0.176351886296
ACH-000387,-0.10663709783500001
ACH-000389,-0.0762213056911
ACH-000390,-0.154204571346
ACH-000393,-0.161922250252
ACH-000395,-0.00336691296483
ACH-000397,-0.15989625481699998
ACH-000401,-0.0182658931624
ACH-000402,0.0274221382321
ACH-000403,-0.089947330538
ACH-000404,0.08183956945389999
ACH-000406,0.0502862560546
ACH-000407,-0.10162450864700001
ACH-000408,-0.126544227294
ACH-000410,-0.14963226568600002
ACH-000411,-0.0886416873125
ACH-000414,0.0799298998607
ACH-000415,-0.0561540915419
ACH-000416,-0.115824365765
ACH-000420,-0.06293919365930001
ACH-000421,-0.0668694151827
ACH-000424,-0.266376407056
ACH-000425,0.00741743456447
ACH-000426,-0.125472735468
ACH-000427,-0.0714622311198
ACH-000433,-0.35306940546
ACH-000436,-0.0310894883934
ACH-000444,0.0933370132848
ACH-000445,-0.24679113283100002
ACH-000448,0.0960500089469
ACH-000450,0.0011689162067
ACH-000452,-0.174288543809
ACH-000454,-0.10246817721000001
ACH-000458,-0.0611742762328
ACH-000459,-0.052901875437099996
ACH-000460,0.00332560029093
ACH-000461,-0.204791005786
ACH-000463,-0.155817823258
ACH-000464,-0.080151618861
ACH-000466,-0.179220663283
ACH-000467,0.10609066255699999
ACH-000468,-0.035862128501
ACH-000469,-0.119009101635
ACH-000470,-0.17373148975299998
ACH-000471,0.015021441456200001
ACH-000472,-0.0584507128793
ACH-000473,-0.21052140039
ACH-000475,0.021043994309600002
ACH-000476,-0.35698114477399995
ACH-000477,-0.00015746680354
ACH-000480,-0.06286948132140001
ACH-000481,-0.271063576706
ACH-000483,-0.0189869887687
ACH-000484,-0.274604486742
ACH-000485,-0.12166503289200001
ACH-000486,-0.040378656019300005
ACH-000487,-0.139966572772
ACH-000488,-0.162842180693
ACH-000490,-0.0874988913397
ACH-000491,0.0100240037907
ACH-000495,-0.0684520032508
ACH-000496,0.08534499244169999
ACH-000499,-0.290648003096
ACH-000500,-0.0604779520738
ACH-000502,-0.00824948029993
ACH-000503,-0.174999519243
ACH-000505,-0.0531791182258
ACH-000507,-0.00185631437431
ACH-000510,0.000606789353284
ACH-000511,-0.11453571281199999
ACH-000512,-0.167052092998
ACH-000516,-0.08663563204980002
ACH-000517,0.0476618534088
ACH-000518,-0.198375625214
ACH-000520,-0.14522877094699999
ACH-000521,-0.12371612091499999
ACH-000522,-0.0265691065203
ACH-000524,-0.000646992815273
ACH-000527,-0.0705720171803
ACH-000528,0.0392956962814
ACH-000537,-0.0601557840595
ACH-000541,0.105212321577
ACH-000542,-0.025901652783599998
ACH-000544,-0.220766413785
ACH-000545,-0.109447495199
ACH-000547,-0.065553843377
ACH-000548,-0.0851421217718
ACH-000549,-0.135160227064
ACH-000550,-0.26790455446199996
ACH-000552,-0.100190336113
ACH-000556,-0.14314386627
ACH-000557,0.131973284441
ACH-000570,-0.0537976378255
ACH-000571,-0.204147831655
ACH-000573,0.0403995308856
ACH-000576,0.0192016913637
ACH-000580,0.239396208114
ACH-000584,-0.210336281677
ACH-000585,-0.104112308137
ACH-000588,0.12922571728499999
ACH-000589,0.0120864242696
ACH-000591,-0.173240366136
ACH-000593,-0.158686716253
ACH-000600,-0.133786386181
ACH-000601,-0.0770151241637
ACH-000604,0.203853075887
ACH-000605,-0.08871310341389999
ACH-000606,-0.252871034508
ACH-000608,-0.161194526294
ACH-000614,0.0768305395704
ACH-000616,-0.20127778145599998
ACH-000618,-0.15396130838199998
ACH-000619,-0.14526355615999997
ACH-000620,-0.058088894337400006
ACH-000621,0.0790112694482
ACH-000622,-0.138598485153
ACH-000623,-0.0741345385364
ACH-000624,-0.05368177004380001
ACH-000627,-0.186779494408
ACH-000630,-0.222316342575
ACH-000632,0.0756630617893
ACH-000633,-0.136047433831
ACH-000637,-0.0576638888277
ACH-000638,0.0621010618996
ACH-000646,0.0007876222728449999
ACH-000647,-0.219470086391
ACH-000648,-0.202326659752
ACH-000649,-0.0711089959798
ACH-000651,-0.0296496160078
ACH-000652,-0.147498662008
ACH-000653,0.0133810638316
ACH-000657,-0.019831164408599996
ACH-000658,-0.0108575777354
ACH-000661,-0.247560404153
ACH-000662,-0.225408039146
ACH-000663,-0.156467104096
