,NIPSNAP3A (25934)
ACH-000004,0.107325431889
ACH-000007,0.125787871053
ACH-000009,0.121111652941
ACH-000011,0.0438304252374
ACH-000012,-0.11451985791500001
ACH-000013,-0.0752052857907
ACH-000014,0.178322140704
ACH-000015,0.0269364684518
ACH-000017,0.192202430165
ACH-000018,0.173744462457
ACH-000019,0.176190086065
ACH-000021,0.0704018708793
ACH-000022,-0.0651239323246
ACH-000025,-0.0404922776112
ACH-000028,0.055112460587
ACH-000030,0.030522789245099997
ACH-000035,0.08866498560180001
ACH-000036,0.0526065224936
ACH-000037,-0.05235066563
ACH-000039,-0.057409261875099996
ACH-000040,-0.195078477967
ACH-000041,0.186873280664
ACH-000042,0.050783226578900005
ACH-000045,0.0895628118822
ACH-000047,0.07741821381080001
ACH-000052,0.07628313021239999
ACH-000053,0.0783722917113
ACH-000054,-0.0249134202649
ACH-000055,-0.119777857149
ACH-000060,0.25969605271699997
ACH-000067,0.231025124805
ACH-000070,-0.07972225500289999
ACH-000075,0.039294905618199996
ACH-000078,-0.0432108435499
ACH-000082,0.08896886110639998
ACH-000085,0.051869551968
ACH-000086,-0.116591760145
ACH-000087,-0.222993169466
ACH-000092,0.0741861164216
ACH-000095,-0.0842018275113
ACH-000097,0.044531916363199996
ACH-000098,0.0618436939322
ACH-000099,0.023087549697599997
ACH-000108,-0.17360310935400003
ACH-000113,-0.00541837794138
ACH-000115,0.105768805725
ACH-000116,-0.0235219002954
ACH-000118,-0.181527771019
ACH-000120,0.0109591388561
ACH-000123,-0.09841758859869999
ACH-000127,0.0168715983969
ACH-000128,-0.121043089633
ACH-000132,-0.022618700792499998
ACH-000133,0.0118252420355
ACH-000137,0.0268491515156
ACH-000138,-0.00480253005022
ACH-000142,0.0672949444909
ACH-000143,-0.0577641017588
ACH-000146,0.123376221463
ACH-000148,0.0739733638204
ACH-000150,-0.09433671496860001
ACH-000152,0.0796269903805
ACH-000153,-0.0874377179554
ACH-000159,-0.0915574737931
ACH-000160,0.0595580604302
ACH-000163,-0.046755777850400006
ACH-000167,0.450981531498
ACH-000168,0.050718835804900005
ACH-000169,-0.07272760480010002
ACH-000178,0.0649834737913
ACH-000182,0.07977011812410001
ACH-000183,-0.07297251637789999
ACH-000188,-0.164293410934
ACH-000189,0.0488072527704
ACH-000190,-0.41415238968699997
ACH-000198,0.05274252736190001
ACH-000204,0.08943429043569999
ACH-000206,0.08420144534110001
ACH-000207,-0.301043159007
ACH-000211,-0.00392111745261
ACH-000215,0.151228543996
ACH-000221,0.27523550167800004
ACH-000222,-0.08691581468699999
ACH-000223,0.026445564027299997
ACH-000226,-0.0404860921281
ACH-000227,-0.191057032759
ACH-000228,0.25508753123399996
ACH-000231,0.07164216510549999
ACH-000232,0.0723193979869
ACH-000233,0.0935796743749
ACH-000234,0.21372343642900002
ACH-000235,-0.0045881411828900005
ACH-000237,-0.113489628707
ACH-000238,-0.19150557190200002
ACH-000243,0.010029974122000001
ACH-000244,0.331162346382
ACH-000246,0.0432165762708
ACH-000248,-0.0290709621847
ACH-000250,0.044898357277699995
ACH-000251,0.17435273257300002
ACH-000253,-0.057734031493499996
ACH-000255,-0.044114950974699994
ACH-000256,-0.030188253342800002
ACH-000257,-0.17537471529399998
ACH-000258,0.09529299445419999
ACH-000259,-0.0759599201261
ACH-000260,0.0307056994719
ACH-000261,-0.0634040890537
ACH-000262,0.10114109909600001
ACH-000263,-0.0716472545969
ACH-000264,-0.154980549265
ACH-000265,0.0452547973379
ACH-000266,0.169565113737
ACH-000272,0.0789099431465
ACH-000273,-0.0988242224386
ACH-000274,0.000299503824726
ACH-000277,-0.0673107346513
ACH-000278,-0.0819488352046
ACH-000279,0.005382105330810001
ACH-000280,-0.0547477859633
ACH-000281,0.08681007200799999
ACH-000288,0.153139749606
ACH-000291,0.0482289654354
ACH-000293,-0.25068975449
ACH-000294,0.202841377517
ACH-000295,0.294450341131
ACH-000296,0.0271663410294
ACH-000302,0.17008707687600003
ACH-000304,0.265288697671
ACH-000307,0.163874485133
ACH-000308,0.09177091091810001
ACH-000310,0.195716245619
ACH-000311,0.0132590954232
ACH-000312,0.048635475328099996
ACH-000315,-0.0906228727334
ACH-000316,-0.080873936827
ACH-000317,0.132599294861
ACH-000318,0.117996303015
ACH-000319,-0.072546505421
ACH-000320,0.24671231735100002
ACH-000322,-0.118165485227
ACH-000323,-0.14210531932700002
ACH-000324,0.10587809198899999
ACH-000329,-0.0840693281473
ACH-000330,0.24881386772300002
ACH-000331,0.127258046139
ACH-000332,0.0965609868444
ACH-000334,0.0311567081889
ACH-000335,0.123186119174
ACH-000336,0.0609249016622
ACH-000337,0.0492891618128
ACH-000339,-0.0425411703756
ACH-000341,0.28819161788000003
ACH-000348,0.262526387954
