,UBR4 (23352)
ACH-000004,-0.99242872625
ACH-000007,-1.28773611358
ACH-000009,-1.27214906822
ACH-000011,-0.45359847648699997
ACH-000012,-1.31656477779
ACH-000013,-1.2280873509299999
ACH-000014,-1.51904904558
ACH-000015,-1.0969850233
ACH-000017,-1.3929771971200002
ACH-000018,-1.3851921174700002
ACH-000019,-1.18635665767
ACH-000021,-1.02889493628
ACH-000022,-1.37669013135
ACH-000025,-1.23626845235
ACH-000028,-1.5212107772799999
ACH-000030,-1.33983782199
ACH-000035,-1.15901520389
ACH-000036,-1.3342388698799998
ACH-000037,-1.4753892509900002
ACH-000039,-0.95899121213
ACH-000040,-1.44618404079
ACH-000041,-0.9206716247329999
ACH-000042,-1.28554168146
ACH-000045,-0.524842779306
ACH-000047,-1.22302595076
ACH-000052,-1.11581367347
ACH-000053,-0.8263489484659999
ACH-000054,-1.18624287411
ACH-000055,-1.04896144251
ACH-000060,-1.60715073229
ACH-000067,-1.37201301963
ACH-000070,-0.607358042762
ACH-000075,-1.07143596874
ACH-000078,-0.997707763796
ACH-000082,-1.28340433205
ACH-000085,-1.10578650163
ACH-000086,-1.0440659379600001
ACH-000087,-1.17091605096
ACH-000092,-1.46149065877
ACH-000095,-1.2209489458299998
ACH-000097,-1.6201785782700002
ACH-000098,-1.3211274389299998
ACH-000099,-0.894285057257
ACH-000108,-1.08144991361
ACH-000113,-1.41100279942
ACH-000115,-0.9845448954359999
ACH-000116,-1.35443182761
ACH-000118,-1.2465116897700002
ACH-000120,-1.11687765539
ACH-000123,-1.43136669992
ACH-000127,-1.35904093954
ACH-000128,-0.769275897453
ACH-000132,-1.28979620068
ACH-000133,-1.2472759882
ACH-000137,-0.894389479646
ACH-000138,-0.870011317603
ACH-000142,-1.3605332396799998
ACH-000143,-1.27303075621
ACH-000146,-0.755597909372
ACH-000148,-1.16952679856
ACH-000150,-1.66643397065
ACH-000152,-1.1870851895899999
ACH-000153,-1.11862964631
ACH-000159,-0.47896065538800003
ACH-000160,-1.36265190463
ACH-000163,-1.3201068706499999
ACH-000167,-0.8170112209479999
ACH-000168,-0.505493963172
ACH-000169,-1.1187369173000001
ACH-000178,-0.717396094492
ACH-000182,-0.972625157877
ACH-000183,-1.40448377841
ACH-000188,-1.5045611831999999
ACH-000189,-0.787627276365
ACH-000190,-1.54817217005
ACH-000198,-1.39651512306
ACH-000204,-1.58773446107
ACH-000206,-1.11727436979
ACH-000207,-1.45921662056
ACH-000211,-0.94971559873
ACH-000215,-1.4812117234600002
ACH-000221,-1.03015536198
ACH-000222,-1.4294863220299998
ACH-000223,-1.4016379862200001
ACH-000226,-1.02640555667
ACH-000227,-1.01715561149
ACH-000228,-1.35417902053
ACH-000231,-1.01523020243
ACH-000232,-0.963454135224
ACH-000233,-0.9609513455490001
ACH-000234,-0.8953857489749999
ACH-000235,-0.937642394029
ACH-000237,-1.32089140505
ACH-000238,-1.50386157496
ACH-000243,-1.29582654901
ACH-000244,-1.42111164775
ACH-000246,-1.26391686942
ACH-000248,-1.24684538309
ACH-000250,-0.9980747211959999
