,CDC42SE2 (56990)
ACH-000004,0.104223806586
ACH-000007,-0.00868700453741
ACH-000009,0.185745508119
ACH-000011,0.194506492164
ACH-000012,-0.08829400251810002
ACH-000013,0.11862331487700001
ACH-000014,0.144593025833
ACH-000015,-0.00870491825898
ACH-000017,0.0817095855382
ACH-000018,0.321017041768
ACH-000019,0.17859903237100003
ACH-000021,-0.053329030840600006
ACH-000022,-0.200524984256
ACH-000025,0.294754793652
ACH-000028,-0.005389580516979999
ACH-000030,0.051676638766599996
ACH-000035,0.0620059328874
ACH-000036,0.0172548203104
ACH-000037,-0.051333348509599995
ACH-000039,0.0220017452946
ACH-000040,-0.0564560438392
ACH-000041,0.074289266665
ACH-000042,0.0107927113859
ACH-000045,0.0875675928492
ACH-000047,0.038992064881300005
ACH-000052,0.025454702776999998
ACH-000053,-0.012606357793299999
ACH-000054,0.058488833882099994
ACH-000055,-0.221176778165
ACH-000060,0.208938275008
ACH-000067,0.19105649526299998
ACH-000070,0.134250011093
ACH-000075,0.19622428643800002
ACH-000078,0.030604357566400002
ACH-000082,0.0008916502974560002
ACH-000085,0.07330777570560001
ACH-000086,0.170259231054
ACH-000087,0.228391781939
ACH-000092,0.114471127383
ACH-000095,0.0456247316242
ACH-000097,-0.013344732013600001
ACH-000098,0.18177003813700002
ACH-000099,0.07243993118099999
ACH-000108,0.17106834897999998
ACH-000113,0.053922744045400005
ACH-000115,-0.275019271891
ACH-000116,0.118972563308
ACH-000118,0.082330331546
ACH-000120,0.12939504028899998
ACH-000123,0.09084981648050001
ACH-000127,0.052427092564
ACH-000128,0.0573785679391
ACH-000132,0.19124021787700002
ACH-000133,0.17584842066599998
ACH-000137,0.0314046457612
ACH-000138,0.0995312911067
ACH-000142,-0.0164141453957
ACH-000143,0.104173532504
ACH-000146,0.11472415176100001
ACH-000148,-0.0445542929147
ACH-000150,-0.0362609466936
ACH-000152,0.0765928745486
ACH-000153,0.13422220388699999
ACH-000159,0.06193851173219999
ACH-000160,-0.0586712864345
ACH-000163,-0.0705592298199
ACH-000167,0.240876040709
ACH-000168,0.056839341496
ACH-000169,0.058722383476800005
ACH-000178,0.219108908996
ACH-000182,0.172314354611
ACH-000183,-0.14926051350199998
ACH-000188,0.062734980469
ACH-000189,-0.0274356259047
ACH-000190,0.253899936525
ACH-000198,0.173017142945
ACH-000204,-0.021541834954300003
ACH-000206,0.174345412474
ACH-000207,0.174444844585
ACH-000211,0.0673042560704
ACH-000215,0.0686368086795
ACH-000221,0.173465703738
ACH-000222,0.190817038888
ACH-000223,0.0992896753826
ACH-000226,0.07785969931310001
ACH-000227,0.06426768130869999
ACH-000228,0.0846549710061
ACH-000231,0.05571181772469999
ACH-000232,0.0704299983808
ACH-000233,0.021424671869099996
ACH-000234,0.110597293379
ACH-000235,0.0959900236671
ACH-000237,0.0947042214568
ACH-000238,0.067863596382
ACH-000243,0.0633410170357
ACH-000244,0.18480199250999998
ACH-000246,0.0387513099376
ACH-000248,-0.050959381138899994
ACH-000250,0.12207147865999998
ACH-000251,0.242965293727
ACH-000253,-0.0018485952449800002
ACH-000255,0.063783420384
ACH-000256,0.170652236866
ACH-000257,-0.27115615204
ACH-000258,-0.228824091404
ACH-000259,0.100190618503
ACH-000260,-0.052899998743000005
ACH-000261,0.015584134417299998
ACH-000262,0.0143039919436
ACH-000263,0.225820504357
ACH-000264,0.0079139646584
ACH-000265,0.219321776626
ACH-000266,-0.0748367547595
ACH-000272,0.054520833916199996
ACH-000273,0.171943241549
ACH-000274,0.034682342306300004
ACH-000277,0.013376130223900001
ACH-000278,0.124248466991
ACH-000279,0.15170928521500002
ACH-000280,0.0965835207465
ACH-000281,0.100762732758
ACH-000288,0.202936112847
ACH-000291,0.0254574970385
ACH-000293,0.00950626774459
ACH-000294,0.09700185848689999
