,PFDN5 (5204)
ACH-000004,-0.362286950053
ACH-000007,-0.585157239539
ACH-000009,-0.72794254257
ACH-000011,-0.8727893762190001
ACH-000012,-0.686821880176
ACH-000013,-0.5846924923219999
ACH-000014,-0.800864090545
ACH-000015,-0.735463554136
ACH-000017,-0.554199466498
ACH-000018,-0.663540948747
ACH-000019,-0.394791576724
ACH-000021,-0.6006601860549999
ACH-000022,-0.689177874449
ACH-000025,-0.7259699283709999
ACH-000028,-0.665441656663
ACH-000030,-0.866583617016
ACH-000035,-0.709998947502
ACH-000036,-0.990661529904
ACH-000037,-0.7655118730439999
ACH-000039,-0.8384033179629999
ACH-000040,-0.7695221749269999
ACH-000041,-0.541554782843
ACH-000042,-0.918917153857
ACH-000045,-0.641780878298
ACH-000047,-0.7424571801119999
ACH-000052,-0.754610637695
ACH-000053,-0.508427150098
ACH-000054,-0.86598211266
ACH-000055,-0.655839419723
ACH-000060,-0.5883371647060001
ACH-000067,-1.1410112643
ACH-000070,-0.896147550732
ACH-000075,-0.9143904765270001
ACH-000078,-0.7123663170899999
ACH-000082,-0.9247169576209999
ACH-000085,-0.9239343602240001
ACH-000086,-0.746509816047
ACH-000087,-0.8143136136679999
ACH-000092,-0.546793364045
ACH-000095,-0.569381931301
ACH-000097,-0.858379103145
ACH-000098,-0.6685783902870001
ACH-000099,-0.35943654355
ACH-000108,-0.800056200965
ACH-000113,-0.7290387683859999
ACH-000115,-0.5657774601569999
ACH-000116,-0.8388664102269999
ACH-000118,-1.00148204049
ACH-000120,-0.640799161245
ACH-000123,-0.764729850323
ACH-000127,-0.656187415177
ACH-000128,-0.8423091275010001
ACH-000132,-0.7465427235750001
ACH-000133,-0.958315812388
ACH-000137,-0.7929164395530001
ACH-000138,-0.43375607248899994
ACH-000142,-0.6614922070970001
ACH-000143,-0.593840836497
ACH-000146,-0.634862423137
ACH-000148,-0.826108427982
ACH-000150,-0.8508847329770001
ACH-000152,-0.7856985158490001
ACH-000153,-1.2326611178799998
ACH-000159,-0.368197167888
ACH-000160,-0.39692518365699997
ACH-000163,-1.02262254813
ACH-000167,-0.37015301407799994
ACH-000168,-0.888201312154
ACH-000169,-0.697037396901
ACH-000178,-0.813752295696
ACH-000182,-0.440354262121
ACH-000183,-0.515234178783
ACH-000188,-0.871012470417
ACH-000189,-0.695351977886
ACH-000190,-0.434834105228
ACH-000198,-0.801829914002
ACH-000204,-0.7049510379809999
ACH-000206,-0.589373861215
ACH-000207,-1.0386456812
ACH-000211,-0.99525430155
ACH-000215,-0.7134322191570001
ACH-000221,-0.6984149848100001
ACH-000222,-0.8219417649349999
ACH-000223,-0.7881967154880001
ACH-000226,-0.539734059739
ACH-000227,-0.6722442380689999
ACH-000228,-1.06861955855
ACH-000231,-0.826687494385
ACH-000232,-0.821553212487
ACH-000233,-0.544636351337
ACH-000234,-0.682594885413
ACH-000235,-0.459760780876
ACH-000237,-0.531050395819
