,MRGPRG (386746)
ACH-000004,0.146149536563
ACH-000007,0.0988360744389
ACH-000009,0.216378028052
ACH-000011,0.20746349331500002
ACH-000012,0.0777054312405
ACH-000013,0.20467529639499998
ACH-000014,0.374740648626
ACH-000015,0.217329037261
ACH-000017,-0.124859015128
ACH-000018,0.0027728159575799998
ACH-000019,0.18782212124699998
ACH-000021,-0.023331912599999997
ACH-000022,0.101782173755
ACH-000025,0.17683762698600003
ACH-000028,0.0790158300992
ACH-000030,-0.029186155866600002
ACH-000035,0.10678461484400001
ACH-000036,-0.00308975329919
ACH-000037,0.231120861918
ACH-000039,-0.141352573879
ACH-000040,-0.10704880792000002
ACH-000041,0.145201588852
ACH-000042,0.0236238092341
ACH-000045,-0.07945868953360001
ACH-000047,0.085635324675
ACH-000052,0.146740944206
ACH-000053,0.147510982632
ACH-000054,0.149039587229
ACH-000055,-0.379247239283
ACH-000060,-0.13046725064
ACH-000067,0.28091764967300004
ACH-000070,0.047331190118500004
ACH-000075,-0.130552526461
ACH-000078,0.16216087092
ACH-000082,0.332953815642
ACH-000085,-0.0480951860707
ACH-000086,-0.078667884849
ACH-000087,0.0483405665691
ACH-000092,0.06454190242930001
ACH-000095,-0.076110879516
ACH-000097,0.15492961763000002
ACH-000098,0.021757647693500002
ACH-000099,-0.0278186130161
ACH-000108,0.0325551358802
ACH-000113,0.307248001285
ACH-000115,0.37270002894000004
ACH-000116,0.00810274428684
ACH-000118,0.08357772316539999
ACH-000120,0.10831222352299999
ACH-000123,0.210120884631
ACH-000127,0.159206487788
ACH-000128,0.13192349240999998
ACH-000132,-0.024232975261400003
ACH-000133,0.052777593668800006
ACH-000137,0.0869034771925
ACH-000138,0.10183612707699999
ACH-000142,0.07938957330310001
ACH-000143,0.0295401477978
ACH-000146,0.199334478701
ACH-000148,0.143243685604
ACH-000150,-0.036126019717599996
ACH-000152,0.09522568193730001
ACH-000153,-0.050024950607799996
ACH-000159,0.145161542182
ACH-000160,-0.146967704701
ACH-000163,0.229958284769
ACH-000167,0.053684775984
ACH-000168,0.243108651734
ACH-000169,0.0883512827871
ACH-000178,0.0883735501579
ACH-000182,0.124042215761
ACH-000183,-0.0319810948458
ACH-000188,-0.00394003287151
ACH-000189,0.389282431573
ACH-000190,0.16846661528700002
ACH-000198,0.08514041285360001
ACH-000204,0.386755518784
ACH-000206,0.321528497933
ACH-000207,0.231145615794
ACH-000211,0.167637617465
ACH-000215,0.0354345701358
ACH-000221,0.09493211089919999
ACH-000222,0.005471417799560001
ACH-000223,-0.010138214930700001
ACH-000226,0.00757510964697
ACH-000227,0.21483018428300002
ACH-000228,0.039581279422300004
ACH-000231,0.08931552792469999
ACH-000232,0.020616651207700003
ACH-000233,0.0734324710413
ACH-000234,0.0332362105543
ACH-000235,0.126791808481
ACH-000237,0.100430062311
ACH-000238,0.0518298528553
ACH-000243,0.12903996451199998
ACH-000244,0.33559745968099997
ACH-000246,0.158920557083
ACH-000248,0.269610607896
ACH-000250,0.0742352390027
ACH-000251,0.12700152061
ACH-000253,-0.169975894154
ACH-000255,0.15885594862500002
ACH-000256,0.158963957021
ACH-000257,0.28094001173
ACH-000258,0.0746938361096
ACH-000259,0.183157532925
ACH-000260,0.0598103834327
ACH-000261,0.137464231502
ACH-000262,0.37820867589900004
ACH-000263,0.159352531392
ACH-000264,0.027850453294000002
ACH-000265,0.130423931868
ACH-000266,0.139475141172
ACH-000272,0.160580956693
ACH-000273,0.156959868851
ACH-000274,0.0405252409067
ACH-000277,0.0256373303207
ACH-000278,-0.005289685772779999
ACH-000279,0.0874539991492
