,MLIP (90523)
ACH-000004,-0.254661549476
ACH-000007,-0.0807947206025
ACH-000009,-0.0549579441274
ACH-000011,-0.104857449168
ACH-000012,-0.197486816628
ACH-000013,-0.08286953956519999
ACH-000014,-0.21862516706500001
ACH-000015,-0.12030447102499998
ACH-000017,-0.112219723005
ACH-000018,-0.247510025897
ACH-000019,-0.291321566043
ACH-000021,-0.136092767029
ACH-000022,-0.262258598098
ACH-000025,-0.140656748231
ACH-000028,-0.197050517773
ACH-000030,-0.10404078017799999
ACH-000035,-0.36112191506700003
ACH-000036,0.00107113611921
ACH-000037,0.00667914766107
ACH-000039,-0.326202487793
ACH-000040,-0.052388071613800005
ACH-000041,-0.159136038293
ACH-000042,-0.114134538738
ACH-000045,-0.09900061106699999
ACH-000047,0.00542598063402
ACH-000052,-0.0667388854902
ACH-000053,-0.11136975453299999
ACH-000054,-0.053972403757
ACH-000055,0.137855861926
ACH-000060,-0.137451585326
ACH-000067,-0.217866807039
ACH-000070,-0.0735455429158
ACH-000075,0.0429758621675
ACH-000078,-0.143215517515
ACH-000082,-0.09366957538739999
ACH-000085,-0.219741479317
ACH-000086,-0.037729084556699995
ACH-000087,-0.0127727784057
ACH-000092,0.051803133600399995
ACH-000095,-0.241620369078
ACH-000097,-0.125736171343
ACH-000098,-0.0783011221307
ACH-000099,-0.079542849911
ACH-000108,-0.17932176499000002
ACH-000113,-0.283083802828
ACH-000115,-0.397605055449
ACH-000116,-0.143674049712
ACH-000118,-0.053040732207899996
ACH-000120,-0.105390740183
ACH-000123,-0.215298451118
ACH-000127,-0.151921922547
ACH-000128,-0.161394261182
ACH-000132,-0.110786551734
ACH-000133,-0.13076084021
ACH-000137,-0.0528042454204
ACH-000138,-0.141191813857
ACH-000142,0.0381149604308
ACH-000143,-0.09992861632960001
ACH-000146,-0.073159189848
ACH-000148,0.0757193677545
ACH-000150,-0.0289274030903
ACH-000152,-0.133138217084
ACH-000153,-0.193445855719
ACH-000159,-0.11159238560799999
ACH-000160,-0.12111075519400001
ACH-000163,-0.217001844815
ACH-000167,-0.051090821449800004
ACH-000168,-0.13984823623
ACH-000169,-0.26604062826499997
ACH-000178,-0.05526180012080001
ACH-000182,-0.20570082990400002
ACH-000183,-0.11645821348400001
ACH-000188,-0.216207589338
ACH-000189,0.22562696101100002
ACH-000190,-0.328243897624
ACH-000198,-0.17841994850200002
ACH-000204,-0.154218849804
ACH-000206,-0.110323087311
ACH-000207,-0.027440968591100002
ACH-000211,0.0500932396535
ACH-000215,-0.0888605118327
ACH-000221,-0.0255641904042
ACH-000222,-0.265294102124
ACH-000223,-0.156078768084
ACH-000226,-0.156237312671
ACH-000227,0.00257346062323
ACH-000228,-0.405431544922
ACH-000231,-0.181390803171
ACH-000232,-0.130636631836
ACH-000233,-0.12416087365
ACH-000234,-0.156405367877
ACH-000235,-0.16851660660599999
ACH-000237,0.0297175009059
ACH-000238,-0.08354280568
ACH-000243,-0.171458568405
ACH-000244,0.0489261742552
ACH-000246,-0.17395367458299998
ACH-000248,-0.274843260464
ACH-000250,-0.192906095297
ACH-000251,-0.113474739088
ACH-000253,-0.140334619034
ACH-000255,-0.124099497838
ACH-000256,-0.143945116811
ACH-000257,0.20104372679699997
ACH-000258,-0.044355270911600006
ACH-000259,-0.0688967191881
ACH-000260,-0.151683486206
ACH-000261,-0.122986484989
ACH-000262,-0.0415804534428
ACH-000263,0.0439443125675
ACH-000264,-0.12221724740499999
ACH-000265,-0.219718909749
ACH-000266,-0.14305034716099999
ACH-000272,-0.155139831211
ACH-000273,-0.222158284531
ACH-000274,0.0636674866081
ACH-000277,0.070968873553
ACH-000278,0.165341888109
ACH-000279,-0.12964501655
ACH-000280,-0.127179439466
ACH-000281,-0.231768107126
ACH-000288,-0.049354250539499996
ACH-000291,-0.146818460861
ACH-000293,-0.183243148048
ACH-000294,0.00913058433008
ACH-000295,0.109139999518
ACH-000296,-0.27052686263
ACH-000302,-0.159895613929
ACH-000304,-0.221051612166
ACH-000307,-0.205590505462
ACH-000308,0.0567612719684
ACH-000310,-0.362719542612
ACH-000311,-0.253748656854
ACH-000312,-0.185144780867
ACH-000315,-0.0617376982288
ACH-000316,-0.213672784828
ACH-000317,-0.0586153496177
ACH-000318,-0.0777471502892
ACH-000319,-0.14512630798
ACH-000320,-0.280475781717
ACH-000322,0.014261691211700001
ACH-000323,0.00375785918481
ACH-000324,-0.0886870890612
ACH-000329,0.013603705268200001
ACH-000330,-0.214886465334
ACH-000331,-0.0862490865182
ACH-000332,-0.216731358196
ACH-000334,0.0178848142999
ACH-000335,-0.345062122966
ACH-000336,0.132858912898
ACH-000337,-0.283505095497
ACH-000339,-0.14561960621300002
ACH-000341,-0.183526210289
ACH-000348,0.07308753803239999
ACH-000350,-0.137545302609
ACH-000352,-0.0318880419489
ACH-000356,-0.197439739307
ACH-000361,-0.24079800971299997
ACH-000362,-0.206601469905
ACH-000363,0.0865277558358
ACH-000364,-0.13855307008
ACH-000365,-0.14970006323100002
ACH-000366,-0.0787084480628
ACH-000368,-0.0784639081117
ACH-000374,0.0969870462334
ACH-000375,-0.07649060093660001
ACH-000376,-0.07751165878260001
ACH-000381,-0.331272937597
ACH-000383,-0.148740000715
ACH-000387,-0.025713819130500002
ACH-000389,0.07649023702819999
ACH-000390,-0.152818910784
ACH-000393,-0.412734091047
ACH-000395,0.0216189228636
ACH-000397,-0.0484645832422
ACH-000401,-0.11031029322899999
ACH-000402,0.0957543932433
ACH-000403,-0.0528162096134
ACH-000404,0.278150993839
ACH-000406,-0.09794556057880001
ACH-000407,-0.247269953052
ACH-000408,-0.145798664085
ACH-000410,0.0574126371689
ACH-000411,-0.0835231429208
ACH-000414,-0.24619256198000003
ACH-000415,-0.257118666267
ACH-000416,-0.11302034347
ACH-000420,-0.24736123802299997
ACH-000421,-0.13754026974199998
ACH-000424,-0.17831762531
ACH-000425,-0.011459870273599999
ACH-000426,-0.158711698081
ACH-000427,-0.07462057649039999
ACH-000433,-0.046196405566499996
ACH-000436,-0.16989399089200002
ACH-000444,-0.0232760796771
ACH-000445,0.0635779075582
ACH-000448,-0.09398079035639999
ACH-000450,0.0630629120388
ACH-000452,-0.137423259604
ACH-000454,-0.395610727608
ACH-000458,-0.0319975289576
ACH-000459,0.103062906208
ACH-000460,-0.0410289766015
ACH-000461,-0.186635681912
ACH-000463,-0.20603020741500003
ACH-000464,-0.0400196212189
ACH-000466,-0.18352234548000002
ACH-000467,-0.109276686615
ACH-000468,-0.152175501845
ACH-000469,-0.111131605799
ACH-000470,-0.141045899622
ACH-000471,0.0181032371972
ACH-000472,-0.08225199167569999
ACH-000473,0.07569739065980001
ACH-000475,-0.032158689399900006
ACH-000476,-0.107681716089
ACH-000477,0.0883749930552
ACH-000480,0.0749770753516
ACH-000481,-0.160263704624
ACH-000483,-0.126738925501
ACH-000484,0.0984080650536
ACH-000485,-0.09902329433219999
ACH-000486,-0.20489469580400002
ACH-000487,-0.028306283635100002
ACH-000488,-0.155852749673
ACH-000490,-0.09931084611339999
ACH-000491,0.108875995076
ACH-000495,-0.16823229711100002
ACH-000496,-0.227443028431
ACH-000499,-0.239520584819
ACH-000500,-0.47430299006800003
ACH-000502,-0.10740402265900001
ACH-000503,-0.0485056507344
ACH-000505,-0.0891942593437
ACH-000507,-0.19152905190000002
ACH-000510,-0.00438860702591
ACH-000511,-0.08974747938239999
ACH-000512,-0.13186587001800001
ACH-000516,-0.00996234927492
ACH-000517,0.007189564295689999
ACH-000518,-0.0282468719069
ACH-000520,0.109771792905
ACH-000521,-0.179288858493
ACH-000522,-0.05171134943419999
