,PCED1B (91523)
ACH-000410,-0.357843734283
ACH-000411,-0.30880742748
ACH-000414,-0.397113990712
ACH-000415,-0.574616236046
ACH-000416,-0.284197111283
ACH-000420,-0.650739828644
ACH-000421,-0.458394251682
ACH-000424,-0.506629394873
ACH-000425,-0.41923683346600005
ACH-000426,-0.306348544214
ACH-000427,-0.323928373386
ACH-000433,-0.30224501669500003
ACH-000436,-0.153828055867
ACH-000444,-0.268638402352
ACH-000445,-0.319326428394
ACH-000448,-0.258175790074
ACH-000450,-0.362518309291
ACH-000452,-0.454440565314
ACH-000454,-0.489105796687
ACH-000458,-0.550997964208
ACH-000459,0.215656158713
ACH-000460,-0.27390085244600004
ACH-000461,-0.507807539317
ACH-000463,-0.269889858231
ACH-000464,-0.313889703055
ACH-000466,-0.44116441925
ACH-000467,-0.38292716315700004
ACH-000468,-0.643100094432
ACH-000469,-0.42154308031900006
ACH-000470,-0.446016054035
ACH-000471,-0.615916500077
ACH-000472,-0.536472682324
ACH-000473,-0.305773125034
ACH-000475,-0.25658111724300003
ACH-000476,-0.149443673748
ACH-000477,-0.417533079063
ACH-000480,-0.453230234239
ACH-000481,-0.498194493283
ACH-000483,-0.518164517555
ACH-000484,-0.598725654346
ACH-000485,-0.457858761923
ACH-000486,-0.360020273094
ACH-000487,-0.46953623342399997
ACH-000488,-0.354455225386
ACH-000490,-0.35290506841799996
ACH-000491,-0.599058172177
ACH-000495,0.010158866359700001
ACH-000496,-0.308387346301
ACH-000499,-0.638857853636
ACH-000500,-0.9108551308130001
ACH-000502,-0.342090833293
ACH-000503,-0.525337727798
ACH-000505,-0.448718073895
ACH-000507,-0.504530686713
ACH-000510,-0.34577111224699997
ACH-000511,-0.35095364220499997
ACH-000512,-0.700650863281
ACH-000516,-0.33815534306
ACH-000517,-0.251460602021
ACH-000518,-0.37971637756
ACH-000520,-0.323991117811
ACH-000521,-0.139397258108
ACH-000522,-0.43505610073
ACH-000524,-0.39054451943400004
ACH-000527,-0.138112647664
ACH-000528,-0.27459995095199996
ACH-000537,-0.35598329992600003
ACH-000541,-0.22259663792800002
ACH-000542,-0.41175566321999996
ACH-000544,-0.46553138549199996
ACH-000545,-0.48237100598099997
ACH-000547,-0.38346010723499996
ACH-000548,-0.314975882284
ACH-000549,-0.488241680533
ACH-000550,-0.593850726352
ACH-000552,-0.345717626087
ACH-000556,-0.510905048596
ACH-000557,-0.324108154856
ACH-000570,-0.177193647441
ACH-000571,-0.35481212913099996
ACH-000573,-0.39072661329400005
ACH-000576,-0.302921977489
ACH-000580,-0.6784577063330001
ACH-000584,-0.286238997441
ACH-000585,-0.252619094269
ACH-000588,-0.222763772218
ACH-000589,-0.654486048728
ACH-000591,-0.546512849034
ACH-000593,-0.27997587414299996
ACH-000600,-0.214927966897
ACH-000601,-0.352529781679
ACH-000604,-0.28689619574700004
ACH-000605,-0.500693788148
ACH-000606,-0.23009698393800002
ACH-000608,-0.513421454374
ACH-000614,-0.362494692321
ACH-000616,-0.354757752979
ACH-000618,-0.412208138562
ACH-000619,-0.24698200624699998
ACH-000620,-0.423851401933
ACH-000621,-0.30434957572099997
ACH-000622,-0.172986500251
ACH-000623,-0.25556259403799997
ACH-000624,-0.31638124109099997
ACH-000627,-0.332164384734
ACH-000630,-0.37722747137900003
ACH-000632,-0.355092549695
ACH-000633,-0.37478097002800004
ACH-000637,-0.278907408066
ACH-000638,-0.350662709722
ACH-000646,-0.42569298826499996
ACH-000647,-0.350792351487
ACH-000648,-0.115914206846
ACH-000649,-0.3615284528
ACH-000651,-0.7017610516
ACH-000652,-0.637642810743
ACH-000653,-0.306009321728
ACH-000657,-0.426430243077
ACH-000658,-0.24351584920699998
ACH-000661,-0.045309235591
ACH-000662,-0.504956097585
ACH-000663,-0.234561822081
ACH-000665,-0.46462574556
ACH-000671,-0.334309877233
ACH-000673,-0.31891345204300003
ACH-000676,-0.531762669836
ACH-000677,-0.468188943407
ACH-000681,-0.5502994287830001
ACH-000682,-0.405153701104
ACH-000683,-0.330617060608
ACH-000684,-0.469883593218
ACH-000688,-0.274057231286
ACH-000693,-0.40561266733400003
ACH-000694,-0.46019937591000004
ACH-000695,-0.18766077792
ACH-000696,-0.346502150895
ACH-000697,-0.48497732820399997
ACH-000699,-0.280559255129
ACH-000701,-0.409557456729
ACH-000706,-0.321386438956
ACH-000711,-0.25216565002700003
ACH-000713,-0.193438663206
ACH-000714,-0.33575902631300003
ACH-000718,-0.37686375327200006
ACH-000720,-0.38604163975100003
ACH-000721,-0.215302190471
ACH-000724,-0.015058775242999999
ACH-000725,-0.36701158638000003
ACH-000732,-0.271249803145
ACH-000734,-0.540018353735
ACH-000735,-0.503675734434
ACH-000736,-0.35616854316
ACH-000738,-0.200010268365
ACH-000746,-0.348193807474
ACH-000747,-0.6409748221480001
ACH-000748,-0.334956878592
ACH-000753,-0.5552110259340001
ACH-000756,-0.286084067299
ACH-000757,-0.8085085807819999
ACH-000758,-0.389876472518
ACH-000760,-0.459505409442
ACH-000763,-0.401051730621
ACH-000764,-0.7812108997689999
ACH-000765,-0.89663275338
ACH-000766,-0.251653227752
ACH-000767,-0.30072609529800004
ACH-000768,-0.267426524412
ACH-000769,-0.32700326036
ACH-000770,-0.226694329744
ACH-000771,-0.305193074606
ACH-000773,-0.284138983341
ACH-000776,-0.36340288123099995
ACH-000777,-0.316880930637
ACH-000778,-0.282371942945
ACH-000781,-0.283417010865
ACH-000782,-0.49680201979599997
ACH-000783,-0.130042994871
ACH-000784,-0.348790507769
ACH-000785,-0.26125384323899997
ACH-000787,-0.44199947174599996
ACH-000788,-0.24839965579599999
ACH-000791,-0.269139421596
ACH-000792,-0.366795620594
ACH-000794,-0.361795212385
ACH-000796,-0.314894991494
ACH-000799,-0.199121211884
ACH-000800,-0.554029060875
ACH-000802,-0.25092826607200003
ACH-000804,-0.245650193813
ACH-000805,-0.406377668821
ACH-000809,-0.50180689605
ACH-000810,-0.306116548482
ACH-000811,-0.240880624976
ACH-000817,-0.371404379389
ACH-000819,-0.376942858454
ACH-000820,-0.557357332058
ACH-000821,-0.21980247020799998
ACH-000822,-0.34122797226199997
ACH-000823,-0.29055231995
ACH-000824,-0.149530839647
ACH-000827,-0.33249567929400003
ACH-000829,-0.294922343262
ACH-000831,-0.454586679275
ACH-000832,-0.636386910693
ACH-000833,-0.320880281736
ACH-000834,-0.547940516433
ACH-000835,-0.219313606402
ACH-000836,-0.40030678337399994
ACH-000837,-0.264404324803
ACH-000838,-0.228983882443
ACH-000839,-0.266865616914
ACH-000840,-0.630716333768
ACH-000841,-0.265689239217
ACH-000843,-0.204880802777
ACH-000846,-0.435083578548
ACH-000847,-0.7497279188060001
ACH-000848,-0.466024153653
ACH-000849,-0.347924579669
ACH-000851,-0.55119346967
ACH-000855,-0.28577585883900003
ACH-000856,-0.44072309226499995
ACH-000858,-0.464506398508
ACH-000859,-0.5621248432029999
ACH-000861,-0.258069518228
ACH-000862,-0.363161956074
ACH-000865,-0.373485177698
ACH-000866,-0.40667772621299997
ACH-000867,-0.18404391486
ACH-000869,-0.255465238872
ACH-000872,-0.059301496827099995
ACH-000873,-0.44505709916599995
ACH-000876,-0.544947571166
ACH-000878,-0.7771478799860001
ACH-000880,-0.117079683577
ACH-000881,-0.0887581791958
ACH-000882,-0.40595542953900005
ACH-000884,-0.256817409052
ACH-000885,-0.279824980231
ACH-000887,-0.382139260264
ACH-000888,-0.43809365509900006
ACH-000889,-0.440663720853
ACH-000890,-0.375690924951
ACH-000896,-0.358075745535
ACH-000898,-0.348571628669
ACH-000900,-0.336361965544
ACH-000901,-0.42049100681400003
ACH-000905,-0.337556926044
ACH-000906,-0.43459990467
ACH-000907,-0.158572604376
ACH-000910,-0.30785430508
ACH-000911,-0.263872212254
ACH-000912,-0.445253759973
ACH-000913,-0.42070938138499997
ACH-000915,-0.566786763229
ACH-000916,-0.256091416199
ACH-000917,-0.515116912551
ACH-000921,-0.526799734459
ACH-000924,-0.35179614532
ACH-000926,-0.18994433129500002
ACH-000928,-0.508674585634
ACH-000929,-0.380479916744
ACH-000932,-0.398625504507
ACH-000935,-0.48449739338200004
ACH-000936,-0.44158107335600005
ACH-000937,-0.336735482528
ACH-000938,-0.49189413179700003
ACH-000939,-0.349591895872
ACH-000941,-0.42100497141000004
ACH-000943,-0.412710155009
ACH-000946,-0.28002048452399997
ACH-000947,-0.46536595490099997
ACH-000948,-0.339363337344
ACH-000950,-0.187840442984
ACH-000953,-0.404492617583
ACH-000957,-0.607574896221
ACH-000958,-0.19769627399599998
ACH-000960,-0.338036613355
ACH-000963,-0.48422976283200003
ACH-000968,-0.438077658055
ACH-000969,-0.5538016256139999
ACH-000973,-0.471508494935
ACH-000974,-0.497967345633
ACH-000975,-0.47989686363000006
ACH-000976,-0.50338790103
ACH-000978,-0.209799801044
ACH-000980,-0.4293903205
ACH-000984,-0.5651428067350001
ACH-000986,-0.264437962305
ACH-000988,-0.308520146191
ACH-000993,-0.40483412951700004
ACH-000994,-0.355370223306
ACH-000996,-0.09992174475539999
ACH-001001,-0.45454001831999996
ACH-001020,-0.219957785471
ACH-001028,-0.45570919889
ACH-001031,-0.217569913485
ACH-001038,-0.333002900913
ACH-001048,-0.363757770901
ACH-001050,-0.41439294709200003
ACH-001053,-0.544052709083
ACH-001054,-0.551414767272
ACH-001061,-0.33340608506499997
ACH-001067,-0.283187202827
ACH-001075,-0.343289353796
ACH-001096,-0.248704812952
ACH-001128,-0.412746113195
ACH-001134,-0.49763151277900003
ACH-001151,-0.36361458164099997
ACH-001163,-0.539128408085
ACH-001164,-0.387661383538
ACH-001173,-0.42714174226499996
ACH-001183,-0.161131839924
ACH-001184,-0.349220401716
ACH-001190,-0.39628875025700006
ACH-001192,-0.273628727665
ACH-001193,-0.30277481913300003
ACH-001196,-0.709407350897
ACH-001197,-0.23480482196
ACH-001205,-0.270200733328
ACH-001211,-0.147228885247
ACH-001212,-0.366363617614
ACH-001228,-0.56666323448
ACH-001232,-0.238065692943
ACH-001239,-0.32281319819800003
ACH-001274,-0.34419764351099996
ACH-001275,-0.215471680624
ACH-001277,-0.46278359008500003
ACH-001278,-0.5447603267
ACH-001280,-0.108866151206
ACH-001283,-0.524586098752
ACH-001289,-0.10098343008199999
ACH-001295,-0.301032393486
ACH-001300,-0.246727531463
ACH-001301,-0.262311223401
ACH-001302,-0.35516137625200006
ACH-001303,0.08438628415850001
ACH-001306,-0.276688985271
ACH-001318,-0.49057186523900004
ACH-001322,-0.265873866736
ACH-001328,-0.315724567307
ACH-001332,-0.675895851965
ACH-001333,-0.71566785428
ACH-001336,-0.189111155732
ACH-001340,-0.40000923289000007
ACH-001346,-0.38040430607500003
ACH-001353,-0.25602532087900004
ACH-001354,-0.0895933620624
ACH-001367,-0.474947808152
ACH-001368,-0.314147388074
ACH-001374,-0.282728760128
ACH-001375,-0.313489383695
ACH-001377,-0.26998653746999995
ACH-001380,-0.37388202612599997
ACH-001391,-0.39773739523699997
ACH-001407,-0.540153980069
ACH-001408,-0.473987923333
ACH-001413,-0.242594213831
ACH-001430,-0.117071665158
ACH-001431,-0.555198242382
ACH-001450,-0.5545742059350001
ACH-001496,-0.415628422861
ACH-001500,-0.352205187127
ACH-001521,-0.30922728274300004
ACH-001523,-0.603143195016
ACH-001532,-0.416841673491
ACH-001536,-0.306401261225
ACH-001550,-0.469551064575
ACH-001552,-0.326020277038
ACH-001554,-0.335608436452
ACH-001645,-0.573660666303
ACH-001654,-0.341185292549
ACH-001715,-0.586593754374
ACH-001735,-0.330381086548
ACH-001736,-0.308540294997
ACH-001737,-0.511630547722
ACH-001740,-0.365870324628
ACH-001745,-0.47040970201000004
ACH-001750,-0.450961957818
ACH-001765,-0.392297866618
ACH-001956,-0.28473798820999996
ACH-001957,-0.27322593442800003
