,DPRX (503834)
ACH-000183,-0.298287382815
ACH-000188,0.00405171325741
ACH-000189,-0.28423686479000004
ACH-000190,-0.0970684785563
ACH-000198,-0.15376387986600001
ACH-000204,-0.0717448073357
ACH-000206,0.103359407213
ACH-000207,-0.133271696778
ACH-000211,-0.13650865818
ACH-000215,-0.20938351215599998
ACH-000221,-0.153655930494
ACH-000222,-0.42958899828900005
ACH-000223,-0.14822929972100002
ACH-000226,-0.0894443490242
ACH-000227,-0.197032791705
ACH-000228,0.0743956166745
ACH-000231,-0.027535449136099996
ACH-000232,-0.177186533984
ACH-000233,-0.0532820133056
ACH-000234,-0.0319004190197
ACH-000235,-0.133200620596
ACH-000237,-0.0858843025744
ACH-000238,0.050105343339400005
ACH-000243,-0.23084169621800002
ACH-000244,-0.104574875734
ACH-000246,-0.190255667433
ACH-000248,-0.21659513520399998
ACH-000250,-0.12736948940099999
ACH-000251,-0.18545826613699998
ACH-000253,0.138694456232
ACH-000255,-0.159004954251
ACH-000256,-0.19017383551800002
ACH-000257,-0.148609532234
ACH-000258,0.155601125648
ACH-000259,-0.0942368675361
ACH-000260,-0.0647195857984
ACH-000261,-0.0648907656711
ACH-000262,-0.311801632002
ACH-000263,-0.30895618621800003
ACH-000264,-0.158915307939
ACH-000265,-0.310615399103
ACH-000266,-0.12606427756
ACH-000272,-0.115104142712
ACH-000273,-0.133046969238
ACH-000274,-0.033733595487
ACH-000277,-0.00106697111953
ACH-000278,-0.255786466574
ACH-000279,-0.148510933957
ACH-000280,-0.240064506921
ACH-000281,-0.160655505321
ACH-000288,-0.141709941865
ACH-000291,-0.142189407603
ACH-000293,-0.040343747255800005
ACH-000294,-0.250275100452
ACH-000295,-0.0315974149348
ACH-000296,-0.490449829144
ACH-000302,-0.451406111457
ACH-000304,-0.28174435179
ACH-000307,-0.046894446922199996
ACH-000308,-0.167103700311
ACH-000310,0.036343672630599996
ACH-000311,-0.0446856993878
ACH-000312,-0.0337444475305
ACH-000315,-0.257471299438
ACH-000316,-0.247134799251
ACH-000317,-0.174733828341
ACH-000318,-0.260745076723
ACH-000319,-0.146852858581
ACH-000320,-0.10585718911599999
ACH-000322,-0.022353269651500002
ACH-000323,-0.0888265772332
ACH-000324,-0.14067932529899999
ACH-000329,-0.112372808817
ACH-000330,-0.0816329413424
ACH-000331,-0.0280310878278
ACH-000332,-0.0818196570935
ACH-000334,-0.331814433076
ACH-000335,-0.09015810997539998
ACH-000336,-0.245932042348
ACH-000337,-0.163052058638
ACH-000339,-0.20970635194
ACH-000341,-0.147150584502
ACH-000348,-0.0458991952931
ACH-000350,-0.159485443585
ACH-000352,-0.00660946278912
ACH-000356,-0.170023890049
ACH-000361,-0.37903115225199996
ACH-000362,-0.08210427208539998
ACH-000363,-0.161678965036
ACH-000364,-0.26290179933400004
ACH-000365,-0.187860326845
ACH-000366,-0.24814426875300002
ACH-000368,0.11270931860099999
ACH-000374,-0.11875905147299999
ACH-000375,-0.119488484577
ACH-000376,0.08052060011539999
ACH-000381,-0.0155199781384
ACH-000383,-0.228198954031
ACH-000387,0.0301136510057
ACH-000389,-0.274032025914
ACH-000390,-0.0904553588766
ACH-000393,-0.264400091986
ACH-000395,-0.158982530462
ACH-000397,-0.08157919753439999
ACH-000401,-0.334146595261
ACH-000402,0.143838324294
ACH-000403,-0.152323720942
ACH-000404,-0.0464256587231
ACH-000406,-0.09241106865589999
ACH-000407,-0.17180378313900002
ACH-000408,-0.17096394918900001
ACH-000410,-0.25147871920000003
ACH-000411,-0.07566096634279999
ACH-000414,-0.079908728432
ACH-000415,-0.125572677339
ACH-000416,-0.0900218079226
ACH-000420,-0.215802602852
ACH-000421,-0.165318808716
ACH-000424,-0.13713838745100002
ACH-000425,-0.25491711404399997
ACH-000426,-0.0754841169527
ACH-000427,-0.188040310129
ACH-000433,0.0763186407521
ACH-000436,-0.258222076305
ACH-000444,-0.034536664145499996
ACH-000445,-0.17770419740899998
ACH-000448,-0.252405275343
ACH-000450,0.0247959604087
ACH-000452,0.00432992725441
ACH-000454,-0.18272235002999998
ACH-000458,-0.24862579264
ACH-000459,0.0161319153385
ACH-000460,-0.08391143061560001
ACH-000461,-0.0824095649058
ACH-000463,-0.0698938132769
ACH-000464,-0.0676289231862
ACH-000466,-0.07612356265430001
ACH-000467,-0.163018366478
ACH-000468,-0.277866296149
ACH-000469,-0.189228792741
ACH-000470,-0.220461050178
ACH-000471,-0.251646703167
ACH-000472,-0.200530816353
ACH-000473,-0.0731473779879
ACH-000475,-0.0775363210284
ACH-000476,-0.0312924371495
ACH-000477,0.04212506244559999
ACH-000480,-0.18828887444200001
ACH-000481,-0.21885298877599998
ACH-000483,-0.1242277368
ACH-000484,-0.289969465051
ACH-000485,-0.237583695068
ACH-000486,-0.0569800333782
ACH-000487,0.0153012445475
ACH-000488,-0.12662141423
ACH-000490,-0.049132291998399996
ACH-000491,-0.148597770795
ACH-000495,0.006528123084729999
ACH-000496,-0.167799656091
ACH-000499,-0.299532198915
ACH-000500,0.42683233532700005
ACH-000502,-0.140106509435
ACH-000503,-0.088393673857
ACH-000505,-0.102457036951
ACH-000507,-0.420311780122
ACH-000510,-0.3034042745
ACH-000511,-0.25603482802099997
ACH-000512,-0.40135397938600004
ACH-000516,-0.0372531414974
ACH-000517,-0.125622328373
ACH-000518,0.0668732312593
ACH-000520,-0.24350165897599998
ACH-000521,-0.126616617067
ACH-000522,-0.132679616893
ACH-000524,-0.150198852859
ACH-000527,-0.166946669843
ACH-000528,0.0122526424912
ACH-000537,-0.0938449477595
ACH-000541,0.0415951028301
ACH-000542,-0.13352188698200002
ACH-000544,-0.148096926714
ACH-000545,-0.0684299081475
ACH-000547,0.0218808104837
ACH-000548,-0.26152991229899997
ACH-000549,-0.053717090915199994
ACH-000550,-0.140710851498
ACH-000552,-0.233162720952
ACH-000556,-0.147696076784
ACH-000557,-0.10880268600700001
ACH-000570,-0.33491864389000003
ACH-000571,-0.08191693589650001
ACH-000573,-0.131525108147
ACH-000576,-0.18999145349899998
ACH-000580,0.0115036998593
ACH-000584,-0.19166625422699998
ACH-000585,-0.130709084075
ACH-000588,-0.021101556740700002
ACH-000589,-0.23906823680199998
ACH-000591,-0.17811408805799997
ACH-000593,-0.21478325938
ACH-000600,0.0120120777692
ACH-000601,-0.11360350235200001
ACH-000604,-0.098721384765
ACH-000605,0.0580203969471
ACH-000606,-0.114829377183
ACH-000608,-0.33369301308000004
ACH-000614,-0.0249662928551
ACH-000616,-0.19135573090500002
ACH-000618,-0.167306905135
ACH-000619,-0.0212109230437
ACH-000620,-0.19615565068500002
ACH-000621,-0.06815635171000001
ACH-000622,-0.0716585049058
ACH-000623,-0.179287910877
ACH-000624,-0.128626621525
ACH-000627,-0.0838182041503
ACH-000630,-0.0213537434061
ACH-000632,-0.0484713335726
ACH-000633,-0.21596598422600002
ACH-000637,-0.290374004313
ACH-000638,-0.127033022023
ACH-000646,-0.318733561216
ACH-000647,-0.09567327950380002
ACH-000648,-0.0477946554211
ACH-000649,-0.162056051348
ACH-000651,-0.044535806309199996
ACH-000652,-0.2930119443
ACH-000653,-0.276913577109
ACH-000657,-0.046612276999199995
ACH-000658,-0.160060772224
ACH-000661,-0.0888392848101
ACH-000662,0.00659907388682
ACH-000663,-0.225527624819
ACH-000665,-0.0443530309308
ACH-000671,-0.0496278326648
ACH-000673,-0.122476830582
ACH-000676,-0.0212844116349
ACH-000677,-0.202070827641
ACH-000681,-0.245930592905
ACH-000682,-0.17738082084600001
ACH-000683,0.00818164116923
ACH-000684,-0.18693973469500003
ACH-000688,-0.0496785904984
ACH-000693,-0.104086479554
ACH-000694,-0.05284350471990001
ACH-000695,-0.0421636761394
ACH-000696,-0.05834290172
ACH-000697,0.0515241466235
ACH-000699,-0.048837124234300006
ACH-000701,-0.360725488705
ACH-000706,-0.11303141091499999
ACH-000711,-0.110531917674
ACH-000713,-0.110898259044
ACH-000714,-0.10073954847899999
ACH-000718,-0.00984340237931
ACH-000720,-0.234713820801
ACH-000721,-0.136221071213
ACH-000724,0.0323611121893
ACH-000725,-0.0415509536748
ACH-000732,-0.00797010741865
ACH-000734,-0.155786959066
ACH-000735,-0.121557009575
ACH-000736,-0.136102166774
ACH-000738,-0.041087271232599996
ACH-000746,-0.0751982110249
ACH-000747,-0.08814240954460001
ACH-000748,-0.0947340363129
ACH-000753,-0.0606627182467
ACH-000756,-0.338350001254
ACH-000757,-0.08154869197100001
ACH-000758,-0.205681879861
ACH-000760,0.0339599384399
ACH-000763,-0.043189977362000004
ACH-000764,-0.197990553797
ACH-000765,0.0277523098942
ACH-000766,-0.24558151011
ACH-000767,-0.199653208965
ACH-000768,-0.00016449706545200001
ACH-000769,-0.304069069508
ACH-000770,-0.13848201696100002
ACH-000771,-0.174839708172
ACH-000773,-0.010438383292899998
ACH-000776,-0.281709909758
ACH-000777,-0.0102753734975
ACH-000778,-0.08716084915439999
ACH-000781,-0.0725425922442
ACH-000782,-0.0594519478917
ACH-000783,0.0782157633523
ACH-000784,-0.101372646447
ACH-000785,-0.019227504365000002
ACH-000787,-0.150560377789
ACH-000788,-0.14508921465900002
ACH-000791,-0.212607752574
ACH-000792,-0.107961053138
ACH-000794,-0.0546396487087
ACH-000796,0.020324211138799998
ACH-000799,-0.0464877117375
ACH-000800,-0.277181339829
ACH-000802,-0.177122409589
ACH-000804,-0.0504820810975
ACH-000805,-0.20352317458900002
ACH-000809,-0.224757159476
ACH-000810,0.035585984352
ACH-000811,-0.311056769512
ACH-000817,-0.263877691644
ACH-000819,-0.0100970145558
ACH-000820,0.0657429606635
ACH-000821,-0.197013780779
ACH-000822,-0.366297684138
ACH-000823,-0.163273195904
ACH-000824,-0.277477064762
ACH-000827,-0.0792757000486
ACH-000829,0.0433853029287
ACH-000831,-0.19281085002
ACH-000832,-0.12733677679400002
ACH-000833,-0.243795575901
ACH-000834,-0.0869373226904
ACH-000835,-0.08591029463
ACH-000836,-0.0484550031085
ACH-000837,-0.223214917141
ACH-000838,-0.0676991104111
ACH-000839,0.10966101350299999
ACH-000840,-0.295073907468
ACH-000841,-0.128242435035
ACH-000843,-0.13040388633
ACH-000846,-0.09351215912869999
ACH-000847,-0.311493307394
ACH-000848,-0.33800799246299995
ACH-000849,-0.057856442624000005
ACH-000851,-0.202795561526
ACH-000855,-0.173198821015
ACH-000856,-0.126368415846
ACH-000858,-0.346578369714
ACH-000859,-0.22860858597800002
ACH-000861,-0.11189603223899999
ACH-000862,-0.24587060597
ACH-000865,-0.0255078843909
ACH-000866,-0.0812482465003
ACH-000867,-0.0519781430498
ACH-000869,-0.205462678713
ACH-000872,-0.031180937286
ACH-000873,-0.345604058836
ACH-000876,-0.152804286292
ACH-000878,-0.16994411468600001
ACH-000880,-0.167577648388
ACH-000881,-0.0893862228099
ACH-000882,-0.210968782969
ACH-000884,-0.07911869873999999
ACH-000885,-0.11705567199200001
ACH-000887,-0.316958510042
ACH-000888,-0.016970768506200003
ACH-000889,-0.0697220041808
ACH-000890,-0.0267904071458
ACH-000896,-0.172914891704
ACH-000898,-0.26651123138300004
ACH-000900,-0.133393139069
ACH-000901,-0.204125913117
ACH-000905,-0.108082469411
ACH-000906,-0.17271881542
ACH-000907,-0.16658794308299998
ACH-000910,-0.0785718779713
ACH-000911,-0.0546816629404
ACH-000912,-0.208085930618
ACH-000913,-0.19005206977400002
ACH-000915,0.008924471618469999
ACH-000916,-1.3085012280500001
ACH-000917,-0.051637129271999996
ACH-000921,-0.228320382759
ACH-000924,-0.205446571547
ACH-000926,1.90093074871e-05
ACH-000928,-0.050739009110900006
ACH-000929,-0.185609428543
ACH-000932,-0.243744019178
ACH-000935,-0.23167831246599999
ACH-000936,-0.231102557815
ACH-000937,-0.05479636885480001
ACH-000938,-0.048611719884599995
ACH-000939,-0.242614443748
ACH-000941,-0.220057630132
ACH-000943,-0.0771152128943
ACH-000946,-0.0124417973627
ACH-000947,-0.0910252136648
ACH-000948,-0.0760515105555
ACH-000950,0.00231099410636
ACH-000953,-0.0626820403153
ACH-000957,-0.143735011493
ACH-000958,-0.0276643823162
ACH-000960,0.11686019784499999
ACH-000963,-0.194709456895
ACH-000968,-0.253183192571
ACH-000969,-0.0929150230583
ACH-000973,-0.113285964597
ACH-000974,-0.044528563422800004
ACH-000975,-0.144092165531
ACH-000976,-0.157551059732
ACH-000978,-0.391880805514
ACH-000980,-0.211418661537
ACH-000984,-0.21590655938
ACH-000986,-0.006642886095330001
ACH-000988,-0.13038308433700002
ACH-000993,0.10031902735300001
ACH-000994,-0.312988608475
ACH-000996,0.047264904747099996
ACH-001001,-0.15215371894500002
ACH-001020,-0.186295905426
ACH-001028,-0.119216869153
ACH-001031,-0.11263035735600001
ACH-001038,-0.13462957206499998
ACH-001048,-0.17225924112100002
ACH-001050,-0.280488257408
ACH-001053,-0.323563489546
ACH-001054,-0.113109450197
ACH-001061,-0.08012961233730001
ACH-001067,-0.376329820357
ACH-001075,-0.341703568169
ACH-001096,-0.195917975751
ACH-001128,0.0325161364947
ACH-001134,-0.131748355815
ACH-001151,-0.0940619693985
ACH-001163,-0.275213887158
ACH-001164,-0.00680698355846
ACH-001173,-0.19856332811000002
ACH-001183,-0.104762825714
ACH-001184,-0.0151266239591
ACH-001190,-0.0155459504831
ACH-001192,-0.249493263401
ACH-001193,0.12031342009500001
ACH-001196,-0.11172040650000001
ACH-001197,0.07707819850330001
ACH-001205,-0.07238978901939999
ACH-001211,-0.207219494729
ACH-001212,0.0063634801739599995
ACH-001228,-0.176063833528
ACH-001232,0.0368334944553
ACH-001239,-0.133574337467
ACH-001274,-0.0563848293393
ACH-001275,-0.22348559480500002
ACH-001277,-0.344164562052
ACH-001278,-0.31002711386
ACH-001280,-0.204901615487
ACH-001283,-0.0776621315537
ACH-001289,-0.039892120677
ACH-001295,-0.0711064555895
ACH-001300,-0.29029017264699997
ACH-001301,-0.0072996725844100005
ACH-001302,-0.61120587492
ACH-001303,0.0944641385409
ACH-001306,-0.1521525234
ACH-001318,-0.108966045263
ACH-001322,-0.010373704983600001
ACH-001328,-0.156036966387
ACH-001332,0.320010468721
ACH-001333,-0.35221103307400004
ACH-001336,-0.198019352064
ACH-001340,-0.08875384498469999
ACH-001346,0.00533262876673
ACH-001353,-0.12366257037799999
ACH-001354,-0.193172078112
ACH-001367,0.10231949627900001
ACH-001368,-0.108130937792
ACH-001374,-0.286001439417
ACH-001375,-0.06347374264769999
ACH-001377,-0.195695082366
ACH-001380,-0.12529448402
ACH-001391,-0.12513018055400002
ACH-001407,-0.190323077564
ACH-001408,-0.142788184052
ACH-001413,-0.203829639886
ACH-001430,-0.0600526265522
ACH-001431,-0.0785884951099
ACH-001450,-0.0893153399871
ACH-001496,-0.230758001442
ACH-001500,-0.422224437063
ACH-001521,-0.13651178524399998
ACH-001523,-0.18695870848700002
ACH-001532,-0.13959872672
ACH-001536,-0.49678358086999996
ACH-001550,-0.031695217904400004
ACH-001552,-0.24753343675500003
ACH-001554,-0.125982196909
ACH-001645,-0.0523563936446
ACH-001654,-0.126702869356
ACH-001715,-0.0532297780478
ACH-001735,-0.150483940774
ACH-001736,0.018025421131799998
ACH-001737,-0.224034543079
ACH-001740,-0.26200248038199997
ACH-001745,-0.268879126143
ACH-001750,-0.10524936534
ACH-001765,-0.211173737165
ACH-001956,-0.0807613471016
ACH-001957,-0.19703924164099998
