,H2AFY (9555)
ACH-000682,-0.161140118219
ACH-000683,-0.14910693669800001
ACH-000684,0.0416476661155
ACH-000688,-0.37211980923199994
ACH-000693,-0.32672771622900004
ACH-000694,-0.13782256317299998
ACH-000695,-0.269905133429
ACH-000696,-0.146354877445
ACH-000697,-0.45159576198
ACH-000699,-0.057378439977000005
ACH-000701,-0.260871174654
ACH-000706,-0.0956647839406
ACH-000711,-0.17931534407000002
ACH-000713,-0.259161237036
ACH-000714,-0.176969104005
ACH-000718,0.105320123443
ACH-000720,-0.17076422989999998
ACH-000721,-0.194605787401
ACH-000724,-0.012060943001700002
ACH-000725,-0.382954204177
ACH-000732,-0.22938632322799998
ACH-000734,-0.0239064551143
ACH-000735,-0.134389441645
ACH-000736,-0.195587599292
ACH-000738,-0.0536827927345
ACH-000746,-0.245516144518
ACH-000747,-0.235731417449
ACH-000748,-0.194843525344
ACH-000753,-0.0860697317822
ACH-000756,-0.09783593277830001
ACH-000757,-0.364605308859
ACH-000758,-0.219620633374
ACH-000760,-0.136780020348
ACH-000763,-0.601849362113
ACH-000764,-0.238724597885
ACH-000765,-0.17516836717300002
ACH-000766,-0.198096134964
ACH-000767,-0.0967644128876
ACH-000768,-0.117248080524
ACH-000769,-0.201864782966
ACH-000770,-0.222251878812
ACH-000771,-0.0903553143427
ACH-000773,-0.218507851074
ACH-000776,-0.34579447786399997
ACH-000777,0.138304572893
ACH-000778,0.06304496996209999
ACH-000781,-0.15027392751
ACH-000782,-0.246776050937
ACH-000783,-0.356526923314
ACH-000784,-0.0746557992915
ACH-000785,-0.19440679467799998
ACH-000787,-0.08323590952039998
ACH-000788,-0.24056903708799998
ACH-000791,-0.26728019641
ACH-000792,-0.0372328653911
ACH-000794,-0.275536880366
ACH-000796,-0.341123622169
ACH-000799,-0.43602196864299997
ACH-000800,-0.09548174611780001
ACH-000802,-0.34103901940700004
ACH-000804,-0.15224844313799998
ACH-000805,-0.179846796993
ACH-000809,-0.270214657202
ACH-000810,0.17538425345699998
ACH-000811,-0.149700533931
ACH-000817,-0.0467059498898
ACH-000819,-0.19037922163100002
ACH-000820,0.0692286444135
ACH-000821,-0.0857814880734
ACH-000822,-0.19612420863699997
ACH-000823,-0.24049693094
ACH-000824,-0.195637632579
ACH-000827,-0.127846731331
ACH-000829,-0.25945710673300004
ACH-000831,-0.266351381635
ACH-000832,-0.534802328247
ACH-000833,-0.35161318449600004
ACH-000834,-0.0288609336454
ACH-000835,-0.145807796889
ACH-000836,0.36143592479900005
ACH-000837,-0.08272116258960001
ACH-000838,-0.0255067528952
ACH-000839,-0.170895367496
ACH-000840,-0.207695555315
ACH-000841,-0.274680219987
ACH-000843,-0.396775732825
ACH-000846,-0.10377295452600001
ACH-000847,-0.21765131083500003
ACH-000848,-0.385340510889
ACH-000849,-0.125887318348
ACH-000851,-0.274903842361
ACH-000855,-0.158252051482
ACH-000856,-0.266375529493
ACH-000858,-0.208901234395
ACH-000859,-0.384107436095
ACH-000861,-0.10520288196699999
ACH-000862,-0.234196996378
ACH-000865,-0.09136830190400001
ACH-000866,-0.146761513015
ACH-000867,-0.203776042675
ACH-000869,-0.214628093631
ACH-000872,-0.0800980546256
ACH-000873,-0.225863551551
ACH-000876,0.0017417882510200001
ACH-000878,-0.21736527740800002
ACH-000880,-0.29840402204300004
ACH-000881,-0.115103219137
ACH-000882,-0.0529680702296
ACH-000884,-0.20335510492400002
ACH-000885,-0.275940655261
ACH-000887,-0.19527397042800002
ACH-000888,-0.131739067582
ACH-000889,-0.10506259039100001
ACH-000890,-0.224269874707
ACH-000896,-0.141799956763
ACH-000898,-0.33796830347400003
ACH-000900,-0.10435363093599999
ACH-000901,-0.238441511798
ACH-000905,-0.153545018698
ACH-000906,-0.30052271172600004
ACH-000907,-0.181514293629
ACH-000910,-0.176851498269
ACH-000911,-0.332530336583
ACH-000912,-0.11587572366900001
ACH-000913,-0.37031558409299997
ACH-000915,-0.145672224707
ACH-000916,-0.217505811933
ACH-000917,-0.196900984479
ACH-000921,-0.14059000401799998
ACH-000924,-0.277914354951
ACH-000926,-0.29723689206799997
ACH-000928,-0.0145933382064
ACH-000929,-0.380427783367
ACH-000932,-0.30403760509100003
ACH-000935,0.164461188387
ACH-000936,-0.16487710283399998
ACH-000937,-0.21888668901099997
ACH-000938,-0.161218803735
ACH-000939,0.349774248108
ACH-000941,-0.173572332619
ACH-000943,-0.20933443920400002
ACH-000946,-0.29006212504
ACH-000947,-0.20057321611200002
ACH-000948,-0.18397619781100003
ACH-000950,-0.17901473257800002
ACH-000953,-0.120478021305
ACH-000957,-0.108650365479
ACH-000958,-0.454695692728
ACH-000960,-0.106774425026
ACH-000963,-0.325064379476
ACH-000968,-0.0548031995182
ACH-000969,-0.21027913582600002
ACH-000973,-0.0659564386689
ACH-000974,-0.196559436857
ACH-000975,-0.319685024807
ACH-000976,-0.20123798647399999
ACH-000978,-0.502282569311
ACH-000980,-0.08939848455749999
ACH-000984,-0.247533058913
ACH-000986,-0.169888821239
ACH-000988,0.04552026298780001
ACH-000993,-0.235004345486
ACH-000994,-0.0590439229362
ACH-000996,-0.36487201181999995
ACH-001001,-0.118649956241
ACH-001020,0.32646782533700003
ACH-001028,-0.269488401711
ACH-001031,-0.043254079736099994
ACH-001038,-0.175363906393
ACH-001048,-0.14953386465600002
ACH-001050,-0.06810159769969999
ACH-001053,0.243830369517
ACH-001054,-0.238930433722
ACH-001061,-0.21623623132
ACH-001067,-0.014995029928899999
ACH-001075,-0.161087899448
ACH-001096,-0.283538916573
ACH-001128,0.8797291364309999
ACH-001134,-0.039071587453900006
ACH-001151,-0.247168890715
ACH-001163,-0.095501909884
ACH-001164,-0.12315656372400001
ACH-001173,-0.248920682614
ACH-001183,-0.12888774120899998
ACH-001184,-0.251600618043
ACH-001190,-0.158857183839
ACH-001192,-0.150007066619
ACH-001193,-0.18256972817400002
ACH-001196,0.073374344282
ACH-001197,-0.238476657975
ACH-001205,-0.29936268352400003
ACH-001211,0.103496234613
ACH-001212,-0.19156476844
ACH-001228,0.026788120170100002
ACH-001232,-0.0229466175072
ACH-001239,-0.15560751322799998
ACH-001274,-0.30698740900800003
ACH-001275,-0.0371641119671
ACH-001277,-0.278520616903
ACH-001278,-0.34442321559199995
ACH-001280,-0.044416747193
ACH-001283,-0.10335101163999999
ACH-001289,0.030074704486099998
ACH-001295,-0.22599300059900002
ACH-001300,-0.103625586154
ACH-001301,-0.14994081359
ACH-001302,-0.271339075429
ACH-001303,-0.258236685585
ACH-001306,-0.0370247232658
ACH-001318,0.112328736422
ACH-001322,-0.267780955429
ACH-001328,-0.280650062705
ACH-001332,-0.25657734388799996
ACH-001333,-0.45526269734700003
ACH-001336,-0.11392464111
ACH-001340,-0.276274565039
ACH-001346,-0.234764501146
ACH-001353,-0.130366802035
ACH-001354,-0.18371866811299997
ACH-001367,-0.107758105261
ACH-001368,-0.376289468473
ACH-001374,-0.105191445496
ACH-001375,-0.336889286121
ACH-001377,-0.10862152952299998
ACH-001380,-0.274164503048
ACH-001391,-0.07816535307589999
ACH-001407,-0.238498344355
ACH-001408,-0.325501750418
ACH-001413,-0.43692126675899995
ACH-001430,-0.09591590916099998
ACH-001431,-0.0768336022196
ACH-001450,-0.189465274868
ACH-001496,-0.036811594335599995
ACH-001500,-0.010466036651799999
ACH-001521,0.062412269483300004
ACH-001523,-0.122131894867
ACH-001532,-0.21472244611699998
ACH-001536,-0.655686173035
ACH-001550,0.157812211981
ACH-001552,-0.257004657939
ACH-001554,-0.19807444724800002
ACH-001645,-0.176427916936
ACH-001654,-0.152899078848
ACH-001715,-0.127617310539
ACH-001735,-0.07576596724689999
ACH-001736,-0.26553802683899996
ACH-001737,-0.0364928151642
ACH-001740,-0.30289103496500003
ACH-001745,-0.25345826223
ACH-001750,-0.347317198415
ACH-001765,-0.0869019872501
ACH-001956,-0.167251429448
ACH-001957,-0.110348984993
