,THRAP3 (9967)
ACH-000004,-0.0572234641746
ACH-000007,-0.331692815049
ACH-000009,0.026885395873599997
ACH-000011,-0.028614786002099997
ACH-000012,-0.11273754534199999
ACH-000013,-0.0898032229589
ACH-000014,-0.190857221868
ACH-000015,-0.0057075151142
ACH-000017,-0.113479858181
ACH-000018,-0.1824746805
ACH-000019,-0.22582254774500002
ACH-000021,-0.263995358658
ACH-000022,-0.107791091859
ACH-000025,-0.21892788711
ACH-000028,0.0755237990761
ACH-000030,0.0356784523306
ACH-000035,-0.291194305748
ACH-000036,-0.116399608716
ACH-000037,-0.203819924177
ACH-000039,-0.356532296131
ACH-000040,-0.24241615112300002
ACH-000041,0.022824229051099997
ACH-000042,-0.23297803575999998
ACH-000045,0.280970222895
ACH-000047,-0.12185875442399999
ACH-000052,-0.00800558914366
ACH-000053,0.0592048995051
ACH-000054,0.128074828481
ACH-000055,-0.066611601163
ACH-000060,-0.425776699415
ACH-000067,-0.0855139859904
ACH-000070,0.06532681567580001
ACH-000075,-0.244416390965
ACH-000078,-0.238325306642
ACH-000082,0.519431696118
ACH-000085,-0.195420398209
ACH-000086,-0.0675869350665
ACH-000087,0.37132953378300004
ACH-000092,0.17148978919100002
ACH-000095,0.029386440605599997
ACH-000097,-0.197960914252
ACH-000098,-0.09217759830830001
ACH-000099,-0.00731158400194
ACH-000108,-0.0981093397875
ACH-000113,0.036893315938699996
ACH-000115,-0.21148465405699998
ACH-000116,-0.107345379877
ACH-000118,-0.23942301553800002
ACH-000120,-0.0386338413807
ACH-000123,0.09191538196239998
ACH-000127,-0.140467975715
ACH-000128,-0.218226507907
ACH-000132,0.0970388099574
ACH-000133,-0.029500868210400003
ACH-000137,-0.268539253582
ACH-000138,-0.116485435868
ACH-000142,0.06427344046
ACH-000143,-0.270086835956
ACH-000146,0.161543787213
ACH-000148,-0.280667006416
ACH-000150,-0.180009379893
ACH-000152,-0.167730392961
ACH-000153,0.214648308104
ACH-000159,-0.121492012744
ACH-000160,0.122186057953
ACH-000163,-0.0834625620628
ACH-000167,0.396817460296
ACH-000168,-0.17519309717700002
ACH-000169,-0.150938326242
ACH-000178,-0.11683253978
ACH-000182,0.04250887002180001
ACH-000183,0.085770907952
ACH-000188,-0.0532088068733
ACH-000189,-0.08063050090160001
ACH-000190,0.360892749494
ACH-000198,0.0146962890233
ACH-000204,-0.374907410603
ACH-000206,0.0884772103663
ACH-000207,-0.37860411785
ACH-000211,-0.0258010549208
ACH-000215,-0.022614308737
ACH-000221,-0.137002440611
ACH-000222,-0.06091655887109999
ACH-000223,-0.2398754229
ACH-000226,0.018412123278700003
ACH-000227,-0.385429238574
ACH-000228,-0.0605380250571
ACH-000231,0.0372189286693
ACH-000232,-0.056773490736499996
ACH-000233,-0.216562195948
ACH-000234,-0.267120661451
ACH-000235,-0.090369516276
ACH-000237,-0.165465702041
ACH-000238,-0.591171082716
ACH-000243,-0.166819455672
ACH-000244,0.0469242551887
ACH-000246,-0.14017314085000002
ACH-000248,-0.136797982993
ACH-000250,-0.12056267988500001
ACH-000251,0.312812020737
ACH-000253,-0.0904454045181
ACH-000255,-0.165934105253
ACH-000256,0.00615195926127
ACH-000257,0.289540536751
ACH-000258,-0.07593460968060001
ACH-000259,-0.153558249878
ACH-000260,-0.312990333867
ACH-000261,-0.15802190602900001
ACH-000262,-0.14180428498
ACH-000263,0.522837552162
ACH-000264,-0.206205976294
ACH-000265,-0.25345635345
ACH-000266,0.277603113008
