,AP2A2 (161)
ACH-000004,0.280956338809
ACH-000007,0.40712145970700003
ACH-000009,0.34280865903499996
ACH-000011,0.332023582955
ACH-000012,0.08745904091210001
ACH-000013,0.33454863695799997
ACH-000014,0.27794884711
ACH-000015,0.442102404076
ACH-000017,0.256191854127
ACH-000018,0.09771289679989999
ACH-000019,0.37303733685900003
ACH-000021,0.334175600442
ACH-000022,0.264332706248
ACH-000025,0.21521603089000002
ACH-000028,0.275733318786
ACH-000030,0.434731234599
ACH-000035,0.226509460255
ACH-000036,0.09556889222439999
ACH-000037,0.050574925636300005
ACH-000039,0.186030519789
ACH-000040,0.413269813224
ACH-000041,0.191396380828
ACH-000042,0.257807301777
ACH-000045,0.113077515122
ACH-000047,0.298419194163
ACH-000052,0.152381329772
ACH-000053,0.245338640437
ACH-000054,0.29611572659200003
ACH-000055,0.293912588852
ACH-000060,0.30337002515
ACH-000067,0.306230293
ACH-000070,0.302396001724
ACH-000075,0.173978909246
ACH-000078,0.5465575223899999
ACH-000082,0.312347428135
ACH-000085,0.17286934773600002
ACH-000086,0.29569158395100004
ACH-000087,0.131063513061
ACH-000092,0.443911565537
ACH-000095,0.22967745659699998
ACH-000097,0.196599680091
ACH-000098,0.151221511873
ACH-000099,0.21993680979400002
ACH-000108,0.518933779824
ACH-000113,0.321833113009
ACH-000115,0.39592876043
ACH-000116,0.187265777458
ACH-000118,0.476656902865
ACH-000120,0.154961646288
ACH-000123,0.0597667708964
ACH-000127,0.19732339657900003
ACH-000128,0.329262447284
ACH-000132,0.363916576175
ACH-000133,0.221430101732
ACH-000137,0.363548432094
ACH-000138,0.382512551177
ACH-000142,0.12380821162399999
ACH-000143,0.328990532128
ACH-000146,0.408578013398
ACH-000148,0.185190014538
ACH-000150,0.153545542437
ACH-000152,0.20825630957600003
ACH-000153,0.369472949905
ACH-000159,0.2144107114
ACH-000160,0.281352508614
ACH-000163,0.213101354291
ACH-000167,-0.0790072867237
ACH-000168,0.119994544069
ACH-000169,0.311265315531
ACH-000178,0.361045742557
ACH-000182,0.301688691763
ACH-000183,0.187232747117
ACH-000188,0.24260493449499998
ACH-000189,0.347834957262
ACH-000190,0.423134032923
ACH-000198,0.33543660386999996
ACH-000204,0.32369125168
ACH-000206,0.466021644789
ACH-000207,0.0921082882472
ACH-000211,0.270170595952
