,MYBL1 (4603)
ACH-000004,0.211264789688
ACH-000007,0.224698478216
ACH-000009,0.177469917647
ACH-000011,0.649160738611
ACH-000012,-0.19315944600499999
ACH-000013,0.221234696799
ACH-000014,0.175128419862
ACH-000015,0.275755837256
ACH-000017,0.0923603930291
ACH-000018,0.747787709268
ACH-000019,0.691449050115
ACH-000021,0.22596140901099998
ACH-000022,0.162072349414
ACH-000025,0.247432455824
ACH-000028,0.313766821226
ACH-000030,0.25379210244899997
ACH-000035,0.152005698879
ACH-000036,0.649327274173
ACH-000037,0.298064862868
ACH-000039,0.148761857161
ACH-000040,0.167645069671
ACH-000041,0.24705851415
ACH-000042,-0.0628035220328
ACH-000045,0.121091736183
ACH-000047,0.0462660828936
ACH-000052,0.444555781416
ACH-000053,0.037223250883699995
ACH-000054,0.10554125445399999
ACH-000055,0.21903416472800002
ACH-000060,-0.44230771377800004
ACH-000067,0.443180021112
ACH-000070,0.223687156942
ACH-000075,0.463803577275
ACH-000078,0.209488820604
ACH-000082,0.0103644330256
ACH-000085,0.112500017167
ACH-000086,0.09477857992730002
ACH-000087,0.297461179926
ACH-000092,0.535173942061
ACH-000095,0.34891201461800003
ACH-000097,0.653764927911
ACH-000098,0.497672057899
ACH-000099,0.192422096469
ACH-000108,0.518743965932
ACH-000113,0.12431795565300001
ACH-000115,0.282213956067
ACH-000116,0.382186917554
ACH-000118,0.241552387102
ACH-000120,0.145743721816
ACH-000123,0.0288534984858
ACH-000127,0.19224272808899998
ACH-000128,0.339440624985
ACH-000132,0.435195292231
ACH-000133,0.20274817441100002
ACH-000137,0.267842832199
ACH-000138,0.019795880756
ACH-000142,0.137426146859
ACH-000143,0.25303726560400003
ACH-000146,0.29114525465
ACH-000148,0.24415969903700002
ACH-000150,-0.608335235569
ACH-000152,0.0354168837087
ACH-000153,-0.131856102806
ACH-000159,-0.0358911111435
ACH-000160,0.0608299698634
ACH-000163,-0.1151502048
ACH-000167,0.243591515455
ACH-000168,0.286264482413
ACH-000169,0.19631214636799998
ACH-000178,0.275970889268
ACH-000182,0.354241015712
ACH-000183,0.10123219119999999
ACH-000188,0.15257249550899998
ACH-000189,0.014177083027299999
ACH-000190,0.0578442186585
ACH-000198,0.40514069998999996
ACH-000204,0.467462993961
ACH-000206,0.146592808191
ACH-000207,0.240741152639
ACH-000211,0.340428115837
ACH-000215,0.12730832607200002
ACH-000221,0.20434374192899998
ACH-000222,0.17849758100000002
ACH-000223,0.182846304557
ACH-000226,0.330525366917
ACH-000227,-0.0263914676006
ACH-000228,0.149663799114
ACH-000231,0.388322924159
ACH-000232,0.358927027596
ACH-000233,0.155547284497
ACH-000234,0.350994631447
ACH-000235,0.0584534676701
ACH-000237,0.266945370309
ACH-000238,0.30436347328200003
ACH-000243,0.209192726886
ACH-000244,-0.0171463821777
ACH-000246,0.251841111156
ACH-000248,0.18476019737100002
ACH-000250,-0.460085433958
ACH-000251,0.00175067659365
ACH-000253,0.14278629326199999
ACH-000255,0.6613283133560001
ACH-000256,0.00948738598873
ACH-000257,0.20401970511599998
ACH-000258,-0.132969954895
ACH-000259,0.170338008756
ACH-000260,0.21835286449799998
ACH-000261,0.260575483657
ACH-000262,0.7494868798459999
ACH-000263,-0.0355476888586
ACH-000264,0.298183565528
ACH-000265,-0.06728848223299999
ACH-000266,0.052487809469300005
ACH-000272,0.28703220433000004
ACH-000273,0.18439007802299998
ACH-000274,0.312009849691
ACH-000277,0.34677765066699995
ACH-000278,0.251617934324
ACH-000279,0.275116346328
ACH-000280,0.24264498820500002
ACH-000281,0.173916687284
ACH-000288,0.157737604487
ACH-000291,0.178183589476
ACH-000293,0.162093276714
ACH-000294,-0.07244813759980001
ACH-000295,0.152280188304
ACH-000296,0.23034431850099998
ACH-000302,0.273601967047
ACH-000304,0.0377778170389
ACH-000307,0.19834472276999998
ACH-000308,0.221659006111
ACH-000310,-0.0026376133739899996
ACH-000311,0.129342066732
ACH-000312,0.29719704739
ACH-000315,0.09127743579289999
ACH-000316,0.26486335835700003
ACH-000317,0.41176914507299994
ACH-000318,0.07187444797180001
ACH-000319,0.192083328226
ACH-000320,0.113498000209
ACH-000322,0.303110927934
ACH-000323,0.165208892194
ACH-000324,0.37062588772200006
ACH-000329,0.190673211508
ACH-000330,0.148517715311
ACH-000331,0.42890857048299996
ACH-000332,0.108392969024
ACH-000334,-0.0837101469701
ACH-000335,0.35973360336099997
ACH-000336,0.09279064104689999
ACH-000337,0.463648796165
ACH-000339,0.0181028614181
ACH-000341,-0.015766380184700002
ACH-000348,-0.0846843676027
ACH-000350,0.284187366285
ACH-000352,0.23706187174899998
ACH-000356,0.417203668652
ACH-000361,0.134019000219
ACH-000362,0.10247102384199999
ACH-000363,0.19130505519299998
ACH-000364,0.126240712271
ACH-000365,-0.133687064531
ACH-000366,0.27070654395300003
ACH-000368,-0.18394936327199998
ACH-000374,0.235769124065
ACH-000375,0.282688483291
ACH-000376,0.0127220129131
