,ACTR1B (10120)
ACH-000867,-0.591294120699
ACH-000869,-0.6772338124449999
ACH-000872,-0.490192332847
ACH-000873,-0.445535749955
ACH-000876,-0.5333912422
ACH-000878,-0.625019750502
ACH-000880,-0.153325958051
ACH-000881,-0.582284543962
ACH-000882,-0.42552400649899996
ACH-000884,-0.61008393343
ACH-000885,-0.615645330774
ACH-000887,-0.613070754327
ACH-000888,-0.57523749001
ACH-000889,-0.701153331823
ACH-000890,-0.558222120489
ACH-000896,-0.533718971731
ACH-000898,-0.586853533962
ACH-000900,-0.557992580123
ACH-000901,-0.6835983390800001
ACH-000905,-0.575625423546
ACH-000906,-0.623994718777
ACH-000907,-0.355200339397
ACH-000910,-0.61988984412
ACH-000911,-0.548905884684
ACH-000912,-0.634923802789
ACH-000913,-0.642242986078
ACH-000915,-0.653653777824
ACH-000916,-0.568004943783
ACH-000917,-0.7213227752439999
ACH-000921,-0.666694175194
ACH-000924,-0.710758197571
ACH-000926,-0.33931665256399995
ACH-000928,-0.681786801449
ACH-000929,-0.718181943697
ACH-000932,-0.565087998047
ACH-000935,-0.46844394842
ACH-000936,-0.484678325666
ACH-000937,-0.737088909607
ACH-000938,-0.49113916420299997
ACH-000939,-0.631547801279
ACH-000941,-0.891041204386
ACH-000943,-0.473365249315
ACH-000946,-0.562678217262
ACH-000947,-0.451302785489
ACH-000948,-0.643603453214
ACH-000950,-0.525373176669
ACH-000953,-0.585516414532
ACH-000957,-0.586508497599
ACH-000958,-0.46655320031099995
ACH-000960,-0.553795808162
ACH-000963,-0.662913232264
ACH-000968,-0.41674037749
ACH-000969,-0.794810762182
ACH-000973,-0.5219730391040001
ACH-000974,-0.638114226811
ACH-000975,-0.557268069248
ACH-000976,-0.6406931629029999
ACH-000978,-0.639024478237
ACH-000980,-0.607700844718
ACH-000984,-0.69759264713
ACH-000986,-0.648437823319
ACH-000988,-0.575141626774
ACH-000993,-0.358835181056
ACH-000994,-0.5005489085329999
ACH-000996,-0.340576724657
ACH-001001,-0.570737150878
ACH-001020,-0.366417526313
ACH-001028,-0.620295008267
ACH-001031,-0.44418757923999996
ACH-001038,-0.592630549819
ACH-001048,-0.679999765017
ACH-001050,-0.484918731386
ACH-001053,-0.428269417271
ACH-001054,-0.36919603092500003
ACH-001061,-0.429974053954
ACH-001067,-0.536022443543
ACH-001075,-0.755552617059
ACH-001096,-0.5024673697640001
ACH-001128,-0.422577444388
ACH-001134,-0.48076332933
ACH-001151,-0.656967405688
ACH-001163,-0.659244393909
ACH-001164,-0.387305088679
ACH-001173,-0.573198534665
ACH-001183,-0.617193005543
ACH-001184,-0.588169446457
ACH-001190,-0.777326762032
ACH-001192,-0.7532679070039999
ACH-001193,-0.48484438975199995
ACH-001196,-0.468763722223
ACH-001197,-0.33666454465400003
ACH-001205,-0.70535383418
ACH-001211,-0.5787544649009999
ACH-001212,-0.450679137193
ACH-001228,-0.7276125618989999
ACH-001232,-0.39320789924099997
ACH-001239,-0.7219153914650001
ACH-001274,-0.453215389575
ACH-001275,-0.553762631465
ACH-001277,-0.745142636682
ACH-001278,-0.563086182014
ACH-001280,-0.483211625202
ACH-001283,-0.49533892635
ACH-001289,-0.46890106148599997
ACH-001295,-0.539396438314
ACH-001300,-0.413035244529
ACH-001301,-0.553325001675
ACH-001302,-0.5238989457859999
ACH-001303,-0.591149757034
ACH-001306,-0.426557082663
ACH-001318,-0.780523105045
ACH-001322,-0.772186421363
ACH-001328,-0.470679704111
ACH-001332,-0.500497561191
ACH-001333,-0.504372651435
ACH-001336,-0.639211125414
ACH-001340,-0.45228264982699995
ACH-001346,-0.42743857825000003
ACH-001353,-0.581785559967
ACH-001354,-0.754623436109
ACH-001367,-0.815186353048
ACH-001368,-0.6158717489459999
ACH-001374,-0.8547410931939999
ACH-001375,-0.471907050353
ACH-001377,-0.618848634506
ACH-001380,-0.6565740931180001
ACH-001391,-0.723148232577
ACH-001407,-0.476182958218
ACH-001408,-0.510670991072
ACH-001413,-0.40221979548299996
ACH-001430,-0.68893164534
ACH-001431,-0.659887676126
ACH-001450,-0.331779631449
ACH-001496,-0.575458205312
ACH-001500,-0.522735880941
ACH-001521,-0.490343472968
ACH-001523,-0.543544306753
ACH-001532,-0.47996482773000004
ACH-001536,-0.511650941956
ACH-001550,-0.744147690898
ACH-001552,-0.441883581988
ACH-001554,-0.595901826853
ACH-001645,-0.460460523357
ACH-001654,-0.563050565656
ACH-001715,-0.531104802292
ACH-001735,-0.5968451061
ACH-001736,-0.598840049924
ACH-001737,-0.316275417449
ACH-001740,-0.48880184943300004
ACH-001745,-0.489300629841
ACH-001750,-0.451976848924
ACH-001765,-0.680951732986
ACH-001956,-0.463897384733
ACH-001957,-0.409562354067
