,DRAM2 (128338)
ACH-000004,-0.004316218145270001
ACH-000007,-0.206322951955
ACH-000009,-0.33757841680399997
ACH-000011,-0.24459173750500002
ACH-000012,-0.134129832044
ACH-000013,-0.20168838737
ACH-000014,-0.187894808638
ACH-000015,-0.21160539000300002
ACH-000017,-0.0826098846666
ACH-000018,-0.150936565528
ACH-000019,-0.5882121722079999
ACH-000021,-0.18129273112799998
ACH-000022,-0.136096853899
ACH-000025,-0.3930060204
ACH-000028,-0.398464732928
ACH-000030,-0.31296787916499996
ACH-000035,-0.46337015566399997
ACH-000036,-0.239976419213
ACH-000037,-0.227851960296
ACH-000039,-0.113162240015
ACH-000040,-0.36021151581
ACH-000041,-0.236627995756
ACH-000042,-0.22012843355
ACH-000045,0.141723306677
ACH-000047,-0.15003219694
ACH-000052,-0.16876703338500001
ACH-000053,-0.263842325619
ACH-000054,-0.269357366867
ACH-000055,-0.15450536945999999
ACH-000060,-0.23044977310400003
ACH-000067,-0.320197538576
ACH-000070,-0.21050423517
ACH-000075,-0.146313185411
ACH-000078,-0.36373571934500004
ACH-000082,-0.249349939076
ACH-000085,-0.268415370845
ACH-000086,-0.24227159182799998
ACH-000087,0.0183807399649
ACH-000092,-0.406706171075
ACH-000095,-0.217712331716
ACH-000097,-0.229108609618
ACH-000098,-0.069600931357
ACH-000099,-0.10234327082599999
ACH-000108,-0.141293835459
ACH-000113,-0.08974622943739999
ACH-000115,-0.0107510309779
ACH-000116,-0.0296334731226
ACH-000118,-0.272853553647
ACH-000120,-0.105514836438
ACH-000123,-0.211974615995
ACH-000127,-0.277723037882
ACH-000128,-0.164365901297
ACH-000132,-0.324763927775
ACH-000133,-0.37580553154299995
ACH-000137,-0.36742534842299995
ACH-000138,-0.165981337413
ACH-000142,-0.17463376633000002
ACH-000143,-0.0032353866344099996
ACH-000146,-0.0262621154614
ACH-000148,-0.257280823122
ACH-000150,0.05885639427040001
ACH-000152,-0.386345569511
ACH-000153,-0.37591329317
ACH-000159,-0.12632461936
ACH-000160,-0.310028371927
ACH-000163,-0.18853008774500002
ACH-000167,-0.522182901324
ACH-000168,-0.125067334932
ACH-000169,-0.263336507142
ACH-000178,-0.0858974420885
ACH-000182,-0.0946062304486
ACH-000183,-0.45005192281
ACH-000188,-0.09029421214289998
ACH-000189,-0.206919720152
ACH-000190,-0.464151622892
ACH-000198,-0.21036359308699998
ACH-000204,-0.30345617974
ACH-000206,-0.42154773673699997
ACH-000207,-0.377891547333
ACH-000211,-0.231925859154
ACH-000215,-0.23754762685199998
ACH-000221,-0.168164364157
ACH-000222,-0.097303159209
ACH-000223,-0.320735023407
ACH-000226,-0.162520386448
ACH-000227,-0.5231995460600001
ACH-000228,-0.43267492518899997
ACH-000231,-0.19704992281599998
ACH-000232,-0.288957821572
ACH-000233,-0.0506596477843
ACH-000234,-0.104953409691
ACH-000235,-0.269774350748
ACH-000237,-0.261371127643
ACH-000238,-0.36110587568999997
ACH-000243,-0.212673609294
ACH-000244,-0.22570990031100002
ACH-000246,-0.22032588170899997
