,KRAS (3845)
ACH-000316,-0.216499429641
ACH-000317,-0.47790588694499997
ACH-000318,-0.630587691598
ACH-000319,-0.29815307414500003
ACH-000320,-1.1524895772900001
ACH-000322,-0.26584296633
ACH-000323,-0.44946998435900004
ACH-000324,-0.36943812873000004
ACH-000329,-0.29169429140700004
ACH-000330,-0.314348581516
ACH-000331,-0.41446922200900005
ACH-000332,-1.10766744946
ACH-000334,-0.5916779811039999
ACH-000335,-0.437621307896
ACH-000336,-0.53312951827
ACH-000337,-0.545454240962
ACH-000339,-1.49215362243
ACH-000341,-0.13013654975
ACH-000348,-0.338862331635
ACH-000350,-1.23773918464
ACH-000352,-0.24982755536200002
ACH-000356,-0.863995448165
ACH-000361,-0.587388954642
ACH-000362,-0.5916453403059999
ACH-000363,-0.257531054421
ACH-000364,-0.14260630274900002
ACH-000365,-0.43502397922499997
ACH-000366,-0.289592695386
ACH-000368,-0.303581443392
ACH-000374,-0.424475473374
ACH-000375,-0.403947087179
ACH-000376,-0.641574839818
ACH-000381,-1.15018368836
ACH-000383,-0.59471438158
ACH-000387,-1.04557647864
ACH-000389,-0.527948407642
ACH-000390,-0.465513059951
ACH-000393,-0.3700106608
ACH-000395,-1.3658497896500001
ACH-000397,-0.558227407475
ACH-000401,-0.421001001321
ACH-000402,-0.704988276101
ACH-000403,-1.5468083862900002
ACH-000404,-0.167470370227
ACH-000406,-0.204057841752
ACH-000407,-0.7677117148729999
ACH-000408,-0.314194754633
ACH-000410,-0.40343638507299995
ACH-000411,-0.335023146273
ACH-000414,-0.8292681949099999
ACH-000415,-0.504593805116
ACH-000416,-0.6580810918550001
ACH-000420,-0.26784904369199997
ACH-000421,-1.2034573898799998
ACH-000424,-0.667636653727
ACH-000425,-0.230044803596
ACH-000426,-1.3235496662000001
ACH-000427,-0.422445908165
ACH-000433,-0.310637913151
ACH-000436,-0.332700119043
ACH-000444,-1.2743373096700001
ACH-000445,-0.34812295609899996
ACH-000448,-0.27790821785500003
ACH-000450,-0.723988129779
ACH-000452,-0.732078346551
ACH-000454,-0.536394227319
ACH-000458,-0.194124217209
ACH-000459,0.26897184831
ACH-000460,-1.3384420564100001
ACH-000461,-0.6791622266249999
ACH-000463,-1.29871109531
ACH-000464,-0.5773208674360001
ACH-000466,-0.652816715323
ACH-000467,-1.33080036532
ACH-000468,-2.13491462505
ACH-000469,-0.446832071978
ACH-000470,-1.3820164488999997
ACH-000471,-0.89934663291
ACH-000472,-0.42406810945600004
ACH-000473,-0.629984427228
ACH-000475,-0.269096257542
ACH-000476,-0.264929597014
ACH-000477,-0.6046253866669999
ACH-000480,-0.428463436352
ACH-000481,-0.28233375509799996
ACH-000483,-0.346834619824
ACH-000484,0.0111725629845
ACH-000485,-1.44682143817
ACH-000486,-0.407931542712
ACH-000487,-0.24810767511100001
ACH-000488,-0.300187199172
ACH-000490,-0.269242360858
ACH-000491,-1.02238455786
ACH-000495,-0.193591685775
ACH-000496,-1.42244301738
ACH-000499,-0.6744736500130001
ACH-000500,-0.262724008885
ACH-000502,-1.23666630236
ACH-000503,-0.5332076953670001
ACH-000505,-1.2980796001700001
ACH-000507,-0.820603874989
ACH-000510,-0.587806934281
ACH-000511,-1.24479902093
ACH-000512,-0.505734613334
ACH-000516,-0.163041962072
ACH-000517,-1.7773571677400002
ACH-000518,-0.442018374705
ACH-000520,-0.375208623711
ACH-000521,-1.20019002593
ACH-000522,-1.3507097803600001
ACH-000524,-0.55587720855
ACH-000527,-0.325159056756
ACH-000528,-0.524149131645
ACH-000537,-0.41476080892800005
ACH-000541,-0.473335471078
ACH-000542,-1.2402787666500001
ACH-000544,-0.543889308048
ACH-000545,-0.477464314667
ACH-000547,-0.674245060161
ACH-000548,-0.286106058041
ACH-000549,-0.223845605055
ACH-000550,-0.5185903709499999
ACH-000552,-0.44178841803
ACH-000556,-0.48111069579
ACH-000557,0.121930987355
ACH-000570,-0.127436257446
ACH-000571,-0.49837903466000005
ACH-000573,-0.465718334768
ACH-000576,-0.24956148155299998
ACH-000580,-0.524616368874
ACH-000584,-0.41323951130099995
ACH-000585,-1.2517540657
ACH-000588,-0.632513528855
ACH-000589,-0.405839062026
ACH-000591,-0.27646815984900003
ACH-000593,-0.456205029227
ACH-000600,-0.0676167407799
ACH-000601,-1.4905388872
ACH-000604,-0.545846760597
ACH-000605,-0.537368739943
ACH-000606,-0.32938631990600004
ACH-000608,-0.5340757019110001
ACH-000614,-0.570471505111
ACH-000616,-0.667192906998
ACH-000618,-0.370728380552
ACH-000619,-0.17351647161699998
ACH-000620,-0.463210450568
ACH-000621,-0.395571789872
ACH-000622,-0.470372027905
ACH-000623,-0.195949120928
ACH-000624,-0.310225849773
ACH-000627,-0.499128207395
ACH-000630,-0.300976602734
ACH-000632,-0.24403565521499998
ACH-000633,-0.279946634307
ACH-000637,-0.368433397274
ACH-000638,-0.9620957227850001
ACH-000646,-0.450040082967
ACH-000647,-0.41614000503
ACH-000648,-0.28583955136399997
ACH-000649,-0.17237096500100002
ACH-000651,-1.13236204414
ACH-000652,-1.63663851222
ACH-000653,-0.329385849124
ACH-000657,-0.39633511708400004
ACH-000658,-0.159941425258
ACH-000661,-0.394499814486
ACH-000662,-0.9789892388
ACH-000663,-0.43286428043499997
ACH-000665,-0.305621108188
ACH-000671,-0.321841333491
ACH-000673,-0.306696266454
ACH-000676,-0.339950555324
ACH-000677,-1.30579851526
ACH-000681,-1.05927194215
ACH-000682,-0.34178888784100003
ACH-000683,-0.353343855594
ACH-000684,-0.343715165131
ACH-000688,-1.9681395742400003
ACH-000693,-0.38095737245800004
ACH-000694,-0.473593401096
ACH-000695,-0.288954991079
ACH-000696,-0.292095365909
ACH-000697,-0.519764054167
ACH-000699,-0.297282364743
ACH-000701,-0.213990793081
ACH-000706,-0.389531358771
ACH-000711,-0.38622705354099995
ACH-000713,0.015667404284700003
ACH-000714,-0.309025458093
ACH-000718,-1.8547897602799999
ACH-000720,-0.343984033837
ACH-000721,-1.7317460024400002
ACH-000724,-0.289976311047
ACH-000725,-0.618388686015
ACH-000732,-0.328216578816
ACH-000734,-0.499375658108
ACH-000735,-0.20417054296700002
ACH-000736,-1.5396372422799998
ACH-000738,-0.410042272773
ACH-000746,-0.396161746728
ACH-000747,-0.37341539668000007
ACH-000748,-0.751443635352
ACH-000753,-0.553714784648
ACH-000756,-0.203329501902
ACH-000757,-1.29965427488
ACH-000758,-0.41021990302699995
ACH-000760,-0.39861457880199996
ACH-000763,-1.45453317613
ACH-000764,-1.06703110553
ACH-000765,-0.334884667567
ACH-000766,-0.32390003625999997
ACH-000767,-0.410366163685
ACH-000768,-1.23843620752
ACH-000769,-0.289438030103
ACH-000770,-0.243775691804
ACH-000771,-0.131655992817
ACH-000773,-1.1231837122200001
ACH-000776,-0.276428722752
ACH-000777,-0.522427088167
ACH-000778,-0.138053177093
ACH-000781,-0.285769368675
ACH-000782,-0.43434932521799996
ACH-000783,-0.445451672563
ACH-000784,-0.20097699170400002
ACH-000785,-0.55668168601
ACH-000787,-0.8782453509520001
ACH-000788,-0.25297736485
ACH-000791,-1.29783246903
ACH-000792,-0.40686972800399995
ACH-000794,-0.476820877966
ACH-000796,-1.6943022005300001
ACH-000799,-0.649327387967
ACH-000800,-0.444366838764
ACH-000802,-0.363809643842
ACH-000804,-0.41646393919200003
ACH-000805,-0.353858697017
ACH-000809,-1.1380923320999998
ACH-000810,-0.258139167341
ACH-000811,-0.279608948094
ACH-000817,-1.22798250671
ACH-000819,-0.44591325985
ACH-000820,-0.839974101619
ACH-000821,-0.26149435417399997
ACH-000822,-0.381544754962
ACH-000823,-0.557776436092
ACH-000824,-0.349086780578
ACH-000827,-0.214063157773
ACH-000829,-0.39880403162699996
ACH-000831,-0.69497335509
ACH-000832,-0.37607200667199997
ACH-000833,-0.541059809486
ACH-000834,-0.621985883394
ACH-000835,-0.201202409187
ACH-000836,-0.506811156166
ACH-000837,-0.554918697991
ACH-000838,-1.29699837781
ACH-000839,-0.36493104131
ACH-000840,-0.767326051073
ACH-000841,-0.269870555669
ACH-000843,-0.563615653852
ACH-000846,-0.147461347143
ACH-000847,-0.363742903165
ACH-000848,-0.562960152785
ACH-000849,-0.166075279401
ACH-000851,-1.36794480917
ACH-000855,-0.37730337894500005
ACH-000856,-0.39896689460900003
ACH-000858,-0.412712844977
ACH-000859,-0.195608550929
ACH-000861,-1.25643389305
ACH-000862,-0.499908037917
ACH-000865,-0.36296134874799996
ACH-000866,-0.395981696184
ACH-000867,-0.279580830502
ACH-000869,-0.600922690683
ACH-000872,-0.5842046282769999
ACH-000873,-0.397479155945
ACH-000876,-1.34458391874
ACH-000878,-0.0418465690804
ACH-000880,-1.1145345787999998
ACH-000881,-0.521423789264
ACH-000882,-0.36821208678499995
ACH-000884,-0.25345788038
ACH-000885,-1.02121926921
ACH-000887,-0.24520885602899997
ACH-000888,-0.57365996257
ACH-000889,-0.180008930233
ACH-000890,-0.744683076682
ACH-000896,-0.277099011261
ACH-000898,-0.438607669468
ACH-000900,-0.81560075394
ACH-000901,-0.47854561806
ACH-000905,-0.301228542942
ACH-000906,-0.23394272094300003
ACH-000907,-0.24287568945000002
ACH-000910,-0.258044437671
ACH-000911,-0.466867190836
ACH-000912,-0.31604343493299997
ACH-000913,-0.34753704043399997
ACH-000915,-0.044275960678699995
ACH-000916,-0.908848160432
ACH-000917,-0.21065241561999998
ACH-000921,-0.8040801063040001
ACH-000924,-0.409481347069
ACH-000926,-0.40540210151199996
ACH-000928,-0.7020636850759999
ACH-000929,-0.45707146611500005
ACH-000932,-1.7426065176099998
ACH-000935,-0.321370159649
ACH-000936,-0.40136406243199996
ACH-000937,-0.190765539997
ACH-000938,-0.0753509510343
ACH-000939,-0.31891081066599997
ACH-000941,-0.9775978696719999
ACH-000943,-0.40109912776699996
ACH-000946,-0.471864786321
ACH-000947,-0.676057518563
ACH-000948,-0.9516225436929999
ACH-000950,-0.702887912288
ACH-000953,-0.329808458709
ACH-000957,-1.0352478513799999
ACH-000958,-0.41434045602499997
ACH-000960,-0.294619346648
ACH-000963,-0.671546909315
ACH-000968,-0.834249906409
ACH-000969,-0.548645325144
ACH-000973,-0.145400003163
ACH-000974,-0.5729388522150001
ACH-000975,-0.400791941312
ACH-000976,-1.3889343476499998
ACH-000978,-0.45824953344999997
ACH-000980,-1.11092993281
ACH-000984,-0.515377267738
ACH-000986,-0.837008054683
ACH-000988,-0.667808935942
ACH-000993,-0.505374468511
ACH-000994,-0.561226554604
ACH-000996,-0.47961850569799996
ACH-001001,-0.9390267251100001
ACH-001020,-0.652273526723
ACH-001028,-0.221310477331
ACH-001031,-0.422158201569
ACH-001038,-0.39415537782
ACH-001048,-0.478966389676
ACH-001050,-0.744753475818
ACH-001053,-0.287050920444
ACH-001054,-0.339733266341
ACH-001061,-1.10227363842
ACH-001067,-0.517955513646
ACH-001075,-0.363574912665
ACH-001096,-0.6057373920019999
ACH-001128,-0.681739255205
ACH-001134,-0.271378275526
ACH-001151,-1.2797712872700002
ACH-001163,-0.0949264962362
ACH-001164,-0.460978705745
ACH-001173,-0.319109914719
ACH-001183,-0.527184888637
ACH-001184,-0.339085018266
ACH-001190,-0.209606190891
ACH-001192,-0.438779446903
ACH-001193,-0.282821271832
ACH-001196,-0.528291037774
ACH-001197,-0.271688028769
ACH-001205,-0.53321658705
ACH-001211,-0.476377858788
ACH-001212,-0.43520354186000004
ACH-001228,-0.27181090163800004
ACH-001232,-0.492282191866
ACH-001239,-0.323992991184
ACH-001274,-0.5701080226399999
ACH-001275,-0.35750769602300003
ACH-001277,-0.6233221441669999
ACH-001278,-0.471963845807
ACH-001280,-0.621808399657
ACH-001283,-0.417193452636
ACH-001289,-0.244174750185
ACH-001295,-0.31371136112799997
ACH-001300,-0.621108140659
ACH-001301,-0.769560792547
ACH-001302,-0.750503612008
ACH-001303,-0.352044948465
ACH-001306,-0.33995546703900004
ACH-001318,-0.288677814594
ACH-001322,-0.517845572798
ACH-001328,-0.483206578454
ACH-001332,-0.556166838926
ACH-001333,-0.5062898790479999
ACH-001336,-0.267472324669
ACH-001340,-0.586932476373
ACH-001346,-0.41940643668399996
ACH-001353,-1.5524457520500001
ACH-001354,-0.21411822628899999
ACH-001367,-0.62291715454
ACH-001368,-0.32191059796
ACH-001374,-0.686659643546
ACH-001375,-0.8099552585330001
ACH-001377,-0.874643654197
ACH-001380,-0.230917118116
ACH-001391,-0.0944606844621
ACH-001407,-0.547519482975
ACH-001408,-0.370867767439
ACH-001413,-0.511569883274
ACH-001430,-0.624259706554
ACH-001431,-0.38056445967
ACH-001450,-0.181055110707
ACH-001496,-0.565281162603
ACH-001500,-0.41358664350100005
ACH-001521,-1.5318715685100002
ACH-001523,-0.507448122795
ACH-001532,-0.459206230024
ACH-001536,-1.10829906013
ACH-001550,-0.48282648078400003
ACH-001552,-0.10591674762900001
ACH-001554,-0.513021763332
ACH-001645,-0.35293167135
ACH-001654,-1.39501552021
ACH-001715,-0.494755584814
ACH-001735,-0.332416171557
ACH-001736,-0.436272686654
ACH-001737,-0.420864534493
ACH-001740,-0.375590115687
ACH-001745,-0.38636239412600004
ACH-001750,-0.368820350325
ACH-001765,-0.40107760761600003
ACH-001956,-0.37721038295000003
ACH-001957,-0.18804914223000002
